text,anger,disgust,fear,joy,sadness,surprise,neutral
"Political forces have allocated their seats in the new parliament, each will have a seat on the front row (27.04.2026 16:10)",0,0,0,0,0,0,1
"At a meeting in the National Assembly building, the political forces allocated their seats in the new 52nd parliament. ""There should be no disputes over chairs, tables, and offices; for us, this is a third-rate issue,"" Petar Vitanov from ""Progressive Bulgaria"" told journalists after the meeting.",0,0,0,0,0,0,1
"Regarding the election of the Speaker of the National Assembly, Vitanov said that good parliamentary practice requires MPs to be informed before the first session. ""Even if we are ready, the last place I would say it so early is in front of the media,"" he noted. According to him, Galab Donev is a suitable candidate because he is sufficiently erudite and authoritative.",0,0,0,1,0,0,1
"Vitanov pointed out that there is a huge problem related to fairness. Urgent anti-crisis measures are needed to curb prices, and the funds under the Recovery and Resilience Plan are also at risk, he added.",0,0,0,0,0,0,1
"""The distribution was consensual; everyone showed understanding regarding the arrangement. We are keeping some of our offices and vacating others for 'Progressive Bulgaria,' said Zhecho Stankov of GERB. A candidacy for Deputy Speaker of the National Assembly has not yet been discussed, nor has a joint choice for Speaker of Parliament been commented on,"" he noted.",0,0,0,0,0,0,1
"""All parties will have a seat on the front row; our parliamentary group will be on the far right,"" stated Nadezhda Yordanova from ""We Continue the Change – Democratic Bulgaria"" (PP-DB). No talks have been held with us by ""Progressive Bulgaria"" regarding the Speaker of the National Assembly, she added.",0,0,0,0,0,0,1
"Regarding the candidate for Deputy Speaker of Parliament, Yordanova stated that ""Democratic Bulgaria's"" nominee for the position is Gen. Atanas Atanasov. When asked whether the group would remain together or split, she replied, ""we are faced with the task of being a constructive, effective, and active opposition force."" It is a shared responsibility to provide a solution to the task of being an effective opposition force that guarantees Bulgaria's democratic pro-European path. ""Our proposal is to be in a joint group based on a clear coalition agreement,"" Yordanova added.",0,0,0,0,0,0,1
"Asked whether she is ready to support Andrey Gyurov as a presidential candidate, she replied that he is successful as a caretaker prime minister. ""I do not consider it appropriate to comment at this stage,"" she added.",0,0,0,0,0,0,1
"The allocation went smoothly; I think all parliamentary groups will be satisfied. Every group will be able to access the rostrum of the National Assembly, said Miroslav Ivanov of PP-DB. ""Progressive Bulgaria"" are positioned in the center-left, he added. Our priorities remain as they have been so far – justice, high incomes, and a competitive business environment, Ivanov noted.",0,0,0,1,0,0,1
"The more important question is what is happening with the state, whether we will replace the Supreme Judicial Council (SJC), whether measures will be taken regarding inflation and rising prices, rather than the MPs' offices, said Petar Petrov from ""Vazrazhdane.""",0,0,0,0,0,1,1
"When asked what agenda ""Vazrazhdane"" is entering with and whether it will support some of the bills or be entirely in opposition, Petrov indicated that the party will support the replacement of the SJC (Supreme Judicial Council) from the parliamentary quota, as well as legislative changes to stop inflation.",0,0,0,0,0,0,1
"The 52nd National Assembly will be convened on Thursday at 10:00 a.m., the president said.",0,0,0,0,0,0,1
