text,love,joy,anger,sadness,fear,surprise,neutral
"Local media report a scandal at the Bulgarian church ""St. George the Victorious"" in Edirne; the reason is a request by Greek clergy for a service in the Greek language (09.05.2026 15:36)",0,0,0,0,0,0,1
"Local media report a scandal at the Bulgarian church ""St. George the Victorious"" in Edirne over the insistence of Greek clergy to conduct the St. George's Day service in Greek.",0,0,0,0,0,0,1
"As a result of this situation, the board of trustees of the Constantinople Bulgarians imposed a ban on conducting services in the Greek language in the Bulgarian churches in Adrianople.",0,0,0,0,0,0,1
"According to information from the website ""Batı Express,"" the scandal broke out when the Greek metropolitan, who was supposed to lead the service in the Bulgarian Orthodox church located in the Kıyık neighborhood of Edirne, insisted that it be conducted in Greek. The metropolitan was sent by the Ecumenical Patriarchate in Istanbul.",0,0,0,0,0,0,1
"However, the hundreds of Bulgarians present in the church opposed the Greek cleric. A scandal ensued, with the Bulgarian citizens insisting that in the Bulgarian church, services should be conducted in Bulgarian rather than in Greek, which they do not understand, the cited source states.",0,0,1,0,0,0,1
"Saint George's Day is also the patronal feast of the Bulgarian Orthodox church in the Kıyık neighborhood of Edirne, and hundreds of Bulgarians have arrived specifically for the holiday, local media report.",0,0,0,0,0,0,1
"The scandal resonated strongly within the Orthodox Bulgarian community in Istanbul, and the topic was also covered by other media outlets such as ""Habertürk"", ""Yeni Birlik"", and others.",0,0,0,0,0,0,1
"""On behalf of the Istanbul Bulgarian community, we came to Edirne today to conduct the traditional worship service. We are the parish and the owners of this church /including the Church of Saint Constantine and Helena in Edirne/. Upon our arrival, however, we were informed through priests sent by the Greek Metropolitan of Edirne that we would not be able to conduct services in the Bulgarian language. Instead, we were told that the services would be held with Greek priests. We did not accept this. Because this is a Bulgarian church and we believe that the services should be conducted in the Bulgarian language,"" stated Dimitri Yotef, Chairman of the Board of Trustees of the Foundation of the Orthodox Churches of the Bulgarian Exarchate in Istanbul and the community of Istanbul Bulgarians.

""Therefore, as the Foundation of Orthodox Bulgarians, we have made the following decision. From today, we are closing our church for services until the issue of conducting services in the Bulgarian language is resolved. At the same time, we decided to ban the Metropolitan of Edirne from entering the church until permission is granted for services in Bulgarian. Of course, it will remain open for visits. People can come and pray, light candles. There is no obstacle to that. However, services will not be performed,"" added Yotef, as quoted by local media.

According to him, the decision applies to both churches in the city of Edirne. “To be honest, this decision should have been made years ago. We experienced great sorrow after the death of the late Father Alexander Chakaruk. He was very precious to us. Since his death, over the last three years, we have been subjected to strong pressure from the Metropolitan. Therefore, today we met with the board of directors and reached the point of making this decision,"" he added.",0,0,0,0,0,0,1
"Official Bulgarian representatives were also present in the church for today's service. ""Today, a very unpleasant incident occurred in our church, which you all witnessed. We can call it an unexpected situation, but it must also be said that this is a continuation of a long-standing problem. Because we have been facing the same difficulties for a long time. His Eminence the Metropolitan imposed a restriction on conducting services in the Bulgarian language. In the Republic of Turkey, however, services and worship in every church or place of worship are conducted in the language of the respective community. The Republic of Turkey is a state that equally protects the rights of different peoples, different denominations, and religious groups. With regret, however, I must state that His Eminence the Metropolitan did not understand our sensitivity on this matter. He may be of Greek origin, but the issue here is the language, the culture, and the right of the community to practice its faith in its own language,"" stated the Bulgarian Consul General in Edirne, Radoslava Kafedzhiyska, to the Edirne media.",0,0,0,0,0,0,1
"After quite prolonged and heated debates, and primarily due to the insistent demands of Bulgarian citizens in defense of their right to offer their prayers in Bulgarian, a prayer was read in the Bulgarian language.",0,0,0,0,0,0,1
"The scandals surrounding the Bulgarian churches in Edirne are primarily linked to attempts at interference by the Ecumenical Patriarchate, bans on conducting services in the Bulgarian language, and disputes over the management of the temples. Ecumenical Patriarch Bartholomew has been criticized for actions intended to impose a Greek presence, including through services held in Greek, according to experts familiar with the issue.",0,0,1,0,0,0,0
"In the Bulgarian churches in Istanbul, ""St. Stephen"" and ""St. John of Rila"" at the Bulgarian Exarchate, divine services are conducted in Bulgarian, with the only exception being visits by the Ecumenical Patriarch, when prayers are offered in Greek.",0,0,0,0,0,0,1
