text,love,joy,anger,sadness,fear,surprise,neutral
BTA's Archives and Reference Directorate received the award from the Association of Bulgarian Airlines for contribution to the preservation of historical memory (28.04.2026 15:16),1,0,0,0,0,0,0
"The Archives and Reference Directorate of the Bulgarian Telegraph Agency (BTA) received an award from the Association of Bulgarian Airlines for its contribution to the preservation of the historical memory of Bulgarian Civil Aviation (BGA). The award was presented at an official ceremony at the Vega Hotel in Sofia, and the award was accepted by Desislava Sevova, Director of the Archives and Reference Directorate at BTA.",1,0,0,0,0,0,0
"She expressed her gratitude for the award and described it as a high assessment not only of her personal work, but also of the efforts and professionalism of the team she leads. According to her, the award is perceived as a recognition of the importance of archival work and as a respect for the generations of journalists and employees who have worked in the 128-year history of BTA and left their contribution.",1,0,0,0,0,0,0
"Sevova emphasized that today's real news creates tomorrow's history, and the mission of the archive is to preserve it.",1,0,0,0,0,0,1
Anton Mitov from the Archive Fund Directorate of the Bulgarian National Radio (BNR) was also awarded the same distinction for his contribution to the preservation of historical memory.,1,0,0,0,0,0,0
"ABA also awarded an award - a statuette ""Flight"" for the preservation of the historical heritage and contribution to the development of the Bulgarian Air Transport Association, to the Institute of Air Transport, called the ""Forge of Aviation Personnel"", which this year celebrates the 55th anniversary of its establishment. The award was accepted by the director of the institute and honorary chairman of ABA Svetoslav Stanulov. The award was presented to him by the chairman of the Association of Industrial Capital in Bulgaria Rumen Radev.",1,0,0,0,0,0,1
"The ""Flight"" statuette for overall contribution and accurate coverage of aviation topics was awarded to the newspaper ""24 Chasa"", which celebrates its 35th anniversary. The distinction was presented by the Chairman of the Bulgarian Association of Newspapers, Yovko Yotsev, and the award was accepted by Ivan Mihalev, the publication's commercial director.",1,0,0,0,0,0,0
"Zhivko Konstantinov received an award for the creation of the website ""Travel Radar"" and for a series of films on aviation themes. The award was presented to him by the Deputy Minister of Transport and Communications Dimitar Nedyalkov. Nedyalkov noted that Bulgarian aviation faces a difficult year, but emphasized that 2025 was extremely successful and expressed hope that the same good results will be achieved in 2026.",1,1,0,0,0,0,0
Dragomir Draganov was also honored with an award for overall contribution and preservation of historical memory by the Bulgarian National Television (BNT).,1,0,0,0,0,0,0
"Zapryan Zapryanov from Nova Television, Stancho Stanchev from bTV, as well as the morning block of Euronews Bulgaria, also received awards for correct coverage of aviation topics.",1,0,0,0,0,0,0
"An award for contribution to the presentation of the connection between tourism and aviation was awarded to the website Bgtourism.bg, which, in addition to the ABA award, also received a statuette from Electra Airlines.",1,0,0,0,0,0,1
"Miroslav Ivanov, editor-in-chief of the TravelNews website, was also awarded an award for accurate coverage of aviation topics.",1,0,0,0,0,0,0
