Article ID,Article Name,Paragraph,English - Google,English - Gemini,English - ChatGPT,Original,English,Google,Gemini,ChatGPT
8,Bai Ganyo In Switzerland Bul,1,0.82704103,0.8746759,0.8183209,"— Ами ти бе, Дравичка, защо мълчиш, не знаеш ли нещо за бай Ганя? — попита един от компанията нашия весел приятел Дравичката.","”So, what about you, Dravichka; why are so quiet? Don’t you know anything about Bai Ganyo?” one of our company asked our merry friend Dravichka.","""What about you, Dravichka, why are you silent? Don't you know anything about Uncle Ganya?"" one of the company asked our cheerful friend Dravichka.","— And what about you, Dravichka, why are you silent? Don't you know something about Bai Ganyo? — one of the group asked our cheerful friend Dravichka.","— Well, you, Dravichka, why are you silent, don’t you know anything about Bay Ganyo? — one of the company asked our cheerful friend Dravichka."
8,Bai Ganyo In Switzerland Bul,2,0.82792467,0.81820554,0.8184406,"— Как да не зная бе, брате, зная сума работи, но как да ги разкажеш? — отговаря с престорена скромност Дравичката.","“Sure I do, pal; I know lots of things, but how can I tell them?” answered Dravichka with false modesty.","""How could I not know, brother, I know a lot of things, but how can you tell them?"" answers the Dravichka with feigned modesty.","— How could I not know, brother? I know a great many things, but how can one tell them? — Dravichkata replied with feigned modesty.","— How could I not know, brother, I know a whole lot of things, but how can you tell them all? — replies Dravichkata with feigned modesty."
8,Bai Ganyo In Switzerland Bul,3,0.71801734,0.6826571,0.72445834,— Как ще ги разкажеш! Да имам аз твоите уста!,"“What do you mean, ‘how can I tell them’? If only I had your way with words!”","""How will you tell them! If only I had your mouth!""",— How you tell them! If only I had your mouth!,— How you tell them! If only I had your gift of speech!
8,Bai Ganyo In Switzerland Bul,4,0.6358781,0.618754,0.6939812,"— Е добре, слушайте:","“Well, all right, listen.”","— Okay, listen:","— Well then, listen:","— All right, listen:"
8,Bai Ganyo In Switzerland Bul,5,0.8944873,0.9085585,0.9119978,"Отидох едно лято на разходка в Женлоз, знайте го, в Швейцария. Взех си стая в един хотел и излязох да се разходя из града. Град — прекрасен, околности — и живописни, и величествени. Разхождам се така, безцелно, зяпам наляво-надясно и от улица на улица излязох на площада, дето е оперният театър. Гледам насреща едно елегантно кафене: чакай, рекох си, да се отбия да си почина малко. От входа надясно виждам една стъклена преграда с отворен изглед към площада и влизам — хем ще пия кафе, хем ще гледам кой минува. И какво заварвам там! Цели три маси заети с българи студенти! Е, идете да казвате, че българите нямат вкус за изящност! В такъв красив град, в най-хубавата част на града, в най-елегантното кафене заели най-хубавото място! Шум, дим, кибрити и димящи цигари по земята, тракане, вик, крамоли!... Тук играят табли, там префа, отвъд trenta una!... И чувам от всички страни: „Шеш-беш!... Купи!... Дай парите! Джехар и ек!... Защо ми гледаш картите бе!... Garзon!... Първи на вторите!... Дю-беш!... Лъжеш, не е дюбеш!... Trenta una... Пики!... Garзon!... Ти хабер нямаш от префа!... Не ща ум от социалисти!... Дюбара!... И аз не ща ум от чорбаджии!... Цакам!... Подлец!... Garзon! С декорациите ли се гордееш?... Спатии!... Ами ти с руските чифути ли? Господа, ахмака иде!   Ха, ха, ха!... Garзon un chope! Дай ми още един франк назаем бе!... Ти си батакчия! Земи назаем от гарсона!... Дьорт джехар!...“","One summer I was taking a stroll in Genlaus, you know the place, in Switzerland. I had gotten myself a room in a hotel and had gone out to walk around the city. The city is beautiful; the surroundings are picturesque and magnificent. I’m just walking about, no particular place in mind, staring left and right, wandering from street to street, and I come out onto the square where the opera theater is. Right across from me I see an elegant café. Wait a minute, I say to myself, why don’t I stop in and take a break. To the right of the entrance I see a glass partition with a clear view of the square, and I go inside both to drink a coffee and to watch the passersby. And what do I stumble upon in there? Three entire tables occupied by Bulgarian students! Now just try to tell me that Bulgarians don’t have a taste for luxury. In such a beautiful city, in the prettiest part of town, in the most elegant café, they have taken the best seats. Noise, smoke, matches and smoldering cigarettes on the floor; clatter, shouts, quarrels . . . Here they’re playing backgammon, there preference, across the way twenty-one. And from all sides I hear, “Six and a five! Hearts! Hand over the money! Four and a one! Quit looking at my cards! Garçon! Hit me! Double fives! Liar, you don’t have double fives! Thirty-one! Spades! Garçon! You don’t know anything about preference! I don’t take advice from socialists! Double twos! And I don’t want advice from the bourgeoisie! Trump! Bastard! Garçon! Proud of your medals now, are you? Clubs! So are you with those Russian Chifuti, then? Gentlemen, here comes the ‘sucker’! Garçon! A beer! Hey, lend me one more franc! You’re a deadbeat! Get a loan from the waiter! Double fours!”","One summer I went for a walk in Gennéloz, you know, in Switzerland. I took a room in a hotel and went out to walk around the city. The city is beautiful, the surroundings are both picturesque and majestic. I walk around aimlessly, staring left and right, and from street to street I came out on the square where the opera house is. I look across at an elegant café: wait, I said to myself, let me stop by and rest a bit. From the entrance to the right I see a glass partition with an open view of the square and I go in - I will both drink coffee and watch who passes by. And what do I find there! Three whole tables occupied by Bulgarian students! Well, go ahead and say that Bulgarians have no taste for elegance! In such a beautiful city, in the best part of the city, in the most elegant café, they have taken the best place! Noise, smoke, matches and smoking cigarettes on the ground, rattling, shouting, quarrels!... Here they are playing backgammon, there prefa, beyond trenta una!... And I hear from all sides: ""Six-besh!... Buy!... Give me the money! Jehar and ek!... Why are you looking at my cards!... Garзon!... First of the second!... Du-besh!... You're lying, it's not dubesh!... Trenta una... Spades!... Garзon!... You don't know anything about prefa!... I don't want the mind of socialists!... Dubara!... And I don't want the mind of soup cooks!... I'm scolding!... You scoundrel!... Garзon! Are you proud of the decorations?... Spatii!... What about the Russian Jews? Gentlemen, the fool is coming! Ha, ha, ha!... Garзon un chope! Lend me another franc!... You're a rascal! Borrow from the waiter!... You're a scoundrel!... ""","One summer I went for a stroll in Geneva—mind you, in Switzerland. I took a room in a hotel and went out to walk around the city. The city—wonderful; the surroundings—both picturesque and majestic. I was walking like that, aimlessly, gazing left and right, and from street to street I came out onto the square where the opera house is. I saw an elegant café opposite: wait, I said to myself, let me stop by and rest for a bit. To the right of the entrance, I saw a glass partition with an open view of the square and went in—I’d have a coffee and watch the passers-by at the same time. And what did I find there! No less than three tables occupied by Bulgarian students! Well, go ahead and say that Bulgarians have no taste for elegance! In such a beautiful city, in the finest part of town, in the most elegant café, they had taken the best spot! Noise, smoke, matches and smoldering cigarettes on the floor, clattering, shouting, bickering!... Here they were playing backgammon, there preference, over there *trenta una*!... And I heard from all sides: “Shesh-besh!... Hearts!... Give me the money! Jehar-i-yek!... Why are you looking at my cards, man!... Garçon!... First on the seconds!... Du-besh!... You’re lying, it’s not du-besh!... Trenta una... Spades!... Garçon!... You haven’t the slightest clue about preference!... I don’t want advice from socialists!... Dubara!... And I don’t want advice from chorbadzhiyas!... I trump!... Scoundrel!... Garçon! Are you proud of your medals?... Clubs!... And what about you and the Russian Yids? Gentlemen, the fool is coming! Ha, ha, ha!... Garçon, un chope! Lend me another franc, man!... You’re a deadbeat! Borrow from the waiter!... Dort-jehar!...”","I went one summer for a trip to Geneva, you know, in Switzerland. I took a room in a hotel and went out to walk around the city. The city was beautiful, and the surroundings were both picturesque and majestic. I was wandering aimlessly like that, looking left and right, and from street to street I came out onto the square where the opera house is. I look across and see an elegant café: “Wait,” I said to myself, “I’ll stop in and rest a little.” From the entrance on the right I see a glass partition with an open view of the square, and I go in—both to drink coffee and to watch the passersby. And what do I find there! Three whole tables occupied by Bulgarian students! Well, go and tell people that Bulgarians have no taste for elegance! In such a beautiful city, in the finest part of the city, in the most elegant café, they had taken the best place! Noise, smoke, matches and smoking cigarettes on the floor, clatter, shouting, quarrels!... Here they are playing backgammon, there preference, beyond that trenta una!... And I hear from all sides: “Shesh-besh!... Buy!... Give me the money! Djehar and ek!... Why are you looking at my cards, eh!... Garzon!... First to the second!... Dyu-besh!... You’re lying, it’s not dyubesh!... Trenta una... Spades!... Garzon!... You know nothing about preference!... I don’t want any wisdom from socialists!... Dyubara!... And I don’t want any wisdom from the rich men either!... I’m trumping!... Scoundrel!... Garzon! Are you proud of the decorations?... Spades!... Well, and you with the Russian Jews? Gentlemen, the fool is coming! Ha, ha, ha!... Garzon, un chope! Lend me another franc, eh!... You’re a swindler! Borrow from the waiter!... Dört jehar!...”"
8,Bai Ganyo In Switzerland Bul,6,0.80530906,0.7958299,0.8087759,"Лицето, на което лепнаха не съвсем ласкателния епитет ахмака, влезе в кафенето, поздрави студентите, които го посрещнаха, както се казва, с разтворени обятия, и не знаеше към коя група да се присъедини, понеже от всички маси се стараеха да го привлекат. Такава симпатия към един   ахмак   ми се показа отпърво необяснима, но не се мина много време, и от думите, с които се кръстосваха масите за сметка на това лице, моето недоумение се разпръсна. Сетне аз узнах, че този   ахмак   е син на един землевладелец от Аржентина, в Южна Америка. Богато момче. Бащата му пращал по 500 франка месечно, от които половината всеки месец се разпределяли с помощта на trenta una по джебовете на нашите студиозуси. И затуй, че добродушно се оставял да го скубят, като си доставял удоволствието да наблюдава любопитната за него жадност, с която нашите примамвали паричките му — той се удостоил с титлата   ахмак.","The personage who had been branded with the less-than-affectionate epithet “sucker” entered the café and greeted the students, who met him, as they say, with open arms, and he couldn’t decide which group to join, since each table was trying to lure him in. Such fondness for a sucker seemed to me, at first, inexplicable, but it wasn’t long before my perplexity was dispelled by the words that traveled from table to table at that person’s expense. Then I realized that the sucker was the son of a landowner from Argentina, in South America, a rich young man. His father was apparently sending him ﬁve hundred francs a month, half of which, with the help of twenty-one, was being regularly distributed into the pockets of our “young scholars.” And because he good-naturedly let himself be fleeced—since it gave him the pleasure of observing the curious (to him) greed with which our boys tried to coax his pocket money from him—he had been awarded the title of “sucker.”","The person to whom the not entirely flattering epithet of fool was attached entered the café, greeted the students, who welcomed him, as they say, with open arms, and did not know which group to join, since all the tables were trying to attract him. Such sympathy for a fool seemed inexplicable to me at first, but it did not take long, and from the words with which the tables crossed at the expense of this person, my bewilderment was dispelled. Then I learned that this fool was the son of a landowner from Argentina, in South America. A rich boy. His father sent 500 francs a month, half of which was distributed each month with the help of trenta una into the pockets of our studiousses. And because he good-naturedly let himself be plucked, giving himself the pleasure of observing the curious greed with which ours lured his money - he was awarded the title of fool.","The individual upon whom the not-so-flattering epithet of ""the fool"" had been bestowed entered the café and greeted the students. They welcomed him, as the saying goes, with open arms, and he was at a loss as to which group to join, for every table was vying for his company. Such affection for a ""fool"" initially seemed inexplicable to me, but before long, the banter exchanged between the tables at his expense cleared up my confusion. 

Later, I learned that this ""fool"" was the son of a landowner from Argentina, in South America. A wealthy young man. His father sent him five hundred francs a month, half of which was redistributed every month into the pockets of our students by way of *trenta una*. And because he good-naturedly allowed himself to be fleeced, deriving pleasure from observing the curious greed with which our lot lured away his coins—he had earned the title of ""the fool.""","The person on whom the not entirely flattering epithet **“fool”** had been pinned entered the café, greeted the students who welcomed him, as they say, with open arms, and did not know which group to join, since everyone at the tables was trying to draw him in. Such sympathy for a fool seemed to me at first inexplicable, but not much time passed before my bewilderment was dispelled by the words with which the tables traded jibes at this person’s expense. Then I learned that this fool was the son of a landowner from Argentina, in South America. A rich boy. His father sent him 500 francs a month, half of which every month were distributed, with the help of *trenta una*, into the pockets of our students. And because he good-naturedly let himself be fleeced, taking pleasure in watching the curious greed with which our fellows lured his money from him, he was awarded the title of **fool**."
8,Bai Ganyo In Switzerland Bul,7,0.9173839,0.9164753,0.88743865,"В какъвто час на деня и да посетях това кафене, като почнеш от 9 часа сутринта до късно вечер, постоянно заварвах същите лица при същите занятия — табли, префа, trenta una. Кога тия младежи четяха, по какъв начин те усвояваха европейската култура — това ми остана необяснимо. Ясно ми бе само туй, че почти ни един от тях не говореше сносно френски език. Не успее да зине на този език, и по грубостта на интонацията, по дикцията, по конструкцията на фразите ще го познаеш, че е възточен човек.","No matter what hour of the day I visited that café, starting from nine in the morning until late in the evening, I always found the same faces at the same pursuits: backgammon, preference, twenty-one. When these youths did their reading, by what means they acquired European culture remained a mystery to me. The one thing that was clear was that almost none of them spoke French even passably well. As soon as one of them so much as opened his mouth in that language, the crudeness of his intonation, his diction, and the construction of his sentences gave him away as Oriental.","No matter what time of day I visited this café, from 9 a.m. until late at night, I always found the same people at the same classes—tableaux, prefa, trenta una. When these young men read, how they absorbed European culture—this remained inexplicable to me. The only thing I understood was that almost none of them spoke a passable amount of French. If he could not master the language, you would recognize him as an oriental man by the coarseness of his intonation, by his diction, by the construction of his phrases.","No matter what time of day I visited this café, from nine in the morning until late at night, I always found the same faces engaged in the same activities—backgammon, preferans, thirty-one. When these young men found the time to read, or in what manner they were assimilating European culture, remained a mystery to me. One thing alone was clear: hardly any of them spoke decent French. No sooner would one of them open his mouth to speak the language than you would recognize him as an Easterner by the coarseness of his intonation, his diction, and the construction of his phrases.","At whatever hour of the day I visited that café, starting from 9 in the morning until late at night, I always found the same faces engaged in the same pursuits—tab, préfa, trenta una. When these young men read, in what way they absorbed European culture—that remained unexplained to me. What was clear to me was only this: almost none of them spoke French properly. The moment one of them opened his mouth in that language, you could tell from the roughness of the intonation, from the diction, from the construction of the phrases, that he was an Eastern man."
8,Bai Ganyo In Switzerland Bul,8,0.96215963,0.15135655,0.92081785,"През ден, през два към тази компания се присъединяваха няколко озлобени, нихилиствуващи еврейчета, които от тъмните кьошета на кръчмите се зъбеха на тиранина. Аз не зная каква беше пък тази симпатия към тези тъмни герои, които са в състояние едновременно да бъдат и нихилисти, и тайни полицейски агенти, и анархисти, и най-низка проба злоупотребители на дружествени пари, библиотеки и други имоти. Вместо да се сдружават с френците, с немците, с англичаните, винаги примерни и във веселбите си, и в занятията си, вместо да се проникнат с техния дух на порядъчност, на трудолюбие, на честност, на кавалерство — те, нашите, намираха своя идеал или в еврейчетата, или в гърчетата, или в някои арменчета, които по най-долен начин експлоатираха средствата и силите им, като ги увличаха в задушената атмосфера на своите злобни, груби и безплодни глаголствувания. Сетне узнах, че в този град имало и други българчета, които не посещавали това кафене, а се занимавали най-сериозно с науките си.","After another day or so, the group was joined by several bitter, nihilistic young Jews who snarled at the capitalist tyrant from the dark corners of the taverns. I don’t understand the sympathy for these dark heroes, who were capable of being simultaneously nihilists and agents for the secret police, at the same time anarchists and the lowest sort of abusers of social funds, libraries, and other institutions. Instead of making friends with the French, the Germans, and the English, always exemplary models both in their diversions and their studies, instead of being imbued with their spirit of decency, work ethic, honesty, and chivalry, these boys of ours found their ideal either among the Jews, the Greeks, or some Armenians, who exploited their resources and energies in the most despicable manner, drawing them into the suffocating atmosphere of their malevolent, crude, and sterile verbiage. Later, I discovered that there were other young Bulgarians in that city who didn’t visit that café and who dedicated themselves most seriously to their studies.","Every other day or two, this company was joined by a few embittered, nihilistic Jewish boys who, from the dark corners of the taverns, would snarl at the tyrant. I don't know what kind of sympathy there was for these dark characters who could simultaneously be nihilists, secret police agents, anarchists, and the lowest class of abusers of company money, libraries, and other property. Instead of associating with the French, the Germans, and the English, who were always exemplary in their amusements and their occupations, instead of imbuing themselves with their spirit of decency, industriousness, honesty, and chivalry, they, our people, found their ideal either in the Jewish boys, or in the Greek boys, or in some Armenian boys, who exploited their means and strength in the most base way, drawing them into the stifling atmosphere of their vicious, rude, and fruitless verbiage. Then I learned that there were other Bulgarians in this city who did not visit this cafe, but were very serious about their studies.",,"Every day or two, a few embittered, nihilistic little Jews would join this company, snarling at the tyrant from the dark corners of the taverns. I do not know what this sympathy was for these dark heroes, who are capable of being at once nihilists, secret police agents, anarchists, and the lowest sort of abusers of society’s money, libraries, and other property. Instead of associating with the French, the Germans, the English—always exemplary both in their merrymaking and in their pursuits, instead of being imbued with their spirit of orderliness, industriousness, honesty, and chivalry—our people found their ideal either in the little Jews, or in the little Greeks, or in some little Armenians, who exploited their means and energies in the most despicable way, drawing them into the stifling atmosphere of their spiteful, coarse, and fruitless chatter. Later I learned that in this city there were also other little Bulgarians who did not frequent this café, but were occupied most seriously with their studies."
8,Bai Ganyo In Switzerland Bul,9,0.7384888,0.77101886,0.7192185,"Един ден, в най-големия разгар на trenta una, когато аржентинецът беше изгубил около стотина франка, влезе в кафенето едно лице с накривен калпак, с тояга под мишница и дисаги в ръка.","One day, at the peak of a heated game of twenty-one, when the Argentinean had lost about one hundred francs, a person with a kalpak cocked on his head, a walking stick under his arm, and disagi in his hand entered the café.","One day, at the height of the trenta una, when the Argentine had lost about a hundred francs, a man with a cocked hat, a stick under his arm, and saddlebags in his hand, entered the café.","One day, at the height of *trenta una*, when the Argentine had lost about a hundred francs, a man entered the cafe with a tilted kalpak, a staff under his arm, and saddlebags in hand.","One day, at the height of the **trenta una** game, when the Argentine had lost about a hundred francs, a man entered the café wearing a tilted cap, with a stick under his arm and saddlebags in his hand."
8,Bai Ganyo In Switzerland Bul,10,0.8887508,0.884457,0.7124121,— О-о! Бай Ганьо! Добре дошъл! — извика цялата компания.,“Oho! Bai Ganyo! Welcome!” cried out the entire group.,"""Oh! Bai Ganyo! Welcome!"" the whole company shouted.",— Oh! Bai Ganyo! Welcome! — shouted the whole company.,— Oh! Bay Ganyo! Welcome! — cried the whole company.
