Source File,Content,Translated Content
bul_original_BTA_news1.csv,BTA_news1,BTA_news1
bul_original_BTA_news1.csv,"Политическите сили разпределиха местата си в новия парламент, всяка ще има място на първия ред (27.04.2026 16:10)","The political forces have distributed their seats in the new parliament, and each will have a place in the front row (27.04.2026 16:10)"
bul_original_BTA_news1.csv,"На среща в сградата на Народното събрание политическите сили разпределиха местата си в новия 52-ри парламент. За столове, маси и кабинети не би трябвало да има спорове, за нас това е треторазряден въпрос, каза Петър Витанов от „Прогресивна България“ пред журналисти след края на срещата.","At a meeting in the building of the National Assembly, the political forces allocated their seats in the new 52nd parliament. There should be no disputes over chairs, tables, and offices; for us, this is a third-rate issue, said Petar Vitanov of “Progressive Bulgaria” to journalists after the meeting ended."
bul_original_BTA_news1.csv,"Относно избора за председател на Народното събрание Витанов каза, че добрата парламентарна практика изисква преди първото заседание депутатите за бъдат запознати. Дори и да сме готови, последното място, на което ще го кажа е толкова рано пред медиите, отбеляза той. По думите му Гълъб Донев е подходяща кандидатура, защото е достатъчно ерудиран и авторитетен.","Regarding the choice for Speaker of the National Assembly, Vitanov said that good parliamentary practice requires MPs to be informed before the first sitting. “Even if we are ready, the last place where I would say it is this early, in front of the media,” he noted. According to him, Galab Donev is a suitable candidate because he is sufficiently erudite and authoritative."
bul_original_BTA_news1.csv,"Витанов посочи, че има огромен проблем, свързан със справедливостта. Трябват спешни антикризисни мерки, които да възпрат цените, застрашени са и средствата по Плана за възстановяване и устойчивост, добави той.","Vitanov pointed out that there is a huge problem related to justice. Urgent anti-crisis measures are needed to curb prices, and the funds under the Recovery and Resilience Plan are also at risk, he added."
bul_original_BTA_news1.csv,"Разпределението беше консенсусно, всички проявиха разбиране към подреждането. Ние запазваме една част от нашите кабинети, а друга освобождаваме за ""Прогресивна България"", каза Жечо Станков от ГЕРБ. Все още не е обсъждана кандидатура за зам.-председател на Народното събрание, не е коментиран и общ избор за председател на парламента, коментира той.","The distribution was consensual, and everyone showed understanding toward the arrangement. We are keeping part of our offices, and another part is being vacated for ""Progressive Bulgaria,"" said Zhecho Stankov from GERB. A candidacy for Deputy Speaker of the National Assembly has not yet been discussed, nor has a joint choice for Speaker of Parliament been commented on, he said."
bul_original_BTA_news1.csv,"Всички партии ще имат място на първия ред, нашата парламентарната група ще бъде най-вдясно, заяви Надежда Йорданова от „Продължаваме промяната – Демократична България“ (ПП-ДБ). Разговори с нас от страна на ""Прогресивна България"" за председател на Народното събрание не са водени, добави тя.","All parties will have a place on the front row, our parliamentary group will be on the far right, said Nadezhda Yordanova from “We Continue the Change – Democratic Bulgaria” (PP-DB). No talks have been held with us by “Progressive Bulgaria” regarding the Speaker of the National Assembly, she added."
bul_original_BTA_news1.csv,"По повод кандидат за зам.-председател на парламента Йорданова каза, че предложението на ""Демократична България"" за позицията е ген. Атанас Атанасов. На въпрос дали групата ще остане заедно или ще се раздели, тя отговори „предстои ни задачата да бъдем градивна, ефективна и активна опозиционна сила“. Обща отговорност е да дадем решение на задачата да бъдем ефективна опозиционна сила, която да гарантира демократичния проевропейски път на България. Нашето предложение е да бъдем в обща група въз основа на ясно коалиционно споразумение, добави Йорданова.","Regarding the candidate for deputy speaker of parliament, Yordanova said that “Democratic Bulgaria’s” proposal for the position is Gen. Atanas Atanasov. Asked whether the group would remain together or split, she replied, “We have the task ahead of us to be a constructive, effective, and active opposition force.” It is a shared responsibility to provide a solution to the task of being an effective opposition force that will guarantee Bulgaria’s democratic pro-European path. Our proposal is to be in a common group based on a clear coalition agreement, Yordanova added."
bul_original_BTA_news1.csv,"Попитана дали е готова да подкрепи Андрей Гюров като кандидат за президент, тя отговори, че той е успешен като служебен премиер. Не считам, че е удачно да коментирам на този етап, допълни тя.","Asked whether she was ready to support Andrey Gyurov as a presidential candidate, she replied that he was successful as caretaker prime minister. “I do not think it is appropriate to comment at this stage,” she added."
bul_original_BTA_news1.csv,"Спокойно мина разпределението, мисля, че всички парламентарни групи ще останат доволни. Всяка група ще може да излиза към трибуната на Народното събрание, каза Мирослав Иванов от ПП-ДБ. „Прогресивна България“ са разпределени в център ляво, добави той. Приоритетите ни остават каквито са били и досега - справедливост, високите доходи и конкурентна бизнес среда, посочи Иванов.","The allocation went smoothly, and I think all parliamentary groups will remain satisfied. Each group will be able to go up to the podium of the National Assembly, said Miroslav Ivanov from PP-DB. “Progressive Bulgaria” has been assigned to the center-left, he added. Our priorities remain as they have been so far — justice, high incomes, and a competitive business environment, Ivanov noted."
