text,love,joy,anger,sadness,fear,surprise,neutral
"Bai Ganyo, having finally convinced himself that he had no chance of settling down at Irecheka's place, picked up his saddlebags, ignoring the landlord's exhortations to leave them at his house until he found a room, and set off, accompanied by his servant, for the Nàrodny Kavàrna — the café where Bulgarian students gather. It was already seven o'clock when he entered the café with his saddlebags in his hand and a cap on his head. Go, you won't recognize who he is and where he's from! To the left of the entrance, around a table, were sitting several Bulgarian students.",0,0,0,0,0,0,1
"One of them saw the incoming compatriot and pushed the others: ""Bulgarian, Bulgarian!"" Everyone turned around at the moment when Bai Ganyo stopped a waiter carrying a tray of coffees, and, trying as much as possible to distort the Bulgarian words to make them understandable to the foreigner, asked in a loud voice: ""Are there any Bulgarian boys here?"" - and accompanied the question with a movement of the head and his free hand. A friendly laugh from the left side ended the waiter's bewilderment. Bai Ganyo turned around and recognized his black-eyed, black-haired, huddled compatriots.",0,0,0,0,0,0,1
"""Oh! Good afternoon! Have you been here?"" he shouted from the heart, put down his saddlebags and began to grab the students' hands. ""What are you looking at me for? Don't be afraid, I'm Bulgarian... Make a place for me to sit down.""",0,1,0,0,0,0,1
"""What do they call you, sir?"" one of the students asked curiously.",0,1,0,0,0,0,1
"""Me? Why do you ask? Ganyo Balkanski. I brought some gun oil to your Prague - here it is in the saddlebags.""",0,0,0,0,0,0,1
"""Is that so?"" cried one of the younger students in patriotic ecstasy. ""Let us see it.""",0,1,0,0,0,0,0
He had really only heard of rose oil.,0,0,0,0,0,0,1
"""What are you going to do with it, butter is butter,"" replied Bai Ganyo, ""it's not for you. Leave the butter alone, and tell me something else: where should I stay? I was just now at Bai Irecheka's...""",0,1,0,0,0,0,1
“Is that so?” the excited student shouted again.,0,1,0,0,0,0,0
"— How ""that""? Why shouldn't I go to him? I went — I thought, he'll show his humanity, he'll invite me to visit them. That faith! My apartment is cramped, oh my, I don't know what, oh my. He loved, oh my, the Bulgarians... Is that him! When there's gossip, and bye Ganyo knows how to love. — Is that how you greet a Bulgarian? A Bulgarian!... I won't lie to you, feed me the man. And what kind of food — oh my, stuff it!... Where are the Bulgarians more hospitable; the Bulgarian, if he has a room, will still invite you...",1,1,0,0,0,1,0
Some of the students began to wonder where Bai Ganyo was going and waited every minute for him to reveal his cards. Only the excited student reacted sympathetically to his words and clearly shared his indignation at the inhospitality of the foreigners.,0,0,0,0,0,0,1
"""Indeed, our Bulgarians are very hospitable,"" he confirmed with the utmost confidence, ""the locals don't want to know you. We're soaking up the coffee here...""",1,0,0,0,0,0,1
"The student who said these words was very advanced in civilization, but for some reason he did not enjoy a special reputation among his comrades; it seems that some sins lay on his soul; they said, by the way, that he was very fond of ""slandering."" No wonder! This desolate sin - stinginess - by contagion of the surrounding home environment takes root almost from childhood; it dries up the soul of the young man, turning him into the coldest egoist: nothing tender, nothing noble remains in him. Material interest governs all the actions of the stingy man and determines his relations to those around him: no moral impulse precedes, no remorse follows his actions, aimed without analysis of the means at obtaining benefits. Even when these actions bring disaster or disgrace to someone, then instead of remorse the selfish-stingy feels satisfaction, as if the loss of others is his gain, the misfortune of others is his happiness. One thing would disturb our young selfish - if someone outsmarted him. While in other nations the word ""cunning"" is synonymous with cunning, treacherous and attached to a person, it would lower him in the opinion of society, in our country the epithet cunning is adorned as with the most honorable decoration: ""Bray! A cunning boy came out, may his father live, he deceived us all! We could not deceive him! Ashkolsun. Bravo!""",0,0,0,0,0,0,1
"No actions or relationships made sense to Bodkova—that was his name—if they did not result in something naughty, some gossip. (Are there words in European languages ​​that correspond to these, in this sense?) If he visited the families there, he did so not out of sociability, out of a desire to get acquainted with the way of life in more civilized circles; the intellectual and moral interests of this society not only did not occupy him, but were also a burden to him—they seemed to be boring intervals, unbearable pauses that separated him from the purpose of his visits—from the naughty: now some treat, now some walk at their expense. He could not imagine getting to know women without ulterior motives. He kept a whole list of girls—whose dowries were how much; he was not interested in anything else in this respect. Interest also determined his relations with his comrades. Flattery, slander, intrigues and denunciations were the tools of his advantage. Even such things as national and tribal sympathies and antipathies served him only to extract personal benefit. More than once he rummaged in the pockets of various Slavic committees, sometimes as a ""Batak"", sometimes as an ""emigrant"". But Aslanov is a master at these things.",0,0,0,0,0,0,1
"Such was the exalted student who supported Bai Ganya in his opinion about the hospitality of foreigners. ""Yes, we're hanging around here in the cafes, no one invites us to visit,"" he repeated to please Bai Ganya.",1,0,0,0,0,0,1
"""And you want to be left to rot?"" said a bilious-looking student, who had evidently long harbored a hatred for the young egoist. ""Do you want to be carried in your arms? Why? Because you haven't even crossed the threshold of their house yet, you will first hook the maid who meets you in the hallway! Because in their company you are either silent as an oak tree, or you open your mouth only to babble vulgarities and nonsense? Because you will praise them to the heavens to their faces, and slander them behind their backs? Because you will throw dust in their eyes and recommend yourself as the son of a millionaire manufacturer or shipowner, when your father has two wheels for a braid or two pierced crows - just so that you can call the parents and carry off their daughter? Why will they receive you with open arms? Who are you? What kind of person are you to them? In whose eyes are you showing off your hospitality? And what is this vaunted hospitality of yours! — Is it that the Bulgarian will spread you a greasy bed and wrap you in questionable clothing? Ah, for God's sake, stop these savage boasts! Isn't it time we opened our eyes?",0,0,0,0,0,0,1
"""What are you so angry about? Did you find the time to fight now,"" one of the students said, ""when we have a guest coming?""",0,1,0,0,0,0,0
"— Let the man show himself, he doesn't want money? — Uncle Ganyo calmed him down with this typical argument: ""He wants Paris!"" He can say whatever he wants, do whatever he wants, as long as he doesn't want money, as long as he doesn't touch our pockets, our interests. He can lie, he doesn't want money!",0,0,0,0,0,0,1
"But after this chance incident, a friendly conversation could no longer be maintained. The company quieted down and one after another began to disperse. Of the Bulgarians, only Bai Ganyo and the excited student remained, who did not want to miss the opportunity to derive some benefit from his chance meeting with the Bulgarian rose oil merchant. — The saucepan rolled over because it found its lid.",0,0,0,0,0,0,1
"Not an hour had passed before the student had managed to scold his comrades in front of Bai Ganya so much that he had made him shout with all his heart: ""Ashkolsun kyopoolar!"" After another hour, Bai Ganya was already in the student's room, who was quite adept at exploiting to his advantage the arrival of a guest whom he had recommended to his landlords as a relative, a millionaire who ""has a number of rose oil factories."" He had managed to borrow ten guilders from the landlady—to whom he had not paid the rent for the room for a long time. While in one room the student was extolling Bai Ganya's wealth, in the next room Bai Ganya had already taken off his apron and was searching for something in it with great care, grumbling under his breath: ""That empty bastard has got it up again."" Bai Ganya's concept of cleanliness was not very highly developed. ""Is there a living person without a bastard?"" — say the old people in our country and, reassured by this axiom, they do not hinder the reproduction of animals too diligently. And why would they deprive themselves of such a pleasure: a sunny day, why is that sun good for him if he cannot go out on the veranda, stretch out on the mat, sneeze two or three times from its dust, so that his grandmother can come, so that he can put his head on her knee, so that she can dig her bony fingers with mourning nails into his hair and, as if she needed rice, start hammering! — this way, hammering! — that way, when the animals get scared, when they slide on the head, then a pleasant tickle, when the grandmother sings, and that sun of yours is a Balkan sunny day! Idyllic...",0,0,0,0,0,0,1
"Bai Ganyo, having finished his entomological research, put on his clothes and, without knocking, entered the next room, but immediately shouted: ""Excuse me!"" - and there was reason for it: he found the student and the landlady's daughter in a very tender vis a vis - they had embraced each other, as befits two young hearts in love. The girl, embarrassed, ran into the other room.",0,0,0,0,0,0,1
"""Why are you coming in like that? You're embarrassing the girl,"" the student said with an ironic wink.",0,0,0,1,0,0,0
"""You've hit the nail on the head!"" whispered Bai Ganyo mysteriously, his eyes shining like a monastery cat's. ""She's shiny, damn it! Is she a maid?""",0,1,0,0,0,0,1
"""What a servant! The landlady's daughter!""",0,0,0,0,0,0,1
"""Is that so? Here you can't tell who's a servant and who's a mistress, they're all shiny, all neatly dressed. One comes up to you, smiling so smugly, you think she's a servant, you pick on her, you get in trouble; another comes up to you, pretty, humble, you think she's the mistress, you stand up to her, invite her to sit down, she's embarrassed—oh my!—you talk to her politely, and then you see her cleaning your boots!""",0,0,0,0,0,0,1
"From the student's stories, accompanied by various gestures with which he embellished and gave more force and meaning to his words, Bai Ganyo learned that for several months, under the guise of pure love, the young man had been attacking the daughter of his widowed landlady with irresistible insistence.",0,0,0,0,0,0,1
"""And she, the divan,"" the narrator explains, ""hopes that I will take her as my wife! Let her hope and let her feed me well, let her sew me shirts. If she were a rich woman, I understand why someone would take her, but she's a scoundrel like me. She's wrapped around me because she thinks I'm rich. If she knew what I was like, would she want to? These people here are terrible speculators! But I know how to spin them, too?"" And he told her at length how he spins them...",0,1,0,0,0,0,1
"""Ashkolsun!"" shouted Bai Ganyo, his eyes watery, delighted with his young interlocutor.",0,1,0,0,0,0,0
"""Wait, is that all? If that's it, it's not! There's another one, another one, I've got my eye on her, but who knows! I can't even wrap my head around it - there's something to hit. Rich! I've been invited to their house tomorrow, they're taking me for a walk to a village.""",0,0,0,0,0,1,1
"""And when will you take me to the factories?"" asked the practical Mr. Gagno.",0,1,0,0,0,0,1
"""Easy job, another day. You stay here tomorrow, hang around them, when they see you don't know the language, they won't let you go to the inn, they'll invite you to their house and you'll eat a lot of crap.""",0,0,0,0,0,0,1
"And indeed, the next morning the student went to visit, and Bai Ganyo stayed in the apartment with only the landlords. As usual, that day he got up very early, woke up and sent his friend away, and waited another hour until the landlady woke up. This waiting was very hard for him, he felt some great need, like any person, so he forgot to ask the student where that thing was and — willy-nilly — he had to wait for the housekeepers to get up and — shame on me — ask them. It's very bad when you don't know a foreign language, they can't understand you about the simplest things, you always have to tell them with your hands, with your fingers, show them... And does everything show itself? Bai Ganyo knew languages, he could speak Turkish to you like a Turk, he understood Vlach, Serbian, Russian chat-pat, but the Germans and Czechs didn't understand any of these languages. It can't be said that Bai Ganyo didn't know German at all, he knew a word or two.",0,0,0,1,0,0,1
"In the next room the housekeepers got up and were moving about. Bai Ganyo looked through the keyhole, not out of any indecent curiosity, but to see if they were already dressed, and carefully, with bated breath, as he familiarized himself with their attire, he composed in his mind a phrase in German that would correspond to ours: ""Where is that for big work?"" — and finally, from the literal translation, he combined the phrase: ""Wo is diese fur gross Arbeit?"" — Knock! knock! knock!",0,0,0,0,0,0,1
“Prosim!” two female voices called from the next room.,0,0,0,0,0,0,1
"Bai Ganyo opened the door, said a ""forgive me"" and shyly said: ""Wo is diese fur gross Arbeit?"" and moved his fingers to emphasize the question.",0,0,0,0,0,0,1
"""What, pàn?"" the girl asked in bewilderment, trying to examine the appearance of the millionaire recommended by her lover.",0,1,0,0,0,1,1
"""Fur gross Arbeit?"" repeated Bai Gagno, even more confused, and again moved his fingers and head, but he noticed that they did not understand him.",0,0,0,0,0,1,0
"They understood him, but not as they should have; the women thought he was telling them that he had come to do great things, a great trade in rose oil.",1,0,0,0,0,0,1
"""Oh, the devil!"" thought Bai Ganya. ""What should I do now?"" And so that at least his daughter would not witness his predicament, he called his mother into his room with his hand, closed the door, and after repeating the question in German, this time supplemented it with a desperate facial expression that made the lady run away, choking with restrained laughter, into the other room. The maid appeared and satisfied Bai Ganya's curiosity. A trio of continuous female laughter shook the walls.",0,1,0,0,0,0,1
"The aroma coming out of the open kitchen door into the hallway whetted Uncle Ganya's appetite, and out of curiosity he peeked in to see what they were cooking. The landlady and the maid were there.",0,1,0,0,0,0,1
"— Was ist das? — asked Bai Gagno in a condescending tone, not so much out of a desire to get acquainted with the culinary art of the Czechs as to show that he had been around Europe and knew these things, and could even speak German. — Soup, right? You're cooking soup? I know. Ich versten supa!",0,1,0,0,0,0,1
"And Bai Ganyo, with a mixture of German, Bulgarian and distorted Bulgarian, aided by impressive gestures, gave the landlady to understand that he would not refuse to taste the taste of their cuisine. Seeing that the women showed a greater inclination to explain themselves in Czech, Bai Ganyo turned to ""Czech"" and supported his indulgent desire with the words: ""I want to eat it,"" interpreting these words by repeatedly touching his fingers to his open mouth, and then, pointing to his three fingers, he pushed his chest with his index finger, pushed the same finger to the landlady's chest and pointed a third time into space, as if pointing to the landlady's invisible daughter, i.e. ""to eat it, you three!"" It was also important for Bai Ganyo to know what time he would have lunch, because he was going to go for a walk, so as not to miss lunch, and then ""give me money to eat, while there is no money, you bastard"", and so he took out his huge watch and, holding it in front of the landlady's nose, made her show him with her finger the hands when he would ""have lunch"". When he was sure that everything was in order, Bai Ganyo went into his room, stuffed the muskets into his belt and went out into the street to take a walk, so that he would both take a walk and maybe run into a customer for rose oil.",0,0,0,0,0,0,1
"Look, Ganyo, the streets intersect a lot, you can get lost, you can get lost, and like a practical man, he looked around to see some sign by which he could recognize the house, and saw on the opposite side, on a back wall, an inscription in large letters; he took out his notebook, squinted at the vase, wrote an exact copy of the inscription and, completely confident that he had in his hands the most accurate address of his apartment, he ventured through the narrow streets of old Prague, and he looked here, he looked there, he saw a customer here, he saw a customer there, he got carried away and let him get carried away, but he lost his way. What now? What if he set out to look for his house, that he got lost even more through the Jewish streets, and an hour passed, two hours passed, he got stuck in some house - there was no way out, he went in another direction, he walked, walked and jumped out onto the banks of the Vltava. ""Come on, devil, what now?"" Well, leave the rest, but it's time for lunch, it came and went. That old man Ganyo, leaning on his haunches, walking, walking, he's a puddle of water, panting, he doesn't look like anything. The people he met, especially the police, looked at him suspiciously: this embarrassed him even more. ""Come on, the devil, what now?"" He was hungry, with a revolution in his stomach, but what the hell would he throw his money away for when he's invited to lunch?",0,0,0,0,0,0,1
"But, you will say, why is Uncle Ganyo wandering around the streets when the address is in his pocket? Well, that's the point! Uncle Ganyo is not a simpleton, you think, if he didn't think to take out his notebook, stop this and that guy on the street and, pointing to the written address, ask him with his fingers ""where to?"" He knows these things, he stops both men and women, but a strange thing - whoever he stops to ask, when he points out the written address, they will either look at him in amazement and laugh, or turn away from him with indignation. One lady, probably some nervous old maid, when she showed her the address, so jumped at him that Uncle Ganyo lost his courage. ""Come on, the devil, either I'm crazy, or all of Prague has gone crazy,"" he thinks to himself and cannot help but be amazed at the effect that his written address produces; He is both thinking and looking around, and at one point—isn't that happiness?—he sees the Nàrodny Kavàrna, the café where Bulgarian students gather, looming before him. Uncle Ganyo enters and finds the angry student.",0,0,0,0,0,1,1
"""Good afternoon! Tell me, your grace, am I crazy, are the people here crazy?"" asks Bai Ganyo, panting, with wet hair stuck to his forehead.",0,1,0,0,0,0,0
"The student looked at him questioningly. Bai Ganyo told him how he had gotten lost, how he had asked about his house by address, and what they had told him.",0,0,0,0,0,0,1
"The student, knowing that the Czechs, rude and fanatical only towards the Germans, are otherwise quite polite, cannot help but wonder how they could not do anything for Uncle Ganya.",0,0,0,0,0,1,1
"""Read, please, what's written here!"" and Uncle Ganyo handed over the notebook.",0,0,0,0,0,0,1
"The student read it: at first he frowned, but then he snorted!...",0,0,0,0,0,0,1
“Did you show this address to any lady?” he asked through laughter.,0,1,0,0,0,0,0
"""Why? I showed it to you! Well?""",0,1,0,0,0,0,1
"""Well? Do you know what's written here?""",0,1,0,0,0,0,1
"""What?""",0,0,0,0,0,0,1
"— It says ""...Zde je zapovedeno..."" ""It is forbidden here to..."" You copied it from a wall somewhere.",0,0,0,0,0,0,1
"""There's a has! Look! T... t... t! Are you telling the truth? Look!"" said Uncle Ganyo, clicked his tongue a little, and he started laughing too.",0,1,0,0,0,0,1
"The student didn't know Bodkova's apartment, they didn't go to each other's, and so he advised Bai Ganya to wait, and some Bulgarian would come and show him the house. It's easy to say ""wait,"" but Bai Ganya's stomach, let's see if it's of the same opinion! And that he wasn't of the same opinion, he demonstratively proved with an endless gurgling.",0,0,0,0,0,0,1
"“Aren't you hungry?” the student asked him, hearing the revolutionary signals.",0,1,0,0,0,0,1
"""Who, me?"" ""I'm not,"" lied Bai Ganyo, because if he told the truth, the man would show him the inn, and he didn't want to admit (""How can I tell such a stubborn kid!"") that a delicious meal was waiting for him at the landlady's.",0,0,0,0,0,0,1
"A conversation between Bai Ganyo and the ""stubborn kid"" could not be established. From the first meeting and instinctively, they somehow realized that they were not meant for each other, because according to the Bulgarian proverb (oh, what exquisite proverbs the Bulgarian genius created!) ""cucumber donkeys can be smelled for nine miles"". One came from Bulgaria, the other lived in Europe, they would still have something to talk about, because there must be some difference between the West and our homeland. Besides, Bai Ganyo did not notice this difference, and how will he notice it! Wherever he goes, he brings with him his own atmosphere, his own customs and habits, looks for a place to live according to his own tastes, meets all his own people, to whom he is accustomed and in whom, of course, he sees nothing new: if he goes to Vienna, he will stop at the ""London"" hotel, it is just as stuffy there, it smells just as much of cooking and hydrogen sulfide as at home; he meets the same Turks, Armenians, Serbs, and Arnauts that he is accustomed to meeting every day; he will not go to the Habsburg Café because he is afraid of being robbed, but will go back to the Greek café, which is just as unclean and suffocated by eternal smoke as our cafés. If he goes to trade, he will go to the Bulgarian merchants, and through them he does not even realize that he is coming into contact with Europeans. And that it is precisely outside this limited sphere that European life begins, he does not know and does not even seem to want to know. The upbringing, the moral peace of the European, his home environment - the fruit of centuries-old tradition and the gradual perfection of intellectual movement - the social struggles and the way they are conducted, the museums, libraries, philanthropic institutions, the fine arts, the thousands of manifestations of progress do not burden the attention of Bai Ganya.",0,0,0,0,0,1,1
"""Because my father always listened to operas,"" says Bai Gagno, and, charmed by this principle of fossilization and ultra-retrogradism, he is not too much frightened by the ""new fashion,"" i.e., by civilization. But for all this, Bai Gagno does not have the valor of the Chinese - to fence himself off with a wall against the invasion of civilization - and for all that he is inspired by the principle ""my father did not do this and I will not do it,"" but you see that you have put on a clean shirt, put on gloves, and when they see him, he puts on a tailcoat, gets angry, laughs, but puts on the tailcoat. You hear him say ""pardon,"" talk about ""constentuity,"" brag to himself that he likes ""soup,"" when in fact he would prefer a hot soup to all European dishes.",0,0,0,0,0,0,1
"""Ah, here comes a Bulgarian, he knows Bodkova's apartment,"" said the ""recalcitrant kid""...",0,0,0,0,0,0,1
