text,love,joy,anger,sadness,fear,surprise,neutral
I,0,0,0,0,0,0,1
"Dear Mr. Balkanski,",1,0,0,0,0,0,1
"You may have already forgotten me, but I will remind you of some circumstances and I believe that you will remember who I am. Do you remember when you were traveling through Europe, you stopped in Prague and all the Bulgarian students treated you so coldly, even Irechek, I was the only one who invited you to my house and spent the night for a few days. Do you remember when you found me with the landlady's daughter? And do you remember when you were left alone, how they entertained you and sang ""The Night is Terrible"" to them? I am the same, Bodkov, I have already completed my higher education and returned to my homeland. Since I do not have any other influential person among my acquaintances except you, I am turning to you with a request and asking you to ask one of the editorial offices of a government newspaper to print the attached letter, of which I am sending a copy for you as well, in case it gets lost in the editorial office. I believe that this letter is sufficient for the government to form an idea of ​​my ideas; I am even capable of writing much more than this, if necessary. I am finished with philosophy, Mr. Balkanski! In addition, I have a request for you: my father is an entrepreneur and now he is being rejected for fifty thousand leva worth of shoes, so I would like to ask you to intercede to accept them for him, as they accepted from the same material a Jew. Is this patriotic?",0,1,0,0,0,0,1
"Don't think that I am writing this letter to please the government. Not at all. The scrapping of shoes has nothing to do with the letter, and finally, you should know that I am not a man who sells his convictions.",0,0,1,0,0,0,1
Please accept the assurance of my highest consideration for you.,1,0,0,0,0,0,0
Your Bodkov,0,0,0,0,0,0,1
"P. S. The editors can edit my letter as they see fit, I am not a pretentious person.",0,0,0,0,0,0,1
Same,0,0,0,0,0,0,1
P. P. S. The shoes were discarded three days ago.,0,0,0,0,0,0,1
Same,0,0,0,0,0,0,1
Here is the correspondence mentioned in the above letter:,0,0,0,0,0,0,1
Copy,0,0,0,0,0,0,1
Letter to the editor,0,0,0,0,0,0,1
"Mr. Editor,",0,0,0,0,0,0,1
"My blood runs cold in my veins, my brain freezes to my skull, my heart stops beating and with a trembling soul I call out to the venerable Government and ask it to answer, will there be an end to its patience with the destructive licentiousness of the opposition press? The people want to know (I can boldly affirm this) when the sacrilegious fingers of the opposition will break, which dare to touch - oh, horror! - the Virgin and Sacred Person of our common Father, the pledge of our happiness and prosperity. Instead of uncomplaining reverent worship before the bright embodiment of our independence, instead of kneeling readiness to satisfy the Highest lusts and desires, Bulgarians (degenerates of the Bulgarian people) appear in our country who dare to attribute human weaknesses to the untouchable Person!!!... This is more than a betrayal of the national interests. This is an unprecedented debauchery in history! There were even such robbers of the pen who rose up and tried to stop and desecrate the greatest virtue of our municipalities, which give municipal forests, islands and gardens to their Most High Beloved. The majesty of the throne is at the same time the majesty of the people and instead of being proud that our municipalities clearly prove their love for the Crown and the Dynasty, instead of rejoicing that our previously wild fatherland is covered with magnificent palaces and villas, there are Bulgarians - imagine, Bulgarians! - who are not satisfied even after that! Such malcontents sow debauchery in society and the Bulgarian people should look at them with disgust. They are the cause of the moral decline of our society and for this distrust that is creeping in between the government and society and is so badly affecting the people's livelihood. This distrust is harming the private interests of the most respected and conscientious merchants, as is the case with our esteemed citizen NN, who recently had shoes made of the finest material rejected by mistake for 50,000 leva. And so, the Government must take measures to shut up the opposition once and for all. This is the most fervent desire of the Bulgarian people.",0,0,0,0,0,0,0
X. Y.,0,0,0,0,0,0,1
"Mr. Editor,",0,0,0,0,0,0,1
"I promise to write you as many such letters against the opposition as you want from now on, I will only ask that your name remain incognito for the public. I am finished with philosophy.",1,0,0,0,0,0,0
With special respect:,1,0,0,0,0,0,1
Bodkov,0,0,0,0,0,0,1
II,0,0,0,0,0,0,1
"Mr. Bodkov,",0,0,0,0,0,0,1
"It comes to mind who you were, Your Grace, how could I not remember, I remember you too, I remember your fiancée and her mother was a zayrsaz, I taught them to cook this and that and we played the piano, I remember very well. You have mastered the craft, as I see you, then philosophy, as you can see, was not just for stupid people to earn a living. And about the shoes, where you write, you are a little mistaken, this thing does not work with a letter, you see that the Jew, where you say, accepted the shoes, accepted them zayr, because he knows that Avram digs roots, you also untied your purse. I read your letter from end to end and I understood what you are up to, but being an entrepreneur is not for everyone, it does not look like philosophy and you have to remember for yourself who it depends on to accept your shoes, your father that is. And speaking of the dynasty, well, let it go, its fashion is like that, after all, it doesn't make a difference.",0,0,0,0,0,0,1
I congratulate you.,1,0,0,0,0,0,0
Yours Ganyo Balkanski,0,0,0,0,0,0,1
III,0,0,0,0,0,0,1
Dear Mr. Gagno!,1,0,0,0,0,0,1
"I am addressing you, you are a representative of the people and we ask that in the future such things should not be repeated, where an entire regiment walks through the forest and barks like dogs and gentlemen officers kill rabbits, because we were not sent to learn to bark, but to protect our homeland and you are completely tired, dripping, tears are flowing from your eyes, starving, and they force you to bark, and it would be nice, like a hound, otherwise you will get beaten because you did not know how to bark like a hunting dog, and they only killed five (5) rabbits. It is good that they did not injure any soldier, because he will get beaten again because he did not stand guard. In addition, they appointed me a messenger and I wash the child's panties and the python's too. This is a shameful thing and we ask you to issue a law and since I have nothing more to write to you, I will stay. Tear up the letter.",1,0,0,0,0,0,1
Yours faithfully,1,0,0,0,0,0,0
"Trupko Trupkov, junior soldier.",0,0,0,0,0,0,1
IV,0,0,0,0,0,0,1
"Mr. Trump,",0,0,0,0,0,0,1
"Aren't you Trupko Komita's son, I know your father. When you say that they made you bark at rabbits in the forest, I heard it too, but patience is salvation, as the guy said, you don't kick against a rod. After all, we've suffered under the Turks all our lives, what should we endure under the Bulgarians for two years, it's no big deal, and as for panties, it's not good for a man, it's a woman's job, but what can you do, wash your panties, then turn your head away, that's what politics demands. You know what they are like, but you just blink, so endure and congratulate your father, so you don't forget. Patience, there's nothing else, these things are solved with patience, not with fuss. A submissive head, you know, a sword doesn't cut.",0,0,0,0,0,0,1
Your well-wisher,1,0,0,0,0,0,1
Ganyo Balkanski,0,0,0,0,0,0,1
V,0,0,0,0,0,0,1
"Dear Uncle Ganyo,",1,0,0,0,0,0,0
"I want to take our Council abroad for study this year, so that there are no expenses, I ask you to work with the bigwigs there to send me on a mission for something, to study some issues or for some agitation: for example, I could study the issue of getting our sjaak for the Belgian army or to study the ethnography of the lame-haired in Switzerland, or something like that. They can invent ninety-nine missions if they want. I also agree to three napoleons per day. Answer me as soon as possible.",1,0,0,0,0,0,1
Your faithful supporter and relative,1,0,0,0,0,0,1
Vasil,0,0,0,0,0,0,1
"P. S. You won't be left without benefit from this business trip either. If they ask you about my education, tell them that even though I don't have a diploma, I've read a lot and it's the same as having a higher education.",0,0,0,0,0,0,1
Same,0,0,0,0,0,0,1
"I could not find a response to this letter in Bai Gany's notebook, but in the envelope I found a draft of the following telegram:",0,0,0,0,0,0,1
Fast,0,0,0,0,0,0,1
Crane,0,0,0,0,0,0,1
Vasil Mangov,0,0,0,0,0,0,1
"You are very late, Vasil, others, more knowledgeable than you, have already been assigned to these matters.",0,0,0,0,0,0,1
Balkan,0,0,0,0,0,0,1
VI,0,0,0,0,0,0,1
"Dear Uncle Ganyo,",1,0,0,0,0,0,0
"Man supposes, but God disposes: all the plans we had for my future have been shattered to dust. My career is completely ruined. I have been expelled from school and am doomed to three years of slavery in the prison camps, and the reason for all this is the empty Bulgarian spelling: recently a new fashion has come out, to write foreign words and names as they were supposedly pronounced, for example, not to write minister, but to write minister, not to write ensemble, but to write ensemble, not to write Bokl, but to write Bokl, because this was supposedly more characteristic of the Bulgarian language, as if the characteristic of our language was that it necessarily approached the Afghan language. We resisted our learned mentors and they declared us rebels. On the occasion of the Nativity of Jesus Christ, the Savior of mankind, under a horse-and-gendarme convoy, we, unwilling tourists on foot, were driven along the snowy roads of mother Bulgaria and we walked, walked from stage to stage, we slept at the checkpoints, we were met by bailiffs, we were sent by gendarmes, and we ourselves do not know where we were being taken. They say that for the triumph of Bulgarian spelling they found it useful to educate us for three years in the prison companies. Who knows! Maybe this miracle will happen too. I have now been brought here, to your city, and I am writing this letter from the prison cell. If you like, come and see me and bring a doctor, because I do not know whether it is from the journey or from the cold, these days I have started to spit blood.",0,0,0,1,0,0,1
Your nephew,0,0,0,0,0,0,1
Stoyko,0,0,0,0,0,0,1
"P. S. I have heard, uncle, that the Turks had a custom on major holidays, such as Christmas and Easter, to release Christian prisoners on bail to see their neighbors and spend the holidays. Is that true, uncle?",0,1,0,0,0,0,1
Same,0,0,0,0,0,0,1
"Kindly grandson Stoyko,",1,0,0,0,0,0,1
"Whatever you were looking for, uncle, that's what you found. Who's to blame? I wonder how they didn't pull you over for a fight. Of course. Are we playing at nuts here, or are we ruling a kingdom? What kind of freedom is this? Why are you talking to me about the Turks being more merciful? They're not merciful, they're idiots. If they were smart, they wouldn't give their kingdom to someone else. If you're asking, I'm glad they finally got you the way you should. Now go around the stations and barracks, get your wits about you, remember when you raised your head. I couldn't figure out from your letter what the reason was, you write to me about us being a Bockle-Mockle, but I don't believe you, even though I don't understand grammar. Who knows what kind of mischief you've done. I don't have time to go to the precincts to compromise myself before the bigwigs because I'm meeting with rebels. How many times have I taught you that a submissive head cannot be cut off by a sword. You didn't listen to me - now you're breaking your head. Whatever you were looking for, uncle, that's what you found.",0,1,0,0,0,0,0
Your well-wisher,1,0,0,0,0,0,1
Ganyo Balkanski,0,0,0,0,0,0,1
