text,anger,disgust,fear,joy,sadness,surprise,neutral
"Mr. Editor,",1,0,0,1,0,1,1
"A gentleman, knowing me to be a friend of the one who is collecting materials for Bai Ganya, gave me the enclosed letter to hand over to him. This letter is so original and characteristic that it would not be a bad idea to print it in the newspaper. Flag as a sub-leaflet How the letter came into the gentleman's hands — I do not know.",1,0,0,1,0,1,1
"Sofia, October 30, 1895",1,0,0,1,0,1,1
Lucky man,1,0,0,1,0,1,1
"To the editor of the newspaper ""It's Not His Time"".",1,0,0,1,1,1,1
"Oh, you bastard, why did you accuse me in the newspaper ""It's Not Time"" that I was supposedly in the opposition, huh? Is that enough for you? Come on, Ganyo, is opposition possible, boy? Or what did you say: wait until there are fewer of us, so we can share more. You're not simple, I know you. But you're still simple, let me tell you the truth. I mean, you're not simple, but you're a bit of a jerk. Ask your uncle about these things. You got the bone yesterday, they say, and your uncle has been gnawing on it for nine years and has no intention of letting it go until the end. Well, you know, boy, let me tell you the truth: there's something for you, there's something for me. May my mother live. When I was still going to Sofia, as a deputation to ask that scoundrel not to resign, back then - do you remember, at the Vrazhdebski khans? — I understood even then that being an opposition is not a joke. But, you will say, why? Why? Too simple: because you will be standing behind the broom, and the people will be weaving their own baskets. And what people! Always a team-team of heroes, always learned, experienced. Our high-strung people were a wild lot. They stole göz-göre, by force, like Ajami, and they even allowed themselves to be a bit of a scoundrel, they insulted the honor of some women, some girls, some... Oh, boy, is that right? And finally they jumped into the trap with both feet. Look, our people today are not like that. They are not there for a bit of a scoundrel. That is, how can I tell you — it's not that they are not there, but who will climb up to Czendemtepe, up to Nebettepe, who will rush to the hamams to ask what was going on. And whose business is it? And as much as you believe in alash, you're right. Right - right! Well, they've done their job so well that, shame on you, I'll admit it, brother, I was shocked too. Ashkolsun, you kopoolar! Look what kind of science this was. Dealing with people like that - I understand. Our high-strung people had brought it to a standstill, they were shaking, they were hanging, they were shooting, they had ruined the ortalak. And why? - For the wind. And do you see today? Only during the elections they don't let you move, but for everything else - freedom! Shout, brag, give it your all, as much as you want - no one tells you anything. And why are they going to push the opposition - let it make a fuss, who listens to it. Our people suck their mustaches, so they laugh at them. The power is in their hands - they don't want to know. And now, when so many railways are going to be built, so many companies are going to be formed, so many ports are going to be built, you've found the time to accuse me of being an opposition. Don't do that, brother. Was that enough luck for you? Are you jealous of me or what? Because you've hit me less hard than I have. Do the math, how many places do you get paid from. And what about me? I look after my business and all that. After all, you know that these things happen with consent. If you help me get into some bigger company, do you think I won't be ashamed of you? I know how it goes. And what's more, you've got it, damn it, that you twisted the letter in such a way that a fool reading it would even think I was against the Person. Me? Do you think I'm that loyal a person? We made a promise to each other that it wasn't his time. I understand if the power wasn't in our hands, if we sniffed around from the side - then I'll blacken your helbet and you'll drive along, with the Persona all the same. But now, when we've touched the bone with both hands and when it's time for him to provide for himself for his old age, should I say a few straight words about the Persona? He's not a fool, you old man Ganyo, he knows when it's time to say ""to live""! One thing to live - hop, one enterprise. And when the time comes - we know how to say another turlia. That's how the world goes. If nothing else, at least we've understood this philosophy to the core, the desert.",1,0,0,1,0,1,1
"Boy, haven't our people gone too far with the Lom people? I hear: wounded, killed! Come on, let's get our minds right, bro... they cut off that guy's hands, lest his time come to him the wrong way...",1,0,0,1,1,1,1
"Come on, that's enough for now. Long live His Royal Highness!",1,0,0,1,0,1,1
"Do you see how I'm shouting for you to live, and you've started saying that I was against it. You envy me, the devil take you. You know that if we start shouting at each other, you never know who will shout at whom. And if the word comes up for respect, I still won't give in. You'll kiss a hand, I'll kiss both hands; you'll kiss my lap, I'll kiss my feet; you'll kiss another place, I'll kiss an even different place. Are you going to compete with me, you rascal?",1,0,0,1,0,1,1
Ganyo Balkanski,1,0,0,1,0,1,1
