text,love,joy,anger,sadness,fear,surprise,neutral
"""The one Tsvyatko told me about,"" said the shy Ilcho, ""it's a bit of a mystery, and I know that Uncle Ganyo has been to Prague before, stayed for a long time, and sold a lot of rose oil. Do you want me to tell you?""",0,1,0,0,0,0,1
"""If it's about Uncle Ganya, don't ask, tell me!"" we replied.",0,0,0,0,0,0,1
"— Okay. Listen then. Bai Ganyo arrives from Vienna in Prague. He gets off at the station, puts on his saddlebags and goes out into the street. The cabbies come down to offer him their services — he nods his head that he won’t. They take his sign as an affirmative and a cab stops in front of him. Bai Ganyo gets angry, glares and makes angry gestures. The policeman notices this and orders the cabbies to move away. Bai Ganyo thinks, who will he find out from where Irechek, our historiographer, lives. Irechek has lived in Bulgaria, he loves Bulgarians, Bai Ganyo will come to him: “Good day” — “God bless you” — and he can invite him to his house; why would he spend his money on hotels? — While he is thinking this, a porter in a red hat stops in front of him and offers to carry his saddlebags. Bai Ganyo asks him if he knows where Irechek lives, the porter answers negatively, but gives hope that he can be found, and again extends his hands to take the saddlebags. Bai Ganyo does not give them to him, one because the musketeers are inside and he might ""go somewhere"" and, secondly, he looks at him well dressed, who knows how much he will rob him.",0,0,0,0,0,0,1
"""Your Grace, go ahead, I'll follow you,"" says Bai Gagne politely. ""Leave the saddlebags, I'll carry them."" Bai Gagne uses this politeness with a calculation: he will both incline the bearer towards him and show him that he is not some great and rich man, so that he won't think of robbing him.",0,0,0,0,0,0,1
"They walk, asking at the crossroads where Irechek lives; finally someone remembered that the question was about Professor Irechek, told them to ask, they asked and found him. Bai Ganyo says to the girder ""may you be alive, thank you"" and enters Irechek's apartment.",1,0,0,0,0,0,1
"""Oh! Good afternoon, Mr. Irechek, how are you, are you okay?"" Mr. Ganyo calls out in a most friendly tone as he enters the owner's office. The latter offers him his hand in surprise, invites him to sit down, and is angry with his memory, which does not remind him who this kind friend is.",0,0,0,0,0,0,1
"— Don't you know me? — reminds Bai Ganyo, mixing up ""you"" and ""you"". — You were a minister in Sofia, weren't you? — Yes. — Well, I'm from there too! — concludes Bai Ganyo solemnly. — They call us emissaries, heh, heh, heh, how about that! Do you remember the article in the newspaper ""Slavyanin""?",0,1,0,0,0,0,1
"""Yes, yes, I remember,"" Irechek replies, restrained and condescending.",1,0,0,0,0,0,1
"— Oh, they had stained you!... But you watch your mood, don't be so sad! How much I have praised you!... They call you Irechek this, Irechek that. — ""Forgive me,"" I shout, ""it's not like that.""",1,0,0,0,0,0,0
"Irechek knows the Bulgarians well and is therefore not at all surprised by this familiarity of Uncle Ganya. The conversation continues for several minutes in this tone, then turns to more practical ground: Uncle Ganya praises the landlord's apartment, hints quite perceptibly that ""finally there is room for another strange person to even come home here"", talks to him about the hospitality of the Bulgarians, expresses regret that ""look, the others are not like us Bulgarians; if a foreigner enters a Bulgarian house, they will feed him, give him water, and put him to bed"".",0,0,0,0,0,0,1
"Irechek tries to convince him that the apartment is too small for his family. Bai Ganyo makes a fool of himself and develops the topic of Bulgarian hospitality. From this topic, the conversation turns to Bai Ganyo's shop. He informs the owner that he has brought rose oil to sell, and tells him: ""Tomorrow, if you want, take me to all the factories, I agree; you will translate for me, because I don't know the language, right?""",1,0,0,0,0,0,1
"Irechek quickly replies that he is not familiar with essential oil manufacturers, because his occupations are completely different, and besides, he has no free time, but he will tell him where the Bulgarian students gather, so that someone among them can help him.",0,0,0,0,0,0,1
"""If you want, Sankim,"" added Bai Ganyo, ""I won't force you. I'll give the lady (is she here?) a muskel of butter. I know her too, of course (Irechek couldn't help but wonder which lady he was talking about). So if you have relatives or friends here, tell them that I brought butter - it's no shame! I'll hang around you more often, we'll talk about Bulgaria. So if you like, I'll agree to stay with you while I'm in Prague. Huh?""",1,1,0,0,0,0,0
"— Excuse me, but...",0,0,0,0,0,0,1
"""I'm saying, Sankim, if you please,"" explains Uncle Ganyo in a convoluted manner, ""I'm better off at the hotel, too, but come on, I said, Irechek is our man...""",0,0,0,0,0,0,1
"""Thank you for your attention; I would gladly keep you at home, but I have no extra rooms. However, today you are our guest and will dine with us.""",1,0,0,0,0,0,0
"""Let's have lunch, why not have lunch!"" agrees Bai Ganyo. ""And your grace, they say, if not from mine, then you've always eaten from the Bulgarian table.""",0,0,0,0,0,0,1
"Irechek is busy with an urgent matter, which is interrupted by the entry of Bai Ganyo. The landlord sits as if on thorns and does not know how to delicately dispatch his sweet-talking guest temporarily. He rings the bell, a servant appears, whom he orders to inform the household that a guest has arrived from Bulgaria. His mother enters a moment later. Bai Ganyo barely gets up from his chair, makes a double movement with his hand to his forehead and condescendingly says: ""Oh, hello, healthy and well, let's get started, huh, in Bulgarian. How are you? I'm glad.""",0,0,0,0,0,0,1
"The lady greeted him kindly and, with a series of questions, showed a keen interest in the guest's homeland.",1,0,0,0,0,0,1
"""Well, tell me now,"" asks Uncle Ganyo, ""where is better, in Prague or in Sofia?""",0,1,0,0,0,0,1
"The lady is perplexed, she hasn't been to Sofia, and at this question, Bai Ganyo looks at Irecheka with a devilish smile, as if he wants to impress upon him his view of women: ""But she's a woman, isn't she? What are you going to talk to her about?...""",0,0,0,0,0,1,1
"""His Grace will have lunch at home today,"" Irechek turns to his mother, and then, so that he can continue his work, asks her in German to take Bai Ganya to another room. The mistress suggests that Bai Ganya go into the next room. Bai Ganya looks shrewdly at Irechek, looks at the saddlebags with the muskets, calculates with his eyebrows: ""They said something in German, who knows! But I don't believe it. At last a minister has been to our house. And ministers are no good either! But I don't believe him for that"" - and then he becomes indecisive and goes, following the mistress's instructions, to the next room, but when he reaches the door, he turns around and tries to read their intentions on the faces of the owners and notices several silent signs that the housekeepers actually exchanged at that moment; these signs meant: ""See that you keep him occupied with something for a longer time, because I have very urgent work to do,"" but Bai Ganya interprets it differently.",0,0,1,0,0,0,1
"""These things here might get in your way,"" he says, gesturing to the saddlebags.",0,0,0,0,0,0,1
"""Oh, not at all. Please don't worry,"" Irecek replies.",1,0,0,0,0,0,1
"""But they'll still bother you, I know. Just wait until I get them in the other room,"" and he reaches out to get them, but the housemates politely resist. ""I'm just afraid, no, well, I said...""",0,0,0,0,1,0,0
"They pass into the reception room and the lady closes the door behind her so that the noise in the office cannot be heard. She tries in every way to occupy Bai Ganya with something interesting: she offers him various albums, shows him pictures, puts a whole bunch of illustrations in front of him, but Bai Ganya's mind is in a completely different place and he replies to the lady's courtesies with feigned indifference: ""I won't, thank you: look at it yourself. I've looked at so many such pictures and portraits! Don't look at me, I'm young!""",1,0,0,0,0,0,1
"Bai Ganyo looks impatiently at his huge silver watch and starts a very interesting and timely conversation: ""I am very curious to study Europe. Now, for example, let's say, when noon comes here, they sit down to lunch. Yours is different. When do you have lunch, for example?""",0,1,0,0,0,0,0
"""We usually have lunch at 5 o'clock, but today we can have lunch earlier. Excuse me, I'll just leave you for a minute,"" said the lady and went out the other door.",0,0,0,0,0,0,1
"Bai Ganyo sits alone in the drawing room, staring absently at the paintings, spitting on the carpet from time to time (not that he's hungry, but who knows!), rubbing it with his boots and listening for the slightest noise in the study. At one point he hears Irechek get up from his chair, take a few steps and stop. ""But I, too, you rascal, why didn't I bring my saddlebags into this room?"" Bai Ganyo sits as if on thorns; finally he can't hold it in anymore, gets up, quietly steps across the carpet to the study door, puts his ear to the keyhole and listens; he hears only his own rapid breathing and the pounding of the blood in his ears. But even here Bai Ganyo doesn't calm down, he can't see anything through the keyhole and, hesitantly pressing the door handle, opens it, mysteriously sticks his head into the study and sees Irechek crouched near his saddlebags in front of a bookcase.",0,0,0,0,0,0,1
"Bai Ganyo grins at him: ""Hee, hee, hee, are you working, are you working? Hee, hee, hee! Wait, I said, let me take a look. Work, nothing, I'll hang up again."" Irechek looks at him in amazement, without the reason for this peculiar curiosity ever occurring to him.",0,1,0,0,0,1,0
"Lunch is ready. They go into the dining room and sit around the table: Irecheka's parents, his sister, Bai Ganyo and him. Bai Ganyo, before lunch begins, begins to cross himself, and at the same time smiles, which he wants to show the owners that he is not one of those simple people and not that he believes that much, but still it is not bad (we are good with the devil, what is it for gentlemen to burn a little incense - for the sake of the dawn).",0,0,0,0,0,0,1
"""I'm a liberal, from the liberal party,"" he explains, ""but now and then I get a little cross-eyed, it's not bad, we're human beings... What is this, soup? Oh, I love soup. Soup is a Turkish dish. And we eat more soup now. Oh, sorry, I got your loaf dirty... T... t... t... Don't let it be seen!""",1,0,0,1,0,0,0
"Carried away by a desire to recommend himself as a civilized person, Bai Ganyo could not take the plate of soup that the landlady handed him, and he poured a lot of it on the table and before anyone could stop him, he scooped up a portion with a spoon and poured it into his plate. The landlady did not want to let him eat of this soup, but out of delicacy he shielded his plate with his hands and did not want it changed for him.",0,0,0,0,0,0,1
