text,anger,disgust,fear,joy,sadness,surprise,neutral
"""Well, wait a minute, while I tell you how Uncle Ganya and I went to the exhibition in Prague,"" said Tsvyatko, smiling.",0,0,0,1,0,0,1
"""Bravo, Tsvyatko!"" we all shouted. ""We've been waiting for this for so long!""",0,0,0,1,0,0,1
Tsvyatko began:,0,0,0,0,0,0,1
"— If you remember, we left Sofia with a whole train of our own carriages and our own locomotive. Only first and second class carriages, brand new, barely arrived from Europe, impeccably clean and comfortable. In the same carriage there were compartments of both first and second class. There were a whole bunch of us — I don't remember if there were 160 people. Old, young, women, men, children, and even infants. (Oh, those infants!...)",0,0,0,0,0,1,1
"Who like us! What pride it was that we were leaving for the exhibition with our own train. Let the Europeans see, we told ourselves, that Bulgaria does not sleep. But most of all we were puffed up with the novelty, the modern construction and the cleanliness of the carriages. But for how long, do you think, did we enjoy the patriotic charm of the superiority of our carriages and the thought that we would astonish Europe with our progress? While they were sending us to the station, while we passed the Slivnik and Dragoman positions - the fields of our glorious victories, - our enthusiasm grew proportionally with the emptying of the bottles and baskets of provisions, with which the practical tourists had abundantly supplied themselves. ""Of course, we will take snacks, why should we give our money to the Serbs?"" - shouted Bai Ganyo, enthusiastic with patriotism and Pleven wine. But when we approached Tsaribrod and it began to get dark, when they tried to light the carriages and it turned out that they had forgotten to prepare the lamps, when it got completely dark, when the children started to get scared and scream - oh, then slowly, as if with the slipping of Bulgarian territory, our patriotic enthusiasm was slipping away too. Some smiled sadly, others smiled secretly sarcastically (we were not only Bulgarians), others were indignant; even Bai Ganyo whispered in my ear: ""Do you understand, you pig from well water!"" Some even let out unambiguous curses at a foreigner serving in the management of our railways. Supported by the latter, Bai Ganyo shouted: ""I know it's not our fault, these foreigners again, the devil take them! They did it on purpose to embarrass us! And do you remember, it's all out of envy! They're all like that!""",0,0,0,1,0,1,0
"At these words, he looked at one of the foreigners in such a way that it made him cough and move to the other compartment. When we stopped at the station in Tsaribrod, it was completely dark in the carriages, we couldn't see each other. We got excited, we got angry, and we made fun of him. A lot of jokes and barbs were made at the expense of our railway managers. Shouts could be heard: ""Give us candles, people, our children are scared!"", ""Hey, uncle, go buy us a pound of candles, we'll give you a tip"", ""At least give us a tallow candle."" Only Uncle Ganyo did not allow that it was possible that Bulgarians could be responsible for this mismanagement.",0,0,0,1,0,0,0
"""That guy over there, you see him,"" he said, after they had brought a few simple candles, and pointed to one of our foreigners, ""you should pour tar on him to light him. Is that acceptable? Leave it in the dark, who cares about him? We've become a disgrace to the Serbs. There he is, you see him, a Serbian official,"" the man laughed. He laughed, really! But his excited patriotism did not allow Bai Ganyo to tolerate a Serb making fun of him, so he frowned at him:",0,0,0,1,0,0,0
"""Well, why are you laughing there, hey!"" And he wanted to jump out of the car and go and deal with the Serb. Heroic blood!",0,0,0,1,0,0,0
"""Shh... Stay calm, Uncle Ganyo,"" the passengers admonished him, ""don't make a fuss. Keep in mind that you're entering Serbia...""",0,0,0,1,0,0,1
"""Well, what if I enter Serbia? Will they scare me? What about Slivnitsa? What about 'back, brothers'?"" and a curse flew out of Bai Ganya's mouth like a bomb.",0,0,0,0,0,1,0
"""What's wrong with you, Serb, that our carriages were dark!"" the others reassured him.",0,0,0,1,0,0,0
"""Who? Him? I know them!"" answers Bai Ganyo and shakes his head.",0,0,0,0,0,0,1
"They gave us one candle per compartment. I think they managed to adjust and light some lamps. The train pulled away. The passengers dripped hot tallow on the windows and fixed the candles. This was the first Bulgarianization of the new carriages. The second Bulgarianization took place on the very first night: all the toilets (excuse me, gentlemen) turned into cesspools.",0,0,0,0,0,0,1
"Anyway, we passed through Serbia. But don't think that we just passed through it quietly, modestly. Wow! The Bulgarian is not simple! Whenever he had the opportunity, Bai Ganyo did not miss an opportunity to offend the Serbs, to remind them of Slivnitsa. In Niš and Belgrade, he even asked all the servants and porters: ""Aren't you Bulgarian, tell me the truth? You are all Bulgarians, but you are itching.""",0,0,0,0,0,1,1
"We set off across Hungary!... Here the wheels of a wagon caught fire! May the master take you away! We stopped for a long time. They watered, extinguished, set fire to, and stung... we set off. And the Magyars—laugh! They knew!—Bulgarian tourists!... And in another place this wagon caught fire—they left it for repairs.",0,0,0,0,0,0,1
"Bai Ganyo, an experienced man who had traveled before, was telling his simpler companions: ""Now we're going to chase Pest. If we pass Pest, Vienna, Prague is beyond Vienna. I've been to all these places—I know them by heart.""",0,0,0,0,0,0,1
"We didn't stop at the small stations. We stopped at the big ones just long enough for a line to be opened for us. Rich Moravia attracted everyone's attention. The beautifully cultivated valleys, the magnificent gardens, the countless factories and plants made even Bai Ganya admit Moravia's advantage over our homeland: ""We work for them, but these sons of bitches don't fall below, ah, they don't fall below, the sons of bitches are touching."" But when he remembered that he had gotten carried away with the praise, he added: ""But it's all nonsense. They work, and the Germans eat it.""",0,0,0,0,0,0,1
"The journey was not without comedy. We—Vancho, Filyo, Ivanitsov's son, and I—occupied a first-class compartment, and in the adjacent second-class compartment, Bai Ganyo and a few comrades, well-stocked with provisions, took their seats. Bai Ganyo, in his haste, had apparently forgotten to put breakfast in his saddlebags. ""Well, we're Bulgarians at last, we'll see each other. That piece of bread, that cheese—a man will survive. Well!"" And indeed, he survived well. His comrades treated him to food and drink—he treated them with the most ardent patriotism, mixed with appetite and thirst. But everything has an end. Our neighbors' provisions were finally over, the gallons were empty. (To avoid a blunder, I have to correct myself: the gallons were empty while we were flying over Slivnitsa and Dragoman with ""Long live Bulgaria, hurray! Let me wet my mouth, hurray!"")",0,0,0,1,0,0,1
"Bai Ganyo began to lean towards our compartment. At first he made up various excuses: now he would ask for a match, now a glass of cognac — that his stomach hurt — but then little by little he got used to it, got used to it, and, so to speak, never left our room. He forgot his comrades, so why are they there? — They have nothing — everything eaten, everything drunk — and in our country, thank God, he was always getting something — we bought it at the stations. Bai Ganyo, out of curiosity, never missed an opportunity to try foreign products:",0,0,0,0,0,1,1
"""What's that, grapes? Well done! Look! Give me a little bit. Mm! Nice! Well done!"" Curiosity made him get acquainted with our snacks, our cognac, our snuff boxes in this way.""",0,0,0,1,0,1,0
"""Is this cigarette case made of Caucasian silver?"" asks Bai Ganyo, curious, seeing one of us about to put the plug back in.",0,0,0,0,0,1,0
"""No, it's a Viennese creation!"" replies the owner.",1,0,0,0,0,0,1
"""Is that so? Let me see it. T... t... t! Look! There's tobacco, Bulgarian, right? Bravo! Wait a minute, let me roll a cigarette. I have cigarette papers, if you need them — I'm here!""",0,0,0,0,0,0,1
"We could feel him there: by the smell of his boots, by the specific scent of his sweaty body, and by his aggressive movement to occupy the entire sofa. At first he sat on the edge of the sofa, then he began to sit more comfortably, then the three of us had to sit on one sofa, Ivanitch's son had to curl up on the edge of the other so that Uncle Ganya could take a horizontal position. And he never missed an opportunity. We agreed to try to see how far Uncle Ganya's need for comfort could go, and he began to feed our curiosity wholeheartedly:",0,0,0,1,0,0,1
— Move a little towards the end so I can put my other leg on. That's it! Well done! Eee,0,0,0,1,0,0,0
"""We buy them,"" one of us answers, barely restrained.",0,0,0,0,0,0,1
"""Really? Bravo!"" he approves, his mouth full of juicy pear. ""I love pears.""",0,0,0,1,0,0,0
"Bai Ganyo, carried away by the monotonous pounding of the locomotive, began to doze. I thought about what, what to do for him. Finally, a brilliant idea dawned on me. I signaled my comrades in advance and said: ""Let's make some coffee, gentlemen. Pass the alcohol and the typewriter.""",0,0,0,1,0,1,0
"""Coffee?"" shouted Bai Ganyo, jumping off the couch as if stung. ""Is there hash?""",0,0,0,0,0,1,1
"""What kind of coffee are we going to make, there's no water,"" Ivanitsov's son said, acting artistically.",0,0,0,0,0,0,1
"""Water?"" shouted Bai Ganyo in the same voice. ""Just ask me for water. Now!"" And he rushed out of the compartment.",0,0,0,0,0,0,1
"We burst out laughing. Ivanitsov's son stretched out and took up the entire sofa. Uncle Ganyo came back, panting more than he needed to. He had to show us what labor and pain he had endured for our good. In his hand was a pitcher.",0,0,0,1,0,0,0
"— Nah, I found it, did you see? I was rummaging through all the carriages! Finally I see a pitcher, I grabbed it right away, a woman shouted to me: ""Hey, give me the water, it's for my child."" I didn't know what to lie about, what to lie about, it came to my mind: ""Excuse me, ma'am, someone over there fainted."" ""That's right,"" he said. ""That's right."" ""Well, then quickly bring him some water and bring the pitcher again."" Silly woman!... Poof! I'm sweating. Come on, coffee now!",0,0,0,0,0,1,1
"""Aren't you ashamed, sir!"" said one of the comrades reproachfully, unable to contain his indignation any longer.",1,0,0,0,1,0,0
"Bai Ganyo looked at him with a tense face, trying to portray his sincere astonishment as clearly as possible; then quite unexpectedly he said: ""It occurred to me that the matter was settled, but come on, I said. Then at least give me a cigarette and a little horseradish.""",0,0,0,0,0,1,1
"We gave him a cigarette and a cognac and he went to his compartment, to the common people. ""These scientists are terrible idiots,"" Bai Gany's voice was heard after a while in the next compartment; ""I don't know how they tolerate them on duty. But wait, your Bai Gany will return to Bulgaria, and we'll see who's the best man and who's the matchmaker.""",1,0,0,0,0,0,0
