Source File,Content
bul_original_BTA_news1.csv,BTA_news1
bul_original_BTA_news1.csv,"Политическите сили разпределиха местата си в новия парламент, всяка ще има място на първия ред (27.04.2026 16:10)"
bul_original_BTA_news1.csv,"На среща в сградата на Народното събрание политическите сили разпределиха местата си в новия 52-ри парламент. За столове, маси и кабинети не би трябвало да има спорове, за нас това е треторазряден въпрос, каза Петър Витанов от „Прогресивна България“ пред журналисти след края на срещата."
bul_original_BTA_news1.csv,"Относно избора за председател на Народното събрание Витанов каза, че добрата парламентарна практика изисква преди първото заседание депутатите за бъдат запознати. Дори и да сме готови, последното място, на което ще го кажа е толкова рано пред медиите, отбеляза той. По думите му Гълъб Донев е подходяща кандидатура, защото е достатъчно ерудиран и авторитетен."
bul_original_BTA_news1.csv,"Витанов посочи, че има огромен проблем, свързан със справедливостта. Трябват спешни антикризисни мерки, които да възпрат цените, застрашени са и средствата по Плана за възстановяване и устойчивост, добави той."
bul_original_BTA_news1.csv,"Разпределението беше консенсусно, всички проявиха разбиране към подреждането. Ние запазваме една част от нашите кабинети, а друга освобождаваме за ""Прогресивна България"", каза Жечо Станков от ГЕРБ. Все още не е обсъждана кандидатура за зам.-председател на Народното събрание, не е коментиран и общ избор за председател на парламента, коментира той."
bul_original_BTA_news1.csv,"Всички партии ще имат място на първия ред, нашата парламентарната група ще бъде най-вдясно, заяви Надежда Йорданова от „Продължаваме промяната – Демократична България“ (ПП-ДБ). Разговори с нас от страна на ""Прогресивна България"" за председател на Народното събрание не са водени, добави тя."
bul_original_BTA_news1.csv,"По повод кандидат за зам.-председател на парламента Йорданова каза, че предложението на ""Демократична България"" за позицията е ген. Атанас Атанасов. На въпрос дали групата ще остане заедно или ще се раздели, тя отговори „предстои ни задачата да бъдем градивна, ефективна и активна опозиционна сила“. Обща отговорност е да дадем решение на задачата да бъдем ефективна опозиционна сила, която да гарантира демократичния проевропейски път на България. Нашето предложение е да бъдем в обща група въз основа на ясно коалиционно споразумение, добави Йорданова."
bul_original_BTA_news1.csv,"Попитана дали е готова да подкрепи Андрей Гюров като кандидат за президент, тя отговори, че той е успешен като служебен премиер. Не считам, че е удачно да коментирам на този етап, допълни тя."
bul_original_BTA_news1.csv,"Спокойно мина разпределението, мисля, че всички парламентарни групи ще останат доволни. Всяка група ще може да излиза към трибуната на Народното събрание, каза Мирослав Иванов от ПП-ДБ. „Прогресивна България“ са разпределени в център ляво, добави той. Приоритетите ни остават каквито са били и досега - справедливост, високите доходи и конкурентна бизнес среда, посочи Иванов."
bul_original_BTA_news1.csv,"По-важният въпрос е какво се случва с държавата, ще сменяме ли Висшия съдебен съвет (ВСС), ще се вземат ли мерки по отношение на инфлацията и растящите цени, а не толкова стаите на депутатите, каза Петър Петров от „Възраждане“."
bul_original_BTA_news1.csv,"На въпрос с каква заявка влиза ""Възраждане"" и дали ще подкрепя част от законопроектите или ще бъде изцяло в опозиция, Петров посочи, че партията ще подкрепи смяната на ВСС от парламентарната квота, както и законодателни промени, които да спрат инфлацията."
bul_original_BTA_news1.csv,"Петдесет и второто Народното събрание ще бъде свикано в четвъртък в 10:00 ч., каза президентът"
bul_original_BTA_news2.csv,BTA_news2
bul_original_BTA_news2.csv,Дирекция „Архиви и Справочна“ на БТА получи отличието на Асоциацията на българските авиокомпании за принос в опазването на историческата памет (28.04.2026 15:16)
bul_original_BTA_news2.csv,"Дирекция „Архиви и Справочна“ на Българската телеграфна агенция (БТА) получи награда от Асоциацията на българските авиокомпании за принос в опазването на историческата памет на „Българска гражданска авиация"" (БГА). Отличието бе връчено на официална церемония в хотел ""Вега"" в София, а наградата прие Десислава Севова, директор на дирекция „Архиви и Справочна“ в БТА."
bul_original_BTA_news2.csv,"Тя изрази признателност за отличието и го определи като висока оценка не само за личната ѝ работа, но и за усилията и професионализма на екипа, който ръководи. По думите ѝ наградата се възприема като признание за значението на архивната дейност и като уважение към поколенията журналисти и служители, работили в 128-годишната история на БТА и оставили своя принос."
bul_original_BTA_news2.csv,"Севова подчерта, че истинските новини днес създават историята на утрешния ден, а мисията на архива е да я съхранява."
bul_original_BTA_news2.csv,Със същото отличие за принос в опазването на историческата памет бе награден и Антон Митов от дирекция „Архивен фонд“ на Българското национално радио (БНР).
bul_original_BTA_news2.csv,"АБА присъди и награда - статуетка „Полет“ за опазване на историческото наследство и принос към развитието на БГА, на Института по въздушен транспорт, наричан „Ковачницата на авиационни кадри“, който тази година отбелязва 55-годишнина от своето създаване. Отличието бе прието от управителя на института и почетен председател на АБА Светослав Станулов. Наградата му бе връчена от председателя на Асоциацията на индустриалния капитал в България Румен Радев."
bul_original_BTA_news2.csv,"Статуетка „Полет“ за цялостен принос и коректно отразяване на авиационната тематика бе присъдена на вестник „24 часа“, който отбелязва 35 години от създаването си. Отличието бе връчено от председателя на АБА Йовко Йоцев, а наградата прие Иван Михалев, търговски директор на изданието."
bul_original_BTA_news2.csv,"Живко Константинов получи награда за създаването на сайта „Травъл радар“ и за серия от филми на авиационна тематика. Отличието му бе връчено от заместник-министъра на транспорта и съобщенията Димитър Недялков. Недялков отбеляза, че пред българската авиация стои трудна година, но подчерта, че 2025 г. е била изключително успешна и изрази надежда през 2026 г. да бъдат постигнати същите добри резултати."
bul_original_BTA_news2.csv,С награда за цялостен принос и опазване на историческата памет бе отличен и Драгомир Драганов от Българската национална телевизия (БНТ).
bul_original_BTA_news2.csv,"За коректно отразяване на авиационната тематика отличия получиха още Запрян Запрянов от Нова телевизия, Станчо Станчев от bTV, както и сутрешният блок на „Евронюз България“."
bul_original_BTA_news2.csv,"Отличие за принос в представянето на връзката между туризма и авиацията бе присъдено на сайта Bgtourism.bg, който освен наградата на АБА, получи и статуетка от авиокомпания „Електра“."
bul_original_BTA_news2.csv,"С награда за коректно отразяване на авиационната тематика беше отличен и Мирослав Иванов, главен редактор на сайта TravelNews."
bul_original_BTA_news3.csv,BTA_news3
bul_original_BTA_news3.csv,"Изложбата „За свободата на един народ“, посветена на 150-та годишнина на Априлското въстание, беше открита в Българския културно-информационен център в Скопие (28.04.2026 20:35)"
bul_original_BTA_news3.csv,"Изготвената по повод 150-ата годишнина от избухването на Априлското въстание от Националната библиотека „Св. св. Кирил и Методий“ и Държавна агенция „Архиви“ изложба „За свободата на един народ“, беше бъде открита в Българския културно-информационен център в Скопие."
bul_original_BTA_news3.csv,"„Днес не просто откриваме изложба. Днес отваряме врата към паметта, към онзи съдбовен април на 1876 година, когато българският народ взема съдбата си в свои ръце, воден от непреодолимия стремеж към свобода, достойнство и национално самоопределение....Априлското въстание не е просто исторически факт. То е морален връх. То е символ на саможертвата, на единството и на непреклонния дух на народ, който избира свободата пред страха. Изложбата, която откриваме днес, е своеобразен мост между миналото и настоящето и бъдещето. Чрез документи и разкази тя ни припомня не само събитията, но и човешките съдби зад тях – съдбите на обикновени хора, превърнали се в герои, на които дължим своята Свобода”, посочи директорът на Българския културно-информационен център Антония Велева."
