text,anger,disgust,fear,joy,sadness,surprise,neutral
"Irakli Kupradze - The anti-Georgian “Dream” bringing the Defense Minister to the empty beach of Anaklia, where nothing is happening, for a photo session and a ministerial walk in a circle, is ridiculous propaganda that we will not believe! (07.05.2026, 13:56)",1,1,0,1,0,0,1
"The anti-Georgian “Dream” bringing the Defense Minister yesterday to the empty beach of Anaklia, where no work is underway, for a photo session and the “Georgian Dream” minister’s walk in circles is ridiculous propaganda that we, the citizens of Georgia, will not believe, - this was stated by the Secretary General of “Lelo-Strong Georgia,” Irakli Kupradze, at a briefing.",1,1,0,1,0,0,1
"According to him, the Anaklia port was supposed to receive its first ship in 2020, but today we see a nonexistent project, failed negotiations, and Western investors driven out of the country.",0,1,0,1,1,0,1
"“Anti-Georgian ‘Dream’ has sunk into its own lies. They are drowning in the propaganda and lies they themselves produce. Yesterday, through the propaganda outlets of the anti-Georgian ‘Dream,’ reports were spread claiming that construction of the Anaklia port had supposedly begun. This is yet another bluff and trick by Bidzina Ivanishvili, which shows that the statements made by ‘Georgian Dream’ over the past 6 years were lies. For the umpteenth time—probably several dozen times—they announced that construction of the Anaklia port had started today. In reality, everything is a lie, propaganda, and a bluff by Bidzina Ivanishvili.”",1,1,0,1,1,0,1
"In 2024, under yet another similar stunt, Bidzina Ivanishvili and his propaganda machine came out and said that within just a few days, an agreement would be signed with a Chinese consortium, which would also begin construction. Today, it is once again confirmed that all the promises made so far, every date announced, were lies. Just dry propaganda from Ivanishvili and the anti-Georgian “Dream” party.",1,1,1,1,1,0,1
"In 2026, today, there is no investor, nor a completed and built Anaklia port; there is no master plan anymore, no general plan that was supposed to have been agreed upon many times over. This general plan and master plan were both thrown into the trash. The Ministry of Economy ordered a new so-called master plan, according to which Ivanishvili and his anti-Georgian “Dream” are calling into question its very purpose and effectiveness.",0,1,1,1,1,0,1
"Yesterday, the anti-Georgian “Dream” brought the Defense Minister to the empty beach of Anaklia, where no work is underway, for a photo op, and the “Georgian Dream” minister walking around in circles is ridiculous propaganda that we, the citizens of Georgia, will not believe. One fact remains: at a time when Anaklia Port was supposed to receive its first ship in 2020, today we see a nonexistent project, failed negotiations, Western investors driven out of the country, American and European investors. Under these conditions, it is impossible for Ivanishvili to build Anaklia Port. He does not want to build Anaklia Port; he has an interest in Georgia losing this extremely important strategic asset.",1,1,0,1,0,0,1
"A window of new opportunities has clearly opened, as expressed by our partners once again loudly voicing their interest in the Black Sea, which is of interest to our partners. Ivanishvili is depriving the country of this opportunity, trying to get by through propaganda.",0,1,1,1,1,0,1
"“Lelo – Strong Georgia” is a political party that is the main supporter of this national and strategic project, the project called “Anaklia.” We have a concrete plan for how the Anaklia project should be built. After coming to power, the very first step must be to declare the Anaklia port a project of national and strategic importance; all contracts must be public, not behind a “black curtain,” as Ivanishvili does, whether it is the “Arab cities” or anything else. The presence of Chinese and Russian investments that may contradict Georgia’s national interests must be deemed unacceptable. The Anaklia port must be built with the involvement of the state, on the principle of cooperation with Western, American partners.",1,0,1,1,1,0,1
"“However many ministers may stroll along the Anaklia coast, where no work is underway, we will definitely build the port,” Kupradze notes.",1,0,1,1,1,0,1
"We would like to remind you that yesterday, the Minister of Economy and Sustainable Development, Mariam Kvrivishvili, together with Deputy Prime Minister and Minister of Defense Irakli Chikovani, inspected the ongoing work at the Anaklia port area. As the Minister of Economy noted, “the process has already entered a fairly active phase.”",1,0,1,1,1,0,1
