Source File,Content,Translated Content
00_bai_ganyo_starts_out_for_europe_bul.csv,"Помогнаха на бай Ганя да смъкне от плещите си агарянския ямурлук, наметна си той една белгийска мантия – и всички рекоха, че бай Ганьо е вече цял европеец.","They helped Bay Ganyo take off the Agarian cloak from his shoulders, he threw on a Belgian mantle — and everyone said that Bay Ganyo was already a full European."
00_bai_ganyo_starts_out_for_europe_bul.csv,– Хайде всеки от нас да разкаже нещо за бай Ганя.,"– Come on, let each of us tell something about Bay Ganyo."
00_bai_ganyo_starts_out_for_europe_bul.csv,– Хайде – извикяха всички.,– Come on – everyone shouted.
00_bai_ganyo_starts_out_for_europe_bul.csv,– Аз ще разкажа.,– I will tell.
00_bai_ganyo_starts_out_for_europe_bul.csv,"– Чакайте, аз зная повече...","– Wait, I know more..."
00_bai_ganyo_starts_out_for_europe_bul.csv,"– Не, аз, ти нищо не знаеш.","– No, you know nothing."
00_bai_ganyo_starts_out_for_europe_bul.csv,"Дигна се, глъчкане. Най-сетне се съгласихме да почне Стати. И той почна.","An uproar arose. At last, we agreed that Stati should begin. And he began."
01_bai_ganyo_sets_off_bul.csv,"Тренът ни влезе под огромния свод на пещенската гара. Ний с бай Ганя влязохме в бюфета. Като знаех, че тук ще се бавим цял час, аз преспокойно се разположих при една маса и си поръчах закуска и пиво. Наоколо ми свят - гъмжило! Па и хубав свят. Маджарите, знайте, не са ми твърде по сърце, ама, виж, маджарките – против тях нямам нищо. Залисан в шума, не забележих кога бай Ганьо изфирясал от ресторана заедно с дисагите си. Де бай Ганя? Чашата му празна. Огледах се наоколо, подирих с oчи из целия ресторан – няма го. Излязох вън – на перона, – бре тук бай Ганьо, там бай Ганьо – няма! Чудна работа! Помислих, че е отишъл във вагона да прегледа да не е отпънал някой килимчето му.","Our train entered beneath the huge arch of the station at Pécs. Bay Ganyo and I went into the buffet. Knowing that we would be delayed here for a whole hour, I calmly settled down at a table and ordered breakfast and beer.

There was a crowd all around me—what a swarm! And a fine crowd too. The Hungarians, mind you, are not much to my liking, but the Hungarian women—against them I have nothing.

Absorbed in the noise, I did not notice when Bay Ganyo slipped out of the restaurant together with his saddlebags. Where was Bay Ganyo? His glass was empty. I looked around, searched the whole restaurant with my eyes—he was nowhere to be seen. I went outside onto the platform—Bay Ganyo here, Bay Ganyo there—but no Bay Ganyo! Strange business! I thought he had gone to the carriage to check whether someone had not snatched his little rug."
01_bai_ganyo_sets_off_bul.csv,"Върнах се пак в ресторана. Има още половин час и повече до тръгването на трена. Пия си пиво и зяпам. Портиерът след всеки пет минути удря звънеца и равнодушно, с един ленив глас съобщава направлението на треновете: „хе-геш-фе-ке-те-хе-ги, киш-ке-реш, се-ге-дин, уй-ве-дек.“ Няколко англичани пътници го зяпнали в устата, а той, види се, навикнал на вниманието, което обръща със своеобразния си език, засмива се до уши и с още повисок и дрезгав глас продължава: „уй-ве-дек, киш-ке-реш, хе-геш-фе-ке-те-хе-ги“... – с натъртено ударение на всеки слог.","I went back into the restaurant again. There is still half an hour and more before the train leaves. I’m drinking my beer and staring around. Every five minutes the porter rings the bell and, in an indifferent, lazy voice, announces the train destinations: “he-gesh-fe-ke-te-he-gi, kish-ke-resh, se-ge-din, uy-ve-dek.” A few English passengers are staring at his mouth, and he, apparently used to the attention his peculiar language attracts, grins from ear to ear and, in an even louder and hoarser voice, continues: “uy-ve-dek, kish-ke-resh, he-gesh-fe-ke-te-he-gi”... — with emphatic stress on every syllable."
01_bai_ganyo_sets_off_bul.csv,"Останаха още десетина минути до тръгването на трена. Аз се разплатих, заплатих и бай Ганьовото пиво и излязох на перона с намерение да го потърся. В това време под свода на гарата влизаше медлено един трен и, представете си, в един от вагоните на този трен, увиснал до половина на прозореца, лъсна бай Ганьо не можах да дочуя по причина на шипенето на локомотива. Аз разбрах каква е работата. Като се спря тренът, той скочи на земята, притече се при мене и ми разказа с голям примес от енергични псувни, които, с позволението ви, няма да повтарям, следующето:","There were still about ten minutes left until the train’s departure. I settled up, paid for Bay Ganyo’s beer as well, and went out onto the platform intending to look for him. At that moment, a train was slowly entering beneath the station arch, and, imagine it, in one of the carriages of this train, hanging halfway out of the window, Bay Ganyo suddenly appeared. I could not make out what he said because of the hissing of the locomotive. I understood what had happened. When the train stopped, he jumped to the ground, ran up to me, and told me, with a great admixture of vigorous curses which, with your permission, I shall not repeat, the following:"
