Source File,Content,Translated Content
01_aluda_ketelauri_ge.csv,"I. მაცნე მოიდა შატილსა: – ქისტებმა მოგვცეს ზიანი, დაგვიწიოკეს მწყემსები, ავნია, ავი-ზნიანნი.","I. A messenger came to Shatila: - The Kists have harmed us, they have killed our shepherds, they have harmed us, they have harmed us."
01_aluda_ketelauri_ge.csv,"ალუდა ქეთელაური კაცია დავლათიანი, საფიხვნოს თავში დაჯდების, სიტყვა მაუდის გზიანი; ბევრს ქისტს მააჭრა მარჯვენა, სცადა ფრანგული ფხიანი. ცუდას რად უნდა მტერობა, კარგია მუდამ მტრიანი!","Aluda is a man of Ketela, a man of power, who sits on the head of a scepter, a man of the word of Maud; he has cut many a kist with his right hand, he has tried to be a French pkhian. Why does evil need enmity, good is always an enemy!"
01_aluda_ketelauri_ge.csv,"ქისტებს წაუსხამ ცხენები, ალუდაისიც ფთიანი. გუმან აქვ, გადაავლიონ არხოტის თავი მთიანი, გადაბერტყინონ ნალითა ქუჩი მთებისა ცვრიანი.","I will give the horses to the Kists, and the Aludais to the Ptya. I think they will cross the mountainous head of Arkhot, and they will cross the snowy street of the mountains with their horses."
01_aluda_ketelauri_ge.csv,"ეს რო ალუდამ გაიგო, თოფს დაუპირა ტალიო; აისხა იარაღები, გააფხავიდის ხმალიო; გაუშინჯიდის ვადანი, ხმალს არ მაუტყდეს ტარიო.","When Aluda heard this, he aimed his gun at the target; he drew his weapons, his sword was drawn; he tightened his grip, lest the sword break the hilt."
01_aluda_ketelauri_ge.csv,"ცისკრის ხანია, მტერს მისდევს კლდის შავარდენი ჩქარიო. გათენებისას ჭიუხში შურთხმა დარეკა ზარიო, ძაღლებს კი სძინავ თეოზე, ჯერ არ გაშლილა ცხვარიო.","It is dawn, the enemy is pursued by the black swiftness of the rock. At dawn, a bell rang in the barn, and the dogs were sleeping on the mat, the sheep had not yet been grazed."
01_aluda_ketelauri_ge.csv,"მალე შააგდო ალუდამ ქისტების ნავალს თვალიო. მარჯვედვე გადაეწია, თოფმა გაიღო ჩქამიო: ერთს ქურდ-კანტალას ღილღველსა ცუდი დაუდგა წამიო; გადავარდება ცხენზეით, ყელ-თავქვე ეკიდებისა; ნატყვიარი სჭირს ბეჭის თავს, ზედ ცეცხლი ეკიდებისა; ამხანიგ-მოკლულ ღილღველი ჩახმახსა ეზიდებისა. გამასტყვრა მუცალის თოფი, კლდის პირი დაიშლებოდა, ნაძოძი ტყვიის ალუდას კალთაში ჩაეშლებოდა.","Soon Aluda caught sight of the Kistian fleet. He turned right, and the gun fired: One of the thieves, Kantala, had a bad moment with his rifle; he fell from his horse, hanging by his neck; a bullet hit his shoulder, and a fire was lit on top; the rifleman pulled the trigger on his slain comrade. The rifle of the mutineer was about to fall, and the edge of the cliff was about to collapse, and the bullet was about to fall into Aluda's lap."
01_aluda_ketelauri_ge.csv,"– არა გჭირსაა, რჯულ-ძაღლო?! – მუცალი ეუბნებოდა. – ნუ გგონავ, მჭირდეს, რჯულ-ძაღლო, ყმასა გუდანის ჯვრისასა. ხმა ალუდაის თოფისა ჭეხასა ჰგვანდა ცისასა.","– Are you in trouble, you law-dog?! – the mutt was saying to him. – Don't think I'm in trouble, you law-dog, with the threshing floor. The sound of Aludai's rifle was like the crack of a bell in the sky."
01_aluda_ketelauri_ge.csv,"– არ მოგხვდაუა, რჯულ-ძაღლო? – ისევ ეძახის იმასა.","“Don't you understand, you dog?” he calls again."
01_aluda_ketelauri_ge.csv,"– მუცალს არა სჭირს, რჯულ-ძაღლო, ნამტვრევს მაშლიდა კლდისასა…","– My stomach doesn't hurt, you dog, I'm just breaking a bone on the rock..."
01_aluda_ketelauri_ge.csv,"– ოჰო, ქუდ გაუხვრეტია, წვერებსა სტუსავს თმისასა.","– Oh, the hat is torn, the hair is sticking out of the beard."
01_aluda_ketelauri_ge.csv,"– მაღლა დაგიცდა, ბეჩავო, კენჩხას არა სჭირს ძვლისასა. გამოსტყვრა მუცალის თოფი, ტყვია ჩქამს იზამს მქისესა, გაუტეხს ქეთელაურსა საპირის-წამლეს რქისასა.","– You've been hit high, Bechavo, Kenchkha doesn't have a bone to grind. Mutsali's rifle is fired, the bullet hits the Mkise, it breaks the Ketelauri's horn with its sharp edge."
01_aluda_ketelauri_ge.csv,"– არც ახლა გჭირსა, რჯულ-ძაღლო? – ზედაც დაჰვედრებს იმასა.","– Aren't you in trouble now, you law-abiding dog? – The top will also beg for it."
01_aluda_ketelauri_ge.csv,"– არა სჭირს, არა, რჯულ-ძაღლო, ყმასა გუდანის ჯვრისასა, გამმარჯვედ ჯვარი დაჰყვების, ძალს შაახვეწებს ღვთისასა. გულს არ ჰხვდა, ნუ გეგონების, ამტვრევდა წამლის ქისასა. რაკი სრევაზე მიდგება, ჯავრს არც მე შავჭამ მტრისასა.","– No problem, no, you dog of the law, the young man at the cross of the threshing floor, you will follow the cross with victory, you will seek strength from God. His heart did not understand, do not think, he was breaking the medicine bag. Since he is going to the slaughter, I will not even eat the black enemy."
01_aluda_ketelauri_ge.csv,"შატილიონის ნასროლი ქისტს უმტვრევს გულის ფიცარსა. – არც ახლა გჭირსა, რჯულ-ძაღლო?! – შამაუჭყივლებს ქისტასა.","The shot from Chatillon breaks the heart of Kista. “Aren't you in trouble now, you dog of the law?!” Kista snorts."
01_aluda_ketelauri_ge.csv,"– გულში მჭირს, გულში, რჯულ-ძაღლო, ვაჰ ცდასა მუცალისასა! ძმაც ხო მამიკალ, მეც მამკალ, რა ვუთხრა მადლსა ღვთისასა?","– My heart aches, my heart, you dog of the law, oh the temptation of the Mutsalis! My brother also killed my father, I also killed my father, what can I say to the grace of God?"
01_aluda_ketelauri_ge.csv,"მუცალს არ სწადის სიკვდილი, ფერს არა ჰკარგავს მგლისასა, მაჰგლეჯს, დაიფევს წყლულშია წვანეს ბალახსა მთისასა. ერთიც ესროლა ალუდას, ხანს არა ჰკარგავს ცდისასა. თოფიც ალუდას გადუგდო, ერთს კიდევ ეტყვის სიტყვასა: – ეხლა შენ იყოს, რჯულ-ძაღლო, ხელს არ ჩავარდეს სხვისასა.","The wolf does not want to die, he does not lose the color of a wolf, a hound, he lies in a wound in the green grass of the mountain. He also shot Aluda, he does not waste time in trying. He also pointed the gun at Aluda, he says one more word: - Now it's yours, you dog, don't let it fall into someone else's hands."
01_aluda_ketelauri_ge.csv,"სიტყვა გაუშრა პირზედა, დაბლა გაერთხა მიწასა. ალუდას თოფი არ უნდა, ატირდა როგორც ქალიო; არ აჰყრის იარაღებსა, არ ეხარბება თვალიო. თავით დაუდვა ხანჯარი, ზედ ეკრა სპილოს ძვალიო, გულზედ ძეგლიგი დაადვა, მკლავზედ ფრანგული ხმალიო. მარჯვენას არ სჭრის მუცალსა, იტყოდა: „ცოდვა არიო; ვაჟკაცო, ჩემგან მოკლულო, ღმერთმა გაცხონოს მკვდარიო. მკლავზედავ გებას მარჯვენა, შენზედ ალალი არიო, შენ ხელ შენს გულზედ დამიწდეს, ნუმც ხარობს ქავის კარიო, კარგი გყოლია გამდელი, ღმერთმ გიდღეგრძელოს გვარიო!“ სიგძივ გაჰხურა ნაბადი, ზედ გადაადვა ფარიო.","The word dried up on his face, he fell down on the ground. Aluda did not want a gun, he wept like a woman; he does not throw away weapons, he does not covet his eyes. He placed a dagger on his head, he put an ivory on it, he placed a monument on his heart, a French sword on his arm. He did not cut his right hand in the stomach, he would say: ""There is no sin; brave man, killed by me, may God save you, dead. Geba's right hand is on my arm, there is no red on you, you put your hand on your heart, do not rejoice, O Kavis Kari, you have a good time, may God prolong your life!"" Nabad closed his eyes in a daze, he put a shield on top."
01_aluda_ketelauri_ge.csv,"II. მზემ აიწია ცაზედა, ნისლებმ დაწირეს ხევები; მისჯარებიან ცის კიდეს კავკასიონის დევები. აშლილან სანადიროდა ქორებ, ფრინველთა მლევლები; სოვნი არწივებს მასდევენ, მუქთად ჭამისთვის მხლებლები.","II. The sun has risen in the sky, the mists have covered the ravines; The Caucasus mountains are at the edge of the sky. The hawks, the hunters of birds, are busy hunting; The owls are chasing the eagles, the hunters of the dark."
01_aluda_ketelauri_ge.csv,"ჯიხვნი მაებნენ მყინვარსა, მადლი რქათ ადგა ღვთისაო. ხევი-ხევ შამოყრანტალებს ყორანი ავის ხმისაო: „მამკვდარა ქისტი მუცალი, თვალნ უნდა ვსჭამნე ყმისაო, გულ-ღვიძლი ამოვარიდო, კალთა დავხურო მხრისაო“.","The glaciers are melting, the grace of God has risen. The ravens are croaking from valley to valley with their evil voices: ""I am a dead cyst, I want to eat the eyes of the servant, I want to cut out the heart and liver, I want to cover the shoulder with a skirt."""
01_aluda_ketelauri_ge.csv,"შატილს ჯერ არ ჩასწდომია შუქი შუადღის მზისაო, არ ჩაუშვებენ ჩამსვლელსა, ცა ახურია კლდისაო. ყმა მოიდოდა გორი-გორ, არ ეწონება თავია; პირს დასწოლია ნისლები, გულით ნადენი, შავია. ტახტაზე დაუკიდებავ მუცალის ძმისა მკლავია, ვერცხლით მორთული ბაზალა, ეგ ხოროსნული ხმალია. მეება ჭიუხიანსა, სადაც იმედას ქავია, ზაფხულს თოფის ხმას იყურებს, ზამთარ ჩამუდის ზვავია. ბევრჯელ მაასწრო დელგმამა, ჰყეფდა ყორანი შავია. დაჰფამფალებდა თავზედა გაუმაძღარი სვავია, ვერვინ მაჰრივა იღბალი, ვერავინ უყვა ავია. ურჯულოს ხელებსავ ადნობს ზედ მზის სხივები მწვავია. გველმა ვერ გაჭრა ლიბოი, დღესაც ცოცხალივ არია. ზოგჯერ ავდარი დადგება, ზოგჯერ მზე ბრწყინავს, დარია. რა უყვათ, ბევრი უნახავ ულვაშ-აშლილი მკვდარია! ბევრჯელ წასულა საჭალოდ დახოცილთ სისხლის ღვარია; შაუღებია წითლადა ავი არდოტის წყალია.","The light of the midday sun has not yet reached Shatil, they will not let him in, the sky is like a rock. The servant would come from the mountains, he would not lift his head; the mists have settled on his face, his heart is filled with tears, it is black. On the throne hangs the arm of Mutsali's brother, a silver-decorated basala, that Khorosn sword. In the village of Chiukhian, where Imeda is, in the summer he watches the sound of a gun, in the winter there is an avalanche of snow. Delgma has followed me many times, the raven is black. A greedy raven was flapping its wings on his head, no one has ever stolen his luck, no one has ever been able to save him. The sun's rays are burning on the hands of the wicked. The snake could not cut the Liboy, he is still alive today. Sometimes the Avdar will rise, sometimes the sun will shine, Daria. What have you seen, many unseen dead, with disheveled mustaches! The blood of the slain has gone to many places, the river is red; the water of the Ardot River is black."
01_aluda_ketelauri_ge.csv,"ვისაც მტერობა მასწყურდეს, გააღოს სახლის კარია, სისხლ დაიგუბოს კერაში, თვითანაც შიგვე მდგარია. ღვინოდაც იმას დაჰლევდეს, პურადაც მოსახმარია. პირჯვარი დაიწეროდეს, მითამ საყდარში არია. სისხლშია ჰქონდეს ქორწილი, იქ დაიწეროს ჯვარია, დაიპატიჟოს სტუმრები, დაამწკრიოდეს ჯარია. სისხლში დაიგოს ლოგინი, გვერდს დაიწვინოს ცალია ბევრი იყოლოს შვილები, ბევრი ვაჟი და ქალია; იქვე საფლავი გათხაროს, იქ დაიმარხოს მკვდარია.","Whoever thirsts for enmity, let him open the door of the house, let him boil blood in the hearth, and he himself is standing inside. Let him drink wine, and eat bread. Let him make a sign of the cross, and there is no one in the throne. Let him have a wedding in blood, let him make a sign of the cross there, invite guests, and line up the army. Let him make a bed in blood, and let him lie down on his side, and let him have many children, many sons and women; let him dig a grave nearby, and bury the dead there."
01_aluda_ketelauri_ge.csv,"შენ რო სხვა მაჰკლა, შენც მოგკვლენ, მკვლელს არ შაარჩენს გვარია.","If you kill someone else, they will kill you too. The murderer will not be spared a name."
01_aluda_ketelauri_ge.csv,"შატილს გადმოდგა ბანებზედ ხევსურთ ქალი და რძალია, გამეეგებნენ ალუდას ძმა-ძმისწულები სამნია. ბევრს უნდა ამბის გაგება, ბევრნი მოვიდნენ სხვანია. მიულოციან ალუდას: – სახელიანიმც ხარია! ბებერი ჰკითხავს უშიშა ალუდას ამბავს ცდისასა. უამბობს ქეთელაური ამბავს ღილღველის მგლისასა: „აქით წასულმა, უშიშავ, კვალი შავაჭერ მთისასა, მოკლედავ გადავეწივე. ნავალ დავატყვე ქვიშასა. ორნ იყვნენ, თოფი ვიხმარე, წვერს ვერ ვუწვდენდი ხმლისასა. იმ ცხონებულსა მუცალსა რკინა სდებიყო გულადა!","A Khevsur woman and her daughter-in-law came to Shatili from the huts, and Aluda's brothers and sisters came to meet him. Many wanted to hear the story, many came from other places. They congratulated Aluda: - The name is also Kharia! The old man asks the fearless Aluda about the story of the trial. Ketelauri tells the story of the wolf of Ghilgveli: ""Having left here, fearless, I quickly overtook the traces of the black mountain. I caught him in the sand with a boat. There were two of them, I used a rifle, I couldn't reach the tip of the sword. The iron of that saved Mutsali's belly was pierced with a gulada!"
01_aluda_ketelauri_ge.csv,"– რას ამბობ? ქისტის ცხონება არ დაწერილა რჯულადა. – მით ვაქებ ვაჟკაცობასა, არ იყიდება ფულადა. სამ მე ვესროლე, სამ – იმან, მესამით დავასრულია. მკერდზე ნაკრავმა ტყვიამა გაუნაძოძა გულია. ნატყვიარს ბრძამით იფევდა, ისრე დალია სულია. სულს არ აცლიდა ამოსვლას, კიდევ მიხსენა რჯულია.","– What are you saying? The salvation of the Kist is not written in the law. – I praise bravery, it is not sold for money. I shot three times, three times – with that, I finished with the third. The bullet that hit his chest pierced his heart. He was covering the bullet with his spear, the arrow was drinking his soul. His soul did not hesitate to rise, he remembered the law again."
01_aluda_ketelauri_ge.csv,"ჩვენ ვიტყვით, კაცნი ჩვენა ვართ, მარტოთ ჩვენ გვზდიან დედანი; ჩვენა ვსცხონდებით, ურჯულოთ კუპრში მიელის ქშენანი. ამის თქმით ვწარა-მარაობთ, ღთიშვილთ უკეთეს იციან. ყველანი მართალს ამბობენ განა, ვინაცა ჰფიციან?!","We will say, we are men, our mothers alone give birth to us; we live, the wicked are waiting for us in the coffin. Saying this, we are being cruel, the gods know better. Do they all speak the truth, who swears?!"
