text,anger,disgust,fear,joy,sadness,surprise,neutral
1tv_news4,0,0,0,0,0,0,1
"Rev. Shio Mujiri - If we turn to the Lord for help, if our desire is genuine and strong, He will surely come with His grace, correct us, and purify us.",0,0,1,0,0,0,0
"16:47, 10.04.2026",0,0,0,0,0,0,1
"The Lord expects us to force our souls, burdened by our sins, to turn to Him for salvation and mercy. Only God can correct us, to bring about our inner change. We cannot do this by our own strength, - said the Patriarchal Throne, Metropolitan of Senaki and Chkhorotsku Shio (Mujiri) during his sermon in the Trinity Cathedral, where the rite of conversion was recently performed.",0,0,0,0,0,0,1
"According to Reverend Shio, ""If our desire is genuine, strong, and serious, the Lord will surely come with His grace, correct us, and purify us.""",0,0,1,0,0,0,0
"“Through the glorious and ancient liturgy of our Church, composed by the great holy fathers, famous hymnographers, the best poets, thinkers, and wise men, we have the opportunity not only to learn the news about the Lord Jesus Christ from the Gospel, but also to become participants in these news through the liturgy. Therefore, today we have ordained the Holy Transfiguration, and we are all participants in this event.",1,0,0,0,1,0,0
"Gathered here, we are not those who a short time ago were shouting – crucify him, crucify him, but those who say to the Lord – have mercy on us, Lord. We have been taught by the Church, we know the teaching of the Church that with our sins we crucify the Lord again and again, that He came to earth, became man, suffered and died in order to free us from the captivity of sins, from the burden of sins.",0,0,0,0,0,0,1
"Who was the first person whom the Lord freed from this burden? – One of the crucified thieves, a wise thief, who so experienced the sufferings of the innocent Savior that he confessed his sins and turned to the Savior from the cross in repentance. The Lord expects this from us, to force our souls, burdened by our sins, to turn to God for salvation and mercy.",0,0,0,1,0,0,1
"Many of us, and some even for years, try to fix something in our souls, in our lives, without God, by our own efforts. This is a futile attempt. It is only an arrogant, foolish attempt, because only God can fix us, change us internally. We cannot do this by our own efforts. We may change our behavior slightly externally, but it is impossible for us to change internally, as the Lord says, “Without Me you can do nothing.”",0,1,0,0,0,0,0
"Dear brothers and sisters, the Lord wants to correct and purify us. Let us recall that once a sick man came to Him and said, “Lord, if You are willing, You can make me clean.” What did the Lord answer? “I am willing, be cleansed.” This is what the Lord wants. The will of man and God coincided, and the man was healed.",0,0,0,0,0,0,1
"So, the Lord desires our correction and purification more than we desire. If our desire is genuine, strong, and serious, and we turn to the Lord for help, He will surely come with His grace, correct us, and purify us. May God bless and strengthen you. Let us pray to the Lord to give us strength and help to walk on the path of truth, light, and with Christ, Amen,” said Bishop Shio.",0,0,1,0,0,0,0
