Source File,Content,Translated Content
01_ge_original_IPN_news.csv,IPN_news1,IPN_news1
01_ge_original_IPN_news.csv,"ირაკლი კობახიძე - ისე როგორც პრემიერს, სახელმწიფო მინისტრსაც მთლიანად მთავრობის ადმინისტრაციის რესურსი მოემსახურება, აქ საქილიკო არაფერია, თუმცა ოპოზიცია აქაც ახერხებს  სპეკულაციებს - ეს მათი სახეა და არ არის საინტერესო (28.04.2026, 16:17)","Irakli Kobakhidze - Just as the Prime Minister, the State Minister will also be served by the full resources of the Government Administration; there is nothing to mock here, although the opposition still manages to engage in speculation on this as well - that is their nature and it is not interesting (28.04.2026, 16:17)"
01_ge_original_IPN_news.csv,"ისევე როგორც პრემიერ-მინისტრს, ვიცე-პრემიერსაც, სამართალდამცავი ორგანოების კოორდინაციის საკითხებში სახელმწიფო მინისტრსაც მთლიანად მთავრობის ადმინისტრაციის რესურსი მოემსახურება - თავადაც ხვდებით, აქ საქილიკო არაფერია, თუმცა ოპოზიცია აქაც ახერხებს სპეკულაციების გავრცელებას - ეს მათი სახეა და არ არის საინტერესო, - ამის შესახებ პრემიერ-მინისტრმა, ირაკლი კობახიძემ ჟურნალისტებთან განაცხადა.","Just like the Prime Minister, the Deputy Prime Minister and the State Minister for Coordination of Law Enforcement Agencies will also be fully served by the resources of the Government Administration — you can see for yourselves that there is nothing to mock here, although the opposition is once again managing to spread speculation — that is their style and it is not interesting,” Prime Minister Irakli Kobakhidze said in a statement to journalists."
01_ge_original_IPN_news.csv,"მისივე თქმით, ახალი სტრუქტურული ერთეულის შექმნის მიზანი სამართალდამცავი სისტემის კიდევ უფრო მეტად გაძლიერებაა.","According to him, the purpose of creating the new structural unit is to further strengthen the law enforcement system."
01_ge_original_IPN_news.csv,"„ეს ცვლილებები ემსახურებოდა სამართალდამცავი სისტემის კიდევ უფრო მეტად გაძლიერებას. გაჩნდა ახალი რგოლი - კოორდინაციის რგოლი. ამ ფუნქციას მამუკა მდინარაძე მანამდეც ასრულებდა, მაგრამ კონკრეტული უწყებიდან. ეს იყო ფაქტობრივი მდგომარეობა. ჩვენ გადავწყვიტეთ იმ მოცემულობის ფორმალიზება, რაც სწორია, რაც მანამდეც იყო ჩამოყალიბებული. რეალურად, იქნება დამოუკიდებელი სტრუქტურები. ბუნებრივია, ეს არის შინაგან საქმეთა სამინისტრო, სახელმწიფო უსაფრთხოების სამსახური, სახელმწიფო დაცვის სპეციალური სამსახური და მათ საერთო კოორდინაციას უზრუნველყოფს. სახელმწიფო მინისტრი ახალი თანამდებობა არის ამისთვის განკუთვნილი, რაც კიდევ უფრო გააძლიერებს დანაშაულის წინააღმდეგ ბრძოლას, საზოგადოებრივი წესრიგის დაცვაზე ზრუნვას. თქვენ იცით რომ ამ ერთი წლის განმავლობაში ყველა მიმართულებით გვაქვს ფუნდამენტური ცვლილებები,“ - განაცხადა კობახიძემ.","“These changes were aimed at further strengthening the law enforcement system. A new link has emerged — the coordination link. Mamuka Mdinaradze had already been performing this function before, but from a specific agency. That was the factual situation. We decided to formalize the arrangement that is correct and that had already been established before. In reality, there will be independent structures. Naturally, these are the Ministry of Internal Affairs, the State Security Service, and the Special State Protection Service, and it will ensure their overall coordination. The position of state minister is a new post designated for this purpose, which will further strengthen the fight against crime and the protection of public order. You know that over this one-year period we have had fundamental changes in all directions,” Kobakhidze said."
01_ge_original_IPN_news.csv,"ამასთან, პრემიერმა პატიმრობაში მყოფ სუს-ის ყოფილ ხელმძღვანელ, გრიგოლ ლილუაშვილსა და მამუკა მდინარაძეს შორის პარალელების შესახებ დასმულ კითხვას უპასუხა და აღნიშნა, რომ „მაშინ სხვაგვარად წარიმართა პროცესები, ახლა სხვანაირად წარიმართება“.","At the same time, the Prime Minister answered a question about parallels between the former head of the State Security Service, Grigol Liluashvili, who is in custody, and Mamuka Mdinaradze, and noted that “back then the processes unfolded differently; now they will unfold differently.”"
01_ge_original_IPN_news.csv,"„მოცემულობა არის რადიკალურად განსხვავებული. კონტექსტი არის სრულიად განსხვავებული. მამუკა მდინარაძე არის გამორჩეულად წარმატებული წევრი ჩვენს გუნდში. კონკრეტულად სახელმწიფო უსაფრთხოების სამსახურში მისი საქმიანობა იყო გამორჩეულად წარმატებული, მათ შორის, კორუფციის მიმართულებით, ტერორისტული დანაშაულის მიმართულებით. ძალიან მნიშვნელოვანი სისტემური ცვლილებები განახორციელა. ეს არის განსხვავებული ფონი, შესაბამისად, განსხვავებულ ფონზე სამომავლო განვითარებაც იქნება განსხვავებული,“ - განაცხადა კობახიძემ.","“The situation is radically different. The context is completely different. Mamuka Mdinaradze is an exceptionally successful member of our team. Specifically, his work in the State Security Service was exceptionally successful, including in the areas of corruption and terrorist crime. He implemented very important systemic changes. This is a different background, and therefore future developments will also be different,” Kobakhidze said."
01_ge_original_IPN_news.csv,"პარლამენტი დაჩქარებული წესით იხილავს კანონის პროექტს, რომლის საფუძველზეც საქართველოს მთავრობის შემადგენლობაში სამართალდამცავი ორგანოების კოორდინაციის საკითხებში სახელმწიფო მინისტრის თანამდებობის შემოღება ხდება. პროექტის მიხედვით, ახალი სახელმწიფო მინისტრის საქმიანობას მატერიალურ-ტექნიკურად და ორგანიზაციულად მთავრობის ადმინისტრაცია უზრუნველყოფს.","Parliament is considering, under an expedited procedure, a draft law that would introduce the position of State Minister for Coordination of Law Enforcement Agencies within the composition of the Government of Georgia. According to the draft, the Government Administration will provide the new State Minister’s activities with material, technical, and organizational support."
01_ge_original_IPN_news.csv,"მთავრობის საპარლამენტო მდივნის ვახტანგ ბაჩიაშვილის ინფორმაციით, სახელმწიფო მინისტრის უფლებამოსილებები მთავრობის დადგენილებაში დაზუსტდება. მისივე თქმით, სამართალდამცავი ორგანოების კოორდინაციის საკითხებში სახელმწიფო მინისტრი მთავრობის ადმინისტრაციის შენობაში განთავსდება.","According to the Parliamentary Secretary of the Government, Vakhtang Bachiashvili, the powers of the State Minister will be specified in a government decree. He also said that the State Minister for coordination of law enforcement agencies will be located in the Government Administration building."
02_ge_original_IPN_news.csv,IPN_news2,IPN_news2
