Source File,Content,Translated Content
01_aluda_ketelauri_ge.csv,"I. მაცნე მოიდა შატილსა: – ქისტებმა მოგვცეს ზიანი, დაგვიწიოკეს მწყემსები, ავნია, ავი-ზნიანნი.","I. The messenger came to Shatili: – The Kists have harmed us, they have ravaged our shepherds, wicked, evil-minded ones."
01_aluda_ketelauri_ge.csv,"ალუდა ქეთელაური კაცია დავლათიანი, საფიხვნოს თავში დაჯდების, სიტყვა მაუდის გზიანი; ბევრს ქისტს მააჭრა მარჯვენა, სცადა ფრანგული ფხიანი. ცუდას რად უნდა მტერობა, კარგია მუდამ მტრიანი!","Aluda Ketelauri is a fortunate man,  
he sits at the head of the council,  
his word carries weight and wisdom;  
he has cut off the right hand of many a Kist,  
and tested the sharp French blade.  
Why should one seek enmity with the bad?  
It is always good to have enemies!"
01_aluda_ketelauri_ge.csv,"ქისტებს წაუსხამ ცხენები, ალუდაისიც ფთიანი. გუმან აქვ, გადაავლიონ არხოტის თავი მთიანი, გადაბერტყინონ ნალითა ქუჩი მთებისა ცვრიანი.","The Kists have driven off the horses, and Aluda’s too is feathered.  
He has a hunch they’ll sweep over the mountain pass of Arkhoti,  
and shake down with iron the dew-covered slopes of the mountains."
01_aluda_ketelauri_ge.csv,"ეს რო ალუდამ გაიგო, თოფს დაუპირა ტალიო; აისხა იარაღები, გააფხავიდის ხმალიო; გაუშინჯიდის ვადანი, ხმალს არ მაუტყდეს ტარიო.","When Aluda heard this, he intended to take up his gun; he strapped on his weapons, and drew his sword; he tested the scabbard, so the sword would not strike the hilt."
01_aluda_ketelauri_ge.csv,"ცისკრის ხანია, მტერს მისდევს კლდის შავარდენი ჩქარიო. გათენებისას ჭიუხში შურთხმა დარეკა ზარიო, ძაღლებს კი სძინავ თეოზე, ჯერ არ გაშლილა ცხვარიო.","It is the hour of dawn; the falcon of the cliff is swiftly pursuing the enemy. At daybreak, in the gorge, the partridge rang out like a bell, and the dogs are still asleep on the hillside; the sheep have not yet been let out."
01_aluda_ketelauri_ge.csv,"მალე შააგდო ალუდამ ქისტების ნავალს თვალიო. მარჯვედვე გადაეწია, თოფმა გაიღო ჩქამიო: ერთს ქურდ-კანტალას ღილღველსა ცუდი დაუდგა წამიო; გადავარდება ცხენზეით, ყელ-თავქვე ეკიდებისა; ნატყვიარი სჭირს ბეჭის თავს, ზედ ცეცხლი ეკიდებისა; ამხანიგ-მოკლულ ღილღველი ჩახმახსა ეზიდებისა. გამასტყვრა მუცალის თოფი, კლდის პირი დაიშლებოდა, ნაძოძი ტყვიის ალუდას კალთაში ჩაეშლებოდა.","Soon Aluda cast his eye on the Kists’ trail.  
He shifted swiftly; the gun went off with a crack:  
one thieving Ghilghveli had a bad moment;  
he falls from the horse, hanging head and neck downward;  
the bullet wound is at the shoulder blade, and fire seems to cling to it;  
the slain Ghilghveli, his companion, is carrying the flintlock.  
Mutsal’s gun burst forth, the cliff face would split apart,  
and the lead, dug out by the shot, would fall into Aluda’s skirt."
01_aluda_ketelauri_ge.csv,"– არა გჭირსაა, რჯულ-ძაღლო?! – მუცალი ეუბნებოდა. – ნუ გგონავ, მჭირდეს, რჯულ-ძაღლო, ყმასა გუდანის ჯვრისასა. ხმა ალუდაის თოფისა ჭეხასა ჰგვანდა ცისასა.","– Aren’t you hurt, you cursed dog?! – Mutali was saying. – Don’t think I’m hurt, you cursed dog, servant of the Gudani Cross. The sound of Aluda’s gunshot was like the thunder in the sky."
01_aluda_ketelauri_ge.csv,"– არ მოგხვდაუა, რჯულ-ძაღლო? – ისევ ეძახის იმასა.","– Didn’t you get hit, you law-dog? – he calls out to him again."
01_aluda_ketelauri_ge.csv,"– მუცალს არა სჭირს, რჯულ-ძაღლო, ნამტვრევს მაშლიდა კლდისასა…","– Mutsal is not hurt, you dog of a heathen, he was clearing away the fragments of the cliff…"
01_aluda_ketelauri_ge.csv,"– ოჰო, ქუდ გაუხვრეტია, წვერებსა სტუსავს თმისასა.","– Oh, his hat has a hole in it, and it is brushing against the hairs of his beard."
01_aluda_ketelauri_ge.csv,"– მაღლა დაგიცდა, ბეჩავო, კენჩხას არა სჭირს ძვლისასა. გამოსტყვრა მუცალის თოფი, ტყვია ჩქამს იზამს მქისესა, გაუტეხს ქეთელაურსა საპირის-წამლეს რქისასა.","– You slipped too high, poor fellow; a pebble has no bone to break. Mutsali’s gun went off, and the bullet will make a sound in the rough one, breaking Khetelauri’s horn-tipped face-powder flask."
01_aluda_ketelauri_ge.csv,"– არც ახლა გჭირსა, რჯულ-ძაღლო? – ზედაც დაჰვედრებს იმასა.","– Aren’t you in trouble even now, you law-dog? – he even adds that to him."
01_aluda_ketelauri_ge.csv,"– არა სჭირს, არა, რჯულ-ძაღლო, ყმასა გუდანის ჯვრისასა, გამმარჯვედ ჯვარი დაჰყვების, ძალს შაახვეწებს ღვთისასა. გულს არ ჰხვდა, ნუ გეგონების, ამტვრევდა წამლის ქისასა. რაკი სრევაზე მიდგება, ჯავრს არც მე შავჭამ მტრისასა.","– He is not afflicted, no, you dog of a faithless man, the servant of Gudani’s Cross; the victorious Cross goes with him, and it will commend its power to God. It did not strike the heart, do not suppose; it was breaking the medicine pouch. Once it comes to the shooting, I too shall not swallow the grief of the enemy."
01_aluda_ketelauri_ge.csv,"შატილიონის ნასროლი ქისტს უმტვრევს გულის ფიცარსა. – არც ახლა გჭირსა, რჯულ-ძაღლო?! – შამაუჭყივლებს ქისტასა.","“Shatili’s shot breaks the Kist’s heartwood.  
— Aren’t you in pain even now, you dog of a faithless one?! —  
he will shout at the Kist.”"
01_aluda_ketelauri_ge.csv,"– გულში მჭირს, გულში, რჯულ-ძაღლო, ვაჰ ცდასა მუცალისასა! ძმაც ხო მამიკალ, მეც მამკალ, რა ვუთხრა მადლსა ღვთისასა?","– I am wounded in the heart, in the heart, you dog of a faithless one, alas for Mutsali’s trial! You have killed my brother too, kill me as well; what can I say to God’s grace?"
01_aluda_ketelauri_ge.csv,"მუცალს არ სწადის სიკვდილი, ფერს არა ჰკარგავს მგლისასა, მაჰგლეჯს, დაიფევს წყლულშია წვანეს ბალახსა მთისასა. ერთიც ესროლა ალუდას, ხანს არა ჰკარგავს ცდისასა. თოფიც ალუდას გადუგდო, ერთს კიდევ ეტყვის სიტყვასა: – ეხლა შენ იყოს, რჯულ-ძაღლო, ხელს არ ჩავარდეს სხვისასა.","Mutsal does not desire death, he does not lose the color of a wolf; he tears and lies down in the wound upon the mountain grass. Aluda shot him once, and he does not lose the moment of trial. He threw Aluda’s rifle back too, and says one more word to him:

– Now let it be yours, you dog of a different faith; may it not fall into another’s hands."
01_aluda_ketelauri_ge.csv,"სიტყვა გაუშრა პირზედა, დაბლა გაერთხა მიწასა. ალუდას თოფი არ უნდა, ატირდა როგორც ქალიო; არ აჰყრის იარაღებსა, არ ეხარბება თვალიო. თავით დაუდვა ხანჯარი, ზედ ეკრა სპილოს ძვალიო, გულზედ ძეგლიგი დაადვა, მკლავზედ ფრანგული ხმალიო. მარჯვენას არ სჭრის მუცალსა, იტყოდა: „ცოდვა არიო; ვაჟკაცო, ჩემგან მოკლულო, ღმერთმა გაცხონოს მკვდარიო. მკლავზედავ გებას მარჯვენა, შენზედ ალალი არიო, შენ ხელ შენს გულზედ დამიწდეს, ნუმც ხარობს ქავის კარიო, კარგი გყოლია გამდელი, ღმერთმ გიდღეგრძელოს გვარიო!“ სიგძივ გაჰხურა ნაბადი, ზედ გადაადვა ფარიო.","His words dried on his lips, and he stretched out on the ground. Aluda did not want the rifle; he wept like a woman. He did not seize the weapons, nor did his eyes covet them. He laid the dagger by his head, with an ivory hilt; he placed a memorial stone upon his chest, and a French sword upon his arm. He did not cut the right hand from the belly; he would say: “It would be a sin. Brave man, slain by me, may God grant rest to your dead soul. May your right hand lie upon your arm; it is not mine by right. May your own hand rest upon your heart, and may the stone gate not rejoice over you. You had a good nurse; may God bless your lineage!” He spread the cloak lengthwise and laid the shield over it."
01_aluda_ketelauri_ge.csv,"II. მზემ აიწია ცაზედა, ნისლებმ დაწირეს ხევები; მისჯარებიან ცის კიდეს კავკასიონის დევები. აშლილან სანადიროდა ქორებ, ფრინველთა მლევლები; სოვნი არწივებს მასდევენ, მუქთად ჭამისთვის მხლებლები.","II. The sun rose into the sky, the mists descended into the gorges;  
the giants of the Caucasus have gathered at the edge of the sky.  
The hawks have set out for the hunt, the swift destroyers of birds;  
the falcons are chasing the eagles, their companions in eating for free."
01_aluda_ketelauri_ge.csv,"ჯიხვნი მაებნენ მყინვარსა, მადლი რქათ ადგა ღვთისაო. ხევი-ხევ შამოყრანტალებს ყორანი ავის ხმისაო: „მამკვდარა ქისტი მუცალი, თვალნ უნდა ვსჭამნე ყმისაო, გულ-ღვიძლი ამოვარიდო, კალთა დავხურო მხრისაო“.","The ibex climbed the glacier,  
the grace of God rose upon their horns.  
From ravine to ravine the raven clatters, with an evil voice:  
“Dead is the Kist Mutsali; I must eat out the eyes of the lad,  
tear out his heart and liver, and cover my skirt with his shoulder.”"
