text,love,joy,anger,sadness,fear,surprise,neutral
"“Have you heard the news?” cried Marcus Aurelius, flinging the door open and bursting breathlessly into the room.",0,1,0,0,0,0,0
“What news?” we all asked.,0,1,0,0,0,0,1
“Bai Ganyo is back from Europe!”,0,0,0,0,0,0,1
“Impossible!”,0,0,0,0,0,0,1
"“What do you mean, ‘impossible’? Gentlemen, I saw him. I talked with him. His first words . . . Ha-ha-ha! His first words were, ‘We’ve made . . .‘ Ha-ha-ha! ‘We’ve made a mess of it,’ he says. Ha-ha-ha!”",0,1,0,0,0,0,1
"“Quit giggling, man,” cried Arpakash impatiently. “Tell the story. You want some tea?”",0,1,0,0,0,0,1
"“Arpakash, come let me kiss you right between the eyes.”",0,0,0,0,0,0,1
"“Blockhead,” said Arpakash with a good-natured smile and handed a glass of tea to Marcus Aurelius, tugging him by his curly mustache with his free hand. “You über-blockhead.”",0,0,0,0,0,0,1
"“Captain, please don’t rock the boat,” Marcus Aurelius joked in Russian. He took a slurp from the glass and related the following:",0,0,0,0,0,0,1
"“Imagine, gentlemen; what luck, a few days ago, on the twenty-second (your favorite number, Alyosha), on Sunday, Gervanich and I were making the rounds of the little inns on the River Iskûr, over by Vrazhdebna, and we ran into a whole lot of people there.”",0,1,0,0,0,0,1
“I’ll bet the Urvichers were there.”,0,0,0,0,0,0,1
"“No, they weren’t; they were over at their beloved Urvich. Don’t interrupt me, Arpakash. There were tons of people there, mostly foreigners—Germans, Czechs, and not one, absolutely not a single one of our local hill-billies, paralyzed as they are by apathy. Only Grandpa Hadzhi passed by, heading for his farm. The weather, you know, was wonderful—such meadows, such fields, such fresh greenery in the woods, you couldn’t get enough of breathing that air. The foreigners had come with their whole families, hauling in provisions, blankets, swings for the children. Folks had planted themselves here and there like bouquets in the shady patches, and they were feasting. It was a treat to see them. They weren’t, as you might think, fancy, rich people, no, just craftsmen, tradesmen, regular working folks—tinsmiths, blacksmiths, carpenters. Work six days—play on the seventh. And not like Your Graces crowding into smoky coffeehouses with your damned card games like bachka.”",1,0,0,0,0,0,1
"“Marcus Aurelius! Is that you I hear, my dear friend? Saint John the Golden Tongued, let me kiss you!”",0,1,0,0,0,0,1
"“Shut up, Arpakash. Don’t interrupt me.”",0,0,1,0,0,0,0
"“Hey, Amonasro, don’t interrupt the man,” put in Moyshe.",0,0,0,0,0,0,1
"“But truly, friends,” Arpakash said, carrying on his joke with an unctuous look, “tell me, isn’t Marcus Aurelius sweet, especially when he pronounces that lovely little word ‘bachka’? That ‘ch’ is absolutely musical.”",0,1,0,0,0,0,1
"“Will you shut up, Amonasro, king of Ethiopia?”",0,1,1,0,0,0,0
"“And have you noticed, gentlemen, what a bottomless hatred our sweet Marcus Aurelius nurses for bachka?”",0,1,0,0,0,0,0
"“Listen, Amonasro, shut up or I’ll have Moyshe pour a whole glass of cognac down your throat.”",0,0,1,0,0,0,0
"“Our jo-kers are quite a-pair, they saw gran-ny’s un-der-wear, ev’-ry-bo-dy teased them so, to the girls they could-n’t go, taa-ra-ra-boom-dee-ay, ta-ra-ra-boom- . .”",0,0,0,0,0,0,1
"“You’re crazy, Arpakash; honest to God, you’re crazy,” Marcus Aurelius said somewhat reproachfully. “Be quiet a minute, I beg you.”",0,0,1,0,0,0,0
"“Enough already, Arpakash,” put in Ozhilka.",0,0,0,0,0,0,1
"“Et tu, Ozhilka? Et tu, Brute? Come on and sing ‘Last Night I Passed by Sevlievo.’”",0,0,0,0,0,0,1
"“Down with Arpakash!” shouted Moyshe, and after him the whole company began roaring, “Down with him!” and they finally forced the Ethiopian king to shut up.",0,0,1,0,0,0,1
Marcus Aurelius continued:,0,0,0,0,0,0,1
"“No, really, friends, this thrice-cursed bachka is deplorable. It has paralyzed us. It has coated our minds with mold and cobwebs. I tell you I know some guys who’ve spent ten whole years—ten years, my friends, that’s no joke—doing nothing at all but rotting in the smoke-filled corners of the Café Panah with cards in their hands, and right in front of their noses blooms this lovely, this picturesque, urban garden, whose breezes and freshness they are incapable of enjoying; and then outside of Sofia, in the surrounding area, there are such wonderful places. We sit in the coffeehouses and sigh for Switzerland, but all we need is a little energy, and Switzerland, a Bulgarian Switzerland, is right here before us—Mt. Vitosha, Rila, the Rhodopes. Even the most miserable pauper among the foreigners living in Sofia has enjoyed the magnificent view from the Black Peak of Vitosha, but go on and tell me, is there one local—just one, for God’s sake!—who has ever climbed Vitosha? We know of Italian workers who have left steady jobs here just because they were sick of the monotony and risking everything set out to wander, to see the world; but then, on the other hand, there are cases like, let’s say, the shepherd of the Dragalevtsi monastery, who has observed Sofia from on high his whole life. He watched it for years before the Liberation. He watched its destruction, its renewal and growth. He continues even now to peer down at its sparkling façade while sitting in the shade of a walnut tree, but to this day he has never had the will to come down from the mountain, to take a look around, to see up close the utterly fascinating transformation of the capital city. Actually, I exonerate this unique philosopher and even, to tell the truth, envy this child of nature. But what can I say about the majority of our wealthy citizens who spend their whole lives suffocating in the dust, smells, and fumes of Sofia’s old streets, who have looked out at the beautiful hills of Dragalevtsi all their lives but have never felt the desire to get up and go there and enjoy the clean, cool air, the enchanting music of the bubbling stream and the nightingales?”",0,0,0,0,0,0,1
"“My! You’re a regular poet, Marcus Aurelius. Imagine that. But tell me, why are you prattling on and on? Weren’t you going to talk about Bai Ganyo?”",0,1,0,0,0,0,1
"“I’m ‘prattling on and on’ because it just makes me so mad when I see the apathy that has paralyzed us. You might say we don’t understand the beauties of nature. No, it can’t be that we don’t understand. It’s a natural feeling; even cattle understand it. But the fact is we’re bound by an Oriental languor. If I grab you by the collar, Arpakash, and drag you toward the Urvich monastery, as soon as I lead you beyond Kokalenski hill, over the chasm of the Iskûr, and you hear the mysterious speech of the meandering, foaming river, you’ll start clucking your tongue and you’ll shout, you’ll definitely shout,‘Wow, this is a real Switzerland! Look at it. Our Bulgaria is gorgeous, and we, like idiots, know nothing about it but would rather spend our holidays hanging around in coffeehouses.’ But as soon as you get back to Sofia and breathe its suffocating atmosphere, you’ll fall back into lethargy. Apathy will turn you back into a stone until someone else drags you off by the collar.”",0,0,1,0,0,0,1
"Now, about Bai Ganyo. Gervanich and I hiked around all day in the woods, lolled in the grass among the trees, ate, drank, gazed at the jolly groups of foreigners who had given themselves over body and soul to merrymaking; they had set up all sorts of games; they were singing, running, jumping—you had to envy them! Toward evening, after a tasty snack, Gervanich and I went into the tavern for coffee. Suddenly, from over by Orhaniysko Road, we heard bells, and a little bit later a carriage full of travelers appeared in a cloud of dust. A traveler stepped down from the carriage, then a second one descended, and from behind the cabby’s back we heard the voice of a third. “Bai Mihal, here, take these disagi; careful you don’t bang them around; let’s not break the muskali. Y’know, we don’t want to be embarrassed in front of him.”",0,0,0,0,0,0,1
"And with these words, guess who jumped down from the carriage? Bai Ganyo. The same old Bai Ganyo, just as you knew him before he left for Europe. The only difference was that he had a necktie on; also, he’s got a more imposing look now, shows a sense of his own worth and his superiority over those around him. The man knows Europe like the back of his hand. Europe has become old hat to him. He tugged on the left side of his mustache, coughed a bit into his hand, and surveyed the groups of merrymaking foreigners with the kind of look our policemen give their prisoners. Then, casting a glance and shaking his head at his ignorant fellow travelers, as if to tell them, “What a bunch of losers,” he sighed and with depth and great signiﬁcance uttered, “Oh, the Prater, the Prater.”",0,0,0,0,0,0,1
"“What did Your Grace say? I didn’t quite catch it,” said the one called Bai Mihal.",0,1,0,0,0,1,1
"“What a bunch of losers,” Bai Ganyo pronounced, with deep sympathy. “Eh, the Prater, the Prater! Has it occurred to you what a wonderful thing Vienna’s Prater Park is? But how could it occur to you? And if I were to try explaining, you wouldn’t understand.”",0,1,0,0,0,0,0
"And in order to demonstrate to his simple companions who was in a position to understand him, he approached a group of carousers who were surrounded by empty beer kegs, and putting on an ironic smile, he indicated the woods with his eyes and said, “Das ist bulgarische Prater, ha-ha-ha!”",0,0,0,0,0,0,1
"The whole group, their eyes cheerfully befogged with beer, looked our “German” up and down, and one of the company, paying no attention to Bai Ganyo’s ironic utterance, presented him with a glass of flat beer, saying half in Czech, “Please, sir, did you want some beer?”",0,0,0,0,0,0,1
"“These guys don’t understand me either,” Bai Ganyo thought to himself, and, returning to his comrades, added, “They’re as drunk as, as Cossacks.”",0,0,0,0,0,0,1
"After that, his group entered the inn and seated themselves near us. My back was toward them, so Bai Ganyo couldn’t recognize me, and the fact that he didn’t recognize me was obvious from the words he uttered at our expense. “Those fellows must have gotten themselves pickled, too. Bunch of Germans!”",0,0,0,0,0,0,1
The waiter approached the travelers and began wiping off the table.,0,0,0,0,0,0,1
“Can I get you anything?” he asked.,0,1,0,0,0,0,1
"“Nothing. We’ve got our own. But hey, anyway, bring us some water and a light, pour us some fresh water,” ordered Bai Ganyo.",0,0,0,0,0,0,1
"Among the travelers there began a cryptic, serious conversation, not all of whose words reached our ears.",0,0,0,0,0,0,1
"“This evening, we surely won’t see the big shot. It’ll be late,” whispered Bai Ganyo. “We’ll send him the gifts and let him know about tomorrow, and then he’ll arrange the time for us to go before the prince.”",0,0,0,0,0,0,1
“But what about a gift for the prince?” Bai Mihal asked warily.,0,1,0,0,0,0,1
"“Not necessary,” answered Bai Ganyo authoritatively. “All that matters here is the big shot. Pull the wool over his eyes and you’re home free. We’ll give him what the lawyer wrote for us, let him read it, and if something needs correcting, that’s his business. And in front of the prince, stand firm; don’t be frightened. You just watch what I do. I’ll say, just as we were told to say, ‘Your Royal Highness, don’t do it, don’t accept his resignation. Think of the Transdanubian Province,’ and you repeat after me, ‘Don’t do it, Your Royal Highness!’”",1,0,0,0,0,0,1
"“Naturally, what else would we say?” Bai Mihal answered obediently.",0,0,0,0,0,0,1
