text,love,joy,anger,sadness,fear,surprise,neutral
Mr. Editor:,0,0,0,0,0,0,1
"A certain gentleman who knows I’m friends with the fellow who collects material about Bai Ganyo gave me the enclosed letter to deliver to that fellow. This letter is so original and so typical that it would not be remiss to publish it in your paper, the Banner, as an insert. How the letter fell into the hands of this gentleman is not known to me.",0,0,0,0,0,0,1
"Sofia, 30 October 1895",0,0,0,0,0,0,1
A LUCKY GUY,0,1,0,0,0,0,1
To the editor of the paper Now Is Not the Time:,0,0,0,0,0,0,1
"You young whelp, you, why did you slander me in the paper Now Is Not the Time, alleging that I was in the opposition, huh? How much sense have you got? None at all, kid. Would your Bai Ganyo be in the opposition? Or maybe you said to yourself, “Hang on. If there are fewer of us, then we’ll each get a bigger share.” You’re not so dumb; I know you. But then again, to tell you the truth, you are dumb. Or rather, not dumb, but just a little wet behind the ears. When it comes to these types of things, ask your big brother. Just yesterday, as it were, you dug up a tasty bone, but your big brother has already been gnawing on that same bone for nine sweet years, and he has no intention of ever letting it go. And anyway, you know, kid, to tell you the plain truth, there’s enough for the both of us. Long live the Nationals! Back when I went to Sofia in the delegation, in order to beg that scoundrel not to resign, even then, remember, in the taverns of Vrazhdebna, even then I understood that there’s no percentage in being in the opposition. “But why?” you will ask. Why? It’s perfectly clear. You do the work, and other people get all the goodies. And what kind of people? The cream of the crop! They’re all educated, talented. Our predecessors were a totally savage bunch. They stole right before your very eyes, by force, like rank amateurs. They even indulged in debauchery; they sullied the honor of women, of girls, of .. Well, kid, isn’t that so, huh? And finally, they landed in the trap with both feet. You see, our folks today aren’t like that. There’s no one up for debauchery. That is, how can I put this? It’s not that there isn’t anyone up for it, but who’s going to follow them up one Plovdiv hill and down another or make the circuit of the Turkish baths and ask what’s up? They know a trick or two, how money changes hands, and that’s the truth! And they’ve got things arranged so that whether it’s embarrassing or not—I have to admit it, my friend—I’m awestruck. Nice work, sons of bitches! Now that’s education for you! You can do business with people like that—I know what it’s like. Those who preceded us had gone berserk. They were shooting and hanging and beating and maiming the populace right and left. And for what? For nothing. And today, do you see? It’s only at election time that they clamp down and won’t let you budge. Otherwise, you’re free to do whatever you like! Shout, curse, sling as much mud as you want—no one says anything to you. And why should they bother with the opposition? Let ’em make a stink; who cares? Our people that are now at the top can just sit back twirling their mustaches and laugh at them! The power is in their hands. They don’t care about anything. And now, when so many railroads are going to be builts, so many investors’ groups are going to be formed, so many ports are going to be constructed, you pick the moment to slander me with allegedly being in the opposition. Don’t do it, my friend. Is that the kind of a pal you are? Are you envious of me or something? Do you think you got less of a deal than I did? Go on, add it up; how many different places are you lining your pockets from? As for me—what? I’m just looking after my little business, that’s all. Besides, don’t forget that one hand washes the other. If you help me get into some juicier enterprise, do you think I won’t pay you back? I know how these things are done. But no, now on top of everything else, you devil, you’ve gone and twisted things in such a way that if someone reads your article, he’ll even think that I’m against His Majesty. Who, me? Is that what you think of my loyalty? Didn’t we agree that now is not the time? Now if we weren’t in power, if we were sniveling on the sidelines, then of course you could get all hot and bothered and curse them one and all, His Majesty included. But when we’ve got hold of this bone with both hands, when now is precisely the time to guarantee a secure old age, do you think I’d up and say something untoward about His Majesty? Your Bai Ganyo is no fool. He knows when the time is right to shout, “Long live His Highness!” One “Long live . .” would get me a corporation, just like that! Sure, when the time comes—we know how to shout all sorts of other things, too. That’s the way the world is. If nothing else, at least we’ve plumbed the depths of this philosophy, dammit.",0,0,1,0,0,0,1
"Anyway, listen, lad, didn’t our people go a bit overboard with that protest rally in Lom? I hear that people were wounded, even killed. Listen, we have to be careful, you know. They cut off the hands of the old prime minister; we have to watch out lest times get tough.",1,0,0,0,0,0,1
"Well, enough of that for now. Long live his Royal Highness!",1,0,0,0,0,0,1
"See how I shout out, “Long live . . !.” And you’ve gone and said that I’m supposedly against him. You’re jealous of me, damn you. If we begin a shouting match, you don’t know who will win it. And as for showing His Majesty respect, if it comes to that, I won’t give ground. You’ll kiss his hand, I’ll kiss both hands; you will kiss his hem; I, his feet. You’ll kiss him on another place, and I on yet another. Do you think you can beat me, you whelp?",0,0,0,0,0,0,1
GANYO BALKANSKI,0,0,0,0,0,0,1
