text,anger,disgust,fear,joy,sadness,surprise,neutral
"“What Tsvyatko just told you happened later,” said our shy Ilcho, “but I know that Bai Ganyo was in Prague on a previous occasion. He was there for a long time and sold quite a bit of rose oil. Would you like me to tell you about it?”",0,0,0,1,0,1,1
"“If it’s about Bai Ganyo, don’t ask; tell!” we all replied.",1,0,0,1,0,1,1
"OK, then listen. Bai Ganyo arrives in Prague from Vienna. He gets off the train at the station, shoulders his disagi, and walks out into the street. The cabbies descend on him to offer their services, and he dips his chin down, Bulgarian style, to signal no. They interpret his gesture as an affirmative nod, and a cab pulls up right in front of him. Bai Ganyo gets mad, stares wide eyed, and makes angry gestures. A policeman sees him and makes the cabbies back off. Bai Ganyo is wondering how he can ﬁnd out where our famous historian Jirechek lives. Jirechek has lived in Bulgaria; he loves the Bulgarians; Bai Ganyo will go to his place. “Good day.” “Good day to you.” And maybe he’ll invite him to stay at his place. Why spend money on a hotel? While he was thinking along those lines, a porter in a red cap came and stood in front of him and offered to carry his disagi. Bai Ganyo asked him if he knew where Jirechek lived. The porter answered in the negative but expressed the hope that he’d be able to ﬁnd him and held out his hand to take the disagi. Bai Ganyo didn’t give them up, in part because his muskali were inside and “might get swiped,” and in part because he saw that the guy was nicely dressed, and who knew how much he’d try to fleece him for.",1,0,0,1,0,1,1
"“Your Grace, you go in front and I’ll follow behind,” said Bai Ganyo politely. “Don’t worry about the disagi; I’ll carry them.” This politeness on Bai Ganyo’s part was calculated. He figured it would make the porter well disposed toward him and at the same time show that he, Bai Ganyo, was not some rich important man, so the guy wouldn’t try to fleece him.",1,0,0,1,0,1,1
"They walk along and ask at each cross street where Jirechek lives. Finally, someone realizes that they’re looking for Professor Jirechek and tells them where to go to ask, and they keep asking till they find him. Bai Ganyo gives the porter a hearty “Thank you very much” and enters Jirechek’s apartment.",1,0,0,1,0,1,1
"“Oho! Good day. Bai Jirechek, how’s it goin’? You doin’ OK?” exclaims Bai Ganyo in his most friendly manner as he enters the master of the house’s study. The latter shakes hands with him in surprise, invites him to sit, and curses his memory, which can’t recall who this kind friend is.",1,0,0,1,0,1,1
"“Don’t you recognize me?” Bai Ganyo adds helpfully, mixing formal and informal modes of address. “Were you not a minister in Sofia?” “Yes.” “Well, I’m from there, too!” Bai Ganyo concludes triumphantly. “So we’re fellow townsmen, so to speak, heh, heh, heh, and how! Do you remember the article in the newspaper Slavyanin?”",1,0,0,1,0,1,1
"“Yes, yes, I remember,” answers Jirechek in a reserved and condescending tone of voice.",1,0,0,1,1,1,1
"“Oh boy, did they ever smear you! But don’t you worry about a thing; don’t pay them no never mind. I really stuck up for you. They said ‘Jirechek this’ and ‘Jirechek that.’ But I said, ‘Excuse me,’ I said, ‘it’s not like that.’”",1,0,0,1,1,1,1
"Jirechek knows Bulgarians well, and so he’s not at all surprised at Bai Ganyo’s familiarity. The conversation continues for several minutes in this vein and then passes to more practical matters. Bai Ganyo praises the apartment of his host, hints broadly that “after all, there’s even room for a guest to stay here.” He speaks of Bulgarian hospitality and expresses sorrow that “you see, others aren’t like us Bulgarians; if a foreigner enters a Bulgarian home, they’ll give him food and drink as well as a place to sleep.”",1,0,0,1,1,1,1
"Jirechek attempts to persuade him that the apartment is too small even for its occupants. Bai Ganyo turns a deaf ear and expands on the theme of Bulgarian hospitality. From this theme, the conversation veers to Bai Ganyo’s little business. He informs his host that he has brought rose oil to sell and announces, “Tomorrow, if you like, take me to all the factories. It’s fine with me. You’ll take me around, since I don’t know the language, OK?”",1,0,0,1,0,1,1
"Jirechek hastens to reply that he’s not acquainted with the producers of essential oils, because his occupation is of a completely different nature, and moreover, he has no free time. But he will tell him where Bulgarian students gather, and one of them will be able to help him.",1,0,0,1,1,1,1
"“If you like, I mean,” adds Bai Ganyo.“I won’t force you. I’ll also give the wife—is she here?—a muskal. I know her, too, of course.” ( Jirechek couldn’t for the life of him figure out what wife he was talking about.) “And if you have friends and relatives here, tell ’em that I’ve brought rose oil—there’s no shame in that. I’ll hang around your place more; we’ll chat about Bulgaria. And if you like, I’ll even stay here at your place while I’m in Prague. What do you say?”",1,0,0,1,0,1,1
"“I’m sorry, but . . .”",1,0,0,1,1,0,1
"“That is to say, I mean, if you would be so kind,” Bai Ganyo explains in confusion. “I’d prefer a hotel, but I said to myself, hey, I said, Jirechek, he’s one of us.”",1,0,0,1,0,1,1
"“Thank you very much for your consideration; I would happily give you a place to stay here, but I don’t have any extra room. Today, however, you are our guest and will dine with us.”",1,0,0,1,0,0,1
"“Let’s dine, of course; why should we not dine?” agrees Bai Ganyo. “After all, Your Grace has certainly eaten his fill at Bulgarian tables, even if not at mine.”",1,0,0,1,0,1,1
"Jirechek was occupied with a very urgent matter, which had been interrupted by the arrival of Bai Ganyo. The master of the house was sitting on pins and needles and couldn’t figure out a polite way to expedite the time that would be taken up by his eloquent guest. He rang, and a servant appeared, whom he instructed to tell the household that a guest had arrived from Bulgaria. After a while, Jirechek’s mother entered. Bai Ganyo rose from his seat with great difficulty, moved his hand twice toward his forehead in an Oriental sign of respect, and condescendingly exclaimed, “Oh, hello, hello, howdy-do; c’mon, let’s have a hug, Bulgarian style. How are you doing these days? I’m so glad.”",1,0,0,1,1,1,1
The lady of the house greeted him kindly and by means of a series of questions displayed a lively interest in the fatherland of their guest.,0,0,0,1,0,1,1
"“Well, now, tell me truly,” said Bai Ganyo, “where is it better, in Prague or in Sofia?”",0,0,0,1,0,1,1
"The lady was confused, since she had never been to Sofia, and Bai Ganyo, as he asked the question, looked at Jirechek with a devilish smirk, as if to imply his opinion about women. “After all, she’s only a woman; what kind of a conversation can you have with her?”",1,0,0,1,0,1,1
"“His Grace will dine with us at home today,” Jirechek informed his mother, and then, in order to get on with his work, he asked her in German to take Bai Ganyo into another room. The lady of the house proposed to Bai Ganyo that they go into the next room. Bai Ganyo looked searchingly at Jirechek, looked at his disagi with the muskali, and made a calculation with his eyebrows. “They said something in German; who knows what they’re up to. But I don’t think so. After all, he was a minister in our country. But then ministers are no good either! But this one doesn’t seem like that type to me.” And then he got up hesitantly and headed in the direction of the neighboring room indicated by the lady. When he got to the door, however, he turned and tried to guess from their faces his hosts’ intentions, and he observed some mute signals that his hosts were in fact exchanging. Actually, these signals meant “try to keep him busy for a long time, because I have a lot of urgent business,” but Bai Ganyo interpreted them otherwise.",1,0,0,1,0,1,1
"“These things here could get in your way,” he said, looking at the disagi.",1,0,0,1,1,1,1
"“Oh no, not at all. Please, don’t worry about them,” answered Jirechek.",1,0,0,1,1,1,1
"“Look, I know they’ll get in your way, for sure. Let me just take them into the other room.” He reaches out to take them, but his hosts protest graciously. “Not that I’m afraid or anything, it’s just that I thought . .”",1,0,1,1,0,0,1
"They pass into the living room, and the hostess closes the door behind her so as not to disturb Jirechek in the study. She does her best to ﬁnd something to interest Bai Ganyo. She offers him various albums, she shows him pictures, she sets before him a whole stack of illustrations, but Bai Ganyo’s mind is elsewhere, and he responds to his hostess’s kindness with feigned indifference. “I’ll pass, thank you; why don’t you look at them yourself. I’ve seen many pictures and portraits! I may be young, but I’ve been around.”",1,0,0,1,0,1,1
"Bai Ganyo glances impatiently at his large silver watch and then introduces a rather interesting and opportune topic. “I’m very curious to know more about Europe. Take this, for example. In our country, when noon arrives, we sit down to dinner. In your country things are different. When you do eat dinner, for example?”",0,0,0,1,0,1,1
"“We normally dine at ﬁve, but today we could eat earlier. Excuse me while I leave you for a moment,” says the hostess and exits through the other door.",1,0,0,1,0,1,1
"Bai Ganyo sits alone in the room and stares absent-mindedly at the pictures. From time to time he spits on the carpet—not because he’s hungry, but who knows?—and rubs it in with his boot. His ears prick up at the slightest noise from the study. At one point he hears Jirechek get up from his desk, take a few steps, and stop. “What a fool I am! Why didn’t I bring my disagi into this room?” Bai Ganyo sits on tenterhooks until he can contain himself no longer. He tiptoes quietly along the carpet toward the door to the study, leans down, and puts his ear to the keyhole. All he hears is his own quickened breathing and the blood pounding in his ears. But even this doesn’t calm Bai Ganyo. He doesn’t see anything through the keyhole, and pressing the door handle hesitantly, he opens it and furtively pokes his head into the study. He sees Jirechek squatting near the disagi in front of a bookshelf.",1,0,0,1,1,1,1
"Bai Ganyo titters awkwardly at him“. Tee, hee, hee, you’re working, are you? Tee, hee, hee! I thought I’d just take a look. Don’t you worry; work away, I’ll just close the door again.” Jirechek looks at him in amazement. The reason for Bai Ganyo’s peculiar curiosity never crosses his mind.",1,0,0,1,1,1,1
"Dinner is ready. They all go into the dining room and sit around the table. Jirechek’s parents, his sister, Bai Ganyo, and Jirechek himself. Before beginning the meal, Bai Ganyo starts to cross himself, but with a knowing smile. In this manner he wants to show his hosts that he’s not one of those simple folk, and that he’s not much of a believer, but it’s not bad to be on the right side of God, too (we’re on good terms with the devil, so why not burn a little incense for the Lord, just in case).",1,0,0,1,0,1,1
