text,anger,disgust,fear,joy,sadness,surprise,neutral
"I. A messenger came to Shatili:
– The Kists have done us harm,
They have raided our shepherds,
Wicked they are, of evil ways.",1,0,0,1,1,0,1
"Aluda Ketelauri is a man of great renown,
He sits at the head of the council, his words are wise and sound;
He has severed the right hands of many Kists, testing his sharp Franguli blade.
Why would a worthless man need enemies? A good man is never without them!",1,0,0,1,0,1,1
"The Kists have driven off the horses, Aluda’s winged one too.
They intend to cross the mountainous heights of Arkhoti,
To shake the dewy grass of the mountains with their horseshoes.",1,0,0,1,0,1,1
"When Aluda heard this, he readied the flint for his rifle;
He girded on his weapons, he sharpened his sword;
He inspected the hilt, lest the handle of the sword should break.",1,0,0,1,0,1,1
"It is the hour of dawn, the swift falcon of the cliff pursues the foe. At daybreak, in the craggy peaks, the snowcock rang its bell; the dogs are sleeping on the mountain ridge, the sheep have not yet spread out.",1,0,0,1,1,1,1
"Soon Aluda cast his eye upon the trail of the Kists. Deftly he took aim, and his rifle rang out: a bitter moment arrived for one Ghlighvi raider; he falls from his horse, dangling head-down; a bullet wound pierces his shoulder, burning like fire. The Ghlighvi, his companion slain, pulls back the hammer. Mutsali’s rifle thundered, as if the very cliffside would crumble, and the leaden fragments of the bullet showered into Aluda’s lap.",1,0,0,1,1,0,1
"– Are you not hit, you infidel dog?! – Mutsali was saying. – Do not think I am hit, infidel dog, a vassal of the Gudani Cross. The sound of Aluda’s rifle was like the thunder of the heavens.",1,0,0,1,0,1,1
"– Didn't it hit you, infidel dog? – he calls out to him again.",1,0,0,1,0,1,1
"– Mutsal lacks for nothing, you infidel dog, he showered me with shards of rock…",1,0,0,1,1,0,1
"– Oho, it has pierced the hat, it nips the tips of the hair.",1,0,0,1,0,1,1
"– You missed high, you wretch, it did not strike the bone of the skull.
Mutsali’s rifle roared, the bullet made a harsh sound,
Shattering Ketelauri’s horn powder-flask.",1,0,0,1,1,0,1
"– ""Does it not hurt even now, you infidel dog?"" – he taunts him further.",1,0,0,1,0,1,1
