text,anger,disgust,fear,joy,sadness,surprise,neutral
"Shalva Papuashvili - Some European bureaucrats don't understand geography, they think that you can jump over Georgia and connect Europe with Asia - no one has ever won a fight with geography (06.05.2026,  17:46)",0,1,0,1,0,0,1
"Some European bureaucrats think that they can jump over Georgia and connect Europe to Asia like that - no one has ever won a fight with geography! - this was stated today by the Chairman of the Parliament, Shalva Papuashvili.",1,0,1,1,1,0,1
"According to Papuashvili, “those bureaucrats who think that they can achieve something by bypassing Georgia and not seeing Georgia will once again lose to geography.”",0,1,1,1,1,0,1
"“Centuries have been like this - the Silk Road did not pass through here in vain... It passed because then, as now, it was the shortest and safest connecting route between Europe and Asia. Some bureaucrats do not understand geography. As we saw in one of the stories before, among them, the French Minister of European Affairs could not find Iran on the map. They also cannot find where Georgia is. Some European bureaucrats think that they can jump over Georgia and connect Europe to Asia like that - no one has ever won a fight with geography,” said Shalva Papuashvili.",0,1,0,1,1,0,1
"Shalva Papuashvili - In the form of the European Parliament, we have the reincarnation of the Congress of People's Deputies of the Soviet Union, while we think in a European way, as a democratic country, and there is a value gap between us (06.05.2026, 18:08)",0,0,1,1,1,0,1
"In the form of the European Parliament, we have the reincarnation of the Congress of People's Deputies of the Soviet Union. There is a value gap between us. The Georgian people have nothing in common with people with a Soviet mentality, Gorbachev's comrades-in-arms and people distinguished by fascist statements, - the Chairman of the Parliament, Shalva Papuashvili, told journalists in response to a question on the report on Georgia adopted by the European Parliament's Committee on Foreign Affairs.",0,1,1,1,1,0,1
"As Papuashvili noted, the Georgian side has less and less to talk about with the European Parliament.",0,0,1,1,1,0,1
"“We see that we have less and less to talk to these people. We are at two different poles in terms of values. In the form of the European Parliament, we have the reincarnation of the Congress of People’s Deputies of the Soviet Union, in the full sense of the word, with everything - aesthetics, with the Russian accent of Rasa Juknevičienė, absolutely everything - it is already a complete reincarnation of the Congress of People’s Deputies, while we think in a European way, we think as a democratic country, so there is a value gap between us.",0,0,1,1,1,0,1
"This institution of the European Union must be qualitatively changed so that the Georgian Parliament and Georgia can have any kind of relationship with it. Georgians have nothing in common with people with a Soviet mentality, Gorbachev’s comrades and people distinguished by fascist statements,"" Papuashvili said.",1,0,1,1,1,0,1
"Shalva Papuashvili - Zelensky has included the Georgian Prime Minister in the sanctions list and now he had to go and talk to him - this shows how wrong the Ukrainian government's policy towards the Georgian people was (05.05.2026, 15:20)",0,1,0,1,0,0,1
