text,anger,disgust,fear,joy,sadness,surprise,neutral
"Maka Bochorishvili on Pawel Herczynski - We do not need the encouragement of societal polarization and a radical agenda, we need neither a dark past nor such threats - the government understands best at which crossroads Georgia stands (27.04.2026, 14:01)",0,1,1,1,1,0,1
"""Whatever explanation we may hear, facts and actions remain facts and actions. The picture we see is unacceptable,"" Foreign Minister Maka Bochorishvili told journalists after her meeting with EU Ambassador Paweł Herczyński.",1,1,1,1,0,0,1
"According to him, the government understands best the crossroads at which Georgia stands and how much we need neither a dark past nor such threats.",1,0,1,1,1,0,1
"""No one can understand or realize better than us—Georgians and the government elected by the Georgian people—at which crossroads this country stands. The will of the Georgian people is expressed in the choice of the Georgian government. The government represents the will of the people they are so concerned about. Accordingly, the government feels best at which crossroads Georgia stands, how much Georgia's security needs to be safeguarded, and how much we need stability. We also do not need the encouragement of this society's polarization and a radical agenda. Furthermore, we need neither a dark past nor such threats,"" Bochorishvili stated.",0,1,1,1,1,0,1
"When asked what was threatening in Pavel Herczynski's statement, Bochorishvili replied that everything that fuels polarization in society is unacceptable.",0,1,1,1,0,0,1
"""The statements, actions, and steps taken by Brussels, and the attitude we see toward the Georgian government, are unacceptable and aimed at polarization within this society. Everything that fuels polarization in our society is unacceptable, and the encouragement of a radical agenda is unacceptable,"" stated the Minister of Foreign Affairs.",1,1,1,1,0,0,1
"When asked whether she had heard an explanation from Pawel Herczynski regarding his statement, Bochorishvili replied that they expect Brussels to show the attitude that Georgia deserves.",1,0,1,1,1,0,1
"""No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable. Georgia is a partner in good faith! It has done nothing in relation to the EU to damage any of the European Union's interests. Accordingly, we also expect from the EU's side that the attitude from Brussels will be what Georgia deserves—in a relationship of good faith. We do not see this at this stage, and the steps we are seeing are an expression of that. If we want relations to return to a normal mode, at the very least we must respect each other, and at the very least, these relations must be based on trust, which such statements undermine,"" stated Maka Botchorishvili.",0,1,1,1,0,0,1
"For information, a meeting was held today between the EU Ambassador to Georgia, Paweł Herczyński, and the Minister of Foreign Affairs, Maka Bochorishvili. Paweł Herczyński's summons to the meeting was related to a statement he had made. It should also be recalled that the EU Ambassador to Georgia, Paweł Herczyński, noted in Brussels at the European External Action Service—where the documentary photo exhibition ""Georgia in Focus"" was opened—that Georgia is no longer on the right trajectory. According to the Ambassador, ""the government has chosen an alternative model of authoritarianism and is distancing Georgia from the European Union.""",0,0,1,1,1,0,1
"""Georgia stands at a crossroads. Georgia's future has not yet been written, but what is decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries based on democracy, the rule of law, and human rights, or if, unfortunately, it will return to its dark past. My main message to the Georgian people is 'do not lose hope.' We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, and corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,"" stated Herczynski, whose quote was reported by ""Netgazeti.""",1,0,1,1,1,0,1
