Source File,Content
01_bul_Political_Forces.csv,Political Forces Distribute Seats in New Parliament (27.04.2026 16:59)
01_bul_Political_Forces.csv,"At a meeting in Parliament here on Monday, the political forces allocated their seating in the new 52nd National Assembly. There should be no disputes over chairs, desks, or offices - this is a third-rate issue for us, said Petar Vitanov of Progressive Bulgaria, speaking to journalists after the meeting."
01_bul_Political_Forces.csv,"Regarding the election of a National Assembly chairperson, Vitanov said that good parliamentary practice requires MPs to be informed before the first sitting. “Even if we are ready, the last place I would say it is this early in front of the media,” he noted. According to him, Galab Donev is a suitable candidate because he is sufficiently knowledgeable and authoritative."
01_bul_Political_Forces.csv,"Vitanov pointed out that there is a major problem with the fight for justice. Urgent anti-crisis measures are needed to curb prices, while funds under the Recovery and Resilience Plan are also at risk, he added."
01_bul_Political_Forces.csv,"“The distribution [of seats] was reached by consensus, with all sides showing understanding regarding the arrangement. We are keeping part of our offices and freeing up others for Progressive Bulgaria,” said Zhecho Stankov of GERB. A candidate for deputy chair of Parliament has not yet been discussed, nor has a joint candidate for the position of chair, he added."
01_bul_Political_Forces.csv,"“All parties will have seats in the front row; our parliamentary group will be positioned on the far right, said Nadezhda Yordanova of Continue the Change – Democratic Bulgaria (CC-DB). We have not discussed with Progressive Bulgaria the position of Parliament chair,” she added."
01_bul_Political_Forces.csv,"Regarding a candidate for deputy chairper, Yordanova said that Democratic Bulgaria is nominating Gen. Atanas Atanassov. Asked whether the group would remain united or split, she replied that “we face the task of being a constructive, effective, and active opposition force.” It is a shared responsibility to provide a solution and to ensure an effective opposition that guarantees Bulgaria’s democratic and pro-European path. Our proposal is to remain in a joint group based on a clear coalition agreement, she added."
01_bul_Political_Forces.csv,"Asked whether she is ready to support Andrey Gurov as a presidential candidate, she replied that he has been successful as caretaker prime minister. “I do not think it is appropriate to comment at this stage,” she added."
01_bul_Political_Forces.csv,"The distribution of seats proceeded smoothly, and I believe all parliamentary groups will be satisfied. Each group will be able to access the National Assembly rostrum, said Miroslav Ivanov of CC-DB. Progressive Bulgaria has been placed in the center-left, he added. “Our priorities remain the same - justice, higher incomes, and a competitive business environment,” Ivanov noted."
01_bul_Political_Forces.csv,"“The more important question is what is happening with the state: will we replace the Supreme Judicial Council, will measures be taken regarding inflation and rising prices, rather than focusing on MPs’ offices,” said Petar Petrov of Vazrazhdane."
01_bul_Political_Forces.csv,"Asked what stance Vazrazhdane is taking and whether it will support some bills or remain entirely in opposition, Petrov said the party would support replacing the parliamentary quota of the Supreme Judicial Council, as well as legislative changes aimed at curbing inflation."
01_bul_Political_Forces.csv,"The 52nd National Assembly will be convened on Thursday at 10:00 a.m., said President Iliana Iotova."
02_bul_Bulgarian_Airline.csv,Bulgarian Airline Association Presents Awards for Contributions to Aviation Heritage and Media Coverage (28.04.2026 15:52)
02_bul_Bulgarian_Airline.csv,The Bulgarian Airlines Association (ABA) presented a series of awards recognizing contributions to preserving the historical memory of Bulgarian civil aviation and the professional coverage of aviation-related topics at an official ceremony held at Hotel Vega Sofia on Tuesday.
02_bul_Bulgarian_Airline.csv,"Among the recipients was the Archives and Reference Directorate of the Bulgarian News Agency (BTA), which received an award for its contribution to preserving the historical memory of Bulgarian Civil Aviation. The distinction was accepted by the Archives and Reference Directorate Director Desislava Sevova, who said the award was recognition not only of her personal work, but also of the professionalism and efforts of her entire team."
02_bul_Bulgarian_Airline.csv,"She noted that the distinction acknowledges the importance of archival work and pays respect to generations of journalists and employees who have contributed to BTA's 128-year history. According to her, true news today creates the history of tomorrow, and the mission of the archive is to preserve it."
02_bul_Bulgarian_Airline.csv,The same award for preserving historical memory was also presented to Anton Mitov from the Archives Directorate of the Bulgarian National Radio.
02_bul_Bulgarian_Airline.csv,"ABA also awarded its ""Flight"" statuette for preserving historical heritage and contribution to the development of Bulgarian civil aviation to the Institute of Air Transport, which this year marks its 55th anniversary. The award was accepted by its manager and honorary ABA chairman Svetoslav Stanulov and presented by the head of the Bulgarian Industrial Capital Association (BICA) Management Board, Rumen Radev."
02_bul_Bulgarian_Airline.csv,"The ""Flight"" statuette for overall contribution and accurate aviation coverage was awarded to 24 Chasa on the occasion of its 35th anniversary. The prize was presented by ABA Chairman Yovko Yotsev and accepted by Ivan Mihalev."
02_bul_Bulgarian_Airline.csv,"Zhivko Konstantinov received an award for creating the website Travel Radar and for a series of aviation-themed films. The distinction was presented by Deputy Transport and Communications Minister Dimitar Nedyalkov, who noted that Bulgarian aviation faces a challenging year, while expressing hope that 2026 would repeat the strong results achieved in 2025."
02_bul_Bulgarian_Airline.csv,An award for overall contribution and preserving historical memory also went to Dragomir Draganov of the Bulgarian National Television.
02_bul_Bulgarian_Airline.csv,"Additional awards for accurate aviation coverage were presented to Zapryan Zapryanov of Nova Television, Stancho Stanchev of bTV, and the morning programme of Euronews Bulgaria."
02_bul_Bulgarian_Airline.csv,"The website Bgtourism.bg received an award for highlighting the connection between tourism and aviation, along with a statuette from airline Electra Airways."
02_bul_Bulgarian_Airline.csv,"Miroslav Ivanov, editor-in-chief of TravelNews, was also recognized for accurate reporting on aviation topics."
03_bul_Bulgarian_Cultural.csv,Bulgarian Cultural Centre in Skopje Hosts Exhibition Marking 150th Anniversary of April Uprising (28.04.2026 21:23)
03_bul_Bulgarian_Cultural.csv,"On the occasion of the 150th anniversary of the April Uprising, the exhibition ""For the Freedom of a Nation”, organized by the St. St. Cyril and Methodius National Library and the State Archives Agency, opened at the Bulgarian Cultural and Information Centre in Skopje on Tuesday."
03_bul_Bulgarian_Cultural.csv,"""Today we are not merely opening an exhibition. Today we are opening a door to remembrance, to that fateful April of 1876, when the Bulgarian people took their destiny into their own hands, driven by an unyielding desire for freedom, dignity, and national self-determination. The April Uprising is not merely a historical fact. It is a moral pinnacle. It is a symbol of self-sacrifice, of unity, and of the unyielding spirit of a people who chose freedom over fear. The exhibition we are opening today is a unique bridge between the past, the present, and the future. Through documents and stories, it reminds us not only of the events, but also of the human destinies behind them. The destinies of ordinary people who became heroes, to whom we owe our freedom,"" Antonia Veleva, Director of the Bulgarian Cultural and Information Centre in Skopje, said."
03_bul_Bulgarian_Cultural.csv,"In video messages, National Library Director Kalina Ivanova, State Archives Agency Chair Mihail Gruev, and Milen Mihov, curator and one of the organizers of the documentary exhibition, addressed the guests present at the gallery of the Bulgarian Cultural and Information Centre."
03_bul_Bulgarian_Cultural.csv,"The exhibition features more than 130 documents, including protocols, letters, telegrams, appeals, certificates, illustrating the preparation, course, suppression and consequences of the April Uprising. The documents also reveal the international response to the uprising, while the Ottoman documents included in the exhibition provide insight into the perspective of the local and central Ottoman authorities. The exhibition presents both well-known and lesser-known documents, some of which are being displayed for the first time, tracing the events in all revolutionary districts, the role of the Bulgarian emigre community and the international reaction to the uprising."
03_bul_Bulgarian_Cultural.csv,"Skopje is the first place outside Bulgaria where it is being exhibited. Prior to the opening of the exhibition, children from the preschool group of the Zdravei Sunday school participated in an open lesson on the April Uprising."
04_bul_Bulgaria_Driving.csv,"Bulgaria Driving Connectivity Efforts in Europe, President Iliana Iotova Says in Yerevan (04.05.2026 17:24)"
04_bul_Bulgaria_Driving.csv,"President Iliana Iotova said that Bulgaria is playing a leading role in advancing connectivity across Europe during discussions at the Eighth Summit of the European Political Community, held in Yerevan, the presidential press service said on Monday. The forum brings together nearly 50 heads of state and government and aims to promote political dialogue and cooperation to strengthen security, stability and prosperity across the continent."
04_bul_Bulgaria_Driving.csv,"Iotova emphasized that connectivity is not merely a strategic choice but a guarantee of shared security, from the economy to defence, adding that Bulgaria is not only an active partner but also a driving force in these processes. She stressed that the time had come for national projects to be integrated into broader geographic and economic connectivity, noting that Southeastern Europe serves as a strategic bridge between Europe, Asia and the Middle East. She pointed out that times of crisis also create new opportunities and highlighted Bulgaria’s active role in projects related to energy and transport connectivity across the continent."
04_bul_Bulgaria_Driving.csv,"Iotova said that global conflicts have demonstrated the need to strengthen energy independence and diversify energy sources, underlining the key role of the Greece – Bulgaria gas interconnector in this effort."
04_bul_Bulgaria_Driving.csv,"She said that Bulgaria was among the first countries to expand its gas storage capacity following the 2022 gas crisis and highlighted the importance of one of the largest initiatives, the Vertical Gas Corridor linking Greece, Bulgaria, Romania and Hungary, adding that the Bulgarian section is nearly complete."
04_bul_Bulgaria_Driving.csv,"The President also said that Bulgaria is working to expand renewable energy infrastructure, particularly along the Black Sea coast, as well as solar systems. She added that Bulgaria remains one of the strongest and most consistent supporters of clean and safe nuclear energy, at a time when the European Union is reassessing its position on the issue."
04_bul_Bulgaria_Driving.csv,"Iotova underscored the importance of transport connectivity, calling for accelerated construction of Corridor VIII, which will link Bulgaria, North Macedonia and Albania, effectively connecting the Adriatic and Black Seas. She said that the project is important not only economically but also from a security perspective for both the region and Europe as a whole. She added that such projects are key to the integration of the Western Balkans and will enhance bilateral connectivity as well as Europe’s broader transport network. The President also called for continued development of the Trans-European Transport Network."
04_bul_Bulgaria_Driving.csv,"Iotova highlighted the importance of the Trans-Caspian Transport Corridor for strengthening links between Europe and Asia, and stressed the need to build another bridge over the Danube River and complete the transport link between Silistra and Calarasi."
04_bul_Bulgaria_Driving.csv,"She also said Bulgaria has strengthened the role of its Black Sea ports, noting that such projects are important not only for the economy but also for the continent’s security. In addition, she pointed to the development of industrial zones around major cities to support investment and regional supply security."
04_bul_Bulgaria_Driving.csv,"The President highlighted Bulgaria’s strong position in emerging technologies, cybersecurity and artificial intelligence, noting that the country is among six selected by the European Commission to host an AI gigafactory."
04_bul_Bulgaria_Driving.csv,"Iotova also stressed the importance of the EU’s Multiannual Financial Framework, saying that preserving cohesion policy is essential for economic projects, regional connectivity and development, and that Bulgaria will firmly advocate for it."
04_bul_Bulgaria_Driving.csv,"Earlier in the day, the head of State said that the Vertical Gas Corridor has strategic importance for Europe’s energy security, adding that beyond its economic benefits, it also carries political significance at a time of serious geopolitical divisions and military conflicts."
05_bul_Bulgarian_Deputy.csv,"Bulgarian Deputy Culture Minister Calls Literature ""One of the Most Powerful Forms of Cultural Diplomacy"" (07.05.2026 11:21)"
05_bul_Bulgarian_Deputy.csv,"Speaking at the opening of the 22nd Thessaloniki International Book Fair on Wednesday, Deputy Culture Minister Viktor Stoyanov said literature is one of the most powerful forms of cultural diplomacy. Bulgaria is the honoured country at this year's event."
05_bul_Bulgarian_Deputy.csv,"""Literature builds trust, fosters understanding and creates lasting bonds among nations. Our presence in Thessaloniki is not only a celebration of Bulgarian literature, it is also a celebration of the enduring friendship between Bulgaria and Greece. We are not only close neighbours and reliable allies in NATO and the EU, we are close friends in spirit, and our peoples share deep mutual respect and affection,"" Stoyanov said."
05_bul_Bulgarian_Deputy.csv,"He said it was a privilege for Bulgaria to be the focus country at this year's forum, adding that this ""embodies the spirit of dialogue and shared cultural horizons in our region""."
05_bul_Bulgarian_Deputy.csv,"Stoyanov also said: ""The literary ties between Bulgaria and Greece are deep, vibrant and enduring. For decades, our cultures have engaged in dialogue through poetry, prose and translation. Greek poetry, with its philosophical depth and lyrical power, has left a lasting mark on Bulgarian literature. At the same time, Bulgarian authors have found a receptive and thoughtful audience among Greek readers."""
05_bul_Bulgarian_Deputy.csv,"The Deputy Minister highlighted the contribution of figures past and present, including diplomat, translator and writer Stefan Gechev and Georgi Koufov, who translated works by Nikos Kazantzakis and Kostas Varnalis, among others. He also mentioned contemporary authors such as Iana Bukova, Georgi Gospodinov, Rene Karabash, Theodora Dimova and Elena Alexieva, whose works have been translated into Greek."
05_bul_Bulgarian_Deputy.csv,"Viktor Stoyanov also stressed the important work of translators. ""In the past three years alone, more than 200 Bulgarian books have been translated into foreign languages, with more than ten of them translated into Greek. These figures reflect a clear and encouraging trend - Bulgarian literature is reaching an ever wider audience and building meaningful international connections,"" he said."
05_bul_Bulgarian_Deputy.csv,"The event was also attended by Hellenic Foundation for Books and Culture Board Chair Nikos Bakounakis, TIF-HELEXPO S.A. Board Chair Christos Tsentemeidis, Greek Culture Minister Lina Mendoni, Greek Deputy Interior Minister for Macedonia and Thrace Konstantinos Gkioulekas, Central Macedonia Governor Athina Aidona-Athanasiadou, Thessaloniki Mayor Stelios Angeloudis, Bulgaria's Consul General in Thessaloniki Anton Markov and Bulgarian writer Theodora Dimova, among others."
