Source File,Content
00_bai_ganyo_starts_out_for_europe_en.csv,"They helped Bai Ganyo slough off his heavy, felt Turkish cloak, he donned a nice Belgian frock coat, and everyone said that Bai Ganyo had become a real European."
00_bai_ganyo_starts_out_for_europe_en.csv,"“C’mon, why don’t we each tell a story about Bai Ganyo.”"
00_bai_ganyo_starts_out_for_europe_en.csv,"“Yeah, let’s!” everyone exclaimed."
00_bai_ganyo_starts_out_for_europe_en.csv,“I’ll tell one.”
00_bai_ganyo_starts_out_for_europe_en.csv,"“Hang on, I know more.”"
00_bai_ganyo_starts_out_for_europe_en.csv,"“No, me, you don’t know anything!”"
00_bai_ganyo_starts_out_for_europe_en.csv,An uproar ensued. Finally we agreed that Stati would begin. And so he began.
01_bai_ganyo_sets_off_en.csv,"Our train pulled into the huge vault of the station on the Pest side of Budapest. Bai Ganyo and I went into the station restaurant. Since I knew we had a whole hour to kill, I made myself comfortable at a table and ordered some snacks and beer. The crowd swarmed around me, and it was a good-looking crowd at that. You know, I’m not crazy about Hungarians, but I’ve got nothing against Hungarian girls. Distracted by the noise, I didn’t notice Bai Ganyo slipping out of the restaurant taking his disagi, his woven cloth saddlebags, with him. Where did Bai Ganyo go? His glass was empty. I looked all over, peered into every corner of the restaurant, but he was nowhere to be found. I went outside onto the platform, I looked in all directions; not a sign of Bai Ganyo, nothing at all. What a strange business! I thought that maybe he’d gone into the train car to make sure someone didn’t swipe his small traveling rug, his kilim."
01_bai_ganyo_sets_off_en.csv,"I went back to the restaurant. There was still more than half an hour till the train’s departure. I sat there drinking my beer and staring around. The stationmaster would strike a bell every ﬁve minutes and announce the directions of the trains in a listless, lazy voice,“Hö-gösh-fö-kö-tö-he-gi, Kish-kö-rösh, Se-ge-din, Uy-ve-dek.” A few English tourists gaped at him, and he, apparently used to the attention he attracted with his peculiar language, grinned from ear to ear and with an even louder and huskier voice kept on going,“Uy-ve-dek, Kish-kö-rösh, Hö-gösh-fö-kö-tö-he-gi,” emphasizing each individual syllable."
01_bai_ganyo_sets_off_en.csv,"We still had about ten minutes before the train was supposed to leave. I paid my bill, and I paid for Bai Ganyo’s beer as well, and then I went out onto the platform to look for him. At that moment a train came slowly into the station, and just picture it, in one of the cars, hanging halfway out the window, Bai Ganyo came into view. He caught sight of me and began to wave to me with his lamb’s-wool cap, his kalpak, from far away, saying some-thing I couldn’t hear over the locomotive whistle, but I understood what had happened. When the train stopped, he jumped down and came running up to me and told me—with a healthy dose of energetic swearing, which, with your permission, I won’t repeat—the following story:"
01_bai_ganyo_sets_off_en.csv,"“Don’t even ask, pal; I’m worn out from running.”"
01_bai_ganyo_sets_off_en.csv,"“What running, Bai Ganyo?”"
01_bai_ganyo_sets_off_en.csv,"“What do you mean, what running? Weren’t you just hanging out at the restaurant staring all around?”"
01_bai_ganyo_sets_off_en.csv,“So?” I responded.
01_bai_ganyo_sets_off_en.csv,"“So! At that moment, ’yknow, that guy by the door rang the bell and I heard the engine whistle and I went out—I couldn’t catch your eye—and I see our train pulling out. Hey, my kilim! I make a mad dash for it, running as fast as my legs could carry me—but never mind. Finally, at one point I see that the train has stopped and so, upsy-daisy, I jump on and go inside. I startled some guy and he shouted something at me in Hungarian—heke meke—and me, you know, I don’t put up with any nonsense. I opened my eyes wide and stared right back at him and showed him my kilim. No big deal, the guy was sensible and went away. He even laughed a little. How could anyone know that we would be coming back? These Magyars!”"
01_bai_ganyo_sets_off_en.csv,"Sinner that I am, I had a good laugh at Bai Ganyo’s adventure. Poor guy. The train was maneuvering to come in on another track, and Bai Ganyo, poor fellow, ran three whole kilometers to catch up to it—after all, his kilim was inside."
01_bai_ganyo_sets_off_en.csv,"“But in your haste you forgot to pay for your beer, Bai Ganyo.”"
01_bai_ganyo_sets_off_en.csv,"“Big deal. As if they don’t fleece us enough,” answered Bai Ganyo in a tone that did not brook contradiction."
01_bai_ganyo_sets_off_en.csv,“I paid for it.”
