Source File,Content
01_deputy_economy_minister.csv,1tv_news1
01_deputy_economy_minister.csv,"ვახტანგ ცინცაძე - აზიის განვითარების ბანკის ანგარიშში ხაზგასმულია საქართველოს მიმზიდველი ბიზნესგარემო, ასევე მიმდინარე ინფრასტრუქტურული პროექტები, მათ შორის საპორტო და სარკინიგზო მიმართულებით"
01_deputy_economy_minister.csv,"15:29, 10.04.2026"
01_deputy_economy_minister.csv,"აზიის განვითარების ბანკმა აზიის ეკონომიკური პერსპექტივების ანგარიში გამოაქვეყნა, რომლის თანახმად, 2025 წელს ეკონომიკური ზრდა იყო საკმაოდ მაღალი – 7.5 პროცენტი, ხოლო 2026 წელს, მიმდინარე კონფლიქტების ფონზე, აზიის განვითარების ბანკი ელოდება, რომ საქართველოში ეკონომიკური ზრდა 5.5 პროცენტი იქნება, რაც წინა წლის პროგნოზთან შედარებით 0.5 პროცენტული პუნქტით გაუმჯობესებული მაჩვენებელია, – ამის შესახებ ეკონომიკისა და მდგრადი განვითარების მინისტრის მოადგილემ, ვახტანგ ცინცაძემ განაცხადა."
01_deputy_economy_minister.csv,"როგორც მინისტრის მოადგილემ აღნიშნა, აზიის განვითარების ბანკი ყურადღებას ამახვილებს მიმდინარე ანგარიშის დეფიციტის რეკორდულად დაბალ დონემდე შემცირებაზე, ასევე საერთაშორისო რეზერვების რეკორდულად მაღალ მაჩვენებელზე."
01_deputy_economy_minister.csv,"ვახტანგ ცინცაძის განცხადებით,  2026 წელს აზიის განვითარების ბანკი ელოდება, რომ საქართველოში საშუალო ინფლაციის დონე 3.8 პროცენტი იქნება, რაც წინა წელთან შედარებით შემცირებული მაჩვენებელია."
01_deputy_economy_minister.csv,"„აზიის განვითარების ბანკი ასევე ხაზგასმით აღნიშნავს, რომ საქართველო ისწრაფვის, გახდეს სავაჭრო, ლოგისტიკური და სატრანსპორტო ჰაბი. ამ მიმართულებით ყურადღება მახვილდება არაერთ რეფორმაზე, რომელიც ხელს უწყობს, მათ შორის, საბაჟო და სხვა პროცედურების გაუმჯობესებას. ბანკი ასევე ხაზს უსვამს იმ ინფრასტრუქტურულ მიღწევებს, რომლებიც საქართველოს გააჩნია როგორც საპორტო, ასევე სარკინიგზო მიმართულებით“, – განაცხადა ვახტანგ ცინცაძემ."
01_deputy_economy_minister.csv,"ეკონომიკის მინისტრის მოადგილის ინფორმაციით, ADB-ს ანგარიშში ხაზგასმულია საქართველოში არსებული მიმზიდველი ბიზნესგარემო, ყურადღება გამახვილებულია თავისუფალ სავაჭრო შეთანხმებებზე, რომლებიც საქართველოს გააჩნია, ასევე იმ მექანიზმებზე, რომლებიც უზრუნველყოფს ინვესტორთა დაცულობას, რაც, საბოლოო ჯამში, ზრდის როგორც ადგილობრივი, ისე საერთაშორისო ინვესტორების  ნდობას და მიმზიდველობას საქართველოსადმი."
02_georgia_to_recognise.csv,1tv_news2
02_georgia_to_recognise.csv,"მთავრობის გადაწყვეტილებით, 2010 წლამდე გაცემული დიპლომების აღიარების შესახებ საკანონმდებლო ცვლილებები მომზადდება"
