text,anger,disgust,fear,joy,sadness,surprise,neutral
"Irakli Kupradze - The anti-Georgian ""Dream"" taking the Minister of Defense to the empty Anaklia beach, where nothing is happening, a photo shoot and walking around the circle of ministers, is ridiculous propaganda that we will not believe! (07.05.2026, 13:56)",1,0,0,1,0,0,1
"The anti-Georgian ""Dream"" party's yesterday's photoshoot of the Defense Minister on the empty Anaklia beach, where no work is being done, and the ""Georgian Dream"" minister walking around in a circle is ridiculous propaganda that Georgian citizens will not believe, - Irakli Kupradze, the Secretary General of ""Lelo-Strong Georgia"", stated at a briefing.",1,0,0,1,0,1,1
"According to him, the Anaklia port was supposed to receive its first ship in 2020, but today we see a non-existent project, failed negotiations, and Western investors expelled from the country.",1,0,0,1,1,1,1
"""The anti-Georgian ""Dream"" has lost itself in its own lies. They are drowning in the propaganda and lies that they are producing. Yesterday, the propaganda media of the anti-Georgian ""Dream"" spread stories according to which the construction of the Anaklia port had begun. This is another bluff and trick on the part of Bidzina Ivanishvili, which indicates that the statements made so far, over the past 6 years, by the ""Georgian Dream"" were lies. There have been probably several dozen cases when they announced that the construction of the Anaklia port had begun today. In fact, everything is a lie, propaganda and bluff on the part of Bidzina Ivanishvili.",1,0,0,1,1,1,1
"In 2024, in the midst of another similar stunt, Bidzina Ivanishvili and his propaganda machine came out and said that in just a few days, an agreement would be signed with a Chinese consortium, which would also begin construction. Today, it is once again confirmed that all the promises made so far, all the dates were lies. Just dry propaganda from Ivanishvili and the anti-Georgian “Dream”.",1,0,0,1,0,1,1
"In 2026, today, there is neither an investor, nor a completed and built Anaklia port, there is no longer a master plan, a general plan, which should have been agreed upon many times. Both this general plan and the master plan were thrown in the trash. A new so-called master plan was ordered from the Ministry of Economy, according to which Ivanishvili and his anti-Georgian “dream” are questioning the purposefulness and effectiveness of the project.",1,0,0,1,1,1,1
"Yesterday, the anti-Georgian “Dream” took the Minister of Defense to the empty Anaklia coast, where no work is underway, a photo shoot, and the “Georgian Dream” minister walking around in a circle is ridiculous propaganda that Georgian citizens will not believe. The fact is one: while the Anaklia port was supposed to receive its first ship in 2020, today we see a non-existent project, failed negotiations, Western investors, American and European investors expelled from the country. Under these conditions, it is impossible for Ivanishvili to build the Anaklia port. He does not want to build the Anaklia port, he has an interest in Georgia losing this most important strategic facility.",1,0,0,1,1,1,1
"A window of new opportunities has clearly opened, which is expressed by the once again loudly voiced interest of our partners, that the Black Sea is in the interest of our partners. Ivanishvili is making the country lose this opportunity, trying to fade into the background through propaganda.",1,0,0,1,1,1,1
"""Lelo Strong Georgia"" is a political party that is the main supporter of this national and strategic facility. The project, which is called ""Anaklia"". We have a specific plan on how to build the Anaklia project. After coming to power, the first step must be to declare the Anaklia port a project of national and strategic importance, all agreements must be public, not behind a ""black curtain"", as Ivanishvili does, whether it is ""Arab cities"" or something else. The existence of Chinese and Russian investments, which may contradict Georgia's national interests, must be made public. The Anaklia port must be built with the involvement of the state, on the principle of cooperation with Western, American partners.",1,0,0,1,0,1,1
"""No matter how many ministers walk along the Anaklia coast, where no work is underway, we will definitely build the port,"" Kupradze notes.",1,0,0,1,0,1,1
"As a reminder, yesterday, Minister of Economy and Sustainable Development Mariam Kvrivishvili, together with Vice Prime Minister and Minister of Defense Irakli Chikovani, inspected the ongoing works on the territory of the Anaklia port. As the Minister of Economy noted, ""the process has already entered a fairly active phase.""",1,0,0,1,1,1,1
