text,anger,disgust,fear,joy,sadness,surprise,neutral
"Maka Bochorishvili on Pavel Herchinsky - We do not need to polarize society and encourage a radical agenda, we do not need a dark past or similar threats - the government feels best at which crossroads Georgia is standing (27.04.2026, 14:01)",0,0,0,0,0,0,1
"""No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable,"" Foreign Minister Maka Bochorishvili told reporters after a meeting with EU Ambassador Pavel Herczynski.",1,0,0,0,0,0,1
"According to him, the government feels best at which crossroads Georgia is standing and how much we do not need either the dark past or similar threats.",0,0,0,0,0,0,1
"""No one can understand and comprehend better than us, Georgians and the government elected by the Georgian people, the crossroads this country is at. The will of the Georgian people is expressed in the choice of the Georgian government. The government represents the will of the people they are so worried about. Accordingly, the government feels best at the crossroads Georgia is at, how much Georgia's security needs to be warned and how much we need stability. How much we do not need to polarize this society and encourage a radical agenda. Also, we do not need either a dark past or similar threats,"" Bochorishvili said.",0,0,0,0,0,0,1
"When asked what was threatening in Pavel Herchinsky's statement, Bochorishvili replied that anything that stirs up polarization in society is unacceptable.",1,0,0,0,0,0,1
"""The statements, actions, steps that are being taken by Brussels, the attitude that we see towards the Georgian government, are unacceptable and are aimed at polarization in this society. Everything that stirs up polarization in our society is unacceptable, and encouraging a radical agenda is unacceptable,"" the Minister of Foreign Affairs noted.",1,0,0,0,0,0,0
"When asked whether he had heard an explanation from Pavel Herchinsky about his statement, Bochorishvili replied that they expect that Brussels will give the attitude that Georgia deserves.",0,0,0,0,0,0,1
"""No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable. Georgia is a bona fide partner! It has not done anything towards the European Union to damage any of the interests of the European Union. Accordingly, we expect from the European Union that Brussels will have the attitude that Georgia deserves - in good faith relations. We do not see this at this stage and the steps we see are a reflection of this. If we want relations to return to normal, we must at least respect each other and at least these relations must be based on trust, which such statements are shaking,"" said Maka Bochorishvili.",1,0,0,0,0,0,0
"For your information, a meeting was held today between the EU Ambassador to Georgia, Pavel Herczynski, and the Minister of Foreign Affairs, Maka Bochorishvili. The summoning of Pavel Herczynski to the meeting was related to a statement he made. We would also like to remind you that the EU Ambassador to Georgia, Pavel Herczynski, noted at the European External Action Service in Brussels, where the documentary photo exhibition “Georgia in Focus” was opened, that Georgia is no longer on the right trajectory. According to the ambassador, “the authorities have chosen an alternative, authoritarian model and are distancing Georgia from the European Union.”",0,0,0,0,0,0,1
"“Georgia stands at a crossroads. Georgia’s future has not yet been written, but what will be decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries, based on democracy, the rule of law and human rights, or, unfortunately, returns to its dark past. My main message to the Georgian people is “do not lose hope”. We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,” said Herczynski, quoted by Netgazeti.",1,0,0,0,0,0,0
