text,anger,disgust,fear,joy,sadness,surprise,neutral
"Bay Ganyo, having finally convinced himself that there was no possibility of lodging at Jireček’s, picked up his saddlebags, ignoring the host’s entreaties to leave them at his home until he found a place, and set off, accompanied by the servant, for the Nàrodny Kavàrna — the café where the Bulgarian students gathered. It was already seven o’clock when he entered the café with the saddlebags in hand and the kalpak on his head. Just try not to recognize who he was and where he came from! To the left of the entrance, around a table, sat several Bulgarian students.",0,0,1,1,1,0,1
"One of them saw the entering compatriot and nudged the others: ""A Bulgarian, a Bulgarian!"" Everyone turned at the moment when Bay Ganyo stopped a waiter carrying a tray of coffees and, trying as much as possible to mangle the Bulgarian words to make them intelligible to the foreigner, asked in a loud voice: ""Where here Bulgarian boys?"" — accompanying the question with a movement of his head and his free hand. A collective laugh from the left side ended the waiter's bewilderment. Bay Ganyo turned and recognized his dark-eyed, dark-haired, huddled compatriots.",1,0,1,1,0,0,1
"— Oh! Good day! So this is where you were? — he cried out heartily, set down his saddlebags, and began grabbing the students' hands. — Why are you staring at me? Don't be afraid, I'm Bulgarian... Come on, make some room for me to sit down.",1,0,1,1,0,0,1
"— What is your name, sir? — one of the students asked curiously.",0,0,0,1,0,1,1
"— Me? Why do you ask? Ganyo Balkanski. I’ve brought some rose oil to your Prague — here it is, right here in the saddlebags.",0,1,1,1,0,0,1
— Is that so? — cried one of the younger students in patriotic ecstasy. — Let’s see it.,1,0,1,1,0,0,1
He really had only heard of rose oil.,0,0,1,1,1,1,1
"— What is there to look at, it’s just oil like any other — answered Bay Ganyo, — it’s not for you. Forget about the oil and tell me something else: where can I stay? I’ve just been at Bay Jireček’s...",0,1,1,1,0,0,1
— Is that so? — the exalted student cried out again.,1,0,0,1,0,1,1
"— What do you mean ""is that so""? Why shouldn't I have gone to see him? I went—thinking he’d show some decency, invite me over to his place. Such faith! My apartment is cramped, says he, and I don’t know what else, and this and that. He loved Bulgarians, says he... Him! When there’s a profit in it, even your Uncle Ganyo knows how to love. — Is that how you welcome a Bulgarian? A Bulgarian!... To tell you the truth, the man did feed me. And what food it was—anyway, never mind that!... Bulgarians are far more hospitable; a Bulgarian, even if he has only one room, he’ll still invite you in...",0,0,1,1,1,0,1
Some of the students began to realize what Bay Ganyo was driving at and were waiting from minute to minute for him to show his hand. Only the exalted student reacted sympathetically to his words and openly shared his indignation at the inhospitality of the foreigners.,1,0,1,1,1,1,1
"— ""Indeed, our Bulgarians are very hospitable,"" he confirmed with the utmost confidence, ""the locals here don't want to know you. We just hang around these cafes...""",1,0,1,1,1,0,1
"The student who said those words was very advanced in civilization, but for some reason, he did not enjoy a particularly good reputation among his comrades; it seemed that certain sins weighed upon his soul; it was said, among other things, that he was very fond of ""striking a bargain."" And no wonder! This wretched sin—avarice—by the contagion of the surrounding domestic environment, takes root almost from childhood; it withers the soul of the young man, turning him into the coldest of egoists: nothing tender, nothing noble remains in him. Material interest governs all the actions of the miser and determines his relations with those around him: no moral impulse precedes, and no remorse follows his actions, which are directed toward obtaining profit without any regard for the means. Even when these actions bring disaster or disgrace upon someone, even then, instead of remorse, the miserly egoist feels satisfaction, as if the loss of others were his gain, and the misfortune of others his happiness. Only one thing would trouble our young egoist—to be outsmarted by someone. While among other nations the word ""cunning"" is synonymous with being devious or treacherous, and when attached to a person would lower them in the estimation of society, here the epithet ""cunning"" is worn like the most honorable of decorations: ""My! What a cunning lad he turned out to be; long life to his father, he fooled us all! We couldn't trick him! Well done! Bravo!""",0,1,1,1,1,1,1
"No actions or relationships had any meaning for Bodkov—that was his name—unless they resulted in some ""freebie,"" some easy profit. (Are there words in European languages corresponding to these, in this particular sense?) If he visited the local families, he did not do so out of sociability or a desire to become acquainted with the lifestyle of more civilized circles; the intellectual and moral interests of that society not only failed to engage him but were a burden to him—they were like boring intervals, intolerable pauses that separated him from the goal of his visits—from the ""freebie"": be it a little feast or an outing at their expense. He could not imagine an acquaintance with women without ulterior motives. He kept a whole list of maidens—how much dowry each had; nothing else interested him in that regard. Likewise, self-interest determined his relationships with his comrades. Flattery, slander, petty intrigues, and denunciations were the tools of his personal gain. Even things such as national and tribal sympathies and antipathies served him only as a means to extract personal profit. More than once he had dipped into the purses of various Slavic committees, posing now as a survivor ""from Batak,"" now as an ""emigrant."" But in these matters, Aslanov was the greater master.",0,1,1,1,1,0,1
"Such was the exalted student who supported Bay Ganyo in his opinion regarding the hospitality of foreigners.
— Yes, we just languish here in the cafes, no one invites us over — he repeated, to please Bay Ganyo.",1,0,1,1,0,0,1
— What are you so fired up about? Is this the time to be picking a fight — one of the students spoke up — when we have a guest?,1,1,0,1,0,0,1
"— Let the man talk a bit, he’s not asking for money, is he? — Bay Ganyo reassured him with this typical argument: “H e   i s n ’ t   a s k i n g   f o r   m o n e y,   i s   h e!” He can say whatever he wants, do whatever he wants, as long as he doesn’t ask for money, as long as he doesn’t touch our pocket, our interests. He can even lie, he’s not asking for money!",0,1,1,1,1,0,1
"But after this chance incident, it was no longer possible to maintain a convivial conversation. The group fell silent, and one by one, they began to disperse. Of the Bulgarians, only Bai Ganyo and the over-excited student remained; the latter did not want to miss the opportunity to derive some benefit from his chance encounter with the Bulgarian rose oil merchant. — The pot rolled over and found its lid.",0,0,1,1,1,0,1
"Not an hour had passed, and the student managed to slander his comrades before Bay Ganyo so thoroughly that he made him cry out from the bottom of his heart: “Bravo, you rascals!” After another hour, Bay Ganyo was already in the student’s room, who had managed quite skillfully to exploit the guest’s arrival for his own benefit, recommending him to his landlords as his relative, a millionaire who “owns a multitude of rose oil factories.” He managed to borrow ten guilders from the landlady—to whom he had not paid the room rent for quite a long time. While in one room the student was extolling Bay Ganyo’s riches, in the adjoining room Bay Ganyo had already stripped off his *anteriya* and was searching for something in it with great attention, muttering under his breath: “That cursed vermin has bred again.” The concept of cleanliness is not developed to a very high degree in Bay Ganyo. “Can a living soul ever be without vermin?” say the old folk in our country, and comforted by this axiom, they do not hinder the reproduction of the little creatures too zealously. And why should they deprive themselves of such a pleasure: the sun has come out, and what is the use of that sun if one cannot go out onto the veranda, stretch out on the mat, sneeze two or three times from its dust, and have his grandmother come, and lay his head on her knee, and she sticks her bony fingers with mourning nails into his hair and, as if she were sorting rice, starts *click!*—here, *click!*—there, and when the little creatures get frightened and scurry over his head, and there is a pleasant tickling, and the grandmother starts singing, and that Balkan sun of yours is shining! An idyll...",1,1,1,1,0,0,1
"Bay Ganyo, after finishing his entomological searches, restored his attire and, without knocking, entered the adjacent room, but instantly cried out: ""Pardon!"" — and with good reason: he found the student and the landlady's daughter in a most tender *vis-à-vis* — they were embracing, as befits two young hearts in love. The girl, shamed, fled into the other room.",0,0,1,1,0,1,1
"— Hey, why are you coming in like that? You've embarrassed the girl — the student said with an ironic wink.",1,1,0,1,0,0,1
"— You’ve hit the jackpot! — Bay Ganyo whispered mysteriously, his eyes gleaming like a monastery tomcat’s. — A sleek one, devil take her! Is she a maid?",1,1,0,1,0,0,1
— What a servant! The landlady's daughter!,1,0,0,1,0,1,1
"— Is that so? You can't tell them apart here—who's the maid and who's the mistress; they’re all so polished, all dressed so cleanly. One comes across you, grinning all oily-like; you think she’s a maid, you accost her, and you bring trouble on your head. Another one comes along, pretty and modest; you think, ""Aha, this is the mistress,"" you stand up for her, invite her to sit down, she acts all shy—naturally!—you speak to her with great ceremony, and then later you see her cleaning your boots!",1,0,1,1,0,0,1
"From the student’s accounts, accompanied by various gestures with which he embellished and lent more force and significance to his words, Bay Ganyo learned that for several months, under the guise of pure love, the young man had been assailing the daughter of his widowed landlady with irresistible persistence.",1,0,1,1,1,0,1
"— And she, the silly thing — the narrator explains — hopes that I’ll take her as my wife! Let her hope, and let her feed me well, let her sew shirts for me. If she were some rich girl — I could understand a man marrying her — but she’s a pauper just like me. She hangs around me because she thinks I’m a rich man. If she only knew what I really am, would she be so greedy? The local women here are terrible schemers! But I know how to play them, don’t I? — And he went on at great length about how he plays them...",1,1,1,1,1,0,1
"— Bravo! — cried Bay Ganyo with oily eyes, delighted by his young interlocutor.",1,0,1,1,0,0,1
"— Wait a minute, is that all? If that's it, it's nothing! There's another one, another one I've got my eye on, but who knows! Now, if I could just turn her head—there’s a real prize to be had there. She's rich! I'm invited to their place tomorrow; they're taking me on an outing to a village.",0,0,1,1,0,0,1
— And when are you going to take me to the factories? — asked the practical Bay Ganyo.,0,0,1,1,0,0,1
"— Easy enough, the day after tomorrow. You stay here tomorrow, hang around them; when they see you don't know the language, they won't let you go to the inn, they'll invite you to their place and you'll get a free meal.",0,1,1,1,1,0,1
"And indeed, early the next morning, the student went out visiting, while Bay Ganyo remained in the lodgings alone with the hosts. As usual, on this day too, he rose very early, woke and saw off his companion, and waited for a whole hour more until the landladies woke up. This waiting was very difficult for him; he felt a certain great need, like any human being, but had forgotten to ask the student where *that place* was, and—willy-nilly—he had to wait for the household to get up and—shame or no shame—ask them. It is a very bad thing when one does not know the language in a foreign land; they cannot understand you even for the simplest thing, and you must always explain with your hands and fingers, showing them... But then, can everything be shown? Bay Ganyo knew languages: he could speak Turkish to you like a Turk, he understood Vlach, Serbian, and Russian every now and then, but the Germans and Czechs did not understand a single one of these languages. It could not be said that Bay Ganyo knew no German at all; he knew a word or two.",0,0,1,1,1,0,1
"In the next room, the hostesses got up and began to stir. Bay Ganyo peered through the keyhole, not out of any indecent curiosity, but to see if they were already dressed; and carefully, with bated breath, as he familiarized himself with their toilette, he was composing a phrase in German in his mind that would correspond to our: “Where is that thing, for the big business?” — and finally, from a literal translation, he cobbled together the phrase: “Wo is diese fur gross Arbeit?” — Knock! knock! knock!",1,0,1,1,0,0,1
— Come in! — two female voices called out from the next room.,0,0,1,1,0,0,1
"Bay Ganyo opened the door, said a ""pardon,"" and shyly uttered: — Wo is diese fur gross Arbeit? — and wiggled his fingers to emphasize the question.",1,0,1,1,0,0,1
"— Co, pan? — the girl asked in bewilderment, trying to examine the appearance of the millionaire recommended by her lover.",0,0,0,1,0,1,1
"— Fur gross Arbeit? — repeated Bay Ganyo, even more abashed, and again gestured with his fingers and head, but he noticed that they did not understand him.",0,1,0,1,0,1,1
"They understood him, but not as they should have; the women thought he was informing them that he had come to do great things, a major trade in rose oil.",1,0,1,1,1,0,1
"""The devil!"" thought Bay Ganyo. ""What am I to do now?"" And so that at least the daughter would not be a witness to his awkward predicament, he beckoned the mother into his room, closed the door, and after repeating the question in German once more, he supplemented it this time with a desperate gesture, which caused the lady to flee into the other room, choking with suppressed laughter. The maid appeared and satisfied Bay Ganyo’s curiosity. A trio of continuous female laughter shook the walls.",1,1,1,1,0,0,1
"The aroma wafting through the open kitchen doors into the hallway whetted Bai Ganyo’s appetite, and out of curiosity, he peeked in to see what was cooking. The landlady and the maid were there.",1,0,1,1,1,0,1
"— Was ist das? — asked Bay Ganyo in a condescending tone, not so much out of a desire to acquaint himself with the culinary arts of the Czechs as to show that he had been around Europe and knew these things, and that he could speak German as well. — Soup, right? You're cooking soup? I know. Ich versten supa!",1,1,1,1,0,0,1
"And Bai Ganyo, using a mixture of German, Bulgarian, and distorted Bulgarian, aided by impressive gesticulations, let the landlady understand that he would not mind sampling their cuisine. Seeing that the women showed a greater inclination to express themselves in Czech, Bai Ganyo also switched to ""Czech"" and supported his condescending desire with the words: ""ya hochem kushay,"" interpreting these words by repeatedly touching his fingers to his open mouth; then, holding up three fingers, he poked his chest with his index finger, poked the same finger toward the landlady's chest, and a third time pointed into the air, as if indicating the landlady's invisible daughter—meaning, ""to eat together, all three of us!"" It was also important for Bai Ganyo to know at what time he would be lunching, as he intended to go for a walk and didn't want to miss the meal and then ""have to pay for food when there's a freebie to be had""; so he pulled out his enormous watch and, thrusting it under the landlady's nose, made her point to the hands to show him when he would ""kushay."" Once satisfied that everything was settled, Bai Ganyo went into his room, stuffed the vials into his sash, and headed out for a stroll—partly for the walk itself, and partly on the off chance he might run into a customer for his rose oil.",1,0,1,1,1,0,1
"Bai Ganyo saw that many streets intersected, that one could easily take the wrong path or get lost, and being a practical man, he looked around for some sign by which he might recognize the house. On the opposite side, on a back wall, he saw an inscription in large letters; he pulled out his notebook, licked his pencil, wrote down an exact copy of the inscription, and, fully confident that he held the most precise address of his lodgings in his hands, he set off through the narrow streets of old Prague. Now he’d look at this, now he’d look at that, here a customer, there a customer—he got carried away, and not only did he get carried away, but he lost his way. Now what? When he started searching for his house, he got even more bogged down in the Jewish streets; an hour passed, two hours passed, he hit a dead end in some building—no way out; he tried another direction, walked and walked, and popped out on the banks of the Vltava. ""Damn it all, now what?"" And to top it off, lunchtime came; it came and it went. That dear Bai Ganyo of ours, with his sleeves tucked up, trudged and trudged, becoming soaked with sweat, panting, looking like a total sight. The people he encountered, especially the policemen, looked at him suspiciously: this unsettled him even more. ""Damn it all, now what?"" And he was hungry, a revolution was brewing in his stomach, but why the devil should he throw his money to the wind when he had been invited to lunch?",1,0,1,1,1,0,1
"But, you might say, why does Bai Ganyo wander the streets when the address is in his pocket? Well, that’s just the point! And Bai Ganyo is no fool; do you really think it didn’t occur to him to take out his notebook, stop this person or that on the street, and, pointing to the written address, ask with his fingers “which way”? He knows how these things are done; he stops both men and women, but a strange thing happens—whoever he stops to ask, as soon as he shows them what is written, they either look at him in amazement and burst out laughing, or turn away from him with indignation. One lady, likely some nervous old maid, when he showed her the address, snapped at him so sharply that even Bai Ganyo lost his nerve. “The devil take it, either I’m crazy or all of Prague has gone mad,” he thinks to himself, unable to fathom the effect his written address produces; and as he ponders, he looks around and suddenly—isn’t that a stroke of luck?—he sees rising before him the *Nàrodny Kavàrna*, the café where the Bulgarian students gather. Bai Ganyo goes inside and finds the angry student.",0,1,0,1,0,1,1
