text,anger,disgust,fear,joy,sadness,surprise,neutral
"— Did you hear the news? — cried Marcus Aurelius, as soon as he opened the door and rushed breathlessly into the room.",1,0,0,1,0,1,1
— What news? — we all called out.,0,0,0,1,0,1,1
— Bay Ganyo has returned from Europe!,0,0,0,1,0,1,1
— It can’t be!,1,0,0,0,1,1,1
"— How can it be “impossible,” gentlemen? I saw him, I spoke with him... His first word... ha-ha-ha!... His first word: oples... ha-ha-ha!... We messed it up, say, we did... ha-ha-ha...",1,0,0,1,1,1,1
"— Stop giggling, man — Arpakasha cried impatiently, — tell me. Do you want tea?",1,0,0,1,0,1,1
"— Arpakash, let me kiss you between the eyes...",1,0,0,1,0,0,1
"— Ox! — Arpakash let slip with a good-natured smile and handed a cup of tea to Mark Aurelius, while with his free hand he tugged at his curly mustache. — Chief ox!",1,0,0,1,0,1,1
"— Captain, don’t spin the steamboat, please — joked Marcus Aurelius, took a sip from the cup, and told us the following:",1,0,0,1,0,1,1
"— Imagine, gentlemen, what happiness it was: a few days ago, on the 22nd (Alyosha, your favorite number), on Sunday, Gervanich and I went to the Iskar inns, toward Vrazhdebna; we found there a whole crowd of people...",0,0,0,1,0,1,1
— Weren’t the Urvichites there?...,1,0,0,1,0,1,1
"— No, they weren’t there; they were at their Urvich... Don’t interrupt me, Arpakash... There was a whole crowd there, mostly foreigners — Germans, Czechs — and not a single one, absolutely not a single one of those apathetic, stone-like shopi... Only old Haji passed by on his way to his farm. The weather, as you know, was splendid; those meadows, those fields, that fresh green of the forest — you could hardly breathe enough of it... The foreigners had come with their whole families, lugging provisions, blankets, swings for the children; they had sat here and there like bouquets under the shade and were feasting away. It was a pleasure to look at them. And don’t think they were some wealthy, affluent people, no — all of them were townsfolk, working people — tinsmiths, ironworkers, carpenters. Work six days — feast on the seventh! And not like your lordships, sneaking into smoky cafés with your damned “bachka”...",1,0,0,1,0,0,1
"— Marcus Aurelius! Is that you I hear, little dove? John Chrysostom, let me give you a kiss!...",0,0,0,1,0,1,1
"— Shut up, Arpakash, don’t interrupt me...",1,0,0,1,0,0,1
"— Hey, Amonasro, don’t interrupt the man — Moyshe called out.",1,0,0,1,0,1,1
"— But really, gentlemen — Arpakasha continues his joke with a greasy look — tell me, isn’t Marcus Aurelius especially sweet when he pronounces that lovely little word “bachka,” that it’s like an entire piece of music...",1,0,0,1,0,1,1
"— Will you be quiet, Amonasro the Ethiopian?...",1,0,0,1,0,1,1
"— And did you not notice, gentlemen, what bottomless hatred our sweetest Marcus Aurelius bears toward this fellow?",1,0,0,1,0,1,1
"— Listen, Amonasro, shut up or I’ll have Moyshe pour a whole glass of cognac down your throat.",1,0,0,1,0,0,1
"— But what kind of jokers ours are, when they saw the old man in trousers, they all made fun of him and did not give him his girl, taaaa-ra-ra-bum-bie, ta-ra-ra bum...",1,0,0,1,0,1,1
"— You’re mad, Arpakash, by God, you’re mad — said Marcus Aurelius with a slight reproach. — Be still for a moment, I beg you...",1,0,0,1,1,0,1
"— Enough already, Arpakash! — said Ozhilkata.",1,0,0,1,0,1,1
"— You too, Ozhilka, you too, Brutus! Now sing “Last night I passed by Sevlievo.”",1,0,0,1,0,1,1
"— Down with Arpakash! — shouted Moyshe, and after him the whole company roared “down with him!” and finally made the Ethiopian king fall silent.",1,0,0,1,1,1,1
Marcus Aurelius continued:,1,0,0,1,1,1,1
"— No, truly, gentlemen, it is a sad phenomenon, this accursed “work”; it has turned us to stone, it has covered our brains with mold and cobwebs. Why, I know some friends who for a whole ten years — ten years! — gentlemen, this is no joke — have not stopped rotting in the smoky corners of the “Panaha” with cards in hand, while right before their noses blooms this beautiful, this picturesque city garden, whose breath and coolness they do not know how to enjoy; and outside Sofia, in the surroundings, what marvelous places! We sit in the cafés and sigh for Switzerland, and yet all it takes is a little will, and Switzerland — Bulgarian Switzerland — is before us: Vitosha, Rila, the Rhodopes! The very poorest foreigner living in Sofia has enjoyed the majestic view from Black Peak on Vitosha, and tell me, is there one — one, by God! — Shop who has climbed Vitosha! We know examples among the Italian workers who have left ready work here simply because they grow tired of monotony and, at risk, set out wandering to see the world; and on the other hand, there are examples such as, say, the shepherd of the Dragalevtsi Monastery, who has spent his whole life looking at the city of Sofia from the heights, has looked at it for years before the Liberation, has watched its destruction, renewal, and expansion, and continues to this day to gaze, seated in the shade of the walnut tree, at its more splendid appearance, and even now he has no will to come down from the forest to satisfy his curiosity, to see up close this in every respect interesting transformation of the capital!... But I excuse this peculiar philosopher and even, to tell you the truth, I envy this child of nature! And what shall I say about many of our well-to-do citizens, who choke all their lives in the dust, smells, and miasmas of Sofia’s old streets, who spend their whole lives looking at the lovely Dragalevtsi grove and have not had the will to get up, go there, and enjoy its breath and coolness, the enchanting murmur of the foaming stream, and the nightingales...",1,0,0,1,1,0,1
"— Well, so you’ve turned out to be quite the poet, Marcus Aurelius, just look at you!... But tell me, why are you telling us all this old wives’ nonsense; weren’t you supposed to be talking about Bay Ganyo?",1,0,0,1,0,1,1
