text,anger,disgust,fear,joy,sadness,surprise,neutral
"Our train entered beneath the huge arch of the station at Pécs. Bay Ganyo and I went into the buffet. Knowing that we would be delayed here for a whole hour, I calmly settled down at a table and ordered breakfast and beer.

There was a crowd all around me—what a swarm! And a fine crowd too. The Hungarians, mind you, are not much to my liking, but the Hungarian women—against them I have nothing.

Absorbed in the noise, I did not notice when Bay Ganyo slipped out of the restaurant together with his saddlebags. Where was Bay Ganyo? His glass was empty. I looked around, searched the whole restaurant with my eyes—he was nowhere to be seen. I went outside onto the platform—Bay Ganyo here, Bay Ganyo there—but no Bay Ganyo! Strange business! I thought he had gone to the carriage to check whether someone had not snatched his little rug.",1,0,0,1,0,1,1
"I went back into the restaurant again. There is still half an hour and more before the train leaves. I’m drinking my beer and staring around. Every five minutes the porter rings the bell and, in an indifferent, lazy voice, announces the train destinations: “he-gesh-fe-ke-te-he-gi, kish-ke-resh, se-ge-din, uy-ve-dek.” A few English passengers are staring at his mouth, and he, apparently used to the attention his peculiar language attracts, grins from ear to ear and, in an even louder and hoarser voice, continues: “uy-ve-dek, kish-ke-resh, he-gesh-fe-ke-te-he-gi”... — with emphatic stress on every syllable.",1,0,0,1,0,1,1
"There were still about ten minutes left until the train’s departure. I settled up, paid for Bay Ganyo’s beer as well, and went out onto the platform intending to look for him. At that moment, a train was slowly entering beneath the station arch, and, imagine it, in one of the carriages of this train, hanging halfway out of the window, Bay Ganyo suddenly appeared. I could not make out what he said because of the hissing of the locomotive. I understood what had happened. When the train stopped, he jumped to the ground, ran up to me, and told me, with a great admixture of vigorous curses which, with your permission, I shall not repeat, the following:",0,0,0,1,1,1,1
"– Let it be, brother, I’m worn out from running...",1,0,0,1,1,0,1
"– What running, Bay Ganyo?",1,0,0,1,0,1,1
"– What do you mean, running away! Weren’t you just staring off over there in the tavern...",1,0,0,0,0,1,1
– So? – I reply.,1,0,0,1,0,1,1
"– Well? At that time, you know, the fellow by the door rang the bell, then I heard the machine whistle; I go out — I couldn’t call you — and I see our train has pulled off. Good grief! My little rug! So I took off after it, running and running — never mind! After a while, I see it slowed down, and I — hop! — right inside. One man shouted something startled at me — heke-meke — but I, as you know, don’t take nonsense from anyone; I glared back at him, showed him the rug, and, well, he turned out to be a sensible man. He even laughed a little. Who could have known we’d be going back again. Hungarian business!",1,0,0,1,1,1,1
"I, a sinful man, laughed from the soul at Bay Ganyo’s adventure. Poor fellow! The train had maneuvered to enter another line, and Bay Ganyo ran, the poor man, a whole three kilometers to chase it—after all, his little rug was inside!...",1,0,0,1,1,0,1
"– Well, you, in your haste, forgot to pay for your beer, Bay Ganyo.",1,0,0,1,1,1,1
– Big deal! Don’t they fleece us enough? – replied Bay Ganyo in a tone that brooked no argument.,1,0,0,1,0,1,1
– I paid for it.,1,0,0,1,0,1,1
