text,love,joy,anger,sadness,fear,surprise,neutral
"— What Cvetko told — said the shy Ilcho, — that’s a later matter, but I know that Bay Ganyo had come to Prague earlier, had stayed there a long time, and had sold quite a lot of rose oil. Would you like me to tell you about it?",0,1,0,0,0,0,1
"— If it’s about Bay Ganyo, don’t ask, just tell it! — we replied.",0,0,0,0,0,0,1
"— Good. Listen then. Bay Ganyo arrives from Vienna in Prague. He gets off at the station, slings his saddlebags over his shoulder, and goes out into the street. The cabmen rush up to offer him their services — he nods to them that he does not want them. They take his gesture as affirmative, and a cab pulls up in front of him. Bay Ganyo gets angry, stares, and makes irritated gestures. The policeman notices this and orders the cabs to withdraw. Bay Ganyo wonders from whom he can find out where Jireček, our historian, lives. Jireček lived in Bulgaria, loves the Bulgarians, Bay Ganyo will go to him: “Good day” — “God grant you good” — and he may invite him into his house; why should he spend his money on hotels? While he is thinking thus, a porter with a red cap steps in front of him and offers to carry his saddlebags. Bay Ganyo asks him whether he knows where Jireček lives; the porter answers in the negative, but gives hope that it can be found, and again stretches out his hands to take the saddlebags. Bay Ganyo does not give them to him, first because the flasks are inside and he might “take off somewhere,” and second because he sees that he is well dressed, and who knows how much he will fleece him.",0,0,0,0,0,0,1
"— Your grace, go ahead, I’ll follow you — says Bay Ganyo politely. — Leave the saddlebags; I’ll carry them. Bay Ganyo shows this politeness with calculation: he will both put the porter at ease and show him that he is not some great and rich man, so that the other one won’t think of fleecing him.",0,0,0,0,0,0,1
"They go around asking at the crossroads where Jireček lives; at last someone remembered that the question was about Professor Jireček, told them whom to ask, they asked, and they found him. Bay Ganyo says to the porter a “be well, thank you” and enters Jireček’s lodgings.",1,0,0,0,0,0,1
"— Oh! Good day, Mr. Yirechek, how are you, are you well? — exclaims Bay Ganyo in a most friendly tone as soon as he enters the host’s office. The latter extends his hand in surprise, invites him to sit down, and is annoyed with his memory, which does not remind him who this courteous friend is.",0,1,0,0,0,0,0
"— Don’t you recognize me? — Bay Ganyo reminds him, mixing “you” formal and “you” informal. — Weren’t you a minister in Sofia? — Yes. — Well, I’m from there too! — Bay Ganyo concludes triumphantly. — That’s what you call compatriots, heh, heh, heh, of course! Do you remember the article in the newspaper “Slavyanin”?",0,1,0,0,0,0,1
"— Yes, yes, I remember — replies Jireček in a restrained, condescending tone.",1,0,0,0,0,0,1
"— Wow, they really dirtied you up!... But you just enjoy yourself, don’t worry about it at all! How much I’ve praised you!... They say Jireček is this, Jireček is that. — “Excuse me,” I say, “that’s not so.”",1,1,0,0,0,0,0
"Irechek knows the Bulgarians well and therefore is not at all surprised by Bay Ganyo’s familiarity. The conversation continues for several minutes in this tone, then moves onto more practical ground: Bay Ganyo praises the landlord’s apartment, hints to him quite pointedly that “at last there is room for even one more strange fellow to settle in here,” talks to him about the hospitality of the Bulgarians, and expresses regret that “look, the others are not like us Bulgarians; if a foreigner enters a Bulgarian house, they will feed him, give him drink, and make up a bed for him.”",0,0,0,0,0,0,1
"Irechek tries to impress upon him that the apartment is too small for his household. Bay Ganyo pretends not to hear and develops the theme of Bulgarian hospitality. From this theme, the conversation turns to Bay Ganyo’s little trade. He informs the host that he has brought rose oil for sale and declares to him: “Tomorrow, if you like, take me to all the factories; I agree. You’ll interpret for me, since I don’t know the language, right?”",1,0,0,0,0,0,1
"Irechek hastens to reply that he is not acquainted with the manufacturers of essential oils, since his pursuits are of an entirely different kind, and besides, he has no free time; but he will tell him where the Bulgarian students gather, so that among them someone may be able to help him.",0,0,0,0,0,0,1
"— If you like, sanquim — adds Bay Ganyo — I won’t overburden you. I’ll give the lady too (is she here?) a muskal of oil. I know her as well, of course (Ireček cannot stop wondering which lady is meant). And if you have relatives or friends here, tell them that I’ve brought oil — there’s no shame in that! I’ll be coming around you more often, and we’ll talk about Bulgaria. And if you please, I’m willing to stay at your place while I’m in Prague. Eh?",1,0,0,0,0,0,1
"— Excuse me, but...",0,0,0,0,0,0,1
"— I say, you know, if you please — explains Bay Ganyo, all tangled up, — it’s better for me at the hotel too, but come on, I thought, Jireček — he’s our man...",0,0,0,0,0,0,1
"— Thank you for your attention; I would gladly keep you at home, but I do not have any spare rooms. Today, however, you are our guest and will have lunch with us.",1,0,0,0,0,0,0
"— Let’s have lunch, why shouldn’t we have lunch! — agrees Bay Ganyo. — And your honor, so to speak, if not from my table, then from a Bulgarian one you have surely eaten.",0,0,0,0,0,0,1
"Irechek is occupied with an urgent task, which is interrupted by the entrance of Bay Ganyo. The host sits as if on thorns and does not know how, in a delicate manner, to temporarily send off his loquacious guest. He rings the bell; a servant appears, whom he orders to inform the family that a guest from Bulgaria has arrived. Shortly afterward his mother enters. Bay Ganyo barely rises from his chair, makes a double gesture with his hand toward his forehead, and condescendingly says: “Oh, hello, well and good, let’s shake hands, just like that, in the Bulgarian way. How are you still? I’m glad.”",0,0,0,0,0,0,1
"The lady greeted him kindly and, with a whole series of questions, showed lively interest in the guest’s homeland.",1,0,0,0,0,0,1
"— Well, now tell the truth — asks Bay Ganyo, — where is it nicer, in Prague or in Sofia?",0,1,0,0,0,0,1
"The lady is at a loss; she has not been in Sofia, and Bay Ganyo, at this question, glances at Jireček with a devilish smile, as if he wants to impress upon him his own view of women: “Well, she’s a woman, isn’t she? What’s there to talk to her about?…”",0,0,0,0,0,0,1
"— His Grace will have lunch at home today — Irchek turns to his mother and then, so that he can continue his work, asks her in German to take Bay Ganyo into another room. The lady предлагает Bay Ganyo that they move to the adjoining room. Bay Ganyo looks at Irchek keenly, then at the saddlebags with the muskals, and calculates with his eyebrows: “They said something in German, who knows! But I don’t believe it. After all, he has been a minister in our country. Well, ministers aren’t much good either! But I don’t believe that about him.” — and then he rises uncertainly and follows the lady’s direction toward the adjoining room, but when he reaches the door, he turns around and tries to read in the hosts’ faces their intention, and notices several silent signs that the household members were indeed exchanging at that moment; these signs meant: “See that you keep him occupied for a longer time, because I have very urgent work,” but Bay Ganyo interpreted them differently.",0,0,0,0,0,0,1
"— These things here may be bothering you — he says, indicating the saddlebags with his eyes.",0,0,0,0,0,0,1
"— Oh, not at all. Please, don’t worry — replies Jireček.",1,0,0,0,0,0,1
"— But they’ll still be bothering you, I know. Wait, let me take them into the other room — and she reaches out to take them, but the family politely resists. — As if I’m afraid, no, it’s just that, I said...",0,0,0,0,1,0,0
"They pass into the reception room, and the lady closes the door behind her so that the noise from the office cannot be heard. She tries in every way to occupy Bay Ganyo with something interesting: she offers him various albums, shows him pictures, lays before him a whole pile of illustrations, but Bay Ganyo’s mind is quite elsewhere, and to the lady’s courtesies he replies with feigned indifference:

— I don’t want to, thank you: you look at them. I’ve looked at such pictures and portraits plenty of times! Don’t think that because I’m young I haven’t!",1,0,0,0,0,0,0
"Bai Ganyo glances impatiently at his huge silver watch and begins a very interesting and timely conversation:

— I am very curious to study Europe. For example, let us say that at home noon comes — people sit down to lunch. With you it is arranged differently. When do you have lunch, for example?",0,1,0,0,0,0,0
