text,anger,disgust,fear,joy,sadness,surprise,neutral
"I. A messenger came to Shatila: - The Kists have harmed us, they have killed our shepherds, they have harmed us, they have harmed us.",1,0,0,0,1,1,1
"Aluda is a man of Ketela, a man of power, who sits on the head of a scepter, a man of the word of Maud; he has cut many a kist with his right hand, he has tried to be a French pkhian. Why does evil need enmity, good is always an enemy!",1,0,0,1,0,1,1
"I will give the horses to the Kists, and the Aludais to the Ptya. I think they will cross the mountainous head of Arkhot, and they will cross the snowy street of the mountains with their horses.",1,0,0,1,0,1,1
"When Aluda heard this, he aimed his gun at the target; he drew his weapons, his sword was drawn; he tightened his grip, lest the sword break the hilt.",1,0,0,1,0,1,1
"It is dawn, the enemy is pursued by the black swiftness of the rock. At dawn, a bell rang in the barn, and the dogs were sleeping on the mat, the sheep had not yet been grazed.",1,0,0,1,1,1,1
"Soon Aluda caught sight of the Kistian fleet. He turned right, and the gun fired: One of the thieves, Kantala, had a bad moment with his rifle; he fell from his horse, hanging by his neck; a bullet hit his shoulder, and a fire was lit on top; the rifleman pulled the trigger on his slain comrade. The rifle of the mutineer was about to fall, and the edge of the cliff was about to collapse, and the bullet was about to fall into Aluda's lap.",1,0,0,1,1,1,1
"– Are you in trouble, you law-dog?! – the mutt was saying to him. – Don't think I'm in trouble, you law-dog, with the threshing floor. The sound of Aludai's rifle was like the crack of a bell in the sky.",1,0,0,1,1,1,1
"“Don't you understand, you dog?” he calls again.",1,0,0,1,0,1,1
"– My stomach doesn't hurt, you dog, I'm just breaking a bone on the rock...",1,0,0,1,1,0,1
"– Oh, the hat is torn, the hair is sticking out of the beard.",1,0,0,0,1,1,1
"– You've been hit high, Bechavo, Kenchkha doesn't have a bone to grind. Mutsali's rifle is fired, the bullet hits the Mkise, it breaks the Ketelauri's horn with its sharp edge.",1,0,0,1,1,1,1
"– Aren't you in trouble now, you law-abiding dog? – The top will also beg for it.",1,0,0,1,0,1,1
"– No problem, no, you dog of the law, the young man at the cross of the threshing floor, you will follow the cross with victory, you will seek strength from God. His heart did not understand, do not think, he was breaking the medicine bag. Since he is going to the slaughter, I will not even eat the black enemy.",1,0,0,1,0,0,1
"The shot from Chatillon breaks the heart of Kista. “Aren't you in trouble now, you dog of the law?!” Kista snorts.",1,0,0,1,1,1,1
"– My heart aches, my heart, you dog of the law, oh the temptation of the Mutsalis! My brother also killed my father, I also killed my father, what can I say to the grace of God?",1,0,1,0,1,1,1
"The wolf does not want to die, he does not lose the color of a wolf, a hound, he lies in a wound in the green grass of the mountain. He also shot Aluda, he does not waste time in trying. He also pointed the gun at Aluda, he says one more word: - Now it's yours, you dog, don't let it fall into someone else's hands.",1,0,0,1,0,0,1
