text,love,joy,anger,sadness,fear,surprise,neutral
"The political forces have distributed their seats in the new parliament, and each will have a place in the front row (27.04.2026 16:10)",0,0,0,0,0,0,1
"At a meeting in the building of the National Assembly, the political forces allocated their seats in the new 52nd parliament. There should be no disputes over chairs, tables, and offices; for us, this is a secondary issue, said Petar Vitanov of “Progressive Bulgaria” to journalists after the meeting ended.",0,0,0,0,0,0,1
"Regarding the choice of Speaker of the National Assembly, Vitanov said that good parliamentary practice requires MPs to be informed before the first sitting. “Even if we are ready, the last place where I would say it is this early in front of the media,” he noted. According to him, Galab Donev is a suitable candidate because he is sufficiently erudite and authoritative.",1,0,0,0,0,0,1
"Vitanov pointed out that there is a huge problem related to justice. Urgent anti-crisis measures are needed to curb prices, and the funds under the Recovery and Resilience Plan are also at risk, he added.",0,0,0,0,0,0,1
"The distribution was consensual, and everyone showed understanding toward the arrangement. We are keeping part of our offices, and another part is being vacated for ""Progressive Bulgaria,"" said Zhecho Stankov from GERB. A candidacy for Deputy Speaker of the National Assembly has not yet been discussed, nor has a joint choice for Speaker of Parliament been commented on, he said.",0,0,0,0,0,0,1
"All parties will have a place on the front row, our parliamentary group will be on the far right, said Nadezhda Yordanova from “We Continue the Change – Democratic Bulgaria” (PP-DB). No talks have been held with us by “Progressive Bulgaria” regarding the Speaker of the National Assembly, she added.",0,0,0,0,0,0,1
"Regarding the candidate for Deputy Speaker of Parliament, Yordanova said that the proposal of “Democratic Bulgaria” for the position is Gen. Atanas Atanasov. Asked whether the group would remain together or split, she replied, “our task ahead is to be a constructive, effective, and active opposition force.” It is a shared responsibility to provide a solution to the task of being an effective opposition force that will guarantee Bulgaria’s democratic pro-European path. Our proposal is to be in a common group on the basis of a clear coalition agreement, Yordanova added.",0,0,0,0,0,0,1
"Asked whether she was ready to support Andrey Gyurov as a presidential candidate, she replied that he was successful as an interim prime minister. “I do not think it is appropriate to comment at this stage,” she added.",0,0,0,0,0,0,1
"The allocation went smoothly, and I think all parliamentary groups will remain satisfied. Each group will be able to go to the podium of the National Assembly, said Miroslav Ivanov from PP-DB. “Progressive Bulgaria” has been assigned to the center-left, he added. Our priorities remain as they have been so far — justice, high incomes, and a competitive business environment, Ivanov noted.",1,0,0,0,0,0,1
"The more important question is what is happening with the state, whether we will replace the Supreme Judicial Council (SJC), whether measures will be taken regarding inflation and rising prices, rather than the MPs’ rooms, said Petar Petrov from “Vazrazhdane.”",0,1,0,0,0,0,1
"On the question of what stance ""Vazrazhdane"" is taking and whether it will support some of the bills or be entirely in opposition, Petrov pointed out that the party will support the replacement of the Supreme Judicial Council from the parliamentary quota, as well as legislative changes aimed at stopping inflation.",0,0,0,0,0,0,1
"The Fifty-Second National Assembly will be convened on Thursday at 10:00 a.m., said the president.",0,0,0,0,0,0,1
