text,love,joy,anger,sadness,fear,surprise,neutral
Directorate “Archives and Reference” of BTA received the award of the Association of Bulgarian Airlines for contribution to preserving historical memory (28.04.2026 15:16),1,0,0,0,0,0,0
"The “Archives and Reference” Directorate of the Bulgarian News Agency (BTA) received an award from the Association of Bulgarian Airlines for its contribution to preserving the historical memory of “Bulgarian Civil Aviation” (BGA). The distinction was presented at an official ceremony at the Vega Hotel in Sofia, and the award was accepted by Desislava Sevova, director of the “Archives and Reference” directorate at BTA.",1,0,0,0,0,0,0
"She expressed her gratitude for the distinction and described it as a high recognition not only of her personal work, but also of the efforts and professionalism of the team she leads. According to her, the award is seen as recognition of the importance of archival work and as respect for the generations of journalists and employees who have worked throughout the 128-year history of BTA and have made their contribution.",1,0,0,0,0,0,0
"Sevova emphasized that the real news of today creates the history of tomorrow, and the archive’s mission is to preserve it.",1,0,0,0,0,0,1
"With the same distinction for contribution to the preservation of historical memory, Anton Mitov from the “Archival Fund” Directorate of the Bulgarian National Radio (BNR) was also awarded.",1,0,0,0,0,0,0
"The ABA also awarded a prize — the statuette “Flight” — for the preservation of historical heritage and contribution to the development of the BGA, to the Institute of Air Transport, known as the “Forge of Aviation Personnel,” which this year marks the 55th anniversary of its establishment. The award was accepted by the institute’s manager and honorary chairman of the ABA, Svetoslav Stanulov. The prize was presented to him by Rumen Radev, chairman of the Association of Industrial Capital in Bulgaria.",1,0,0,0,0,0,1
"The statuette “Flight” for overall contribution and accurate coverage of aviation topics was awarded to the newspaper “24 Chasa,” which is marking 35 years since its founding. The award was presented by ABA Chairman Yovko Yotsev, and the prize was accepted by Ivan Mihalev, the publication’s commercial director.",1,0,0,0,0,0,1
"Zhivko Konstantinov received an award for creating the “Travel Radar” website and for a series of aviation-themed films. The award was presented to him by the Deputy Minister of Transport and Communications, Dimitar Nedyalkov. Nedyalkov noted that the Bulgarian aviation sector faces a difficult year ahead, but emphasized that 2025 had been extremely successful and expressed hope that the same good results would be achieved in 2026.",1,1,0,0,0,0,0
Dragomir Draganov from the Bulgarian National Television (BNT) was also honored with an award for overall contribution and the preservation of historical memory.,1,0,0,0,0,0,0
"For accurate coverage of aviation topics, awards were also presented to Zapryan Zapryanov from Nova TV, Stancho Stanchev from bTV, as well as the morning block of “Euronews Bulgaria.”",1,0,0,0,0,0,1
"An award for contribution to presenting the connection between tourism and aviation was presented to the Bgtourism.bg website, which, in addition to the ABA award, also received a statuette from the airline “Electra.”",1,0,0,0,0,0,1
"Miroslav Ivanov, editor-in-chief of the TravelNews website, was also awarded for accurate coverage of aviation-related topics.",1,0,0,0,0,0,0
