Source File,Content,Translated Content
bul_original_BTA_news1.csv,BTA_news1,"It appears that you have provided a label or identifier (**BTA_news1**) rather than the actual Bulgarian text. 

If you intended to translate a specific news article from the **Bulgarian News Agency (BTA)**, please paste the content here. I will then provide a professional English translation while preserving all Markdown structure and formatting.

If you simply wanted the translation of the identifier itself:

**BTA_news1** (or **BTA News 1**)"
bul_original_BTA_news1.csv,"Политическите сили разпределиха местата си в новия парламент, всяка ще има място на първия ред (27.04.2026 16:10)","Political forces have allocated their seats in the new parliament, each will have a spot on the front row (27.04.2026 16:10)"
bul_original_BTA_news1.csv,"На среща в сградата на Народното събрание политическите сили разпределиха местата си в новия 52-ри парламент. За столове, маси и кабинети не би трябвало да има спорове, за нас това е треторазряден въпрос, каза Петър Витанов от „Прогресивна България“ пред журналисти след края на срещата.","At a meeting in the National Assembly building, the political forces allocated their seats in the new 52nd parliament. ""There should be no disputes over chairs, tables, and offices; for us, this is a minor issue,"" Petar Vitanov from ""Progressive Bulgaria"" told journalists after the meeting."
bul_original_BTA_news1.csv,"Относно избора за председател на Народното събрание Витанов каза, че добрата парламентарна практика изисква преди първото заседание депутатите за бъдат запознати. Дори и да сме готови, последното място, на което ще го кажа е толкова рано пред медиите, отбеляза той. По думите му Гълъб Донев е подходяща кандидатура, защото е достатъчно ерудиран и авторитетен.","Regarding the election of the Chairperson of the National Assembly, Vitanov stated that good parliamentary practice requires MPs to be informed before the first session. ""Even if we are ready, the last place I would announce it so early is in front of the media,"" he noted. According to him, Galab Donev is a suitable candidate because he is sufficiently erudite and authoritative."
bul_original_BTA_news1.csv,"Витанов посочи, че има огромен проблем, свързан със справедливостта. Трябват спешни антикризисни мерки, които да възпрат цените, застрашени са и средствата по Плана за възстановяване и устойчивост, добави той.","Vitanov pointed out that there is a huge problem related to fairness. Urgent anti-crisis measures are needed to curb prices, and the funds under the Recovery and Resilience Plan are also at risk, he added."
bul_original_BTA_news1.csv,"Разпределението беше консенсусно, всички проявиха разбиране към подреждането. Ние запазваме една част от нашите кабинети, а друга освобождаваме за ""Прогресивна България"", каза Жечо Станков от ГЕРБ. Все още не е обсъждана кандидатура за зам.-председател на Народното събрание, не е коментиран и общ избор за председател на парламента, коментира той.","""The allocation was reached by consensus; everyone showed understanding toward the arrangement. We are retaining some of our offices while vacating others for 'Progressive Bulgaria,' said Zhecho Stankov from GERB. A nomination for Deputy Speaker of the National Assembly has not yet been discussed, nor has a joint choice for Speaker of Parliament been commented on,"" he noted."
bul_original_BTA_news1.csv,"Всички партии ще имат място на първия ред, нашата парламентарната група ще бъде най-вдясно, заяви Надежда Йорданова от „Продължаваме промяната – Демократична България“ (ПП-ДБ). Разговори с нас от страна на ""Прогресивна България"" за председател на Народното събрание не са водени, добави тя.","""All parties will have a seat on the front row; our parliamentary group will be on the far right,"" stated Nadezhda Yordanova from ""We Continue the Change – Democratic Bulgaria"" (PP-DB). No talks have been held with us by ""Progressive Bulgaria"" regarding the Speaker of the National Assembly, she added."
bul_original_BTA_news1.csv,"По повод кандидат за зам.-председател на парламента Йорданова каза, че предложението на ""Демократична България"" за позицията е ген. Атанас Атанасов. На въпрос дали групата ще остане заедно или ще се раздели, тя отговори „предстои ни задачата да бъдем градивна, ефективна и активна опозиционна сила“. Обща отговорност е да дадем решение на задачата да бъдем ефективна опозиционна сила, която да гарантира демократичния проевропейски път на България. Нашето предложение е да бъдем в обща група въз основа на ясно коалиционно споразумение, добави Йорданова.","Regarding the candidate for Deputy Speaker of Parliament, Yordanova stated that ""Democratic Bulgaria's"" proposal for the position is Gen. Atanas Atanasov. When asked whether the group would remain together or split, she replied: ""We are faced with the task of being a constructive, effective, and active opposition force."" It is a shared responsibility to provide a solution to the task of being an effective opposition force that guarantees Bulgaria's democratic, pro-European path. ""Our proposal is to be in a joint group based on a clear coalition agreement,"" Yordanova added."
bul_original_BTA_news1.csv,"Попитана дали е готова да подкрепи Андрей Гюров като кандидат за президент, тя отговори, че той е успешен като служебен премиер. Не считам, че е удачно да коментирам на този етап, допълни тя.","Asked whether she is ready to support Andrey Gyurov as a presidential candidate, she replied that he is successful as a caretaker prime minister. ""I do not consider it appropriate to comment at this stage,"" she added."
bul_original_BTA_news1.csv,"Спокойно мина разпределението, мисля, че всички парламентарни групи ще останат доволни. Всяка група ще може да излиза към трибуната на Народното събрание, каза Мирослав Иванов от ПП-ДБ. „Прогресивна България“ са разпределени в център ляво, добави той. Приоритетите ни остават каквито са били и досега - справедливост, високите доходи и конкурентна бизнес среда, посочи Иванов.","""The allocation went smoothly; I think all parliamentary groups will be satisfied. Every group will be able to access the rostrum of the National Assembly,"" said Miroslav Ivanov of PP-DB. ""Progressive Bulgaria"" has been positioned in the center-left, he added. Our priorities remain as they have been so far—justice, high incomes, and a competitive business environment, Ivanov pointed out."
bul_original_BTA_news1.csv,"По-важният въпрос е какво се случва с държавата, ще сменяме ли Висшия съдебен съвет (ВСС), ще се вземат ли мерки по отношение на инфлацията и растящите цени, а не толкова стаите на депутатите, каза Петър Петров от „Възраждане“.","""The more important question is what is happening with the state, whether we will replace the Supreme Judicial Council (SJC), and whether measures will be taken regarding inflation and rising prices, rather than the MPs' offices,"" said Petar Petrov from ""Vazrazhdane."""
bul_original_BTA_news1.csv,"На въпрос с каква заявка влиза ""Възраждане"" и дали ще подкрепя част от законопроектите или ще бъде изцяло в опозиция, Петров посочи, че партията ще подкрепи смяната на ВСС от парламентарната квота, както и законодателни промени, които да спрат инфлацията.","When asked about the agenda with which ""Vazrazhdane"" is entering [parliament] and whether it will support some of the bills or remain entirely in opposition, Petrov indicated that the party would support the replacement of the Supreme Judicial Council (SJC) from the parliamentary quota, as well as legislative changes to curb inflation."
bul_original_BTA_news1.csv,"Петдесет и второто Народното събрание ще бъде свикано в четвъртък в 10:00 ч., каза президентът","The 52nd National Assembly will be convened on Thursday at 10:00 a.m., the President said."
bul_original_BTA_news2.csv,BTA_news2,"It appears that you have provided an identifier or a placeholder (**BTA_news2**) rather than the actual Bulgarian text you wish to have translated.

If **BTA_news2** is the content you want translated, it refers to:
**BTA_news2** (Bulgarian Telegraph Agency News 2)

However, if you intended to translate a specific news article or a block of text, **please paste the Bulgarian content here**, and I will provide a professional English translation while maintaining your Markdown formatting."
bul_original_BTA_news2.csv,Дирекция „Архиви и Справочна“ на БТА получи отличието на Асоциацията на българските авиокомпании за принос в опазването на историческата памет (28.04.2026 15:16),"BTA's ""Archives and Reference"" Directorate received an award from the Association of Bulgarian Airlines for its contribution to the preservation of historical memory (28.04.2026 15:16)"
bul_original_BTA_news2.csv,"Дирекция „Архиви и Справочна“ на Българската телеграфна агенция (БТА) получи награда от Асоциацията на българските авиокомпании за принос в опазването на историческата памет на „Българска гражданска авиация"" (БГА). Отличието бе връчено на официална церемония в хотел ""Вега"" в София, а наградата прие Десислава Севова, директор на дирекция „Архиви и Справочна“ в БТА.","The Archives and Reference Directorate of the Bulgarian News Agency (BTA) received an award from the Association of Bulgarian Airlines for its contribution to preserving the historical memory of ""Bulgarian Civil Aviation"" (BGA). The distinction was presented at an official ceremony at Hotel Vega in Sofia, and the award was accepted by Desislava Sevova, Director of the Archives and Reference Directorate at BTA."
bul_original_BTA_news2.csv,"Тя изрази признателност за отличието и го определи като висока оценка не само за личната ѝ работа, но и за усилията и професионализма на екипа, който ръководи. По думите ѝ наградата се възприема като признание за значението на архивната дейност и като уважение към поколенията журналисти и служители, работили в 128-годишната история на БТА и оставили своя принос.","She expressed her gratitude for the distinction, describing it as high recognition not only for her personal work but also for the efforts and professionalism of the team she leads. In her words, the award is seen as recognition of the importance of archival work and as a mark of respect for the generations of journalists and employees who have worked throughout the 128-year history of BTA and made their contribution."
bul_original_BTA_news2.csv,"Севова подчерта, че истинските новини днес създават историята на утрешния ден, а мисията на архива е да я съхранява.","Sevova emphasized that today's real news creates tomorrow's history, and the mission of the archive is to preserve it."
