Source File,Content
01_deputy_economy_minister.csv,Deputy Economy Minister: ADB highlights Georgia's favourable business climate and infrastructure ambitions as growth forecast upgraded
01_deputy_economy_minister.csv,"“The Asian Development Bank (ADB) has published its Asian Economic Outlook report, highlighting Georgia’s strong economic growth of 7.5% in 2025. For 2026, against a backdrop of ongoing regional conflicts, the ADB projects growth of 5.5 per cent, an improvement of 0.5 percentage points on the previous forecast,” Vakhtang Tsintsadze, Deputy Minister of Economy and Sustainable Development, has stated."
01_deputy_economy_minister.csv,"The Deputy Minister noted that the report draws particular attention to Georgia’s current account deficit, having fallen to a record low, alongside international reserves reaching a record high."
01_deputy_economy_minister.csv,"For 2026, the ADB expects average inflation in Georgia to stand at 3.8 per cent, reducing the previous year’s figure."
01_deputy_economy_minister.csv,"“The Asian Development Bank also emphasises that Georgia is striving to establish itself as a trade, logistics, and transport hub. In this regard, the report highlights a series of reforms facilitating improvements to customs procedures and related processes. The Bank further underscores Georgia’s infrastructure achievements, both in port development and rail connectivity,” said Vakhtang Tsintsadze."
01_deputy_economy_minister.csv,"According to the Deputy Minister, the ADB report singles out Georgia’s attractive business environment for particular praise, drawing attention to the country’s free trade agreements, as well as the mechanisms in place to safeguard investors’ interests, all of which, taken together, serve to strengthen the confidence of both domestic and international investors and enhance Georgia’s appeal as an investment destination."
02_georgia_to_recognise.csv,Georgia to recognise pre-2010 diplomas under legislative reform
02_georgia_to_recognise.csv,"“The Georgian government will submit legislative amendments to parliament that will resolve longstanding diploma recognition issues, affecting thousands of citizens who graduated before 2010,” Givi Mikanadze, Georgia’s Minister of Education, Science and Youth, announced."
02_georgia_to_recognise.csv,"According to the Minister, the amendments will place four-year full-time and five-year part-time degrees on an equal footing."
02_georgia_to_recognise.csv,"The changes will affect students who enrolled under an accredited programme but completed their studies after the institution lost its accredited status, as well as citizens who were admitted to universities before those institutions had obtained the requisite licence."
