text,anger,disgust,fear,joy,sadness,surprise,neutral
"— What Tsvyatko told — the shy Ilcho spoke up — happened later on, but I know that Bay Ganyo had visited Prague earlier, stayed for a long time, and sold quite a bit of rose oil. Would you like me to tell you about it?",0,0,0,1,0,1,1
"— Since it’s about Bay Ganyo, don’t ask, tell us! — we replied.",1,0,0,1,0,1,1
"— All right. Listen, then. Bay Ganyo arrives from Vienna in Prague. He gets off at the station, shoulders his saddlebags, and goes out into the street. The cabmen rush to offer him their services — he makes a sign with his head that he doesn't want any. They take his sign for an affirmative one, and a cab pulls up in front of him. Bay Ganyo gets angry, glares, and makes angry gestures. The policeman notices this and orders the cabs to withdraw. Bay Ganyo wonders from whom he can find out where Jireček, our historiographer, lives. Jireček lived in Bulgaria, he loves Bulgarians, Bay Ganyo will go to his place: “Good day” — “God give you good” — and he might invite him into his house; why should he spend his little coins on hotels? — While he is thinking this, a porter with a red cap appears before him and offers to carry his saddlebags. Bay Ganyo asks him if he knows where Jireček lives; the porter answers in the negative, but gives hope that it can be found, and again stretches out his hands to take the saddlebags. Bay Ganyo does not give them to him, firstly, because the vials are inside and he might “dash off somewhere” and, secondly, he sees him well-dressed, who knows how much he will fleece him.",1,0,0,1,0,1,1
"— Your Honor, you go on ahead, I’ll follow you — says Bay Ganyo politely. — Leave the saddlebags, I’ll carry them. Bay Ganyo puts on this politeness with a calculation: it will both win the porter over and show him that he is not some big, rich man, so that *t h a t  o n e* doesn't think of fleecing him.",1,0,0,1,0,0,1
"They walk along, asking at the intersections where Jireček lives; at last, someone realized that they were asking about Professor Jireček, told them where to inquire, and they asked and found him. Bay Ganyo says a ""bless you, thank you"" to the porter and enters Jireček’s lodgings.",1,0,0,1,0,1,1
"— Oh! Good day, Bay Jireček, how are you, are you well? — exclaims Bay Ganyo in a most friendly tone as he enters the host's study. The latter offers him a hand in bewilderment, invites him to sit, and is vexed with his memory, which fails to remind him who this polite friend might be.",0,0,0,1,0,1,1
"— Don't you recognize me? — Bay Ganyo reminds him, mixing formal and informal ""you"". — Weren't you a minister in Sofia? — Yes. — Well, I'm from there too! — Bay Ganyo concludes solemnly. — As they say, we're fellow countrymen, heh, heh, heh, of course! Do you remember the article in the ""Slavyanin"" newspaper?",1,0,0,1,0,1,1
"— Yes, yes, I remember — Jireček replies with restrained condescension.",1,0,0,1,0,1,1
"— Boy, did they drag your name through the mud!... But don't you mind them, just enjoy yourself! I've praised you so much!... They say Jireček is this, Jireček is that. — ""Begging your pardon,"" I say, ""it's not like that.""",1,0,0,1,0,1,1
"Jireček knew the Bulgarians well and was therefore not at all surprised by Bay Ganyo's familiarity. The conversation continued in this vein for several minutes, then moved onto more practical ground: Bay Ganyo praised the host's lodgings, hinting quite pointedly that ""after all, there is room for even another traveler to put up here,"" spoke to him of Bulgarian hospitality, and expressed regret that ""you see, others are not like us Bulgarians; if a foreigner enters a Bulgarian house, they will feed him, give him drink, and make his bed.""",1,0,0,1,1,1,1
"Jireček tries to impress upon him that the apartment is too cramped for his own family. Bay Ganyo turns a deaf ear and elaborates on the theme of Bulgarian hospitality. From this topic, the conversation shifts to Bay Ganyo’s petty trade. He informs his host that he has brought rose oil for sale and declares: “Tomorrow, if you like, take me around all the factories, I’m willing; you’ll translate for me, since I don’t know the language, eh?”",1,0,0,1,0,1,1
"Jireček hastens to reply that he is not acquainted with the manufacturers of essential oils, as his pursuits are of a completely different nature, and besides, he has no free time, but he will tell him where the Bulgarian students gather, so that someone among them might be of service to him.",1,0,0,1,1,1,1
"— If you like, so to speak — added Bay Ganyo — I won't force you. I'll give the lady (is she here?) a vial of rose oil too. I know her as well, of course (Jireček couldn't help wondering which lady he was talking about). And if you have relatives or friends here, tell them I've brought oil — it’s no shame! I'll be hanging around you more often; we'll have a chat about Bulgaria. And if you like, I’m even willing to stay at your place while I’m in Prague. Eh?",1,0,0,1,0,1,1
"— Excuse me, but...",1,0,0,1,1,1,1
"— I’m saying, I mean, if you please — Bay Ganyo explains in a muddled way, — it’s better for me at the hotel too, but oh well, I said to myself, Jireček — he’s one of us...",1,0,0,1,1,1,1
"— Thank you for your kindness; I would gladly have you stay at my home, but I do not have any spare rooms. Today, however, you are our guest and will have lunch with us.",1,0,0,1,0,0,1
"— Let’s have lunch, why not have lunch! — Bay Ganyo agrees. — And your honor, as they say, if not from mine — you’ve surely eaten from a Bulgarian table before.",1,0,0,1,0,1,1
"Jireček is occupied with an urgent task, which is interrupted by Bay Ganyo's entrance. The host is sitting on pins and needles, unsure of how to delicately and temporarily dispatch his talkative guest. He rings a bell; a servant appears, whom he instructs to inform the household that a guest from Bulgaria has arrived. A moment later, his mother enters. Bay Ganyo barely rises from his chair, makes a double gesture toward his forehead with his hand, and says condescendingly: “Oh, hello there, greetings, let’s shake on it—there we go, the Bulgarian way. How are you doing? Glad to see you.”",1,0,0,1,1,1,1
"The lady welcomed him graciously and, with a series of questions, showed a keen interest in the guest's homeland.",0,0,0,1,0,1,1
"— Well, tell the honest truth now — asked Bay Ganyo — where is it better, in Prague or in Sofia?",1,0,0,1,0,1,1
"The lady is bewildered; she has never been to Sofia, and at this question, Bay Ganyo looks at Jireček with a devilish smile, as if wishing to impart his own view of women: “Well, she’s a woman, isn’t she? What is there to talk to her about?...”",1,0,0,1,1,1,1
