text,love,joy,anger,sadness,fear,surprise,neutral
"— And what about you, Dravichka, why are you silent? Don't you know something about Bai Ganyo? — one of the group asked our cheerful friend Dravichka.",0,1,0,0,0,0,1
"— How could I not know, brother? I know a great many things, but how can one tell them? — Dravichkata replied with feigned modesty.",0,1,0,0,0,1,1
— How you tell them! If only I had your mouth!,0,0,0,0,0,0,1
"— Well then, listen:",0,0,0,0,0,0,1
"One summer I went for a stroll in Geneva—mind you, in Switzerland. I took a room in a hotel and went out to walk around the city. The city—wonderful; the surroundings—both picturesque and majestic. I was walking like that, aimlessly, gazing left and right, and from street to street I came out onto the square where the opera house is. I saw an elegant café opposite: wait, I said to myself, let me stop by and rest for a bit. To the right of the entrance, I saw a glass partition with an open view of the square and went in—I’d have a coffee and watch the passers-by at the same time. And what did I find there! No less than three tables occupied by Bulgarian students! Well, go ahead and say that Bulgarians have no taste for elegance! In such a beautiful city, in the finest part of town, in the most elegant café, they had taken the best spot! Noise, smoke, matches and smoldering cigarettes on the floor, clattering, shouting, bickering!... Here they were playing backgammon, there preference, over there *trenta una*!... And I heard from all sides: “Shesh-besh!... Hearts!... Give me the money! Jehar-i-yek!... Why are you looking at my cards, man!... Garçon!... First on the seconds!... Du-besh!... You’re lying, it’s not du-besh!... Trenta una... Spades!... Garçon!... You haven’t the slightest clue about preference!... I don’t want advice from socialists!... Dubara!... And I don’t want advice from chorbadzhiyas!... I trump!... Scoundrel!... Garçon! Are you proud of your medals?... Clubs!... And what about you and the Russian Yids? Gentlemen, the fool is coming! Ha, ha, ha!... Garçon, un chope! Lend me another franc, man!... You’re a deadbeat! Borrow from the waiter!... Dort-jehar!...”",1,0,0,0,0,0,1
"The individual upon whom the not-so-flattering epithet of ""the fool"" had been bestowed entered the café and greeted the students. They welcomed him, as the saying goes, with open arms, and he was at a loss as to which group to join, for every table was vying for his company. Such affection for a ""fool"" initially seemed inexplicable to me, but before long, the banter exchanged between the tables at his expense cleared up my confusion. 

Later, I learned that this ""fool"" was the son of a landowner from Argentina, in South America. A wealthy young man. His father sent him five hundred francs a month, half of which was redistributed every month into the pockets of our students by way of *trenta una*. And because he good-naturedly allowed himself to be fleeced, deriving pleasure from observing the curious greed with which our lot lured away his coins—he had earned the title of ""the fool.""",0,0,0,0,0,1,1
"No matter what time of day I visited this café, from nine in the morning until late at night, I always found the same faces engaged in the same activities—backgammon, preferans, thirty-one. When these young men found the time to read, or in what manner they were assimilating European culture, remained a mystery to me. One thing alone was clear: hardly any of them spoke decent French. No sooner would one of them open his mouth to speak the language than you would recognize him as an Easterner by the coarseness of his intonation, his diction, and the construction of his phrases.",0,0,0,0,0,1,1
"One day, at the height of *trenta una*, when the Argentine had lost about a hundred francs, a man entered the cafe with a tilted kalpak, a staff under his arm, and saddlebags in hand.",0,0,0,0,0,0,1
— Oh! Bai Ganyo! Welcome! — shouted the whole company.,0,1,0,0,0,0,0
"— Glad to find you well! How are you? — the newcomer replied, and magnanimously declining the kind offers to make room for him at their tables, he came and sat at my table, knocking over my coffee cup as he sat down. A real swaggering sort!",0,1,0,0,0,0,0
— Pardon!,0,0,0,0,0,0,1
"— It’s nothing, don’t worry — I hastened to say, even though I hadn’t noticed him being particularly worried.",1,0,0,0,0,0,1
"— Ah! Are you Bulgarian? Well, good day then! Ganyo Balkanski! Where are you from, your grace?",0,1,0,0,0,0,0
I told him. We met.,0,0,0,0,0,0,1
— With this wretched rose oil I travel the world — Bay Ganyo declared to me in a desperate voice.,0,0,0,0,0,0,1
"— What, isn't this business going well?",0,1,0,0,0,0,0
"— Well, to tell you the truth, sir, it’s not going well!",0,0,1,0,0,0,0
— Why so?,0,1,0,0,0,0,1
"— Why! We suffer from our own doing. Back in the day—when you mentioned Bulgarian rose oil, they’d flock to it like wasps to honey, but now, what a world! You walk into some soap shop, and before you can even open your mouth to say you’re Bulgarian, whether you’ve said “bonjour” or not, he just asks, “Essence de rose?”—and he asks with a smirk. And who cares about the smirking, as long as there’s business to be done, but they don’t want it! “Give me,” he says, “one gram for a sample.” He’s mocking you! How can you give him one gram? You’ll pour one gram—and spill two. “But, my friend,” I tell him, “this oil isn’t what you think it is, this is pure oil.” “Aha,” he says, “you all say that, you all sing the same song.” He tells you that right to your face, doesn’t want to know you at all. But it’s all that damned *tershe*, may it be cursed!... Anatolia has been our ruin! Well, brother, it’s not just one or two: they’ve swarmed over Europe in droves: Anatolians, Armenians, Turks, Greeks, and they lie, and they cheat the world, and they’ve burned this one, and swindled that one—people are fed up! As soon as you smell of rose—they’re on their guard!...",0,0,0,0,0,0,1
"The innocent East stood out before me with all its charms. To complete the picture, backgammon boards clattered and cards slapped at all the tables around us — noise and smoke to the heavens!",0,0,0,0,0,0,1
"— I really like our boys — Bay Ganyo said to me, watching the players. — Fine fellows! There are some among them so bold that they could teach the professors a thing or two! Take, for instance, let's say, that boy, the older one, do you see him? The one playing *otuz-bir*. Do you know that he has three medals!... For the Serbian war, for merit, and I don't know what else. He was a judicial investigator; he knows the laws like the back of his hand. Why he needed to study more, who knows—his money was burning a hole in his pocket! It's been three months since he arrived, but you should hear him, he rattles off French like a house on fire! Knock on wood, he’s sharp as a tack! He would have been a doctor by now, but the people here are stubborn. The Rector, he says, won't let him. It’s not possible, he says, he told him, to become a doctor in three months, he says. But how can it not be possible when the boy knows his stuff; if you stood him up right now, he’d recite all the laws to you, he knows them by heart. The Rector told him, it’s not possible, he says, to even read them in three months, let alone learn them. Our bold fellow says—no, I’ll become a doctor in three months. The other one says—no, it can't be done. — ""It can't?"" — ""It can't!"" So our guy flares up one day, and he gives him such a piece of his mind, he made a complete fool of him... Truly, there, ask him if you like... I took Bay Ganyo's word for it and did not go to ask the possessor of the three medals.",1,0,0,0,0,0,1
"He continued: — And do you know how that business went down? Not only did the rector get stubborn and wouldn't let the boy become a doctor, but the dean, he says, him too. Your Honor, you know what a “dean” is... that sort of thing, over there with them... whatchamacallit... you know... Our man presented them with a pile of certificates—from the city council if you like, from the prosecutor if you like, and a service record, and what not. But does a stubborn man listen? And it’s not like he’s just any kid, he’s a judicial investigator! And with three medals on his chest, if you please!... The rector started blathering to him that in order to be useful to himself and his people—what business is it of his!—he had to complete a full regular course, and that spending more time abroad would be to his benefit—the fool!—and many such old wives' tales. But never mind the rector, even the dean—tagging along like a big shot—pipes up: “Yes,” he says, “I also recommend you follow the rector’s advice!” Ha! So our man’s blood starts boiling, and he lets him have it: “And you,” he says, “why are you speaking up, are you going to be the rector’s lawyer!...” He blurted that out to the dean!—Those people tucked their tails, couldn't say a peep!... Hey, garçon! Un café!... No, say what you will, Your Honor, but we have sharp boys. Bravo!...",0,0,0,0,0,0,1
"— Garçon, hey! Un café! — shouted Bay Ganyo.",0,0,0,0,0,0,1
— Monsieur! — the nimble waiter responded.,0,0,0,0,0,0,1
"— Un café et apporte gazette bulgare — ordered Bay Ganyo, and then, turning to me, added: — I haven't forgotten those French rascals.",0,0,0,0,0,0,1
"The waiter brought him coffee and some stained covers, in which several Bulgarian newspapers, frayed at the edges, were attached.",0,0,0,0,0,0,1
"""Wait, let's see what news there is, what's going on in the world,"" said Bay Ganyo, as he unfolded the pages and immersed himself in politics. I watched from the side as he greedily, with relish, devoured the short articles, smiling and, with eyes lit up, letting out an occasional ""bravo!"" At one point, seemingly overflowing with admiration, he turned to me:",0,1,0,0,0,0,1
"— Oh, how they've messed them up! Listen, let me read to you...",0,0,1,0,0,0,0
"— Excuse me, Mr. Balkanski, at least here I want to give my ears a rest from this politics — I said and rose from my chair, — goodbye!",0,0,0,0,0,0,1
"— But just listen to this: “That bandit scum of pimps, thieves, and scoundrels, who stick their snouts into the filth...” Wait, it gets even better further on!...",0,0,0,0,0,0,1
"— No, no! Goodbye, Mr. Balkanski — I cried out decisively and left.",0,0,1,1,0,0,0
