text,anger,disgust,fear,joy,sadness,surprise,neutral
"— Well, wait now, let me tell you how we went with Bay Ganyo to the exhibition in Prague — said Tsvyatko with a smile.",1,0,0,1,0,1,1
"— Bravo, Tsvyatko! — we all shouted. — We’ve been waiting for this for so long!",1,0,0,1,0,1,1
Tsvyatko began:,1,0,0,1,0,1,1
"— If you remember, we set off from Sofia with a whole train of our own carriages and our own locomotive. Carriages of only 1st and 2nd class, brand-new, just arrived from Europe, impeccably clean and comfortable. In the same carriage, there were compartments of both 1st and 2nd class. A multitude of people—were we 160 souls, I don’t remember. Old, young, women, men, children, and even infants. (Oh, those infants!...)",1,0,0,1,1,1,1
"Who is like us! What pride it was that we were setting off for the exhibition with our own train. Let the Europeans see, we told ourselves, that Bulgaria is not asleep. But most of all, we puffed ourselves up with the novelty, the modern construction, and the cleanliness of the carriages. But for how long, do you think, did we enjoy the patriotic charm of the superiority of our carriages and the thought that we would stun Europe with our progress? As long as they were seeing us off at the station, as long as we were passing the Slivnitsa and Dragoman positions—the fields of our glorious victories—our enthusiasm grew proportionally with the emptying of the bottles and the baskets of provisions with which the practical tourists had abundantly supplied themselves. “Of course, we’ll take snacks; why should we give our money to the Serbs?” shouted Bay Ganyo, inspired by patriotism and Pleven wine. But as we approached Tsaribrod and it began to get dark, as they tried to light the carriages and it turned out they had forgotten to prepare the lamps, as it grew completely dark, as the children began to get scared and wail—oh, then little by little, as if with the slipping away of Bulgarian territory, our patriotic enthusiasm was slipping away too. Some smiled sadly, others smiled with hidden sarcasm (we weren't only Bulgarians), others were indignant; even Bay Ganyo whispered in my ear: “Does a pig understand spring water!” Some, meanwhile, let out unambiguous curses directed at a foreigner serving in the management of our railways. Supported by the latter, Bay Ganyo cried out: “Don’t I know that we aren't to blame, it’s those foreigners again, devil take them! They did it on purpose to disgrace us! And do you realize, it’s all out of envy! They’re all like that!”",0,0,0,1,0,1,1
"With these words, he gave one of the foreigners such a look that it made him cough and move to the next compartment. When we stopped at the station in Tsaribrod, it was pitch black in the carriages; we couldn't even see one another. We got agitated, we got angry, and then we turned it into a joke. A host of jokes and barbs were directed at our railway officials. Shouts were heard: ""Give us some candles, people, the children are terrified!"", ""Hey, old man, go buy us a pound of candles, we'll give you a tip!"", ""Come on, at least give us a single tallow candle!"" Only Bay Ganyo refused to entertain the possibility that Bulgarians could be responsible for such mismanagement.",1,0,1,1,0,0,1
"— That one over there, do you see him — he was saying, after they had brought a few simple candles, pointing at one of our own ""foreigners,"" — you should drench him in tar and set him ablaze. Is this to be endured! Never mind the darkness, who cares about that—but we’ve become a disgrace before the Serbs. There he is, look at him, a Serbian official—the man is laughing. He’s laughing, and no wonder! But his aroused patriotism would not allow Bai Ganyo to endure a Serb smirking at him, so he scowled back at him:",1,0,0,1,1,1,1
"— And why are you laughing there, hey! And he wanted to jump out of the carriage and go have it out with the Serb. Heroic blood!",1,0,0,1,0,1,1
"— Shh... Behave yourself, Bay Ganyo — the passengers urged him — don't make a scene. Bear in mind that you are entering Serbia...",1,0,0,1,0,0,1
"— Well, so what if I'm entering Serbia! Are they going to scare me? What about Slivnitsa? What about ""backwards, brothers"" — and a curse flew out of Bay Ganyo's mouth like a bomb.",1,0,1,1,0,1,1
— How is the Serb to blame that our carriages are dark! — the others were calming him down.,1,0,0,1,1,1,1
"— Who? Him? I know their kind! — answers Bay Ganyo, shaking his head.",1,0,0,1,0,1,1
"They handed out one candle per compartment. Some lamps, I think, they managed to adjust and light. The train set off. The passengers dripped hot tallow on the windows and fixed the candles. This was the first   B u l g a r i a n i z a t i o n   of the new carriages. The second Bulgarianization took place during the very first night: all the toilets (pardon me, gentlemen) were turned into cesspools.",1,0,0,1,1,1,1
"Anyway, we made it through Serbia. But don't you think for a moment that we passed through it just like that—quietly and modestly. Oho! The Bulgarian is no fool! Wherever there was an opportunity, Bay Ganyo didn't miss a chance to needle the Serbs, to remind them of Slivnitsa. In Niš and Belgrade, he even asked all the officials and porters: ""Aren't you Bulgarian? Tell the truth! You're all Bulgarians, you're just acting like Serbs.""",1,0,0,1,0,1,1
"We set off across Hungary!... And here, the wheels of one carriage caught fire! To hell with your ""experts""! We were stopped for a long time. They doused it, extinguished it, it flared up, it smoldered... finally, we got moving. And the Magyars—how they laughed! They knew!—Bulgarian tourists!... And at one more spot, that carriage caught fire again—finally, they left the damn thing for repairs.",1,0,0,1,1,1,1
"Bay Ganyo, an experienced man who had traveled before, was telling his simpler companions:
— Now we’re heading for Pest. Once we pass Pest—Vienna; Prague is beyond Vienna. I’ve scoured all those places—I know them like the back of my hand.",1,0,0,1,0,1,1
"We did not stop at the small stations. At the large ones, we stopped only long enough for the line to be cleared. Wealthy Moravia caught everyone’s attention. The beautifully cultivated valleys, the magnificent gardens, the countless factories and plants made even Bay Ganyo concede Moravia’s superiority over our homeland: “We work too, but these fellows aren’t lagging behind either; no, they aren’t lagging behind, they know their stuff, these fellows.” But realizing he had been carried away by his praise, he added: “But it’s all for nothing. They do the work, and the German eats it.”",1,0,0,1,1,1,1
"Along the way, things didn't pass without some comedy. We — I, Vancho, Filyo, and Ivanitso's son (I don't believe you know him) — occupied a first-class compartment; in the neighboring second-class section, Bay Ganyo settled in with several companions, richly supplied with provisions. Bay Ganyo, out of haste, it seems, had forgotten to put any snacks in his saddlebags. ""Well, after all, we are Bulgarians, we'll look out for one another. A piece of bread from this one, a bit of cheese from that one — a man will get by. Why not!"" And indeed, he got by quite well. His companions treated him to food and drink — he treated them to the most fervent patriotism, mixed with appetite and thirst. But everything has an end. Finally, our neighbors' provisions ran out, and the demijohns were emptied. (To avoid a gross error, I must correct myself: the demijohns were emptied while we were still flying past Slivnitsa and Dragoman with ""Long live Bulgaria, hurrah! Let me wet my whistle, man, hurrah!"")",1,0,0,1,1,1,1
"Bay Ganyo began to insinuate himself into our compartment. At first, he sought various pretexts: now he would ask for matches, then for a glass of cognac—claiming his stomach was bothering him—and then, little by little, he made himself at home, grew accustomed to us, and, one might say, hardly ever left our little room. He forgot his companions, and why should he care for them anyway? ""They have nothing—everything eaten, everything drunk,"" while with us, thank God, there was always a little something to be found—we would buy things at the stations. Bay Ganyo, out of curiosity, never missed a chance to sample the foreign products:",1,0,0,1,0,1,1
"— What's this, is it grapes? Bravo! Look! Give me a little bunch. Mmm! Good! Bravo! Curiosity drove him to acquaint himself in this manner with our snacks, our cognac, and our cigarette cases.",0,0,0,1,0,1,1
"— ""Is that cigarette case made of Caucasian silver?"" Bay Ganyo inquired curiously, seeing one of us preparing to light up.",0,0,0,1,0,1,1
"— It isn't, it's of Viennese make! — the owner replies.",1,0,0,1,0,1,1
"— Is that so? Let me see it. Tsk, tsk, tsk! Look at that! And there’s tobacco, too—Bulgarian, isn’t it? Bravo! Wait, let me roll a cigarette. I have cigarette papers; if you ever need any, I’m right here!",1,0,0,1,0,1,1
"That he was here, we felt it quite strongly: by the smell of his boots, by the specific aroma of his sweaty body, and by his aggressive movement toward occupying the entire sofa. At first, he sat on the very edge of the sofa; then he began to seat himself more comfortably; later, three of us had to squeeze onto one sofa, and Ivanitsov’s son had to huddle on the edge of the other, so that Bai Ganyo could stretch out horizontally. And he never missed an opportunity. We agreed to test just how far Bai Ganyo’s need for comfort could go, and he began, in all sincerity, to feed our curiosity:",1,0,0,1,0,1,1
"— Move over a bit towards the edge so I can put my other leg up too. That’s it! Bravo! Ahhh! Damn it all! Pure bliss! Just listen to what the engine is doing: chug-chug, chug-chug! It’s flying!... I love stretching out like this. It’s cramped over there. And the companions—simple folk, what is there to talk about with them?... What are you eating there, a pear? Bravo! Let’s see if I can eat a pear while lying down like this. Thank you! Where do you get these things from?",1,0,0,1,0,1,1
"— We’ll buy them — one of us answers, barely containing himself.",1,0,0,1,0,1,1
— Is that so? Bravo! — he approves with his mouth full of juicy pear. — I love pears.,1,0,0,1,0,1,1
"Bay Ganyo, lulled by the monotonous rhythm of the locomotive, began to doze. I was thinking what, what trick we could play on him. Finally, a brilliant thought struck me. I signaled to my companions beforehand and said:
— Let’s make some coffee, gentlemen. Hand over the spirit and the stove.",0,0,0,1,0,1,1
— Coffee? — cried Bay Ganyo and jumped from the sofa as if stung. — You don't say!,1,0,0,1,1,1,1
— How are we to make coffee? There is no water — Ivanitso's son spoke up with theatrical affectation.,1,0,0,1,0,1,1
"— ""Water?"" Bay Ganyo shouted in the same voice. ""Just ask me for water. Right away!"" — And he flew out of the compartment.",1,0,0,1,0,1,1
"We were dying of laughter. Ivanitso’s son stretched out and took up the whole sofa. Bai Ganyo returned, huffing and puffing more than was necessary. He had to show us what toil and trouble he had endured for our sake. In his hand was a small pitcher.",1,0,0,1,1,0,1
"— There, I found it, did you see? I scoured all the carriages! Finally, I see a pitcher, I grabbed it in a flash, and a woman shouted at me: “Hey, give the water here, it’s for my child.” What lie to tell, what lie to tell, then it hit me: “Excuse me, madam, someone over there has fainted.” “Is that so,” she says. “It is.” “Well, then take him the water quickly and bring the little pitcher back.” Simpleton of a woman!... Phew! I broke a sweat. Now, how about a little coffee!",1,0,0,1,1,1,1
"— Aren't you ashamed, sir! — said one of the companions reproachfully, who could no longer contain his indignation.",1,0,0,1,1,0,1
"Bay Ganyo looked at him with a strained face, trying to portray his sincere astonishment as vividly as possible; after that, quite unexpectedly, he said:
— It did cross my mind that the whole thing was a setup, but ""oh well,"" I said. Well then, give me at least a cigarette and a little cognac.",0,0,0,1,0,1,1
"We gave him a cigarette and a cognac, and he went back to his compartment, to the simple folk. ""These scholars are terrible fools,"" Bay Ganyo’s voice was heard a moment later in the next compartment; ""I don’t know how they tolerate such people in the civil service. But just you wait, your Bay Ganyo will return to Bulgaria, and then we shall see who’s who.""",1,0,0,1,0,1,1
"We were approaching the Czech border. Traveling with us were the commissioners sent by the government to learn how an exhibition is organized, so that they could organize the one in Plovdiv as well. One of them pinned small Bulgarian tricolors to the chests of all the passengers. Along the way, a rumor spread that we would be greeted ceremoniously both at the border and in Prague; consequently, we were prepared for the encounter—but what we saw in reality surpassed all our expectations.",0,0,0,1,0,1,1
"Here is the border station; the locomotive is already whistling. We see, to the left and right of the railway, crowds of people streaming toward the station. It was drizzling, and the running men, women, and children carried open umbrellas. We came to a halt. The platform was jammed with people. Immediately, a band struck up ""Shumi Maritsa."" A choir then sang ""Kde domov muj"" to the infinite pleasure of us all, and especially of Bay Ganyo, who praised the Czech people among us for having learned the tune of the Bulgarian folk song ""Where is my kin"" quite well, except that they pronounced the words a bit unclearly, so they weren't very easy to understand.",1,0,0,1,0,1,1
"Blood rushes to my head with shame when I recall the way we behaved during that first encounter. Imagine, gentlemen: the whole city had gathered, people had come from the villages to welcome their Bulgarian brothers; they brought a band, a choir had come, a multitude of girls had lined up with bouquets in hand, waiting for the ""brothers"" to step off the train so they could welcome them, greet them with words, with songs, with music, with flowers; but the ""brothers"" just stuck their heads out of the windows and stared! Believe me, believe me, gentlemen! The carriage windows, you must know, are narrow; one had poked his head out, another was huddling over his shoulder, a third was peeking from below, showing only half a distorted face with a single eye—and they just stared! — It was enough to make you die of embarrassment! Oh, if only there had been a snapshot camera! — The welcoming party was bewildered. They didn't know what to do—where to put the bouquets! The music stopped, the choir stopped, and a silence fell as everyone just stared at each other.",1,0,0,1,1,1,1
"At one point, Bay Ganyo got off the carriage. All the Czechs fixed their eyes on him and made way for him to pass, and he passed... Good God! How pompously Bay Ganyo walked amidst hundreds of eyes and hands reaching out to him with bouquets. He set off, twirling his left mustache with his whole palm, thrust out his elbows, coughed deeply, and glanced with one eye at the young lady who had held her bouquet almost under his nose; he looked at her and wiggled the fingers of his left hand, turned upwards, as if to say: ""Are you welcoming me, girl, are you? You're doing well, keep welcoming, I like it"" — and went on his way without deigning to honor her by accepting her bouquet. The girl sheepishly pulled back her hand. After a while, Bay Ganyo reappeared, ungracefully buttoning a part of his attire. Again they made way for him, again he twirled his left mustache, again he coughed, blew his nose with his fingers, and climbed into the carriage. The locomotive whistled and we set off.",1,0,0,1,0,1,1
