text,anger,disgust,fear,joy,sadness,surprise,neutral
"Well, couldn't we have done without him now, but alas! Wasn't it, as it were, quite enough for only the official delegates to do the job, but Bai Ganyo had to stick his nose in too? As if those official ones weren't capable of showing the outside world what it means to be a Bulgarian and what Bulgarian patriotism is. Weren't characters like the man with the *full Russian beard*, or that one who *looks like a Frenchman and speaks French very briskly and fluently*, or finally, the *famous Bulgarian diplomat*, enough? If you ask me, even just the last one was enough for the Russians. The man whom the Russian press calls a *Bulgarian diplomat* is actually a soap-maker from Plovdiv. What a progressive nation! When Bulgarian soap-makers pass for diplomats in Russia, imagine what would happen if a genuine Bulgarian diplomat appeared before Mother Russia, eh? No matter how modest you are, you can't help but be proud! Indeed, justice requires you to admit that the French are a bit like us: their Felix Faure went from being a tanner to President of the Republic, and the Romans have a similar case: do you remember Cincinnatus? But we will surpass both. Try, for example, to stand in the middle of the marketplace blindfolded: I assure you that the first Bulgarian you catch and ask: ""Do you wish to become a Bulgarian prince?"" — without hesitating for a single minute, will answer you in the affirmative; perhaps he will only set a condition that the gifts and tips he gives out be paid not from his salary, but from the treasury...",0,0,0,0,0,1,1
"The talk is about Bay Ganyo... So, I said, couldn't we have done without him? Why did he, too, have to represent the Bulgarian people? But you will say that he is not an official delegate. It’s all the same. Since correspondents from important newspapers go to interview him and his words are spread through the press across the whole world like an oracular prophecy — go try and prove afterwards that the Bulgarian people do not speak through Bay Ganyo's mouth...",0,0,0,0,0,0,1
"But I, an incorrigible optimist, believe that fate has woven Bay Ganyo into this mission for the sole purpose of ensuring the deputation retains its true Bulgarian national character; for, say what you will, a bushy Russian beard or a dapper little French diplomat do not sound Bulgarian. And that Bay Ganyo held high and with dignity the banner of Bulgarian patriotism, everyone shall see clearly from the following interview. (There is no need to mention that the first gentleman dressed in a tailcoat who entered Bay Ganyo’s room, and before whom Bay Ganyo managed to pour out his brotherly feelings, was not a correspondent, but a waiter from the hotel. A slight misunderstanding, but what can one do? Sincere feelings were seething in his breast, his eyes were clouded by touching tears—it is only natural that a mistake should occur.)",0,0,0,0,0,0,1
"A correspondent enters. Whether Bay Ganyo had prepared some chopped onion or not, I do not know, but I can positively assert that his eyes welled up with tears:",0,0,0,0,0,0,0
"— Oh, hello, brother, hello. Nine years, brother, nine! It’s not a day, it’s not two, nine years — and Bay Ganyo began to cry.",0,0,0,0,1,0,1
"Anyone would naturally think that a brotherly meeting after a long, sorrowful separation would fill Bay Ganyo’s breast with tender emotions, and that the overflow of these feelings would pour forth in the form of touching tears; but how great was the correspondent’s astonishment when he saw his companion’s face instantly clear, and heard from his lips the following words, spoken as if stealthily, with a wink:",0,0,0,1,0,1,0
"— But you should know what a wreath we’ve had made, it’s a marvel—top-notch! Not just copper or silver—but pure gold. And do you know how much it costs? What do you think, my friend?... If the Russians were to present me, for instance, so to speak, with such a wreath, I’d kiss their feet—what are you talking about, it’s no joke, gold! And pure gold, mind you, not just...",0,0,0,1,0,1,0
"— Well, in your parts, some sort of Macedonian movement has begun — the correspondent diverted the conversation. — Do you find this movement to be timely?",0,0,0,0,0,1,1
"— A movement? What movement?! — Bay Ganyo wondered, as if hearing about such a thing for the first time. — Don't you go worrying! There is no movement... Scoundrel business! Brigands! Is it even time for an uprising now? And what those vagabonds want — I can't for the life of me understand. Your Honor, do you know what? I don't know if you know — there is a firman from 1870 for six bishops in Macedonia — they've given three, they'll give three more, and then they'll all sit on their asses! That's what all the fuss is about!",0,0,0,0,0,1,0
— And what about the Treaty of Berlin?,0,0,0,0,0,1,1
"— Oh, cut that out... Let's talk about something else. Tell me, do you know Dragan Tsankov?",0,0,0,0,0,1,1
"— Yes, I think I know him quite well.",0,0,0,1,0,0,0
— Well? — and Bay Ganyo emphasized the question with an ambiguous wiggling of his fingers. — How does this fellow look to you?,0,0,0,0,0,1,1
— I think he is a good patriot.,0,0,0,1,0,0,0
"Bay Ganyo laughed unnaturally and shook his head:
— A pa-tri-ot, is he? Heh-heh, if you only knew what a piece of work he is! Has he ever spared a single day’s thought for his fatherland? He only looks to feather his own nest and his son-in-law’s. He’s been that way since he was a boy, don’t I know him. If it’s patriots you’re asking for, we’re the real deal patriots. Take a good look at me! Don’t give me two hundred—just fix me up with a hundred and fifty rubles a month, and then you’ll see what your old Bay Ganyo can do... How do you reckon me, your honor! This isn’t Abyssinia...",0,0,0,0,0,0,1
"— Have you had lunch, Mr. Balkanski?",0,0,0,0,0,1,1
"— Why do you ask? Are you going to invite me to lunch, perhaps?... I accept. Aren't we Slavs?",0,0,0,0,0,1,1
The interview was interrupted.,0,0,0,0,0,0,1
"Sofia, July 1, 1895.",0,0,0,0,0,0,1
