text,love,joy,anger,sadness,fear,surprise,neutral
"The orchestra was playing the Romanian ""Doina."" More accurately, only Ancheto was playing, a flute solo, while the others accompanied. We were listening from the inner lounge. But, you might ask, who are these ""we""? Who indeed? It is well known who: the Senator, Othello, Stuvencho, and I. Before us stood a tall bottle of white Chateau Sandrovo and another of Giesshuebler. Carefree, lounging around the table with cigarettes in our mouths, we caught the fiorituras of the ""Doina"" and had surrendered ourselves to a pleasant *far niente*. Tomorrow is Sunday—no work, we can stay a bit later. The music is decent, the girls are pretty, and we—somewhat over-the-hill bachelors. Perfect!",0,0,0,0,0,0,1
"We were just sitting there when, all of a sudden, the flute grated on my ear with a few flat notes, and at the same moment, the whole orchestra went out of tune. At that very instant, Stuvenche burst out laughing and cried: “That damn Othello! What a joker! Just look at him!...” The Senator and I turned around immediately, and what did we see! That devil Othello! Where does he come up with such antics? He had stood up without us noticing, asked for a slice of lemon, and after catching the flute player’s eye with some gestures without anyone else seeing, he began to tease her, making her mouth water with the lemon juice. Well, naturally, she’s a young girl, she got a craving for something sour, her mouth filled with saliva, her lips puckered up—just try playing the flute after that! Laughter...",0,1,0,0,0,0,1
"The music stopped. From the street came the cry of a kid: “New news-pa-pers, Na-tion-al Great-ness!” What National Greatness? As if! Infected with laughter by the comedy with the lemon, we burst out laughing once more. At that moment, Gedros also turned up.",0,1,0,0,0,0,0
"— Oh, Gedros, hi! Sit down! Want some wine?",0,1,0,0,0,0,1
"— Oh, Othello, hello, hello, little bird. Go on, wipe your little nose — cooed the ever-cheerful Gedros.",0,0,0,0,0,0,1
"— Gedros, what is this newspaper they were just shouting about in the street?",0,1,0,0,0,0,1
— What! Is it possible you don't know about Bay Ganyo Balkanski's newspaper?,0,1,0,0,0,0,1
— Joker!,0,0,0,0,0,0,1
"— I am telling you seriously. Ganyo Balkanski, editor-proprietor of the newspaper ""National Greatness"". Ah, it's quite a story. Don't you know?",0,1,0,0,0,0,0
— Are you serious?,0,1,0,0,0,0,0
"— Seriously, man. Wait till I tell you. I was told this story in detail today, and I’m going to tell it to you just as if I had been there myself.",0,0,0,0,0,0,1
"We gave orders for the door of the inner salon to be closed, and Gedros began. This is what he told us:",0,0,0,0,0,0,1
"A meeting was convened at Bay Ganyo’s. Gathered there were the host himself, Gochoolu, Dochoolu, and Danko Harsazina, deliberating on what kind of enterprise to undertake so as to take the most profitable advantage of the situation.",0,0,0,0,0,0,1
"— We should get a piece of the pie too — says Bay Ganyo, — patriotism on its own, for nothing — that’s just rubbish. Now tell me, as things stand, where can we strike the best profit? You, Gochoolu, what do you say?",0,1,0,0,0,0,1
"— Me? To tell you the truth, Bay Ganyo, I’m still of the same mind: let’s open a Russian tavern.",0,1,0,0,0,0,1
— What?!,0,1,0,0,0,0,1
— Let’s open a Russian tavern — Gochoolu answers seriously and decisively.,0,0,0,0,0,0,1
