text,love,joy,anger,sadness,fear,surprise,neutral
— I too had an encounter with Bay Ganyo — Kolyo spoke up — in Dresden. — Would you like me to tell you about it?,0,1,0,0,0,0,1
— Does it even need asking? Tell us! — shouted the whole company.,0,1,0,0,0,0,1
"— I do not know if you have heard—a few years ago, Dresden society was shaken by an extremely tragic catastrophe, the victims of which were a Bulgarian girl, a student, and a young American man. I will recount this sad incident to you in brief. The Bulgarian girl was studying in Dresden. In that city, as you know, there are entire quarters of English, Americans, Russians, and other foreigners whose children attend the local educational institutions. An American student became friends with our Bulgarian girl. English and American female students have this whim—to take under their wing a classmate from among the most defenseless. Our Bulgarian girl appeared to be just such a person: rather shy, humble, and quiet. They became friends, and the American girl began to invite her to her home on holidays. The Bulgarian girl became acquainted with the whole family, including her brother, a young man of twenty who was studying painting. Who knows whether it was due to the characteristic tendency of young artists to be captivated by any living model who does not fit the common type of those around them, or perhaps due to the inherent American penchant for originality, but after a few meetings with our modest and shy Bulgarian girl, the young man seemed to feel an attraction toward her; he took every opportunity to meet her, to share his artistic impressions, to be attentive—in a word, they fell in love. And this love cut their lives short.",0,0,0,1,0,0,0
"One holiday during the summer vacation, the entire family, accompanied by the Bulgarian woman, set off for a walk through Saxon Switzerland. In a picturesque rocky area, the young artist, engrossed in conversation with the Bulgarian woman, strayed from the group. A tall cliff caught the young man's attention, and he began to climb it. His companion followed him; but before they could even reach the middle of the dangerous cliff, the American slipped and, in his fall, dragged the Bulgarian woman down into the abyss with him. That was the end of their lives.",0,0,0,0,0,0,1
"The deceased couple was brought to the clinic in Dresden. The entire city was stirred by this tragic event. A multitude of people filed past to see them, laid out side by side on a large marble table. A telegram was immediately sent to the Bulgarian woman's brother, asking him to come to Dresden; she had no closer relatives. The bodies were embalmed to preserve them until his arrival. Numerous wreaths adorned their deathbed. On the third day, a telegram arrived from Vienna stating that the deceased woman's brother was departing for Dresden.

The bodies were moved to the home of the American family. While they awaited the brother's arrival with anticipation, a great many misters and mistresses, many ladies and gentlemen, had gathered in the house. The family belonged to the upper echelons of Dresden society. I had gone there as well, along with several Bulgarian students. We had been invited as Bulgarians—after all, the deceased was Bulgarian. Other Bulgarian youths, meanwhile, had gone to the station to meet the deceased woman's brother.

We waited. A mournful solemnity! All the rooms were filled with visitors. They spoke in hushed tones, in whispers. The silence was broken from time to time by the bitter sobs and desperate sighs of the grief-stricken mother of the deceased young man.

During a moment of deathly silence, a terrible racket erupted from the corridor: the heavy clatter of boots was heard—as if a shod horse were being led in—and voices rang out: ""Where is it? Is it in here, eh?"" ""Shh!... Quietly!""

And into the room of the deceased, with a fur cap on his head, barged... Bay Ganyo.",0,0,0,0,0,0,1
"— Good day! — he cried, in a tone and with an expression that suggested not so much a mournful mood as one of resentment; as if the people around him were to blame for his sister's death.",0,1,0,0,0,0,0
"Bay Ganyo approached the deathbed and accidentally pulled back the shroud from the young man's face. ""Who is this? What kind of man is this?"" he asked, looking over the entire assembly almost fiercely, waiting for an answer with fixed eyes.",0,0,0,0,0,0,1
"A Bulgarian student, mortified with shame, approached Bay Ganyo, nudged him lightly by the sleeve, and pulled back the shroud from the deceased woman's face. Bay Ganyo took off his kalpak, crossed himself, and kissed her on the forehead.",0,0,0,0,0,0,1
"— Oh, the poor soul! What was written for you... Mariyka, Mariyka! — Bay Ganyo shook his head. Say what you will, but that head-shaking still looked more like a threat to the visitors than an expression of grief.",0,0,0,1,0,0,0
"He looked suspiciously at the deceased man lying next to his sister and, after questioningly moving his head and the fingers of his left hand in an Eastern manner, turned to the student:
— Hey, what’s this business? Why have they put *t h a t  o n e* here? What is a man doing in the boarding house?",0,0,0,0,0,0,1
"— Shh! Please, Mr. Ganyo, speak more quietly.",0,0,0,0,0,0,1
— Why take it easy? I'm spending money here! Where's the manager?,0,1,0,0,0,0,1
"— This is not the boarding house, this is a private house — replied the scatterbrained student.",0,0,1,0,0,0,1
"— What do you mean, a private house?",0,1,0,0,0,0,1
"— Shh... For God's sake, speak more quietly! — implored the wretched student, deafened by the blood rushing to his head and on the verge of tears.",0,0,0,1,0,0,0
"Regardless of Bai Ganyo’s swaggering behavior and manners, which had already come to resemble sacrilege—a mockery of the sacred feelings of everyone around him—his very appearance failed to inspire any sympathy in the Americans and the English, and especially in their gentler half.",0,0,0,0,0,0,1
"Bai Ganyo was dressed in grayish-brown homespun clothes, with uncleaned, dusty boots, his neck tied with a large mourning scarf, under which a rather grimy shirt, unbuttoned down the middle, was visible. In his hand was a cane, and under his arm a package wrapped in yellow paper. His mustache was once again twirled, and his beard once again unshaven—overgrown.",0,0,0,0,0,0,1
— Is this gentleman the brother of Mademoiselle Marie? — one of the household asked me.,0,1,0,0,0,0,1
"I answered him in the affirmative, adding a hastily concocted lie to justify Bai Ganyo’s behavior and appearance: I told him that the telegram with the sorrowful news had found Bai Ganyo at his estate while he was supervising his field work, and that without stopping by his villa (Bai Ganyo and a villa!), he had gone straight to the railway, obtained money from acquaintances at the station, and come to Dresden without stopping anywhere. As for his current behavior, even if it seems strange, it should be forgiven him, considering the overwhelming impact made upon him by the irreplaceable loss of his sister and... the enormous losses he is suffering from the untimely abandonment of his field work.",0,0,0,0,0,0,1
"— Oh, poor man! — my interlocutor said sympathetically and went to share his feelings about Bay Ganyo with the other members of the household and friends.",0,0,0,1,0,0,0
"My heart felt a bit lighter, gentlemen! But it was only for a very short time. The American, our host, had already managed to relay the information he gathered from me to most of those present; their noble indignation, provoked by Bay Ganyo’s manners, had subsided, and everyone looked upon Bay Ganyo not only favorably but even sympathetically: a sudden, terrible telegram, an unprepared departure on a long journey, enormous losses—these are the kinds of surprises that can leave any man bewildered. And with these surprises, they indulgently excused Bay Ganyo. But, gentlemen, tell me, I pray you, how could we, the Bulgarian students, justify Bay Ganyo’s next action?

The student who was hovering around him to restrain his outbursts of emotion was quietly telling him how the accident in the cliffs of Saxon Switzerland had occurred. During this narration, Bay Ganyo expressed the feelings that moved him with various movements of his head and hands: now he would click his tongue and let out a ""Tsk, if only it hadn't happened!""; now he would look at his sister and shake his head: ""the poor thing!""; now he would look at the deceased young man, shake his head menacingly, and flash lightning with his eyes, as if to say: ""At the very least, this lout has gotten himself into a fine mess."" The foreigners interpreted these gestures in their own way and surely did not guess their true meaning; otherwise, they would not have looked so sympathetically at Bay Ganyo, whom they considered distraught with grief.

At one point, Bay Ganyo, under the impression of the story, clicked his tongue so loudly that everyone fixed their eyes on him. At that very moment, he pressed his right thumb against his right nostril, twisted his eyes and mouth slightly to the right, bowed his head, and blew through his left nostril... Then he pressed his left finger to the other nostril and let out another blast... We were utterly disgraced...",0,0,0,0,0,0,1
"This too could have been excused, you might say, by the haste of his departure: the poor man, you would say, forgot in his rush and bewilderment to even take a handkerchief. But it was not so! It was not, because immediately after this operation, Bai Ganyo unwrapped the package in yellow paper and took out—what do you think?—a whole dozen handkerchiefs and began to distribute them to those present, primarily to the Bulgarians, for ""God rest her soul,"" repeating as he handed them over: ""Here, take one you too, and say God rest her soul""; or he would wave to someone to come closer and shout: ""Hey, boy, come here, here’s one for you too, go on, and say God rest M a r i y k a’s soul""...",0,0,0,0,0,0,1
