text,anger,disgust,fear,joy,sadness,surprise,neutral
"Our train entered under the huge arch of the Peshtna station. Uncle Ganya and I entered the buffet. Knowing that we would be here for an hour, I calmly settled down at a table and ordered breakfast and beer. The world around me was bustling! And a nice world. Hungarians, you know, are not to my liking, but, look, Hungarian women – I have nothing against them. Lost in the noise, I didn’t notice when Uncle Ganya left the restaurant with his saddlebags. Where was Uncle Ganya? His glass was empty. I looked around, searched the entire restaurant with my eyes – he was gone. I went out – onto the platform, – here Uncle Ganya, there Uncle Ganya – he was gone! What a strange thing! I thought he had gone into the carriage to check if someone had pulled up his rug.",1,0,1,1,0,0,1
"I went back to the restaurant. There was still half an hour or more until the train left. I drank my beer and stared. The porter rang the bell every five minutes and indifferently, in a lazy voice announced the direction of the trains: “he-gesh-fe-ke-te-he-gi, kish-ke-resh, se-ge-din, ui-ve-dek.” Several English passengers stared at him in the mouth, and he, apparently accustomed to the attention he was attracting with his peculiar language, laughed uproariously and continued in an even higher and hoarse voice: “ui-ve-dek, kish-ke-resh, he-gesh-fe-ke-te-he-gi”... – with a strong emphasis on each syllable.",1,1,0,1,0,0,1
"There were still about ten minutes left until the train left. I paid, paid for Bai Ganyo's beer and went out onto the platform with the intention of looking for him. At that time, a train was slowly entering the station's archway and, imagine, in one of the carriages of this train, hanging halfway out the window, Bai Ganyo shone, I couldn't hear him because of the hissing of the locomotive. I understood what was going on. When the train stopped, he jumped to the ground, ran to me and told me the following, with a large admixture of energetic swearing, which, with your permission, I won't repeat, the following:",1,0,1,1,1,0,1
"– Leave it alone, brother, I'm shaking from running...",0,1,0,1,0,1,1
"– What kind of escape, Uncle Ganyo?",0,0,0,1,0,0,1
– What a run! You were staring at me there in the inn...,1,1,0,1,0,1,1
“Well?” I reply.,0,0,1,1,1,0,1
"– Well? At that time, you see, the one by the door rang the bell, and I heard the machine whistle, I'm going out – I couldn't call you, – look, our train has left. Wow! My little rug! So when I ran after it, then ran, then ran – let it go! At one point, I look, it stopped, and I – hop! – and inside. Someone shouted something startled to me - heke-meke - I, you know, don't spit, I turned around to meet him, showed him the rug, well, a wise man came out. He even laughed. Who knows, we'll be going back again. Hungarian work!",1,0,0,1,0,1,1
"I, a sinful man, laughed heartily at Bai Ganyo's adventure. Poor thing! The train maneuvered to enter another line, and Bai Ganyo ran, poor thing, for three kilometers chasing him - because of his rug inside!...",1,0,0,1,0,1,1
"– Well, in your hurry, you forgot to pay for your beer, Uncle Ganyo.",0,1,1,1,1,0,1
"""A big deal! They're just stealing from us,"" replied Bai Ganyo in a tone that brooked no objection.",1,1,1,1,0,0,1
– I paid for it.,0,0,1,1,1,0,1
"“You had more money – you paid for it. Get in, get in quickly so we don't have to run after the machine again,” said Uncle Ganyo in a mentoring tone.",1,1,1,1,1,0,1
"We got into the carriage. Bai Ganyo crouched over his saddlebags with his back to me, took out half a pie of cheese, cut off a delicate piece, also cut off a huge slice of bread and began to munch with a wonderful appetite, blowing out one face, then the other with his lips and hour after hour stretching his neck so that he could swallow the dry bread. Bai Ganyo ate, burped once or twice, shook the crumbs into his hand, swallowed them too, muttered under his breath: ""Oh, now someone should buy me a glass of wine,"" sat down opposite me, laughed good-naturedly and after looking at me affectionately for a whole minute, said:",1,0,1,1,0,0,1
"– Your Grace, have you ever traveled, have you ever traveled around the world so much?",1,0,1,1,0,0,1
"– I've been there, Uncle Ganyo, quite a bit.",0,0,1,1,1,0,1
"– Oh, what a world I have been through! T... t... t... You left Edirne, Constantinople, what about Wallachia! Do you believe it? Here, Giurgiu, Turnu Magureli, Ploiesti, Piteşti, Braila, Bucharest, Galati – wait, I'm not lying to you, I don't remember if I was in Galati or not – I've listed them all.",1,1,0,1,0,1,1
"Our journey to Vienna was uneventful. I offered Uncle Ganya one of my books to help him read, but he politely declined my offer, because he had read a lot in his time, and thought it more practical to take a nap. Why should he stay awake like that? He paid for the railway anyway, so he can at least get some sleep. And he fell asleep. He fell asleep and snored so much that you don't need to listen to the roar of the Atlas Lion.",0,1,1,1,0,0,1
"We arrived in Vienna and stopped at the traditional London Hotel. The servants took my bag from the car and asked to take Bai Gagne's saddlebags, but perhaps out of delicacy, who knows, he didn't give them to them:",0,0,1,1,1,0,1
"– How are you going to give them to them, brother, this is a gyul – it’s no joke, the smell is strong, – he’ll reach out to take out a bottle – go chase him then! I know them. Don’t look at them because they’re so sweet (bye Ganyo wanted to say polite, but that word is still new in our lexicon, I forget), don’t look at them because they’re wrapping themselves around you. Why are they wrapping themselves around you? Do they mean you well? Ainz, zwei! Gut morgin, they’re always trying to get something. If not – tip! Why do I keep quiet when leaving the hotel… Beggars! On this cruiser, on that cruiser – there’s no way out!",1,1,1,1,0,0,1
"Since the rose oil that Bai Gagno was carrying was indeed a rather valuable item, I recommended that he hand it over to the cashier for safekeeping.",1,0,1,1,1,0,1
"– At the cash register? – he shouted in a tone that sounded sorry for my naivety. – Are you strange, you scientists? Well, how do you know what those at the cash register are? Put away your gun and wrap the end somewhere... Well, then? What are you doing? Leave it! Do you see this belt? – And Bai Ganyo lifted his wide vest. – I'll stuff all the musketeers inside. True, it's a little heavy, but sure.",0,1,1,1,0,1,1
"And uncle Ganyo turned his back on me (""a lot of people, all kinds of people, who knows what this kid is like"") and started to trample the muskets behind his belt. I invited him to lunch.",1,1,1,1,1,0,1
– Where should we have lunch?,0,0,1,1,0,0,1
"- Downstairs, in the restaurant.",0,0,1,1,0,0,1
"– Thank you, I don't feel like eating! Your Grace, go, be nice. I'll wait for you here.",1,0,1,1,0,0,1
"I'm sure that as soon as I left the room, Uncle Ganyu opened the lids. The man has breakfast, why would he spend his money on a hot meal – he won't die of hunger!",0,0,1,1,1,0,1
"I took Bai Ganya to the office of a Bulgarian merchant and left him there, and I got on the tram myself and went to Schönbrunn. I went up to the arch, looked at Vienna and its surroundings, walked around the alleys, the zoological garden and stared at the monkeys for an hour and in the evening I returned to the hotel. Bai Ganya was in the room. He wanted to hide his occupation, but he couldn't, and I noticed that he was sewing a new pocket on the inside of his anterium. He, an experienced man, wore an anterium even in summer under his French clothes: ""In winter he brings bread, in summer he brings clothes"" - the old people say; so does Bai Ganya.",1,0,1,1,1,0,1
"“I sat down to mend myself a little,” he said, embarrassed.",0,1,0,1,0,1,1
"""You're sewing a pocket, you must have hit something with the rose oil,"" I joked.",1,0,1,1,1,0,1
"– Who, me? You're a scoundrel! Why do I have a pocket here? Lots of pockets, as long as there's money. There's no pocket, there's nothing, but my clothes were a little tattered, so I put a rag in... Where were you? Out for a walk? You did well.",1,0,1,1,0,0,1
