Source File,Content,Translated Content
00_bai_ganyo_starts_out_for_europe_bul.csv,"Помогнаха на бай Ганя да смъкне от плещите си агарянския ямурлук, наметна си той една белгийска мантия – и всички рекоха, че бай Ганьо е вече цял европеец.","They helped Bay Ganyo shed the Agarian cloak from his shoulders, he donned a Belgian mantle—and everyone said that Bay Ganyo was now a complete European."
00_bai_ganyo_starts_out_for_europe_bul.csv,– Хайде всеки от нас да разкаже нещо за бай Ганя.,– Let each of us tell something about Bay Ganyo.
00_bai_ganyo_starts_out_for_europe_bul.csv,– Хайде – извикяха всички.,– Come on – everyone shouted.
00_bai_ganyo_starts_out_for_europe_bul.csv,– Аз ще разкажа.,– I will tell.
00_bai_ganyo_starts_out_for_europe_bul.csv,"– Чакайте, аз зная повече...","– Wait, I know more..."
00_bai_ganyo_starts_out_for_europe_bul.csv,"– Не, аз, ти нищо не знаеш.","– No, I—you don't know anything."
00_bai_ganyo_starts_out_for_europe_bul.csv,"Дигна се, глъчкане. Най-сетне се съгласихме да почне Стати. И той почна.","A hubbub arose. Finally, we agreed that Stati should start. And he started."
01_bai_ganyo_sets_off_bul.csv,"Тренът ни влезе под огромния свод на пещенската гара. Ний с бай Ганя влязохме в бюфета. Като знаех, че тук ще се бавим цял час, аз преспокойно се разположих при една маса и си поръчах закуска и пиво. Наоколо ми свят - гъмжило! Па и хубав свят. Маджарите, знайте, не са ми твърде по сърце, ама, виж, маджарките – против тях нямам нищо. Залисан в шума, не забележих кога бай Ганьо изфирясал от ресторана заедно с дисагите си. Де бай Ганя? Чашата му празна. Огледах се наоколо, подирих с oчи из целия ресторан – няма го. Излязох вън – на перона, – бре тук бай Ганьо, там бай Ганьо – няма! Чудна работа! Помислих, че е отишъл във вагона да прегледа да не е отпънал някой килимчето му.","Our train pulled in under the massive vault of the Pest station. Bai Ganyo and I went into the refreshment room. Knowing that we would be delayed here for a whole hour, I settled myself quite comfortably at a table and ordered breakfast and a beer. All around me were people—a swarming crowd! And a fine-looking crowd at that. The Magyars, you know, are not exactly to my liking, but the Magyar women—now, I have nothing against them. Distracted by the noise, I didn't notice when Bai Ganyo had slipped out of the restaurant along with his saddlebags. Where was Bai Ganyo? His glass was empty. I looked around, scanning the entire restaurant—he was gone. I went outside onto the platform—I looked here for Bai Ganyo, there for Bai Ganyo—nothing! Strange business! I thought he might have gone to the carriage to make sure no one had made off with his rug."
01_bai_ganyo_sets_off_bul.csv,"Върнах се пак в ресторана. Има още половин час и повече до тръгването на трена. Пия си пиво и зяпам. Портиерът след всеки пет минути удря звънеца и равнодушно, с един ленив глас съобщава направлението на треновете: „хе-геш-фе-ке-те-хе-ги, киш-ке-реш, се-ге-дин, уй-ве-дек.“ Няколко англичани пътници го зяпнали в устата, а той, види се, навикнал на вниманието, което обръща със своеобразния си език, засмива се до уши и с още повисок и дрезгав глас продължава: „уй-ве-дек, киш-ке-реш, хе-геш-фе-ке-те-хе-ги“... – с натъртено ударение на всеки слог.","I returned to the restaurant again. There is still more than half an hour until the train departs. I am sipping my beer and looking around. Every five minutes, the porter rings the bell and indifferently, in a lazy voice, announces the direction of the trains: “he-gesh-fe-ke-te-he-gi, kish-ke-resh, se-ge-din, uy-ve-dek.” A few English travelers are staring at his mouth, and he, apparently used to the attention his peculiar language draws, grins from ear to ear and continues in an even louder and hoarser voice: “uy-ve-dek, kish-ke-resh, he-gesh-fe-ke-te-he-gi”... with a sharp emphasis on every syllable."
01_bai_ganyo_sets_off_bul.csv,"Останаха още десетина минути до тръгването на трена. Аз се разплатих, заплатих и бай Ганьовото пиво и излязох на перона с намерение да го потърся. В това време под свода на гарата влизаше медлено един трен и, представете си, в един от вагоните на този трен, увиснал до половина на прозореца, лъсна бай Ганьо не можах да дочуя по причина на шипенето на локомотива. Аз разбрах каква е работата. Като се спря тренът, той скочи на земята, притече се при мене и ми разказа с голям примес от енергични псувни, които, с позволението ви, няма да повтарям, следующето:","There were about ten minutes left until the train’s departure. I settled my bill, paid for Bay Ganyo’s beer as well, and went out onto the platform with the intention of looking for him. At that moment, a train was slowly pulling in under the station’s vaulted roof and, imagine, in one of the carriages of this train, leaning halfway out the window, there appeared Bay Ganyo—I couldn't hear what he was saying because of the hissing of the locomotive. I realized what the situation was. When the train stopped, he jumped down, rushed over to me and, with a heavy dose of energetic curses which, with your permission, I shall not repeat, told me the following:"
