text,anger,disgust,fear,joy,sadness,surprise,neutral
"დიმიტრი ხუნდაძე - მხოლოდ მშვიდობაა ის აუცილებელი პირობა, რაც ეკონომიკის განვითარებას შეუწყობს ხელს, საქართველო თავისი იმპროვიზაციული პოლიტიკით სწორი მიმართულებით მიდის",1,0,0,1,1,1,1
"მხოლოდ მშვიდობაა ის აუცილებელი პირობა, რაც ეკონომიკის განვითარებას შეუწყობს ხელს, – ამის შესახებ „ხალხის ძალის“ გენერალურმა მდივანმა, დიმიტრი ხუნდაძემ განაცხადა.",1,0,0,1,1,1,1
"საქართველოს, როგორც შუა დერეფნის ერთ-ერთი მნიშვნელოვანი მოთამაშის როლზე საუბრისას დიმიტრი ხუნდაძემ აღნიშნა, რომ  ქვეყნის ეკონიმიკური განვითარება შეუნარჩუნებს ქვეყანას რეგიონის ლიდერის ფუნქციას.",1,0,0,1,1,1,1
"მისი თქმით, ამის მიღწევა მხოლოდ მშვიდობის არსებობის პირობებშია შესაძლებელი, რადგან ომი და განვითარება ერთად წარმოუდგენელია.",1,0,0,1,1,1,1
"„ქვეყნის სატრასპორტო შესაძლებლობების გამოყენებისათვის აუცილებელი პირობაა მშვიდობა. რამდენიმე დღის წინ, როცა ახლო აღმოსავლეთში ვითარება უკიდურესად დაიძაბა, სატრასპორტო-საჰაერო რუკაზე მხოლოდ საქართველოს საჰაერო სივრცე იყო გადატვირთული. ეს იყო ძალიან პატარა მაგალითი იმ დიდ სურათში, რასაც ვამბობ, რომ სატრანზიტო ფუნქციის შესრულებისათვის აუცილებელი პირობაა მშვიდობა.",1,0,0,1,1,1,1
"როგორ შეიძლება, ქვეყანა უერთდებოდეს სანქციებს, როდესაც ამით ვერავითარ შედეგეს, თუნდაც დამკვეთისათვის, ვერ მიიღებ? როგორ წარმოგიდგენიათ ქართული სანქციებით რუსეთის ეკონომიკის დანგრევა? ჩვენი ოპონენტები აყენებენ საკითხს, რომ სოციალური მდომარეობის გაუმჯობესებისათვის უნდა გადაიდგას აქტიური ნაბიჯები, პენსიები და ხელფასები უნდა გაიზარდოს, სამუშაო ადგილები უნდა შეიქმნას, ტურიზმი უნდა განვითარდეს და ა.შ. პირდაპირ ციფრებად აქვთ წარმოდგენილი წინადადებები. მაგალითად, გახარიას პარტიის წარმომადგენლებმა შემოიტანეს ინიციატივა, რომ მინიმალური ხელფასი უნდა იყოს 1050 ლარი. „ლელო“ აყენებს საკითხს, რომ 1 000 ლარამდე გაიზარდოს პენსია და ეს ყველაფერი სანქციების ფონზე უნდა მოხდეს? ომის ვითარებაში ეს ხომ წარმოუდგენელია?!",1,0,0,1,1,1,1
"ეს არის თვალთმაქცურად კეთილშობილური განცხადებები. ზოგს წამოსცდება ხოლმე, რომ სჯობს, ცხელი ბომბები ცვიოდეს, ვიდრე მშვიდობა იყოს საქართველოში. განვითარება და ომი – ეს ორი რამ შეუთავსებელია. საქართველო თავისი იმპროვიზაციული პოლიტიკით, ფაქტია, რომ სწორად მიდის.",1,0,0,1,1,1,1
"შედარებისთვის, უკრაინაში დღეს არავინ ფიქრობს პენსიების მომატებაზე, სკოლების და საბავშვო ბაღების აშენებაზე. უკრაინაში მხოლოდ ერთი საფიქრალია, რამენაირად გადარჩეს ოჯახის ესა თუ ის წევრი. 10 მილიონზე მეტი ადამიანია უკვე დევნილადაა ქცეული, ეკონომიკა განადგურებულია.",1,0,0,1,1,1,1
"ჩვენთან კი ბოლო ერთი წლის განმავლობაში ტურიზის მაჩვენებელმა მოიმატა. 4,4 მილიარდი იყო 2024 წელს, 2025 წელს კი დაფიქსირდა 4,7. ინვესტიციები იზრდება, ქვეყნის ეკონომიკა 100 მილიარდამდე გაიზარდა. სწორედ, აი, აქ არის იმის შესაძლებლობა, რომ ინფრასრუქტურა განვითარდეს, შემოვიდეს ინვესტიციები და კიდევ მეტი ტურისტი. შემდეგ უკვე შესაძლებლებელი იქნება პენსიების უფრო სწრაფად მატება, სამუშაო ადგილების მეტი ინტენსივობით შექმნა – ბოლო პერიოდში 40 ათასით გაიზარდა.",1,0,0,1,1,1,1
"იმას კი არ ვამბობ, რომ ყველაფერი იდეალურად არის, მე ვამბობ, რომ ამ ურთულეს პერიოდში ასეთი პოლიტიკით არათუ მშვიდობა შევინარჩუნეთ და ომი ავიცილეთ, არამედ ყველა მიმართულებით შევძელით, რომ არის უკეთესი, ვიდრე იყო გუშინ, მაგრამ ეს საკმარისი არ არის და კიდევ უკეთესი გვინდა“, – განაცხადა დიმიტრი ხუნდაძემ.",1,0,0,1,1,1,1
