text,anger,disgust,fear,joy,sadness,surprise,neutral
"ე.წ. მცირე ზომის მარნების კლასიფიკაცია იცვლება - მცირე ზომის მარნად იმ ტიპის ღვინის საწარმო განისაზღვრება, რომლის წლიური წარმადობაც 25 000 ლიტრ ღვინოს არ აღემატება (16.04.2026, 16:24)",1,0,0,1,1,1,1
"ე.წ. მცირე ზომის მარნების კლასიფიკაცია იცვლება - მცირე ზომის მარნად იმ ტიპის ღვინის საწარმო განისაზღვრება, რომლის წლიური წარმადობაც 25 000 ლიტრ ღვინოს არ აღემატება.",1,0,0,1,1,1,1
"გარდა ამისა, სავალდებულო ხდება საქართველოში წარმოებული დაცული ადგილწარმოშობის დასახელების ალკოჰოლიანი სასმელის, საექსპორტოდ და ადგილობრივ სამომხმარებლო ბაზარზე რეალიზაციისათვის განკუთვნილი ყველა კატეგორიის ღვინის ორგანოლეპტიკური შემოწმება. ეს მოთხოვნა იმ ღვინოზე არ გავრცელდება, რომელიც მცირე ზომის მარანში იქნება წარმოებული.",1,0,0,1,1,1,1
"შესაბამისი ცვლილებები “ვაზისა და ღვინის შესახებ“ კანონში ხორციელდება, რომელიც გარემოს დაცვისა და სოფლის მეურნეობის სამინისტრომ მოამზადა. პროექტი პარლამენტს მთავრობამ წარუდგინა.",1,0,0,1,1,1,1
"პროექტის თანახმად, სარეალიზაციოდ განკუთვნილი, სერტიფიცირებული ალკოჰოლიანი სასმელის ნიშანდება სავალდებულო იქნება. ნიშანდებას ღვინის სააგენტო, გარემოს დაცვისა და სოფლის მეურნეობის მინისტრის მიერ დადგენილი წესით განახორციელებს.",1,0,0,1,1,1,1
"„ვაზისა და ღვინის შესახებ“ მოქმედი კანონის გათვალისწინებით, მცირე ზომის მარანში მოიაზრებოდა მეწარმე, რომელსაც ტრადიციული საოჯახო მარანი აქვს და რომლის წლიური წარმადობა 40 000 ლიტრს არ აღემატება. ცვლილებებით, ეს რაოდენობა 40 000-დან 25 000 ლიტრამდე მცირდება.",1,0,0,1,1,1,1
"„ვინაიდან მცირე ზომის მარნის ცნებამ და ჭარბმა წარმადობამ ფაქტიურად მისივე მნიშვნელობა დაკარგა, ამ ტერმინში ცვლილების განხორციელების და მცირე ზომის მარანში წარმოებული ღვინის წარმადობის ოდენობის შემცირების საჭიროება დგება.",1,0,0,1,1,1,1
"გასათვალისწინებელია, რომ აღნიშნული ღვინო ორგანოლეპტიკური მახასიათებლებით, გემოვნური თვისებებით საერთო ზეგავლენას ახდენს ქართული ღვინის რეპუტაციაზე, როგორც ადგილობრივ, ასევე საერთაშორისო ბაზრებზე. სწორედ ამ საკითხის რეგულირებისათვის მნიშვნელოვანია სახლის ღვინის ნაცვლად, ახალი კატეგორიის - ბუნებრივი ღვინის დამატება, რომელზეც არ გავრცელდება სავალდებულო ორგანოლეპტიკური შემოწმება მხოლოდ იმ შემთხვევაში თუ წარმოებულია მცირე ზომის მარანში და ამავდროულად, აღნიშნული ღვინის ეტიკეტზე განთავსდება ბუნებრივი ღვინისათვის განკუთვნილი შესაბამისი ნიშანი, რაც მომხმარებლის წინასწარ ინფორმირებას უზრუნველყოფს თავად პროდუქტის შესახებ.",1,0,0,1,1,1,1
"ამასთან, მნიშვნელოვანია ქართული ღვინის ხარისხისა და რეპუტაციის შენარჩუნება როგორც ადგილობრივ, ასევე საერთაშორისო ბაზრებზე და შესაბამისად, მომხმარებლისათვის მაღალი ხარისხის პროდუქტის მიწოდების უზრუნველსაყოფად აუცილებელი ხდება, ყველა კატეგორიის ღვინო - როგორც საექსპორტო, ასევე ადგილობრივ ბაზარზე სარეალიზაციოდ განკუთვნილი - ორგანოლეპტიკურ შემოწმებას დაექვემდებაროს.",1,0,0,1,1,1,1
"ზემოაღნიშნულიდან გამომდინარე, საკითხის რეგულირებისა და შესაბამისი მექანიზმების დანერგვის მიზნით, მიზანშეწონილია ალკოჰოლიან სასმელზე ნიშანდების შემოღება და ორგანოლეპტიკური შემოწმების ფარგლების გაფართოება”, - განმარტავს გარემოს დაცვისა და სოფლის მეურნეობის სამინისტრო კანონის პროექტზე თანდართულ განმარტებით ბარათში.",1,0,0,1,1,1,1
