text,anger,disgust,fear,joy,sadness,surprise,neutral
I,0,0,0,0,0,0,1
"Почитаемий г. Балкански,",0,0,0,0,0,0,1
"Може да сте ме вече забравили, но аз ще Ви наумя някои обстоятелства и вярвам, че ще си припомните кой съм. Помните ли, като пътувахте по Европа, бяхте се отбили и в Прага и всичките българи-студенти се отнесоха тъй хладно към Вас, даже Иречек, само аз бях единственият, който Ви поканих у дома си и пренощувахте няколко дена. Помните ли, като ме заварихте с дъщерята на хазяйката? А помните ли, като останахте сами, как Ви гощавали и сте им пели „Нощ е ужасна“? Аз съм същия, Бодков, свърших вече висшето си образование и се завърнах в отечеството си. Понеже нямам между познатите си друго влиятелно лице освен вас, обръщам се с молба към Вас и Ви моля да помолите някоя от редакциите на някой правителствен вестник да напечата приложената тук дописка, от която изпращам копие и за Вас, ако би в случай да се загуби в редакцията. Аз вярвам, че тази дописка е достатъчна, за да си състави правителството понятие за моите идеи; аз даже съм в състояние да напиша много повече от това, ако стане нужда. Аз съм свършил по философията, господин Балкански! Освен това имам към Вас една молба: баща ми е предприемач и сега му бракуват за петдесет хиляди лева обуща, та ще Ви моля да походатайствувате да му ги приемат, както приеха от същия материал на един евреин. Това патриотично ли е?",0,0,0,0,0,0,1
"Да не помислите, че аз пиша дописката си да угодя на правителството. Съвсем не. Бракуването на обущата няма нищо общо с дописката и най-сетне трябва да знаете, че аз не съм человек, който търгува със своите убеждения.",0,0,0,0,0,0,1
Приемете уверение в моето отлично към Вас почитание.,0,0,0,0,0,0,1
Ваш Бодков,0,0,0,0,0,0,1
"P. S. Редакцията може да измени моята дописка, както намери за добре, аз не съм претенциозен човек.",0,0,0,0,0,0,1
Същий,0,0,0,0,0,0,1
P. P. S. Обущата са бракувани преди три дена.,0,0,0,0,0,0,1
Същий,0,0,0,0,0,0,1
"Ето и дописката, за която се поменува в горното писмо:",0,0,0,0,0,0,1
Копие,0,0,0,0,0,0,1
Писмо до редакцията,0,0,0,0,0,0,1
"Господин редакторе,",0,0,0,0,0,0,1
"Кръвта ми леденее в жилите, мозъкът ми се сковава към черепа, сърцето ми престава да бие и аз с трепет на душата си взивавам към почитаемото Правителство и го моля да отговори, ще има ли край неговото търпение спрямо разрушителната разюзданост на опозиционната преса? Народът иска да знае (смело мога да утвърдя това) кога ще се пречупят светотатствените пръсти на опозицията, които се осмеляват да докосват - о, ужас! - до Девствената и Свещена Особа на нашия общ Баща, залогът на нашето щастие и благоденствие. Вместо безропотно благоговейно преклонение пред светлото олицетворение на нашата независимост, вместо коленопреклонна готовност към удовлетворение на Височайшите похоти и желания у нас се явяват българи (изроди на българския народ), които се осмеляват да приписват на недосегаемата Особа человечески слабости!!!... Туй е повече от предателство на отечествените интереси. Това е небивал в историята разврат! Даже намериха се такива разбойници на перото, които въстанаха и се постараха да спрат и да осквернят най-голямата добродетел на нашите общини, дето подаряват общински гори, острови и градини на своя Височайши Любимец. Величието на трона е същевременно величие на народа и вместо да се гордеем, че общините ни доказват нагледно своята любов към Короната и Династията, вместо да ликуваме, че нашето доскоро диво отечество се покрива с разкошни дворци и вили, намират се българи - въобразете си, българи! - които и след това не са доволни! Такива недоволници сеят разврат в обществото и българският народ трябва с отвращение да гледа на тях. Те са причината за нравствения упадък на нашето общество и за туй недоверие, което се вселява между правителството и обществото и тъй зле влияе на народния поминък. От това недоверие страдат частните интереси на най-почитаните и добросъвестни търговци, както е случаят с нашия достоуважаем гражданин NN, комуто тия дни са бракували по недоразумение за 50 000 лв. обуща от най-хубав материал. И тъй, Правителството трябва да вземе мерки да се запушат веднъж завинаги устата на опозицията. Това е най-горещото желание на българския народ.",0,0,0,0,0,0,1
X. У.,0,0,0,0,0,0,1
"Господин редакторе,",0,0,0,0,0,0,1
"Аз Ви обещавам занапред да Ви пиша, колкото искате такива дописки против опозицията, само ще Ви моля името да остане инкогнито за публиката. Аз съм свършил по философията.",0,0,0,0,0,0,1
С особно почитание:,0,0,0,0,0,0,1
Бодков,0,0,0,0,0,0,1
II,0,0,0,0,0,0,1
"Господине Бодков,",0,0,0,0,0,0,1
"Дохажда ми на ум кой бяхте Ваша милост, ка'ще да не помня, помня и тебе, помня и годеницата Ви и майка й беше зарарсъз, нали ги учих да готвят кое туйцък-онуйцък и на пиано свирехме, много добре помня. Ти си изпекъл занаята, както те виждам аз тебе, туй философията, както се види, не била само за ахмаци хора да изкарва. А за обущата, дето пишеш, малко сте сгрешили, тая работа не става с дописка, видиш ли, че на евреина, дето казваш, приели обущата, приели ги зер, защото той знае де Аврам копае корени, развържи си и ти кесията. Писмото ти прочетох от край до край и проумях за какво ти е зора, ама да бъдеш предприемач, и то не е за всяка уста лъжица, не прилича на философия и трябва сам да се сещаш от кого зависи да ти приемат обущата, на баща ти тоест. А дето казваш за династията, нейсе, карай да върви, модата му е такваз, най-сетне, дума дупка не прави.",0,0,0,0,0,0,1
Поздравявам Ви,0,0,0,0,0,0,1
Ваш Ганьо Балкански,0,0,0,0,0,0,1
III,0,0,0,0,0,0,1
Многоуважаемий господин Ганьо!,0,0,0,0,0,0,1
"Обръщам се към Вас, Вие сте народен представител и молим занапред да не се повтарят подобни работи, дето да ходи цял полк из гората и да лаят като кучета и господа офицерите да бият зайци, защото ний не сме пратени да се учим да лаем, а да пазим своето отечество и съвсем уморени, капнали, сълзи ти текат от очите, изгладнял, а те те карат насила да лаеш, хем хубаво да бъде, като копой, инак бой, че не си знаял като ловджийско куче да лаеш, и убиха само пет (5) заека. Добре, че не нараниха някой войник, защото пак ще яде бой, че не се е вардил. Освен това назначиха ме вестовой и аз пера гащичките на детето и на пайтона също аз. Това е едно срамотно нещо и молим да издадете закон и като нямам повече какво да ви пиша, оставам. Скъсайте писмото.",0,0,0,0,0,0,1
Ваш покорен,0,0,0,0,0,0,1
"Тръпко Тръпков, младши войник.",0,0,0,0,0,0,1
IV,0,0,0,0,0,0,1
"Господин Тръпко,",0,0,0,0,0,0,1
