text,love,joy,anger,sadness,fear,surprise,neutral
"Тренът ни влезе под огромния свод на пещенската гара. Ний с бай Ганя влязохме в бюфета. Като знаех, че тук ще се бавим цял час, аз преспокойно се разположих при една маса и си поръчах закуска и пиво. Наоколо ми свят - гъмжило! Па и хубав свят. Маджарите, знайте, не са ми твърде по сърце, ама, виж, маджарките – против тях нямам нищо. Залисан в шума, не забележих кога бай Ганьо изфирясал от ресторана заедно с дисагите си. Де бай Ганя? Чашата му празна. Огледах се наоколо, подирих с oчи из целия ресторан – няма го. Излязох вън – на перона, – бре тук бай Ганьо, там бай Ганьо – няма! Чудна работа! Помислих, че е отишъл във вагона да прегледа да не е отпънал някой килимчето му.",0,0,0,0,0,0,1
"Върнах се пак в ресторана. Има още половин час и повече до тръгването на трена. Пия си пиво и зяпам. Портиерът след всеки пет минути удря звънеца и равнодушно, с един ленив глас съобщава направлението на треновете: „хе-геш-фе-ке-те-хе-ги, киш-ке-реш, се-ге-дин, уй-ве-дек.“ Няколко англичани пътници го зяпнали в устата, а той, види се, навикнал на вниманието, което обръща със своеобразния си език, засмива се до уши и с още повисок и дрезгав глас продължава: „уй-ве-дек, киш-ке-реш, хе-геш-фе-ке-те-хе-ги“... – с натъртено ударение на всеки слог.",0,0,0,0,0,0,1
"Останаха още десетина минути до тръгването на трена. Аз се разплатих, заплатих и бай Ганьовото пиво и излязох на перона с намерение да го потърся. В това време под свода на гарата влизаше медлено един трен и, представете си, в един от вагоните на този трен, увиснал до половина на прозореца, лъсна бай Ганьо не можах да дочуя по причина на шипенето на локомотива. Аз разбрах каква е работата. Като се спря тренът, той скочи на земята, притече се при мене и ми разказа с голям примес от енергични псувни, които, с позволението ви, няма да повтарям, следующето:",0,0,0,0,0,0,1
"– Остави се, брате, изпотрепах се от бяг...",0,0,0,0,0,0,1
"– Какъв бяг, бай Ганьо?",0,0,0,0,0,0,1
– А бе какъв бяг! Ти нали беше се зазяпал там в гостилницата...,0,0,0,0,0,0,1
– Е? – отвръщам аз.,0,0,0,0,0,0,1
"– Е? В туй време, разбираш ли, оня до вратата задрънка звънеца, па чух, че свирна машината, излизам – не можех да ти се обадя, – гледам, нашият трен потегли. Бре! Килимчето ми! Та като хукнах подир него, па бяг, па тичане – остави се! Хеле по едно време, гледам, поспря се, и аз – хоп! – та вътре. Един ми поизвика нещо сепнато - хекѐ-мекѐ – аз, знаеш, не си поплювам, пооблещих му се насреща, показах му килимчето, нейсе, разбран човек излезе. Позасмя се даже. Кой да знае, че ще се връщаме пак назад. Унгарска работа!",0,0,0,0,0,0,1
"Аз, грешен човек, от душа се смях на бай Ганьовото приключение. Бедният! Тренът маневрирал да влезе в друга линия, а бай Ганьо тичал, горкият, цели три километра да го гони – зер килимчето му вътре!...",0,0,0,0,0,0,1
"– Ами ти, от бързане, забравил си да заплатиш бирата си, бай Ганьо.",0,0,0,0,0,0,1
"– Голяма работа! Те малко ли ни скубят – отговори бай Ганьо с един тон, нетърпящ възражение.",0,0,0,0,0,0,1
– Аз я платих.,0,0,0,0,0,0,1
"– Имал си бол пари – платил си я. Я качвай се, качвяй се по-скоро да не припкаме пак подир машината – каза наставнически бай Ганьо.",0,0,0,0,0,0,1
"Влязохме във вагона. Бай Ганьо приклекна над дисагите си гърбом към мене, извади половин пита кашкавял, отряза си едно деликатно късче, отряза и един огромен резен хляб и почна дя мляска с един чудесен апетит, като издувяше със залъците си ту единия, ту другия образ и час по час опъваше шията си, за да може да преглътне сухия хлебец. Нахрани се бай Ганьо, пооригна се веднъж-дваж, изтърси трохите в шепата си, глътна и тях, измъмра под носа си: „Ех, да има сега иякой да ме почерпи едно винце“, седна насреща ми, засмя се добродушно и след като ме гледа умилно цяла минута, рече:",0,0,0,0,0,0,1
"– Твоя милост, ходил ли си, обикалял ли си тъй повечко свят?",0,0,0,0,0,0,1
"– Ходил съм, бай Ганьо, доста.",0,0,0,0,0,0,1
"– Ии, ами аз що свят съм изтръшнал! Ц... ц... ц... Ти остави Едрене, Цариград, ами във Влашко! Ти вярвяш ли? Туй Гюргево, Турну Магурели, Плоещ, Питещ, Бряила, Букурещ, Галац – чакай да не те слъжа, в Галац не помня бях ли, не бях ли – всички съм ги изредил.",0,0,0,0,0,0,1
"Пътят ни до Виена мина еднообразно. Аз предлолих на бай Ганя една от книжките си, за да си съкрати времето с четене, но той любезно отклони предложението ми, защото бил чел доста на времето, и счете за по-практично да си дремне. Защо ще стои бадева буден; тьй и тъй е дал пари за железницата, поне да се наспи. И заспа. Заспа и захърка така, че не ти трябва да слушаш рева ня Атлаския лев.",0,0,0,0,0,0,1
"Стигнахме във Виена и спряхме в традиционният хотел „Лондон“. Слугите снеха от колата моята чанта, поискаха да вземат и бай Ганьовите дисаги, но той от деликатност ли, кой знае, не им ги даде:",0,0,0,0,0,0,1
"– Как ще им ги дадеш бе, братко, гюл е това – не е шега, миризма силна, – ще бръкне да извади някое шише – иди го гони сетне! Знам ги аз тях. Ти не ги гледай, че са такива   м а з н и   (бай Ганьо искаше да каже   у ч т и в и,   но тая дума е още нова в нашия лексикон, забрявя се), не гледай, че се увиват около тебе. Защо се увиват? Мигар доброто ти мислят? Айнц, цвай! Гут моргин, па все гледат да докопат нещо. Ако не – бакшиш! Аз защо пазя на излизане от хотела да се изнижамълчешката... Просеци! На тогоз крайцер, на оногоз крайцер – няма изкарване!",0,0,0,0,0,0,1
"Тъй като розовото масло, което носеше бай Ганьо, беше действително доста ценен предмет, аз му препоръчах да го предаде за съхранение на касата.",0,0,0,0,0,0,1
"– На касата ли? – извика той с тон, в който звучеше съжаление за моята наивност. – Чудни сте вий, учените? Ами, че ти отде знаеш какви са онези на касата? Прибере ти гюла завий си края нанякъде... Е, сетне? Какво правваш? Остави се! Видиш ли този пояс? – И бай Ганьо си повдигна широката жилетка. – Всичките мускали ще ги натъпча вътре. Истина, тежичко малко, ама сигур.",0,0,0,0,0,0,1
"И бай Ганьо се обърна гърбом към мене („свят много, хора всякакви, кой знае и туй хлапе какво е“) и почна да тъпче мускалите зад пояса си. Аз го поканих да обядваме.",0,0,0,0,0,0,1
– Къде да обядваме?,0,1,0,0,0,0,1
"– Долу, в ресторана.",0,0,0,0,0,0,1
"– Благодаря, не ми се яде! Твоя милост иди, хални си. Аз ще те почакам тука.",0,0,0,0,0,0,1
"Уверен съм, че щом излязох из стаята, бай Ганю е отворил похлупците. Има си човекът закуска, защо ще си харчи парите за топло ядене – няма да умре от глад я!",0,0,0,0,0,0,1
