text,anger,disgust,fear,joy,sadness,surprise,neutral
"Таки Бираджията още спеше, макар че слънчевите лъчи отдавна бяха пронизали замъглените от нечистота прозорци на неговата душна стаица; лъчите осветиха постепенно нозете му, пропълзяха към благоутробието му, лъснаха засъхналата и напукана от вътрешния огън долна устна, устремиха се в отворените му уста и проникнаха до гърлото, от което се къртеха вълните на едно смущающе ухото хъркане. Тъкмо в туй време пощенският раздавач почука трикратно на вратата. Но Такевото ухо разбира ли ти от такива нежни сигнали. Да беше делник - иди-доди, ами то се случило празник. Насрещу празник, вие знаете, човек се поотпуща повечко: с тогоз се чукне, с оногоз се чукне, па току виж, че се поначукал. И с бай Таки се случи същото: той от желание да препоръча бирата си беше се коджа понаквасил. Думата ми е санким, да не ви е чудно, че пощенският раздавач повтори почукването на вратата, па като не се обади никой, той нанесе такива бездушни удари върху нищо невиновната врата, щото, ако би цял казан бира да бе посетила стомаха на бай Такя, той пак щеше да се събуди. И се събуди. Отвори си очите, замижа срещу слънцето и с един глас, достоен за гърлото, от което излезе, той попита: — Кой там? — Поща - отговори раздавачът, влезе в стаята, прекрачи до леглото, подаде едно писмо и побърза да се избави от задушената атмосфера на непроветрената спалня. Бай Таки се поизкашля, както си му е реда, поотри си очите и разгърна писмото. Покана!",1,0,0,1,1,1,1
"„Почитаемий Господине, умолявате се да заповядате утре, неделя, в 5 часа след пладне, в склада „Сухиндолски вина“, гдето ще се обсъжда въпроса за основаването на едно въздържателно дружество.",1,0,0,1,0,1,1
"С почитание: За инициаторите Танас Дочоолу, кръчмар“",1,0,0,1,0,1,1
"Боже мой! Колко навреме се получи тази покана. За съхналото гърло и попуканите устни на бай Такя бяха в този момент такива агитатори в полза на въздържанието, щото той с възторг усвои благородната идея и оставаше само да настъпи петият час след пладне, за да се обяви най-горещ защитник на въздържанието. През деня бай Таки пи вода. (Криво да стоим, право да говорим - изпи си той две чашки винце, ама то тъй се казва.) Пет часа ударил-неударил, бай Таки прекрачи прага на обширния склад „Сухиндолски вина“.",1,0,0,1,0,1,1
"— Тук ли е бай Танас? - попита той момчето, което стърчеше зад тезгяха.",1,0,0,1,0,1,1
"— Заповядайте, тука са, в стаичката - отговори почтително момчето и пристъпи, та му отвори вратицата.",1,0,0,1,1,1,1
"Стопанинът, Танас Дочоолу, посрещна любезно своя събрат и го покани да заеме място. Солидно и мълчаливо седяха покрай стените няколко граждани, които ги въодушевяваше и привличаше тук благородната идея на бъдещото дружество. Бай Таки поздрави всичките и пак се възстанови тишина, нарушавана само от скромни покашляния. Виждаше се явно, че събравшите се очакват някое лице, без което не се решаваха да отворят заседанието. Не се мина много време, външните врата се отвориха. Дочоолу се спусна да види дали не ще иде желаният гост, но веднага се върна с недоволен вид. В стаята се изтърси съвсем неочаквано Данко Харсъзина. „Ударихме кьоравото!“ - пошепна бай Танас на бай Такя. То се види, че не това бе очакваното лице. Данко отвори уста да каже нещо - Данковият разговор какъв ще бъде: да напсува някого; но никой не изяви охота да го слуша и той млъкна. Минаха още няколко минути и (слава богу!) момчето се втурна стремглаво в стаята и извика като уплашено: „Иде! Иде!“",1,0,0,1,0,1,1
"Всички наставаха. Външните врата се отвориха и на прага се показа във всичкото си величие, в оригинал, общият наш приятел бай Ганьо Балкански.",1,0,0,1,0,1,1
"— О-о! Да живей! - извика въодушевено многоочакваният гост, без да определи кое „да живей“, но и без пояснение всички разбраха, че това се отнася до бъдещото дружество.",1,0,0,1,0,1,1
"— Да живей! - отзова се събраната група и почнаха да се изреждат да стискат ръка на бай Ганя. Данко Харсъзина, винаги по-малко деликатен, позволи си (представете си!) да потупа бай Ганя по врата, но господин Балкански го стрелна така с очите си, щото Данко си сви опашката и се сгуши в едно кьоше. „Не му вържи кусур, бай Ганьо - пошепна стопанинът, - нали го знаеш. Данко си е все Данко - сарахошин.“",1,0,0,1,0,1,1
