text,love,joy,anger,sadness,fear,surprise,neutral
"Е, не можеше ли сега без него, ама де-де! Не беше ли санким съвсем достатъчно да свършат работата само официалните делегати, ами трябваше и бай Ганьо да си въвира гагата. Мигар, ония, официалните, не бяха в състояние да покажат пред външния свят какво значи българин и български патриотизъм. Ами че такива характери като човека с окладистой русской бородой, или пък оня, който е похож на французика очень бойко и плавно говорит по французски, или най-сетне известный болгарский дипломат малко ли бяха? Даже ако питате, само последният им стигаше на русите. Человекът, когото руската преса нарича болгарский дипломат, е всъщност филибелийски сапунджия. Какво значи прогресивна нация! Когато българските сапунджии минават в Русия за дипломати, представете си пък какво ще стане да се яви пред Матушката един български хасъл дипломат, а? Колкото и да си скромен, не можеш да не се гордееш! Наистина, справедливостта го изисква да признаеш, че и французите малко позаприличват на нас: техният Феликс Фор от кожарин стана президент на Републиката, па и римляните имат подобен случай: Цинцината помните ли? Но ний ще надминем и едните, и другите. Опитайте се например да се изправите насред чаршията със завързани очи: аз ви уверявам, че първият българин, когото вий хванете и попитате: „Желаеш ли да станеш български княз?“ — без да се колебае една минута, ще ти отговори утвърдително; може би само ще ти тури условие подаръците и бакшишите, които раздава, да се изплащат не от платата му, а от хазната...",0,0,0,0,0,0,1
"За бай Ганя е приказката... Та това де, не можеше ли, рекох, да се мине без него? Защо трябваше и той да представлява българският народ? Ама ще речете, че той не е официален делегат. Все едно. Щом ходят да го интервюират кореспонденти от важни вестници и неговите думи като оракулско предсказание се разнасят чрез печата по целия свят — иди сетне доказвай, че чрез бай Ганьовите уста не глаголи народът български...",0,0,0,0,0,0,1
"Но аз, непоправим оптимист, мисля си, че съдбата е преплела бай Ганя в тази мисия само и само за да запази депутацията своя настоящи български национален характер, защото, както щете, но окладистая русская борода, французик дипломат — не звучат български. А че бай Ганьо е държал високо и с достолепие знамето на българския патриотизъм, това ще види всякой ясно от следующото интервю. (Няма защо да поменуваме, че първият господин, облечен във фрак, който влезе в стаята на бай Ганя и пред когото бай Ганьо успя да излее своите братски чувства, беше не кореспондент, а келнер от гостинницата. Малко недоразумение, но какво да чиниш? Накипели в гърдите искрени чувства, замъглили се очите от умилителни сълзи — твърде е естествено да стане грешка.)",0,0,0,0,0,0,1
"Влиза кореспондент. Бай Ганьо беше ли си приготвил нарязан лук, не беше ли — не зная, но мога положително да утвърдя, че очите му се просълзиха:",0,0,0,0,0,0,1
"— О-о, здрасти, братушка, здрасти. Девет години, братушка, девет! Не е ден, не са два, девет години — и заплака бай Ганьо.",0,0,0,0,0,0,1
"Всеки би помислил твърде естествено, че братската среща след дълга печална раздяла препълнува с нежни чувства гърдите на бай Ганя и избитъкът на тия чувства се лее във вид на умилни сълзи; но какво беше учудването на кореспондента, когато видя, че моментално лицето на събеседника му се проясни, и чу от устата му следующите думи, изказани като че крадешком, с едно подмигване:",0,0,0,0,0,0,1
"— Ама да знайш какъв венец сме яптърдисали, здраве му кажи — чиста работа! Не тъй бакър, сребро — ами чисто злато. И знайш ли колко струва? Как ти мислиш, братушка?... На мен да поднесат русите например, санким де, такъв венец, и краката им ще цалувам — какво хортуваш, не е шега, злато! Хем чисто злато, не така...",0,0,0,0,0,0,1
"— Ами у вас там движение някакво македонско се начнало — отклонява разговора кореспондентът. — Намирате ли, че това движение е своевременно?",0,0,0,0,0,0,1
"— Движение ли? Какво движение?! — учудва се бай Ганьо, като че за пръв път чува за таквоз нещо. — Я недей се кахъри! Никакво движение няма... Чапкънска работа! Хайдучаги! Хич за въстание време ли е сега? И какво искат тия хаймани — не мога да разбера. Твоя милост, знайш ли какво? Не зная дали знайш — има един ферман от 1870 година за шестима владици в Македония — трима са дали, още трима ще дадат, па ще си седнат всички на задника! Това им е зора!",0,0,0,0,0,0,1
— Ами Берлинския договор?,0,0,0,0,0,0,1
— А бе я ги запуши тез... За друго да си приказваме. Я ми кажи ти мене Драгана Цанкова познаваш ли?,0,0,0,0,0,0,1
"— Да, мисля, че доста добре го познавам.",0,0,0,0,0,0,1
— Е? — и бай Ганьо усили въпроса с едно двусмислено шаване на пръстите си. — Как ти се види тоз чиляк?,0,0,0,0,0,0,1
"— Мисля, че е един добър патриот.",0,0,0,0,0,0,1
"Бай Ганьо се засмя неестествено и си заклати главата: — Па-три-от ли? Е-хе-е, да го зна-еш каква ми е сто-ка! Че той помислил ли е един ден за свойто отечество. Той гледа да настани само себе си и зетя си. Такъв си е от малък, нали го зная. За патриоти ако питаш, ний сме хасъл патриоти. Хубаво ме гледай! На мене не двесте — сто и петдесет рубли ми вържете на месец, че да видиш ти какво прави бай ти Ганьо... Че как ме хесапиш, твоя милост! Туй не е Абисиния...",0,0,0,0,0,0,1
"— Обядвали ли сте, господин Балкански?",0,0,0,0,0,0,1
"— Защо питаш? Да не ме поканиш я на обед, я?... Аз приемам. Славяне не сме ли?",0,0,0,0,0,0,1
Интервюто се прекъсна.,0,0,0,0,0,0,1
"София, 1 юли 1895 год.",0,0,0,0,0,0,1
