text,love,joy,anger,sadness,fear,surprise,neutral
— И аз имах една среща с бай Ганя — обади се Кольо — в Дрезден. — Искате ли да ви я разкажа?,0,0,0,0,0,0,1
— Иска ли питане? Разказвай! — извика цялата компания.,0,0,0,0,0,0,1
"— Не зная дали сте чували — преди няколко години дрезденското общество биде разтревожено от една крайно печална катастрофа, жертва на която стана една българка, ученичка, и един млад американец. Аз ще ви припомня тази печална случка с две думи. Българката се учеше в Дрезден. В този град, както знаете, има цели квартали англичани, американци, руси и други иностранци, децата на които следват в тамошните учебни заведения. Една американка, ученичка, се сприятелява с нашата българка. Англичанките и американките ученички имат този каприз — да вземат под своето покровителство някоя съученичка измежду най-беззащитните. За такава се е показала и нашата българка: по-свитичка, по-смиреничка, по-мълчаливичка. Сприятелили се те и американката почнала да я кани у дома си на гости по празнични дни. Българката се запознава с цялото им семейство, а между другите и с брата й, млад, двадесетгодишен момък, който изучаваше живопиството. Кой знае дали по свойствената на младите художници наклонност да се увличат от всякой жив модел, неподходящ под общия тип на окръжающите ги модели, дали по присъщата на американците склонност към оригиналност, но младият момък след няколко срещи с нашата скромна и срамежлива българка като че почна да сеща влечение към нея; той се ползуваше от всякой случай да се срещне с нея, да споделя своите артистически впечатления, да любезничи, с една дума, те почнаха да се любят. И тази любов им скъси дните.",0,0,0,0,0,0,1
"Един празничен ден през летните ваканции цялото семейство, придружено и от българката, тръгва на разходка из Саксонска Швейцария. При една скалиста живописна местност младият художник, увлечен в разговора с българката, се отдалечил от компанията. Една висока скала привлякла вниманието на момъка и той почнал да се катери по нея. Тръгва след него и спътницата му: но не успяват да стигнат и до средата на опасната скала, американецът се подхлъзва и в падането си увлича и българката в пропастта. Дотук им бил животът.",0,0,0,0,0,0,1
"Мъртвата двоица докараха в Дрезден, в клиниката. Цял град се разтревожи от това печално събитие. Сума свят се изпровървя да ги види, прострени един до друг върху една голяма мраморна маса. Веднага телеграфираха на брата на българката да дойде в Дрезден; по-близки роднини тя нямаше. Телата балсамираха, за да ги съхранят до пристигането му. Множество венци украсиха смъртното им легло. На третия ден се получи от Виена телеграма, че братът на покойната тръгва за Дрезден. Телата пренесоха в дома на американското семейство. Като очакваха с нетърпение пристигането на брата, сума мистери и мистриси, сума леди и джентлементи бяха се събрали в този дом. Семейството принадлежеше към висшето дрезденско общество. Бях отишъл там и аз с неколцина българи студенти. Имахме покани като българи, знайте, българка-покойница. Други пък българчета бяха отишли на станцията да посрещнат брата на покойната. Чакаме. Печална тържественост! Всичките апартаменти бяха пълни с посетители. Говореха тихо, с шепнене. Тишината се нарушаваше от време на време с горчивите ридания и отчаяни въздишки на убитата от скръб майка на покойния момък. В един интервал на мъртва тишина откъм коридора се зачу една страшна глъчка: чу се грубо тропане на обуща — като че водеха подкован кон, — чуха се гласове: „Къде е? Тука ли бе?“ „Шш!... По-полека!“ И в стаята на покойниците се вмъкна с калпак на главата... бай Ганьо.",0,0,0,0,0,0,1
"— Добър ден! — извика той с един тон и с едно изражение на лицето, което не приличаше толкова на скръбно настроение, колкото на негодувание; като че окръжающите лица бяха виновни за смъртта на сестра му.",0,0,0,0,0,0,1
"Бай Ганьо се приближи към смъртното легло и случайно отдръпна савана от лицето на момъка. — Кой е този? Какъв е този човек? — попита той, като огледа цялото събрание почти свирепо и чакаше с устремени очи отговор.",0,0,0,0,0,0,1
"Един студент, българин, потънал от срам, приближи до бай Ганя, побутна го лекичко за ръкава и отдръпна савана от лицето на покойницата. Бай Ганьо си сне калпака, прекръсти се и я цалуна по челото.",0,0,0,0,0,0,1
"— Ох, завалийката! Какво ти било писано... Марийке, Марийке! — завъртя бай Ганьо глава. Каквото щете, ама пак туй въртене с глава по̀ приличаше на заканване към посетителите, отколкото на изражение на скръб.",0,0,0,0,0,0,1
"Той изгледа подозрително лежащия до сестра му покойник и след като пошава въпросително главата и пръстите на лявата си ръка по възточному, обърна се към студента: — А бе каква е тая работа? Защо са турили   о н о г о в а   тука? Що ще мъж в пансиона?",0,0,0,0,0,0,1
"— Шш! Моля ви се, господин Ганьо, по-полека приказвайте.",0,0,0,0,0,0,1
— Защо по-полека бе? Аз пари харча тука! Де е директорката?,0,0,0,0,0,0,1
"— Тук не е пансионът, тук е частна къща — отговаря гръмнатият студент.",0,0,0,0,0,0,1
— Как частна къща?,0,1,0,0,0,0,1
"— Шш... Ради бога, по-тихо приказвайте! — умоляваше оглушеният от бликналата в главата му кръв нещастен студент, готов да заплаче.",0,0,0,0,0,0,1
"Независимо от бабаитското поведение и маниери на бай Ганя, които вече заприличаха на кощунство, на подигравка със свещените чувства на всички окръжающи, a и самият му външен изглед съвсем не вдъхваше симпатия на американците и англичаните, а особено на нежната им половина.",0,0,0,0,0,0,1
"Бай Ганьо беше облечен в бозови шаячни дрехи, с нечистени, запрашени ботуши, вратът му завързан с една голяма траурна кърпа, под която се виждаше доста кирлива, разкопчана по средата риза. В ръката му бастон и под мишницата един пакет, обвит с жълта книга. Мустаките му бяха пак засукани, а брадицата му пак небръсната — обрасла.",0,0,0,0,0,0,1
— Този ли господин е братът на mademoiselle Marie? — попита ме един от домашните.,0,0,0,0,0,0,1
"Аз му отговорих утвърдително, като прибавих за оправдание на бай Ганьовото поведение и външност една набързо скроена лъжа: казах му, че телеграмата със скръбното известие намерила бай Ганьо в неговия чифлик, когато той надзиравал полските си работи, и че без да се отбива във вилата си (бай Ганьо и вила!), той отишел на железницата, снабдил се с пари от познатите на гарата и дошъл в Дрезден, без да се спира някъде. А сегашното му поведение, ако и да изглежда странно, трябва да му се прости, като се има пред вид поражающото впечатление, което му произвожда незаменимата загуба на сестра му и... огромните загуби, които претърпява от несвоевременното напущане на полските си работи.",0,0,0,0,0,0,1
"— О, бедният! — изговори съчувствено моят събеседник и отиде да сподели чувствата си за бай Ганя с другите домашни и приятели.",0,0,0,0,0,0,1
"Поотлекна ми на сърцето, господа! Но за твърде кратко време ми поотлекна. Американецът, домашният, беше успял вече да съобщи събраните от мене сведения на голяма част от присъствующите; тяхното благородно негодувание, предизвикано от бай Ганьовите маниери, беше се уталожило и всички гледаха не само благосклонно, но и съчувствено на бай Ганя: неочаквано пристигнала ужасна телеграма, неприготвено тръгване на далечен път, огромни загуби — това са такива сюрпризи, от които всеки човек може да се слиса. И с тези сюрпризи оправдаваха те снизходително бай Ганя. Но, господа, я ми кажете, моля ви се, с какво можехме ний, българите студенти, да оправдаем следното действие на бай Ганя. Студентът, който се навърташе около него, за да обуздава порива на чувствата му, разказваше му тихичко как е станала катастрофата в скалите на Саксонска Швейцария. В течение на този разказ бай Ганьо изказваше с разни движения, с глава и ръце, чувствата, които го вълнуваха: ту зацъка с език и изпусне едно: „Тюх, да се не видеше макар!“, ту погледне сестра си па заклати глава: „клетата!“, ту погледне покойния момък, заклати заканително глава и светне мълния с очите си, като че иска да каже: „Хич олмаса, тоя дангалак е изял някои... някоя попара.“ Иностранците тълкуваха по своему тези мимики и едва ли угадваха значението им, защото инак те не биха гледали така съчувствено към бай Ганя, когото те считаха за умопомрачен от скръб. По едно време бай Ганьо под впечатлението на разказа зацвъка толкова силно с езика си, щото всички устремиха очи към него. В този именно момент той приложи големия пръст на дясната си ръка към дясното отвърстие на носа си, изкриви си малко очите и устата надясно, понаведе си главата, че като духна през лявото отвърстие на носа си... Па приложи и левия пръст към другото отвърстие, че като запращя още веднъж... Ние се провалихме окончателно...",0,0,0,0,0,0,1
"Можеше и туй да се извини, ще речете вие, с бързината на тръгването му: забравил, ще кажете, нещастният, от бързина и слисване даже кърпа да си вземе. Ама не е тъй! Не е, защото веднага след тази операция бай Ганьо разгърна пакета с жълтата книга, извади — какво мислите? — цяла дузина кърпи и почна да ги раздава на присъствующите, преимуществено на българите за „бог да прости“, като повтаряше при подаването им: „На, вземи и ти, па речи бог да прости“; или помаха към някого с ръка да се приближи и му извика: „Ей, момче, ела тук, на̀ и на тебе, хайде, па речи бог да прости   М а р и й к а“...",0,0,0,0,0,0,1
"— Повече не ще ви разказвам, господа — извика отчаяно Кольо, — вий сами се помъчете да си представите физиономиите на англичаните и американците, които окръжаваха бай Ганя. Ще ви кажа само, че след като се свърши опелото на покойницата като православна в руската черква и след като я погребахме, бай Ганьо бе поканен да поживее до заминуването си от Дрезден в дома на американците. Той пренощува там само един ден. Какво поведение е държал в тази къща — не ми е известно. Само на тръгване казал на студента българин, който го изпращал на гарата: — Остави се, брате, малко остана да направя една поразия. Не им зная реда на тия американци: ядене бол, бадева, па ядох, ядох, щях да се пукна от ядене; па през нощта... Остави се!... Че остави това, ами друга поразия: дохожда сутринта, разбираш ли, една жена, почуква на вратата. Аз — „Слободно!“ Влиза, носи ми кафе с мляко и разни сладкиши. Сложи, разбираш ли, дискоса на масата, па взе да души из въздуха с носа си. — Хай дявола! Дали гюла е подушила, дали друго! — Аз, знаеш, не съм прост, ставам веднага, вземам мускала и го мушвам под носа й. Тя се поусмихна. Гледам я — зарарсъз! Простичко така облечена, рекох си, слугиня. Теглих й едно око — смей се! И аз — хоп! — през кръста. Па тя като се извъртя, да я вземе мътната, че като ме цапардоса по суратя... остави се, потънах!... Тя да била леля на момчето... Нейсе, берекят версин, с един шамар се свърши работата. Добри хора!...",0,0,0,0,0,0,1
