Article ID,Article Name,Paragraph,English - Google,English - Gemini,English - ChatGPT,Original,English,Google,Gemini,ChatGPT
3,The Snake Eater Ge,1,0.7923759,0.85155606,0.84199494,"I. სასტუმროს იყვნენ ხევსურნი, ლუდი ედუღა წიქასა; ისხდენ ბანზედ და ღრეობდენ, თასებით ჰსვამდენ იმასა; ზოგნი უკრავდენ ფანდურსა, ზედ დაჰმღეროდენ დიდადა, მსმენელთა გრძნობას უდებდენ საგმირო ამბებს ხიდადა; აღგზნებით გმირთა სახელებს ლექსებში სთვლიდენ წმიდადა; მოხუცნი ჩიბუხებს სწევდენ, ბოლი ეხვიათ ნისლადა, განმარტავდიან მათ ამბავს, შანდობა თქვიან გმირთადა. ახლების საწურთნელადა იხსენებდიან ქებითა: „თქვენ იცით, ამას იქითა კაცად ვინც გამასდგებითა!“","I. The Khevsuri had come as guests, Tsika, their host, had brewed the beer. They sat on the flat earth roof and drank, downing the beer, cup by cup. Some played the three-stringed panduri, and sang loud songs as they plucked the strings, putting their listeners in the mood for tales of herces and their deeds. Ablaze with worship, the verses spoke heroic names; the old men smoked, the smoke hung over them like fog. They puffed their pipes and told their tales, invoked and blessed the heroes' souls, recalled and praised them, to arouse the young: ""It's up to you now - who can be a greater man!""","I. The Khevsurians were in the hotel, beer was brewing in the vat; they sat on the benches and chatted, drinking it from cups; some played the pandur, sang a great song, and filled the listeners' hearts with heroic tales; with excitement they recited the names of the heroes in verses; the old men smoked their pipes, and, blowing in the mist, explained their stories, and praised the heroes. They remembered the young men with praise: ""You know, that's the man who made me!""","I. The Khevsurians were at the guest-house, beer was brewing in the vessel;
They sat upon the flat roof and feasted, drinking it from bowls;
Some played the panduri, singing loudly to its tune,
Laying heroic tales as a bridge to the listeners' souls;
With fervor, they sacredly recounted the names of heroes in verse;
The elders smoked their pipes, the smoke enveloping them like mist,
They interpreted their deeds and offered blessings to the heroes' spirits.
To instruct the youth, they recalled them with praise:
""It is up to you now, whoever among you shall prove to be a man!""","I. There were Khevsurs at the inn, and beer was boiling in the *tsika*;  
they sat on the *ban* and feasted, drinking it from cups;  
some played the *panduri*, singing loudly over it,  
and to the listeners’ hearts they brought heroic tales as a bridge;  
with fervor they counted the names of heroes in verses, as something sacred;  
the old men drew their pipes, and smoke wrapped them like a mist,  
they explained their stories, speaking of the heroes’ glory.  
For the instruction of the young they recalled, with praise:  
“You know, from now on, whoever proves himself a man!”"
3,The Snake Eater Ge,2,0.7403923,0.83842045,0.805326,"კრებაში ერთი ვინმე სჩანს სახე-მკრთალი და მშვიდია, როგორც თაფლს მწერი, ეხვევა იმას მცირე და დიდია. დაღვრემილს წელზე ხმალი ჰრტყავ, მხარ-იღლივ ფარი ჰკიდია. მუხლებს წინ თავშიშველანი ორნი უსხედან ჩოქითა, თასებს აწვდიან, იღებენ შავს ლუდსა დიდის გობითა. – შასვი, მინდიავ, – ეტყვიან, – კაი ლუდია, სვიანი, გვითხარი რამე, ღვთის მადლსა, ერთი ქართული გზიანი.","One man stands among the throng, quiet, pale-faced. Like insects to honey round him hover big and small. This gloomy man is girt with a sword, from his shoulder hangs a shield. Two men, their heads uncovered, kneel on one knee in front of him. They pass the cups and fill them up with deep black beer from a giant trough. ""Drink up, Mindia,"" they say. ""It's good strong beer, with plenty of hops. Give us a story, for heaven's sake, something artful and good to hear.""","In the assembly, someone appears, his face pale and calm, like a bee stinging honey, and small and great embrace him. A sword is slung over his waist, a shield hangs from his shoulder. Two men, their heads bowed in front of their knees, are kneeling, offering cups, drinking black beer from a large goblet. “Shasvi, Mindiav,” they say, “It’s good beer, Sviani, tell us something, by the grace of God, a Georgian traveler.”","In the gathering, one man appears, pale-faced and calm; like insects to honey, young and old swarm around him. A sword is girded at his somber waist, a shield hangs from his shoulder. Before his knees, two bareheaded men sit kneeling; they offer him bowls, scooping black beer from a large wooden basin. “Drink, Mindia,” they say to him, “it is good beer, full of hops; tell us something, by the grace of God, a wise Georgian word.”","In the gathering, one man appears pale-faced and calm; like a bee around honey, both the small and the great cluster about him. A sword hangs at the waist of the gloomy one, and a shield hangs over his shoulder. Before his knees, two bareheaded men sit on their knees, offering cups and receiving black beer in great bowls.  
— Drink, Mindia, — they say, — it is good beer, full of spirit; tell us something, by God’s grace, some proper Georgian verse."
3,The Snake Eater Ge,3,0.650369,0.6706083,0.5755289,"– მთვრალმა რა გითხრათ, კაცებო, ჭკუა სასმელმა დაძალა, სათქმელი მემრისთვის დარჩეს, თუ კი სიკვდილმა მაცალა. – ასწია კარახანასა, გადიწურა და დაცალა.","""I'm too drunk to tell you tales, the drink has overcome my wits. Let it keep for another time, if death is not to call me yet."" He raised the last drink to his mouth, poured it down and drained the bowl.","– What can a drunkard tell you, men? Drink has made my mind dull, what I have to say is left to the memory, or death has taken me. – He climbed up to the bar, emptied it, and emptied it.","– What can I tell you, men, while drunk? The drink has mastered my mind; let what is to be said remain for next time, if death spares me the time. – He raised the *karakhana*, tipped it back, and drained it dry.","– What did the drunk man tell you, men? Wine overpowered his reason; let the words remain for another time, if death allows me. – He lifted the karakhana, drained it, and emptied it."
3,The Snake Eater Ge,4,0.85974765,0.8432963,0.86664474,"ტყვეობით დაბრუნებული ძმებში ყოფნითა სტკბებოდა, როგორაც სხვანი მრავალნი, ისიც ლუდითა თვრებოდა.","He had escaped captivity and found it sweet to be again drinking beer, like many others, getting drunk with his fellow men.","Having returned from captivity, he enjoyed being among his brothers, and like many others, he also got drunk on beer.","Having returned from captivity, he delighted in the company of his brothers; like many others, he too would grow drunk on beer.","He, having returned from captivity, delighted in being among his brothers, and like many others, he too would get drunk on beer."
3,The Snake Eater Ge,5,0.5696497,0.6629337,0.6207767,ამ მინდიაზე ამბობდენ დაუჯერებელს ამბებსა: მინდია ტყვედა ჰყოლია თორმეტს წელს თურმე ქაჯებსა.,His name was Mindia: the tales were unbelievable - it was said that wizards had captured him and held him prisoner for twelve years.,Unbelievable stories are being told about this Mindia: It turns out that Mindia was held captive by the Kadjians for twelve years.,"About this Mindia, they told unbelievable tales: for twelve years, it is said, the Kajis held him captive.",They used to tell incredible stories about this Mindia: they said that Mindia had been held captive by the demons for twelve years.
3,The Snake Eater Ge,6,0.9334054,0.9447676,0.9428997,"ტყვეობამ ფრიად დაჩაგრა, სამშობლოს გარეთ ყოფნამა; მიდის დრო, განვლო მრავალმა აღდგომამა და შობამა, მაგრამ მინდიას ტყვეობას არ ექნა დასასრულია, გული დაუდნო მონებამ, ამოსვლას ლამობს სულია. აგონდებოდა თავისი ჩამოთოვნილი მთებია, ჩაბნელებული ხევები, უსწორ-მასწორო გზებია, მის ბედის მგლოვიარენი დედა, მამა და ძმებია, თავისი ქოხი მწირული, სამოთხედ მისაღებია, ეშველათ, ბევრჯელ ხატ-ღმერთსა მხურვალედ შაჰვედრებია.","Being a captive, far from home, broke his spirit. Time ran on, Easter, Christmas passed many times, Mindia's captivity had no end. Slavery sapped his will to live, he longed to be released from life. His mind recalled his snow-capped peaks, deep-shaded gorges, winding tracks, his mother, father and his brothers - all of them mourning his ill-starred fate. His austere house seemed paradise lost. Many a time he heatedly begged God and his shrine to come to their aid.","Captivity oppressed him greatly, being outside his homeland; time passed, many Easters and Christmases passed, but Mindia's captivity had no end, her heart was weary of slavery, her soul yearned for a return. She remembered her fallen mountains, her darkened ravines, her uneven roads, her mother, father, and brothers mourning her fate, her humble hut, which was like a paradise, for help, she fervently prayed to many idols.","Captivity and being away from his homeland weighed heavily upon him; time passed, many Easters and Christmases went by, but there was no end to Mindia’s captivity. Slavery withered his heart, and his soul yearned to depart. He recalled his snow-capped mountains, the darkened ravines, and the rugged paths; his mother, father, and brothers mourning his fate; his humble hut, which to him seemed like paradise. Many times he had fervently prayed to the icons and God for help.","Captivity had greatly oppressed him, being outside his homeland; time passed, many Easters and Christmases went by, but Mindia’s captivity did not come to an end. Slavery had worn down his heart, and his soul longed to rise. He remembered his snow-covered mountains, the darkened gorges, the uneven roads, his mother, father, and brothers mourning his fate, his poor little hut, which he would have accepted as paradise, and many times he had fervently prayed to the icons and to God for help."
3,The Snake Eater Ge,7,0.64595044,0.6546475,0.57553524,"ბოლოს სთქვა: „თავსა მოვიკლავ, ასეთს სიცოცხლეს სჯობია!“ ქაჯთათვის ცეცხლზე ნადგამი სადილად ნახა ქობია. იცოდა, გველსა ჰხარშავდენ, იმასა სჭამდენ ხშირადა; ქაჯნი ქაჯობით იტანდენ გველის მიღებას პირადა, და თავის თავზე იფიქრა, რომ ექცეოდა ჭირადა.","At last he said: ""I'll kill myself rather than live a life like this."" He saw the cauldron the wizards put over the fire to cook their meal. He knew that they were cooking snake: this was a food they often ate. By sorcery the wizards could eat snake flesh and stay alive. Mindia thought, if he ate snake he would be free of his troubled life.","Finally he said: ""I will kill myself, it is better than life like this!"" He saw the snake on the fire as a dinner for the Kajis. He knew that when they cooked a snake, they often ate it; the Kajis tolerated the snake in private with great reluctance, and he thought to himself that he was being treated with contempt.","At last he said: ""I will kill myself, it is better than such a life!"" He saw a pot set upon the fire for the Kajis' dinner. He knew they were boiling a snake, for they ate it often; the Kajis, by their sorcerous nature, could endure eating the serpent, and he thought to himself that for him, it would be a fatal plague.","At last he said, “I shall kill myself; such a life is worse than death!” For the demons, Kobia saw a meal set out on the fire. He knew that they often boiled snakes and ate them; the demons, in their demonhood, could endure taking snakes into their mouths, and he thought to himself that this would turn into torment for him."
3,The Snake Eater Ge,8,0.77814984,0.7987187,0.80591077,"აიღო ერთი ნაჭერი, ზიზღით, ქურდულად შეჭამა და ამ დროს მოწყალეს თვალით ტყვეს გადმოჰხედა ზეცამა: ახალად სული ჩაედგა, ახალი ხორცი აისხა; გულის ხედვა და თვალების, როგორც ბრმას და ყრუვს, გაეხსნა. ესმის დღეიდან ყოველი, რასაც ფრინველნი გალობენ, ან მცენარენი, ცხოველნი, როდის ილხენენ, წვალობენ. რაც კი რამ დაუბადია უფალს სულიერ-უსულო, ყველასაც თურმე ენა აქვს, არა ყოფილა ურჯულო.","With stealth and loathing he took a slice, ate it, and then the heavens looked down with merciful eyes on Mindia. His spirit flooded back renewed, his bones were clothed in flesh made new. Sight was given his heart and eyes, as though hitherto he were blind and deaf. From that day on he understood what birds sang, plants and animals spoke when they were glad or suffering. Everything that the Lord had made had language: all was within the law.","He took a piece, ate it with disgust, like a thief, and at that moment, with a merciful eye, the sky looked down on the prisoner: a new soul was breathed into him, new flesh was poured out; the sight of his heart and the sight of his eyes, like the blind and deaf, were opened. From that day on, he could hear everything that the birds sang, or the plants, the animals, when they were born, howling. Whatever the Lord created spiritually, all of them turned out to have a language, and he was not a sinner.","He took a single piece, with loathing and in secret he ate it, and in that moment, Heaven looked down upon the captive with a merciful eye: a new soul was breathed into him, he was clothed in new flesh; the vision of his heart and eyes was opened, as if he had been blind and deaf. From this day forth, he hears everything—the songs of birds, the voices of plants and animals, when they rejoice and when they suffer. Whatever the Lord has created, animate or inanimate, it turns out they all have a language; none were without a soul.","He took one piece, and with disgust, like a thief, ate it, and at that moment heaven looked down on the captive with a merciful eye: a new soul was breathed into him, and new flesh was clothed upon him; the sight of his heart and eyes, as if he had been blind and deaf, was opened. From that day on he understands everything that birds sing, or plants and animals, when they rejoice and when they suffer. Whatever the Lord has created, whether animate or inanimate, all of it, it turns out, has a language; there has been no one without law."
3,The Snake Eater Ge,9,0.76661944,0.84648514,0.76257503,"ამას ჰგრძნობს, უკვირს თითონაც ტყვეს თვის ბუნების ცვალება. შეიგნო, ჭამა გველისა ქაჯთაგან იყო ზმანება. სიბრძნე აჩვენეს გველადა, რომ ჰზიზღებოდა საჭმელად, თუმც „შენც ჭამეო, მინდიავ“, არა ზარობდენ სათქმელად.","The prisoner felt his nature changed. Stunned, he grasped that snake flesh was the ploy and secret of the wizards. Though they had said, ""Eat some, Mindia,"" they kept their wisdom in the flesh of snakes, knowing that Mindia loathed its taste.","He feels this, and is surprised at the change in his nature. He understands that eating the snake was a dream from the snakes. They showed the snake wisdom, that it was abhorrent to eat, although they did not hesitate to say, ""You eat too, I swear.""","He feels this, and the captive himself is amazed by the change in his nature. He realized that the eating of the snake was a vision from the Kajis. They presented wisdom in the form of a snake so that he would find it loathsome to eat, though they did not hesitate to say, ""You eat too, Mindia.""","He feels it too, and even he himself is amazed at the change in his own nature as a captive. He understood that the serpent’s eating was a vision sent by the demons. They showed wisdom in the form of a serpent so that he would loathe it as food, though they did not hesitate to say, “You too, eat, Mindia.”"
3,The Snake Eater Ge,10,0.5375501,0.6401037,0.64142585,"შეიგნო სიბრძნე ქაჯების ამიერიდამ ტყვემაო; მას მუსაიფი დაუწყო ცამ, დედამიწამ, ტყემაო. მხოლოდ ბოროტმა მის გულში ვერ მოიკიდა ფეხია, სხვა დანარჩენი ქაჯური ყველა ისწავლა ხერხია. მას აღარაფრის ეშინის, თუნდ თავს დაატყდეს მეხია. ქაჯნი ბრაზობენ, რა ჰხედვენ – გამეცნიერდა გლეხია. აღარ აშინებს ტყვეობა, აღარც ხრიკები ქაჯური, დღეს თუ ხვალ, იმედიანობს, ქაჯებს უჭიროს პანჩური.","The captive had the wizards' wisdom, Sky, earth and forests spoke to him. His heart was closed to evil alone: every other wizard's trick he learnt. What can he fear, though he be struck by thunderbolts? The wizards raged when they discovered a simple peasant had grown wise. Captivity holds no more terrors, nor do the tricks the wizards play. Sooner or later Mindia hopes to give them the slip and get away.","He learned wisdom from the Kadzhis' captivity; the sky, the earth, the forest began to be his enemy. Only evil could not gain a foothold in his heart, all the other Kadzhis learned their tricks. He is no longer afraid of anything, even if lightning strikes him. The Kadzhis are angry, what are they looking at - he has become a peasant. He is no longer afraid of captivity, nor of the Kadzhi's tricks, today or tomorrow, he hopes that the Kadzhis will catch the punch.","Henceforth, the prisoner grasped the wisdom of the Kajis;
The sky, the earth, and the forest began to converse with him.
Only evil could find no footing within his heart,
But every other Kaji trick he mastered.
He fears nothing now, even should a thunderbolt strike his head.
The Kajis rage to see it—the peasant has become enlightened.
Captivity scares him no more, nor do the Kaji's wiles;
Today or tomorrow, he hopes, to give the Kajis a swift kick.","He learned the wisdom of the demons from that time on, the captive;  
The sky, the earth, and the forest began to converse with him.  
Only evil could not take root in his heart;  
All the rest of the demon-kind’s tricks he learned as skill.  
He fears nothing anymore, even if lightning were to strike him.  
The demons are enraged when they see it — the peasant has become enlightened.  
Captivity no longer frightens him, nor do demonic schemes;  
Today or tomorrow, he hopes, he will give the demons a beating."
