text,anger,disgust,fear,joy,sadness,surprise,neutral
IPN_news6,0,0,0,0,0,0,1
"Armaz Akhvlediani - The authorities supported Metropolitan Shio, that is crystal clear; he was involved and still is - we saw that, and I have a suspicion that we will see it even before the start of the historic synod, where the Patriarch is to be elected (28.04.2026, 19:37)",0,0,0,0,0,0,1
"“Perhaps for the final session, where the Patriarch is to be chosen by the Synod, the configuration may change somewhat — Bishop Shio has been promoted, but I would not rush and would not draw a final conclusion,” politician Armaz Akhvlediani said in the “Resume” program on “PalitraNews.”",0,0,0,0,0,0,1
"According to Armaz Akhvlediani, everything will depend on where the votes of the other two candidates go.",0,0,0,0,0,0,1
"“The main decision lies ahead; today the Synod session only selected the candidates. We already know the figures, who received how many votes. Let us not forget either that, by the final session, where the Synod is to choose the Patriarch, it is not impossible that the configuration may change to some extent. However, today it is clear who has moved ahead: Metropolitan Shio has moved ahead, but I would not rush and would not draw a final conclusion, unlike others.”",0,0,0,0,0,0,1
"“Today, the Patriarch was not being elected; today only three candidates were nominated, and when one is to be chosen, it is possible that the other two may agree on where their votes, as well as the votes of others, will go,” said Armaz Akhvlediani.",0,0,0,0,0,0,1
"According to Armaz Akhvlediani, it is crystal clear that the authorities are interfering in the Patriarchate elections and supporting Bishop Shio.",0,0,0,0,0,0,1
"“The authorities supported Bishop Shio, that is crystal clear. They were involved and are involved. Let’s say it plainly: all government media, from morning till evening, actively, in every context, whatever topic they were discussing, directly or indirectly supported this one candidate. If that is not interference, then what is interference?! As for interference by other means, I cannot speak about that; I have no facts, and if I did, I would say so. But I have a well-founded suspicion and assumption that a bad government always has levers of influence, pressure, and sway, especially a government whose authority has been destroyed and which needs to cling to something—in this case, the church’s authority, acquired by inertia—and use it for its own benefit. We have seen this over this period, and I suspect we will see it even before the start of the historical synod, where the final patriarch is to be chosen,” said Armaz Akhvlediani.",0,0,0,0,0,0,1
"For your information, the Holy Synod has selected three patriarchal candidates. By decision of the Synod, the candidates for the patriarchate will be: the locum tenens of the patriarchal throne, Metropolitan Shio (Mujiri) of Senaki and Chkhorotsku; Metropolitan Iobi of the Urbnisi and Ruisi diocese; and Metropolitan Grigol of Poti and Khobi.",0,0,0,0,0,0,1
"As the head of the Patriarchate’s Public Relations Service, Archpriest Andria Jagmaidze, told journalists, the locum tenens of the Patriarchal Throne, Shio, received 20 votes, while the other two candidates received 7 votes each. He also explained that the other candidates were Bishop Grigol Katia, Bishop Dositeos, and Bishop Melkisedek.",0,0,0,0,0,0,1
