text,anger,disgust,fear,joy,sadness,surprise,neutral
"България е двигател на процесите по изграждане на свързаността в Европа, заяви президентът Илияна Йотова на форум в Ереван (04.05.2026 16:37)",0,0,0,0,0,0,1
"Свързаността не е само стратегически избор. Тя е гаранция за нашата обща сигурност – от икономиката до отбраната. България е не само активен партньор, но и двигател на тези процеси, заяви президентът Илияна Йотова по време на дискусиите на Осмата среща на върха на Европейската политическа общност, която се провежда в арменската столица Ереван. Това съобщиха от прессекретариата на държавния глава. Във форума под надслов „Изграждане на бъдещето: сигурност и стабилност в Европа“ участват близо 50 държавни и правителствени ръководители. Европейската политическа общност цели да насърчи политическия диалог и сътрудничеството за укрепване на сигурността, стабилността и просперитета на европейския континент.",0,0,0,0,0,0,1
"Крайно време е националните проекти да намерят място в нашата споделена географска и икономическа свързаност. Югоизточна Европа е стратегически мост между нашия континент, Азия и Близкия изток. Времето на кризи отваря нови възможности, посочи Йотова, цитирана в съобщението. В изказването си президентът е акцентирала върху проектите, свързани с енергийната и транспортната свързаност на Стария континент, в които България има активно участие.",0,0,0,0,0,0,1
"Глобалните конфликти ни научиха по трудния начин, че трябва да развием своята енергийна независимост и да диверсифицираме енергийните си източници, заяви също Йотова, като подчерта, че газовият интерконектор между Гърция и България има ключова роля за диверсификацията.",0,0,0,0,0,0,1
"Държавният глава подчерта, че България беше една от първите страни, които разшириха капацитета на газовите си хранилища след газовата криза от 2022 г. Тя открои значимостта на един от най-мащабните проекти – Вертикалния газов коридор, който ще свърже Гърция, България, Румъния и Унгария. Българската част от проекта е почти завършена.",0,0,0,0,0,0,1
"Работим за разширяване на инфраструктурата за възобновяема енергия особено по крайбрежието на Черно море, както и със соларни системи, каза още Илияна Йотова, цитирана в прессъобщението. Тя изтъкна, че България е един от най-големите и последователни поддръжници на чистата и безопасна ядрена енергия, като Европейският съюз едва сега преразглежда своята позиция по въпроса.",0,0,0,0,0,0,1
"Президентът открои значението на транспортната свързаност. Настояваме за ускоряване на построяването на Коридор 8, който ще свърже България, Северна Македония и Албания – на практика Адриатическо с Черно море. Това е важен не само икономически проект, но и от гледна точка на сигурността не само за региона, а и за цяла Европа, посочи Йотова. Тя подчерта, че тези проекти са важни за интеграцията на страните от Западните Балкани, като ще допринесат за двустранната свързаност, както и за транспортните артерии в цяла Европа. Президентът настоя и за развитието на Трансевропейската транспортна мрежа – мащабен проект за изграждането на инфраструктура за различен вид транспорт в Европа.",0,0,0,0,0,0,1
"Илияна Йотова подчерта и значението на Транскаспийския транспортен коридор, който ще допринесе за свързаността между Европа и Азия. Държавният глава изтъкна колко е важно да бъде изграден още един мост над река Дунав и да се завърши транспортната връзка между Силистра и Кълъраш.",0,0,0,0,0,0,1
"В изказването си президентът посочи, че България е засилила ролята на своите пристанища на Черно море. Това са проекти, важни не само за икономиката, а и за сигурността на континента, каза Йотова.",0,0,0,0,0,0,1
"България изгражда индустриални зони около големите градове за инвестиции и сигурност на регионалните доставки. Президентът изтъкна силните български позиции в развитието на новите технологии, киберсигурността и изкуствения интелект. България е една от шестте държави, избрани от Европейската комисия за изграждането на гигафабрика за изкуствен интелект.",0,0,0,0,0,0,1
"Държавният глава постави акцент и върху значението на Многогодишната финансова рамка на Европейския съюз. Изключително важно за икономическите проекти, регионалната свързаност и развитие  е да се запази кохезионната политика и България твърдо ще настоява за това, подчерта Йотова.",0,0,0,0,0,0,1
"„Вертикалният газов коридор има стратегическо значение за енергийната сигурност на Европа. Освен икономическите ползи той има и политическо значение във време на сериозни геополитически разделения и военни конфликти“, заяви президентът Илияна Йотова по-рано днес.",0,0,0,0,0,0,1
