text,anger,disgust,fear,joy,sadness,surprise,neutral
Дирекция „Архиви и Справочна“ на БТА получи отличието на Асоциацията на българските авиокомпании за принос в опазването на историческата памет (28.04.2026 15:16),0,0,0,0,0,0,1
"Дирекция „Архиви и Справочна“ на Българската телеграфна агенция (БТА) получи награда от Асоциацията на българските авиокомпании за принос в опазването на историческата памет на „Българска гражданска авиация"" (БГА). Отличието бе връчено на официална церемония в хотел ""Вега"" в София, а наградата прие Десислава Севова, директор на дирекция „Архиви и Справочна“ в БТА.",0,0,0,0,0,0,1
"Тя изрази признателност за отличието и го определи като висока оценка не само за личната ѝ работа, но и за усилията и професионализма на екипа, който ръководи. По думите ѝ наградата се възприема като признание за значението на архивната дейност и като уважение към поколенията журналисти и служители, работили в 128-годишната история на БТА и оставили своя принос.",0,0,0,0,0,0,1
"Севова подчерта, че истинските новини днес създават историята на утрешния ден, а мисията на архива е да я съхранява.",0,0,0,0,0,0,1
Със същото отличие за принос в опазването на историческата памет бе награден и Антон Митов от дирекция „Архивен фонд“ на Българското национално радио (БНР).,0,0,0,0,0,0,1
"АБА присъди и награда - статуетка „Полет“ за опазване на историческото наследство и принос към развитието на БГА, на Института по въздушен транспорт, наричан „Ковачницата на авиационни кадри“, който тази година отбелязва 55-годишнина от своето създаване. Отличието бе прието от управителя на института и почетен председател на АБА Светослав Станулов. Наградата му бе връчена от председателя на Асоциацията на индустриалния капитал в България Румен Радев.",0,0,0,0,0,0,1
"Статуетка „Полет“ за цялостен принос и коректно отразяване на авиационната тематика бе присъдена на вестник „24 часа“, който отбелязва 35 години от създаването си. Отличието бе връчено от председателя на АБА Йовко Йоцев, а наградата прие Иван Михалев, търговски директор на изданието.",0,0,0,0,0,0,1
"Живко Константинов получи награда за създаването на сайта „Травъл радар“ и за серия от филми на авиационна тематика. Отличието му бе връчено от заместник-министъра на транспорта и съобщенията Димитър Недялков. Недялков отбеляза, че пред българската авиация стои трудна година, но подчерта, че 2025 г. е била изключително успешна и изрази надежда през 2026 г. да бъдат постигнати същите добри резултати.",0,0,0,0,0,0,1
С награда за цялостен принос и опазване на историческата памет бе отличен и Драгомир Драганов от Българската национална телевизия (БНТ).,0,0,0,0,0,0,1
"За коректно отразяване на авиационната тематика отличия получиха още Запрян Запрянов от Нова телевизия, Станчо Станчев от bTV, както и сутрешният блок на „Евронюз България“.",0,0,0,0,0,0,1
"Отличие за принос в представянето на връзката между туризма и авиацията бе присъдено на сайта Bgtourism.bg, който освен наградата на АБА, получи и статуетка от авиокомпания „Електра“.",0,0,0,0,0,0,1
"С награда за коректно отразяване на авиационната тематика беше отличен и Мирослав Иванов, главен редактор на сайта TravelNews.",0,0,0,0,0,0,1
